ItemID,ItemName,SupplierID,StockQty,ReorderLevel,UnitPrice,LastRestockedDate
INV2344,Steel,SUP0006,170,243,,2022-05-25
INV2345,Electronics,SUP0016,36,293,36783.3,22/11/2023
INV2346,Electronics,SUP0015,268,14,39052.94,2022-08-21
INV2347,Plastic,SUP0008,104,212,37690.27,2024-10-13
INV2348,Rubber,SUP0013,248,37,49340.11,2024-07-13
INV2349,Electronics,SUP0017,110,119,2575.62,06/10/2022
INVALID_37,Plastic,SUP0017,222,247,5402.47,23/09/2024
INV2351,Electronics,SUP0007,85,189,36376.55,2023-05-13
INV2352,Plastic,SUP0016,211,0,40299.27,07/01/2022
INV2353,Chemicals,SUP0016,187,203,44871.8,2024-08-11
INV2354,ELECTRONICS,SUP0016,91,76,31546.35,13/09/2022
INV2355,Chemicals,SUP0016,136,86,32523.16,12/11/2024
INV2356,Electronics,SUP0005,263,79,6121.1,2024-01-19
INV0407,Plastic,SUP0014,280,64,37878.56,06/19/2024
INV2358,Electronics,SUP0015,79,216,22262.26,01/19/2024
INV2359,Rubber,SUP0001,249,219,,03/26/2022
INV2360,Rubber,SUP0012,9999,195,14378.12,2022-12-31
INV2361,Steel,SUP0009,230,275,21855.76,19-06-2022
INV2362,Electronics,SUP0020,238,25,13004.33,30-07-2023
INV2363,Rubber,SUP0012,114,17,,12/03/2022
INV2364,Chemicals,SUP0016,297,233,6200.08,08/09/2023
INV2365,Steel,SUP0018,216,270,38510.3,27/06/2024
INV2366,Plastic,SUP0009,18,118,6582.97,18/02/2023
INV2367,ELECTRONICS,SUP0019,88,74,17097.65,07/12/2022
INV2368,Rubber,SUP0015,59,171,15334.58,2023-05-14
INV2369,Electronics,SUP0011,28,178,20615.61,10/30/2023
INV2370,Steel,SUP0012,74,142,24192.5,27/11/2023
INV2371,Rubber,SUP0006,48,270,24147.46,2024-03-12
INV2372,plastic,SUP0013,16,96,27370.59,2022-07-28
INV2373,Electronics,SUP0002,204,123,32229.94,22-12-2022
INV2374,Rubber,SUP0004,95,223,7978.92,20-08-2024
INV2375,Electronics,SUP0003,128,291,9596.44,05/09/2023
INV2376,Electronics,SUP9999,13,206,42018.18,11-02-2023
INV2377,Chemicals,SUP0005,29,206,25952.85,05/17/2024
INV2378,Chemicals,SUP0002,213,75,,26-07-2023
INV2379,Steel,SUP0010,96,267,12448.43,10/12/2024
INV2380,Rubber,SUP0003,0,261,39589.96,04/05/2022
INV2381,Chemicals,SUP0007,180,69,25495.76,16-01-2022
INV2382,Plastic,SUP0007,82,21,3942.9,22/02/2022
INV2383,Rubber,SUP0005,163,2,13647.46,29/07/2023
INV2384,Rubber,SUP0008,-1,265,12820.54,18-04-2022
INV2385,Electronics,SUP0008,217,140,8671.6,02/01/2024
INV2386,Electronics,SUP0007,202,83,6571.31,2024-04-24
INV2387,Steel,SUP0002,147,285,24693.94,2022-06-06
INV2388,Steel,SUP0005,207,274,0,12-05-2023
INV2389,Plastic,SUP0012,31,172,20774.99,04/08/2022
INV2390,Chemicals,SUP0018,161,76,37741.96,25-12-2023
INV2391,Rubber,SUP0007,28,265,Five Hundred,2023-05-30
INV2392,Steel,SUP0017,150,209,49231.78,2023-12-07
INV2393,Electronics,SUP0020,116,83,-2694.62,14/05/2022
INV2394,Rubber,SUP0010,79,245,35403.58,2022-05-07
INV2395,Steel,SUP0018,25,2,37235.92,01/19/2022
INV2396,Plastic,SUP0008,176,207,19962.42,2023-01-31
INV2397,Steel,SUP0004,62,164,21090.13,06/02/2023
INV2398,Electronics,SUP0008,274,170,13813.87,10-07-2024
INV2399,Chemicals,SUP0008,285,233,28631.14,17/09/2022
INV2400,Electronics,SUP0007,56,300,23629.88,23-09-2024
INV2401,Chemicals,SUP0003,264,243,0,03/21/2023
INV2402,Electronics,SUP0020,187,183,28085.51,16-02-2023
INV2403,Electronics,SUP0011,19,34,35742.94,02-05-2022
INV2404,Electronics,SUP0012,138,79,35793.63,2023-10-29
INV2405,Chemicals,SUP0011,60,212,39605.92,11/05/2023
INV2406,Plastic,SUP0007,11,131,22935.47,2023-09-11
INV2407,Electronics,SUP0019,290,282,4425.75,13-07-2022
INV2408,Rubber,SUP0002,45,83,30489.5,2024-02-18
INV2409,Chemicals,SUP0005,136,157,9233.36,28/01/2022
INV2410,Electronics,SUP0011,273,67,Five Hundred,17/02/2024
INV2411,Rubber,SUP0013,298,64,19351.65,2022-03-23
INV2412,Plastic,SUP0002,111,230,3853.38,27/01/2022
INV2413,Electronics,SUP0018,53,101,28263.04,15/07/2024
INV2414,Rubber,SUP0004,193,72,,02/27/2022
INV2415,Electronics,SUP0003,212,148,12157.87,2022-01-17
INV2416,Steel,SUP0019,11,229,43220.83,04-01-2024
INV2417,Steel,SUP0012,43,266,15253.6,2022-05-25
INV2418,Plastic,SUP0006,199,87,27891.69,20-05-2022
INV2419,Steel,SUP0019,158,296,18770.26,18-02-2023
INV2420,Plastic,SUP0018,145,8,32001.16,28/09/2024
INV2421,Rubber,SUP0009,243,235,13159.46,05/01/2022
INV2422,CHEMICALS,SUP0020,282,80,11699.36,14/01/2022
INV2423,Rubber,SUP0001,22,265,37357.15,2024-07-28
INV2424,Chemicals,SUP0010,298,83,30309.02,23/02/2024
INV2425,Steel,SUP0005,61,164,34513.25,02/10/2022
INV2426,Rubber,SUP0016,123,194,Twenty Five Thousand,09/25/2023
INV2427,Chemicals,SUP0012,231,298,26154.23,2023-07-30
INV2428,Plastic,SUP0002,237,136,44822.13,2024-09-30
INV2429,steel,SUP9999,37,186,11017.44,29/12/2023
INV2430,Chemicals,SUP0020,266,73,33176.99,18/07/2022
INV2431,Steel,SUP0007,6,28,1267.89,12-10-2023
INV2432,Steel,SUP0018,163,55,2912.46,24/01/2024
INV2433,PLASTIC,SUP0016,57,208,,2022-10-09
INV2434,Rubber,SUP0017,270,58,47723.34,24-09-2023
INV2435,Steel,SUP0016,35,268,43575.23,02-11-2023
INV0664,Electronics,SUP0007,28,197,9480.63,2023-06-10
INV2437,Rubber,SUP0013,240,150,5201.76,2023-02-02
INV2438,Plastic,SUP0002,124,266,43663.58,04/24/2023
INV2439,Electronics,SUP0019,171,145,-903.78,03/02/2024
INV2440,Chemicals,SUP0007,85,226,9025.15,28-08-2023
INV2441,Chemicals,SUP0007,80,235,Five Hundred,16-08-2022
INV2442,Chemicals,SUP0014,245,149,4867.5,2022-06-09
INV2443,Chemicals,SUP0010,151,167,29544.58,25-04-2022
INV2444,Chemicals,SUP0006,112,265,17205.45,26-06-2022
INV2445,Electronics,SUP0019,9999,294,37995.31,10/05/2022
INV2446,Electronics,SUP0009,299,103,9801.83,24/04/2023
INV2447,Electronics,SUP0011,149,217,8198.28,20-08-2022
INV2448,Chemicals,SUP0009,207,87,11651.5,09/10/2023
INV2449,Rubber,SUP0004,90,84,40345.83,10-07-2022
INVALID_24,Electronics,SUP0015,33,73,,2022-07-20
INV2451,Rubber,SUP0013,82,145,46359.17,18-01-2022
INV2452,Electronics,SUP0001,98,154,25457.49,2022-09-13
INV1193,Rubber,SUP0012,171,148,6977.01,18-06-2023
INV2454,Electronics,SUP0007,262,262,42147.23,20-02-2022
INV2455,Chemicals,SUP0007,241,171,-716.45,2022-12-20
INV2456,Chemicals,SUP0004,87,49,32065.89,2024-04-10
INV2457,Plastic,SUP0006,35,42,47274.36,2022-10-19
INV2458,Electronics,SUP0013,104,224,6559.76,16/11/2022
INV2459,Chemicals,SUP9999,114,197,1277.36,2022-02-13
INV2460,RUBBER,SUP0016,244,74,6534.28,16/07/2023
INV2461,Steel,SUP0001,197,127,29889.32,06-04-2022
INV2462,Steel,SUP0007,261,242,26470.33,04/04/2024
INV2463,Electronics,SUP0003,225,3,15210.01,24/03/2024
INV2464,Electronics,SUP0012,107,54,6206.65,05/09/2022
INV2465,Steel,SUP0019,176,94,45789.54,2022-11-21
INV2466,Chemicals,SUP0020,223,116,,10/10/2022
INV2467,Plastic,SUP0006,-1,159,12559.57,2022-09-27
INV2468,Chemicals,SUP0005,63,117,17232.12,2022-08-10
INV2469,Rubber,SUP0011,75,280,5223.51,2024-07-04
INV2470,chemicals,SUP0005,145,209,7257.16,10/16/2023
INV2471,Rubber,SUP0020,33,197,11938.35,2022-10-05
INV2472,Chemicals,SUP0006,59,120,0,07-05-2022
INV2344,Steel,SUP0003,0,268,47363.15,06/17/2023
INV2474,Electronics,SUP0020,143,267,43028.34,06/22/2024
INV2475,Rubber,SUP0017,49,35,44729.22,2022-07-20
INV2476,Rubber,SUP0016,49,242,31134.71,2022-09-27
INV2477,Rubber,SUP0010,0,7,7997.82,22/12/2022
INV2478,Rubber,SUP0013,35,148,,04/04/2024
INV2479,Chemicals,SUP0017,191,223,30994.83,2022-03-28
INV2480,Rubber,SUP0007,125,9999,26789.85,02/26/2022
INV2481,Steel,SUP0001,211,9999,,07/24/2022
INV2482,Plastic,SUP0010,256,18,15700.83,09/17/2022
INVALID_65,Steel,SUP0017,172,15,44382.28,11/19/2024
INV2484,Chemicals,SUP0004,194,22,24377.67,2022-11-01
INV2485,Chemicals,SUP0020,156,277,35843.37,09-07-2023
INV2486,CHEMICALS,SUP0019,285,284,9125.83,2022-04-30
INV1272,Rubber,SUP0011,229,173,48579.9,10/06/2022
INV2488,Steel,SUP0009,55,111,19494.82,07/18/2024
INV2489,Rubber,SUP0008,6,276,2531.45,2023-07-25
INV2490,Rubber,SUP0007,249,244,45401.01,13-08-2023
INV2491,Rubber,SUP0001,173,20,14536.63,2022-11-07
INV2492,Chemicals,SUP0010,161,220,10375.61,05-10-2022
INV2493,RUBBER,SUP0006,137,204,30945.45,12/27/2024
INV2494,Chemicals,SUP0016,19,67,49502.63,05/10/2024
INV2495,Plastic,SUP0009,273,48,Five Hundred,2024-03-03
INV2496,Plastic,SUP0008,244,230,42604.97,05/07/2023
INV2497,Plastic,SUP0013,245,87,34755.47,2022-10-11
INV2498,Plastic,SUP0004,51,36,29254.76,02/04/2023
INV2499,Plastic,SUP0008,217,300,19826.9,02/27/2022
INV2500,Chemicals,SUP0011,256,123,23245.4,2022-05-07
INV2501,Steel,SUP0006,74,110,0,2022-09-23
INV2502,Plastic,SUP0004,221,130,15815.94,28-05-2023
INV2503,Chemicals,SUP0010,102,18,29059.14,05/05/2024
INV2504,Plastic,SUP0020,28,262,4558.47,14-09-2023
INV2505,Rubber,SUP0016,69,267,27415.46,05/10/2023
INV2506,Electronics,SUP0005,90,35,22727.33,02/03/2022
INV2507,Chemicals,SUP0014,130,37,47781.84,24/06/2023
INV2508,Chemicals,SUP0012,190,88,18700.02,25-03-2022
INV2509,Rubber,SUP0019,98,145,30455.14,2023-04-25
INV2510,Electronics,SUP0005,58,-1,24299.71,2022-08-20
INV2511,Rubber,SUP9999,282,145,39244.71,04/11/2023
INV2512,Chemicals,SUP0013,145,246,,2023-05-13
INV2513,Steel,SUP0017,251,49,1327.3,03-06-2024
INV2514,Electronics,SUP0015,109,274,16887.18,22/01/2022
INV1359,Electronics,SUP0005,213,182,35698.66,07/01/2022
INV2516,Plastic,SUP0001,203,211,28874.18,24-09-2024
INV2517,Chemicals,SUP0001,47,166,17339.34,22-05-2023
INV2518,Steel,SUP0006,12,239,4808.18,2024-06-19
INV2519,Steel,SUP0017,292,274,35043.47,13/09/2024
INV2520,Chemicals,SUP0017,169,165,25132.18,02/25/2022
INV2521,Plastic,SUP0017,195,73,3567.61,2023-10-14
INV2522,Electronics,SUP0005,107,215,16104.84,03/02/2024
INV2523,Steel,SUP0001,207,216,38948.95,2023-12-04
INV2524,plastic,SUP0020,216,163,43750.57,28/12/2022
INV2525,Electronics,SUP0002,223,181,6813.78,04-10-2024
INV2526,Steel,SUP0019,204,123,0,2023-11-04
INV2527,Steel,SUP0001,97,202,25164.85,27-12-2022
INV2528,Chemicals,SUP0009,86,167,27826.48,16/09/2024
INV2529,Chemicals,SUP0011,32,276,,06-12-2023
INV2530,Electronics,SUP0002,42,170,23718.47,17-02-2023
INV2531,Electronics,SUP0016,208,160,20823.73,16-12-2022
INV2532,Electronics,SUP0001,9,201,17509.4,11/12/2023
INVALID_74,Plastic,SUP0008,53,-1,44474.84,28-07-2023
INV2534,Rubber,SUP0017,295,283,17304.0,24-04-2024
INV2535,Steel,SUP0014,19,18,,09/11/2023
INV2536,Plastic,SUP0010,80,81,43540.37,03-03-2022
INV2537,Plastic,SUP0005,9999,9999,36176.4,19-06-2022
INVALID_55,Electronics,SUP0005,88,119,17897.64,09/04/2022
INV2539,CHEMICALS,SUP0018,183,203,5367.16,11/21/2022
INV2540,Chemicals,SUP0003,59,176,2209.72,20-08-2022
INV2541,Electronics,SUP0018,211,161,24345.12,10-02-2022
INV2542,Steel,SUP0014,5,283,2093.28,03-07-2022
INV2543,Chemicals,SUP0008,20,266,43753.39,09/05/2023
INV2544,Steel,SUP0019,72,3,28070.33,21-09-2024
INV2545,Electronics,SUP0005,54,118,10237.32,05/17/2024
INV2546,Plastic,SUP0008,274,265,10466.15,2024-08-23
INV2547,Rubber,SUP0012,158,75,6799.41,03/03/2023
INV2548,Chemicals,SUP0020,57,276,20133.95,07/27/2024
INV2549,Rubber,SUP0005,110,35,23523.81,04/07/2024
INV2550,Plastic,SUP0008,253,163,,06/05/2022
INV2551,Plastic,SUP0002,73,16,12826.51,23/05/2022
INV2552,Plastic,SUP0016,196,143,,07/08/2022
INV2553,Electronics,SUP0008,296,145,22087.57,2023-08-31
INV2554,plastic,SUP0004,10,270,25947.55,07-09-2023
INV2555,Electronics,SUP0007,271,11,10700.56,18/06/2024
INV2556,Steel,SUP0006,80,179,30705.21,06-02-2024
INV2557,Steel,SUP0015,49,262,6496.33,12/08/2023
INV2558,Electronics,SUP0009,294,86,39258.19,23/02/2022
INV2559,Rubber,SUP0004,110,15,36606.53,12-02-2023
INVALID_82,Chemicals,SUP0018,14,279,44554.21,2022-12-15
INV2561,Electronics,SUP0012,260,130,36532.76,02/25/2024
INV2562,Electronics,SUP0008,2,132,38727.12,01/29/2022
INV2563,Steel,SUP0009,153,50,,07/08/2022
INV2564,PLASTIC,SUP0020,291,229,14587.04,28/12/2022
INV2565,Plastic,SUP0009,195,287,45424.33,26-05-2024
INV2566,steel,SUP0007,52,167,36960.79,2024-02-13
INV2567,Chemicals,SUP0010,217,158,19382.18,22/08/2024
INV2568,Rubber,SUP0010,20,101,30164.02,01/06/2024
INVALID_18,Chemicals,SUP0020,95,188,39344.44,04/08/2023
INV2570,Rubber,SUP0004,226,285,27331.13,02-07-2023
INV2571,Plastic,SUP0018,111,165,39690.62,31/03/2022
INV2572,Rubber,SUP0016,17,214,18293.28,09/20/2024
INV2573,Chemicals,SUP0003,181,230,20469.12,03-05-2022
INV2574,Electronics,SUP0013,207,187,5216.98,2024-02-22
INV2575,electronics,SUP0019,85,123,27139.89,19/04/2022
INV2576,Chemicals,SUP0018,229,134,19928.94,22-03-2022
INV2577,Chemicals,SUP0004,103,138,40276.39,11/09/2023
INV2578,Rubber,SUP0008,148,11,25126.36,12-05-2024
INV1000,Rubber,SUP0014,68,255,1477.22,03/04/2022
INV2580,Chemicals,SUP0004,75,293,32635.01,05/12/2024
INV2581,Steel,SUP0010,43,69,24117.56,24/05/2024
INV2582,Chemicals,SUP0001,144,204,31829.66,10-11-2024
INV2583,steel,SUP0019,3,192,,12-09-2024
INV2584,Electronics,SUP0007,194,207,19860.97,17/08/2022
INV2585,Steel,SUP0013,6,34,32493.06,19-10-2022
INV2586,Electronics,SUP9999,9999,128,32318.26,13/02/2022
INV2587,Chemicals,SUP0003,116,121,48506.27,05/28/2024
INV2588,Rubber,SUP0011,98,129,28755.68,13/05/2022
INV2589,Electronics,SUP0016,219,172,6591.27,2022-07-23
INV2590,Steel,SUP0005,291,269,36127.89,24-11-2024
INV2591,Chemicals,SUP0008,47,144,11218.35,19-04-2023
INV2592,Rubber,SUP0006,63,153,19764.82,04/06/2022
INV2593,Plastic,SUP0009,251,208,31408.3,2023-01-15
INVALID_58,Steel,SUP9999,8,251,49640.89,05/15/2023
INV2595,Plastic,SUP0017,127,158,20756.22,2023-12-21
INV2596,Plastic,SUP0019,191,41,3371.22,04-03-2023
INV2597,Steel,SUP0003,209,24,37077.13,2024-04-30
INV2598,Plastic,SUP0014,202,154,,06-06-2022
INV2599,Electronics,SUP0003,198,251,33487.46,09/28/2024
INV2600,Electronics,SUP0001,152,64,6483.54,06/07/2024
INVALID_28,Steel,SUP0016,124,100,21785.56,04-03-2024
INV2602,Chemicals,SUP0012,215,9999,33158.32,03/10/2023
INV2603,plastic,SUP0020,284,230,17208.27,25/02/2022
INV2604,Rubber,SUP0007,129,17,4953.62,03/11/2023
INV2605,Plastic,SUP0001,299,238,21962.82,05-08-2023
INV2606,Rubber,SUP0013,39,143,22877.08,2024-06-22
INV2607,Chemicals,SUP0010,164,75,Ten Thousand,2023-10-30
INV2608,Plastic,SUP0003,286,57,10073.34,01/28/2024
INV2609,chemicals,SUP0002,107,264,19589.58,19/08/2024
INVALID_80,Rubber,SUP0017,94,291,20389.12,2024-10-20
INV2611,Rubber,SUP0018,122,162,5460.6,2024-05-03
INV2612,Plastic,SUP0014,132,87,22350.75,2022-12-30
INV2613,Steel,SUP0003,62,41,6780.27,29/09/2024
INV2614,Rubber,SUP0012,274,9,2629.19,06/03/2022
INV2615,Steel,SUP0016,187,225,15077.3,27/07/2022
INV2616,CHEMICALS,SUP0015,51,259,23758.08,28-02-2023
INV2617,Rubber,SUP0004,63,57,7919.09,30/04/2023
INV2618,Chemicals,SUP0015,92,87,7456.64,2023-09-04
INV2619,Rubber,SUP0008,270,150,,10/01/2022
INV2620,Chemicals,SUP0002,0,234,,13/11/2023
INV2621,Chemicals,SUP0015,191,79,16387.93,05/03/2023
INVALID_91,Chemicals,SUP0009,279,220,15754.93,11/15/2022
INV2623,Steel,SUP0013,247,288,12393.57,30/11/2024
INV2624,Electronics,SUP0017,265,174,-4753.19,2022-05-07
INV2625,Electronics,SUP0007,165,50,49335.45,24-12-2023
INV2626,Chemicals,SUP0019,34,151,33931.43,23/08/2022
INV2627,Chemicals,SUP0018,83,97,28283.93,02/06/2023
INV2628,Steel,SUP0014,126,295,5003.94,16/12/2024
INV2629,Plastic,SUP0003,297,114,5959.22,2022-10-15
INV2630,Chemicals,SUP0019,164,61,10403.85,2024-03-18
INV2631,Steel,SUP0004,63,251,34803.55,26/04/2024
INV2632,Plastic,SUP0019,231,257,33836.69,03/02/2024
INV2633,Steel,SUP0018,146,299,32732.08,2022-07-25
INV2634,Steel,SUP0009,152,67,29246.0,2023-11-05
INV2635,Chemicals,SUP0016,72,136,32099.57,01/24/2023
INV2636,Chemicals,SUP0018,57,108,44078.9,02/22/2024
INV2637,Electronics,SUP0001,71,238,26759.0,20/04/2024
INV2638,Plastic,SUP0014,59,230,Twenty Five Thousand,25-01-2024
INV2639,Steel,SUP0016,291,75,11677.53,2022-08-29
INV2640,Chemicals,SUP0005,76,53,18725.35,2022-04-22
INV2641,Chemicals,SUP0006,27,122,31338.6,23-05-2022
INV2642,Electronics,SUP0002,22,241,19007.22,2024-01-28
INV2643,Steel,SUP0009,71,104,Ten Thousand,07/26/2023
INV2644,Chemicals,SUP0020,2,20,3167.74,02-11-2023
INV2645,Plastic,SUP0006,22,55,13073.16,19/02/2023
INV2646,Electronics,SUP0003,17,13,,07/02/2022
INV2647,Plastic,SUP0016,96,125,37958.2,01/07/2022
INV2648,Rubber,SUP0006,103,211,5033.52,30-01-2024
INV2649,Chemicals,SUP0016,200,112,44274.2,2024-02-06
INV2650,Rubber,SUP0010,136,150,0,14/02/2022
INV2651,Rubber,SUP0001,210,25,33011.51,04/26/2023
INV2652,Plastic,SUP0014,294,261,1162.96,10/19/2023
INV2653,Electronics,SUP0012,61,92,21104.14,04/09/2024
INV2654,plastic,SUP0007,9999,160,42905.41,28-10-2022
INV2655,Electronics,SUP0011,54,51,46854.39,2023-05-13
INV2656,Rubber,SUP0016,44,275,33914.49,06-10-2022
INV2657,Electronics,SUP0003,73,167,16555.53,2022-06-05
INV2658,Chemicals,SUP0013,239,260,17548.82,11/10/2022
INV2659,Steel,SUP0016,256,255,49554.56,21/02/2023
INV2660,Steel,SUP0017,-1,151,5899.03,11/28/2024
INV2661,Electronics,SUP0001,182,79,37510.25,10/10/2023
INV2662,Plastic,SUP0013,175,9999,2105.03,2024-05-02
INV2663,Steel,SUP0013,193,45,22877.42,12/03/2022
INV2664,Steel,SUP0004,101,218,30958.87,03/11/2023
INV2665,Electronics,SUP0011,55,213,48673.63,11/17/2022
INV2666,Electronics,SUP0006,239,279,8085.9,12/08/2024
INV2667,Plastic,SUP0012,211,184,0,08/31/2023
INV2668,Electronics,SUP0019,246,171,42614.56,24-05-2024
INV2669,Plastic,SUP0014,67,87,24727.86,28-06-2023
INV2670,Electronics,SUP0001,115,270,49138.82,26-02-2023
INV2671,Steel,SUP0016,137,141,18006.86,2022-07-13
INV2672,Plastic,SUP0003,120,281,42307.97,02-09-2024
INV2673,Steel,SUP0012,158,119,,21-08-2023
INV2674,Rubber,SUP0016,37,226,30974.84,04-11-2022
INV2675,Rubber,SUP0014,271,218,35538.75,2022-12-27
INV2676,Rubber,SUP0011,189,124,32357.56,25/11/2023
INV0120,Rubber,SUP0020,179,137,3312.13,2023-09-15
INV2678,Chemicals,SUP0011,214,56,37494.34,11/08/2024
INV2679,Steel,SUP0013,295,257,19184.6,27-01-2023
INV2680,plastic,SUP0007,177,188,3646.58,14-01-2023
INV0664,Rubber,SUP0017,160,8,,15-02-2024
INV2682,electronics,SUP0006,39,35,9800.65,11/30/2024
INV2683,Rubber,SUP0020,232,11,10920.52,02/26/2022
INV2684,Electronics,SUP0008,153,14,24223.83,21/08/2022
INV2685,Chemicals,SUP0007,273,219,10015.25,11/27/2022
INV2686,Chemicals,SUP9999,10,-1,40135.26,05/11/2024
INV2687,Chemicals,SUP0001,223,192,,2022-05-03
INVALID_88,Steel,SUP0014,232,271,40226.29,06-09-2022
INV2689,Electronics,SUP0015,113,64,40976.04,25/09/2024
INV2690,Plastic,SUP0016,117,268,,09/05/2022
INV2691,Plastic,SUP0005,72,45,25482.86,27/01/2024
INV2692,Electronics,SUP0019,276,41,4580.2,01-03-2024
INV2693,Chemicals,SUP0006,26,107,39125.59,10/15/2024
INV2694,Rubber,SUP0001,252,272,47458.18,12-04-2023
INV2695,electronics,SUP0012,168,70,45832.38,2023-10-19
INV2696,Steel,SUP0002,248,197,28097.39,2022-01-09
INV2697,Steel,SUP0007,66,80,37990.58,02/01/2023
INV2698,Rubber,SUP0003,286,16,33160.78,10-12-2024
INV2699,Rubber,SUP0011,208,202,7948.34,08/01/2024
INV2657,Chemicals,SUP0016,119,38,-1214.43,2024-10-04
INV2701,Electronics,SUP0006,142,190,28049.11,2022-10-06
INV2702,Electronics,SUP0008,157,96,34716.71,07-06-2023
INV2703,Steel,SUP0005,37,264,40711.91,04/01/2022
INV2704,Chemicals,SUP0018,259,203,38204.99,02/24/2023
INV2705,Chemicals,SUP0013,213,200,13416.46,24/11/2024
INV2706,Rubber,SUP0017,223,273,19132.77,2023-02-27
INV2707,Rubber,SUP0004,257,58,9369.33,03/31/2022
INV2708,Plastic,SUP0020,281,200,21864.68,2024-09-17
INV2709,Steel,SUP0002,29,299,11353.07,04/08/2024
INV2710,Chemicals,SUP0003,-1,258,43081.06,13/12/2023
INV2711,Rubber,SUP0005,294,205,18982.19,11-10-2023
INV2712,Rubber,SUP0009,148,211,38084.42,11-12-2024
INV2713,Rubber,SUP0019,252,152,11080.48,10/15/2024
INV2714,Chemicals,SUP0007,90,105,37168.78,29/08/2022
INV2715,Steel,SUP0017,230,124,16907.85,12/04/2024
INV2716,Electronics,SUP0008,153,271,22837.31,30/09/2022
INV2717,RUBBER,SUP0007,76,126,35745.65,25-08-2023
INV2718,Rubber,SUP0004,75,58,12664.22,2024-02-25
INV2719,Electronics,SUP0011,272,151,36215.45,18-02-2023
INV2720,Chemicals,SUP0011,253,43,0,06-11-2023
INV2721,Chemicals,SUP0010,213,1,10030.63,08/11/2023
INV2722,Plastic,SUP0004,156,205,33608.76,04-12-2023
INV2723,Chemicals,SUP0003,47,23,42725.06,06/07/2022
INV2724,Steel,SUP0006,252,253,36892.55,2023-01-13
INV2725,Rubber,SUP0013,247,64,4151.24,13/08/2023
INV2726,Steel,SUP0012,59,5,10762.11,2024-10-24
INV2727,Electronics,SUP0009,103,9999,1165.16,01/10/2024
INV2728,Steel,SUP0009,294,161,13367.65,2022-05-11
INV2729,Steel,SUP0002,202,239,9643.1,10/03/2024
INV2730,Rubber,SUP0005,103,148,20411.13,08/24/2023
INV2731,Plastic,SUP0011,138,225,26899.25,15/12/2023
INV2732,Plastic,SUP0014,216,283,28688.25,26-04-2024
INV2733,Rubber,SUP0013,52,32,22695.11,01/04/2024
INV2734,Chemicals,SUP0020,0,184,35751.28,04/06/2024
INV2735,Rubber,SUP0006,281,203,31718.13,10-10-2023
INV2736,Chemicals,SUP0001,177,111,,08-07-2023
INV2737,Steel,SUP0002,294,53,18605.95,17-06-2023
INV2738,Plastic,SUP0011,56,140,2582.66,02/05/2023
INV2739,Steel,SUP0016,184,138,4209.26,2022-12-15
INV2740,Chemicals,SUP0004,176,204,,22-10-2024
INV2741,Rubber,SUP0003,221,138,25788.46,17/02/2024
INV2742,Chemicals,SUP0012,114,0,9727.1,02/08/2022
INV2743,rubber,SUP0011,29,299,12282.56,04/14/2022
INV2744,RUBBER,SUP0015,154,279,6505.02,2024-10-03
INV2745,Electronics,SUP0016,138,91,Ten Thousand,23-03-2023
INV2746,Chemicals,SUP0010,275,64,12093.65,16/07/2022
INV2747,Electronics,SUP0019,254,273,49069.61,10-03-2022
INV2748,Chemicals,SUP0005,227,237,21388.88,23/09/2024
INV0512,chemicals,SUP0011,25,256,18489.5,02/05/2023
INV2750,Steel,SUP0008,26,151,39596.72,2022-04-29
INV2751,Electronics,SUP0006,57,263,12628.88,22-09-2024
INV2752,Plastic,SUP0002,21,61,9788.19,2024-07-21
INV2753,Chemicals,SUP0003,10,23,6827.35,2024-08-14
INV2754,Electronics,SUP0009,86,224,22096.78,11/01/2024
INV2755,Plastic,SUP0006,28,156,34288.53,27/04/2024
INV2756,Steel,SUP0008,112,300,24238.47,16-04-2022
INV2757,Plastic,SUP0012,30,24,13601.58,05-07-2022
INV2758,Steel,SUP0005,168,143,13319.77,06/26/2023
INV2759,Electronics,SUP0004,96,28,23060.59,21-08-2023
INV2760,Plastic,SUP0013,145,46,40879.32,04/12/2024
INVALID_53,Rubber,SUP0015,16,281,26723.83,03/08/2023
INV2762,Chemicals,SUP0002,40,228,26356.36,17-10-2024
INV2763,Electronics,SUP0018,245,94,47057.13,2024-12-05
INV2764,Plastic,SUP0004,120,77,28040.91,2022-08-29
INV2765,Steel,SUP9999,243,231,22814.98,2023-12-28
INV2766,Rubber,SUP0010,182,148,35639.0,16-06-2022
INV2767,Rubber,SUP0010,-1,82,44065.57,2022-07-12
INV2768,Rubber,SUP0006,258,116,8417.84,2024-06-13
INV2769,Rubber,SUP0003,140,115,0,25/01/2024
INV2770,Chemicals,SUP0001,80,109,46907.73,02/21/2022
INV2771,steel,SUP0012,19,135,17261.75,04/06/2024
INV2772,Rubber,SUP0012,6,140,33702.69,2024-05-02
INV2773,Plastic,SUP0002,263,133,13957.1,2022-08-05
INV1484,Steel,SUP0015,71,162,29449.2,11/23/2024
INV2775,Rubber,SUP9999,299,162,34259.18,11/04/2024
INV2776,Rubber,SUP0019,196,171,26337.04,06/20/2024
INV2777,Steel,SUP0006,0,220,48209.82,03/07/2023
INV2778,Plastic,SUP0003,16,161,49858.11,06/08/2024
INV2779,Rubber,SUP0017,49,49,41759.68,16/11/2024
INV2780,Steel,SUP0004,10,183,48101.92,2023-06-30
