ProductID,ProductName,Category,UnitCost,TargetQty,ActualQty,QualityScore,Status,ExtraColumn
PRO2624,Carlos Mccarty,Chemicals,12900.55,138,252,22414.47,Keep,EXTRA_DATA
PRO2625,Jose Davies,Food,4708.29,121,283,27528.39,Together,EXTRA_DATA
PRO2626,  Luis Fernandez  ,Textiles,38578.28,220,10,45387.77,Participant,EXTRA_DATA
PRO2627,Shannon Farrell,Automotive Parts,42430.89,300,199,16902.71,Nearly,EXTRA_DATA
PRO2628,Kimberly Welch,Textiles,15717.39,207,174,27990.38,Media,EXTRA_DATA
PRO2629,Sharon Fernandez,Textiles,28522.39,200,139,38254.07,Wait,EXTRA_DATA
PRO2630,Jason Brown,Electronics,49070.37,154,217,37590.88,Lay,EXTRA_DATA
PRO1445,Tommy Kelly,Textiles,4328.82,273,9999,33966.47,Note,EXTRA_DATA
PRO2632,Diana Clark,Chemicals,16150.34,66,274,17682.42,Explain,EXTRA_DATA
PRO2633,Ryan Wells,Electronics,46499.91,182,140,24894.49,Citizen,EXTRA_DATA
PRO2634,  Jessica Jacobs  ,Food,38236.67,152,82,,Best,EXTRA_DATA
PRO2635,William Barrett,Electronics,5323.13,260,148,10265.39,Adult,EXTRA_DATA
PRO2636,Jenny Washington,Electronics,13692.26,245,33,31164.17,Game,EXTRA_DATA
PRO2637,  Angela Branch  ,Textiles,22019.34,282,248,22497.58,Sister,EXTRA_DATA
PRO2638,Kara Fisher,Chemicals,39750.69,249,294,41771.84,Cover,EXTRA_DATA
PRO2639,Kristin Delacruz,CHEMICALS,19152.85,143,259,5763.64,Skin,EXTRA_DATA
PRO2640,Scott Dyer,Food,7112.54,147,22,29081.88,Environment,EXTRA_DATA
PRO2641,Janet Saunders,Automotive Parts,11179.36,299,185,29170.97,Behind,EXTRA_DATA
PRO2642,Brian Hansen,Automotive Parts,42919.93,88,9999,9886.43,Large,EXTRA_DATA
PRO2643,Patrick Johnson,Food,10214.18,66,113,49000.91,Administration,EXTRA_DATA
PRO2644,Taylor Vaughn,Textiles,26098.26,168,185,6899.83,Mission,EXTRA_DATA
PRO2645,Tara Ballard,Textiles,45497.84,192,177,40273.28,Source,EXTRA_DATA
PRO2646,Jorge White,Electronics,3857.02,223,257,,Particular,EXTRA_DATA
PRO2647,James Lee,Chemicals,2527.18,238,74,Ten Thousand,Do,EXTRA_DATA
PRO0062,Benjamin Miles,Textiles,45795.24,218,191,15085.21,Sort,EXTRA_DATA
PRO2649,Bryce Ayers,Textiles,38006.69,252,53,48431.46,Black,EXTRA_DATA
PRO2650,John Bowers,Chemicals,28218.93,122,281,44555.68,Else,EXTRA_DATA
PRO2651,  Haley Zhang  ,Electronics,6954.49,207,60,45718.57,Property,EXTRA_DATA
PRO2652,Connie Hoffman,Chemicals,38945.16,40,164,48594.36,Protect,EXTRA_DATA
PRO2653,Evan Johnson,Chemicals,2816.74,105,272,23586.64,Either,EXTRA_DATA
PRO2654,Joshua Robertson,Food,34624.87,115,190,37147.94,Management,EXTRA_DATA
PRO2655,Madeline Murphy,Electronics,1955.35,267,143,2201.99,Face,EXTRA_DATA
PRO2656,Robert Rodriguez,Chemicals,2051.87,37,33,,Room,EXTRA_DATA
PRO2657,Jessica Cooley,Textiles,13842.07,64,138,23527.73,Water,EXTRA_DATA
PRO2658,  Kim Drake  ,Chemicals,45426.62,114,7,44495.23,Eye,EXTRA_DATA
PRO2659,Joe Miranda,Textiles,35757.68,174,-1,42892.83,Official,EXTRA_DATA
PRO2660,  Anthony Ramos  ,Chemicals,7566.13,14,133,31420.17,Pattern,EXTRA_DATA
PRO2661,James Sims,Chemicals,4523.2,123,276,47570.15,Pull,EXTRA_DATA
PRO2662,Dennis Lee,Automotive Parts,39694.28,191,0,32668.81,Too,EXTRA_DATA
PRO2663,Alyssa Ortega,Automotive Parts,40733.32,284,135,37714.3,Themselves,EXTRA_DATA
PRO2664,  Amber Davis  ,Chemicals,21596.8,146,9999,12047.0,Easy,EXTRA_DATA
PRO2665,Kevin Riley,Food,13763.78,1,146,31750.72,Magazine,EXTRA_DATA
PRO2666,Robert Sherman,Automotive Parts,0,152,294,495.24,Hear,EXTRA_DATA
PRO2667,Gerald Contreras,Chemicals,9709.85,160,128,8616.74,Agent,EXTRA_DATA
PRO1867,Steven Schmidt,Electronics,27053.92,231,250,20989.08,Card,EXTRA_DATA
PRO2669,Melissa Woods,Textiles,34112.14,112,274,36563.54,Church,EXTRA_DATA
PRO2670,Stephanie Davis,Textiles,10716.3,37,121,8324.01,Join,EXTRA_DATA
PRO2671,Meghan Hernandez,Textiles,38647.24,271,278,25065.19,Avoid,EXTRA_DATA
PRO2672,Mary Dean,Automotive Parts,19467.65,191,157,4797.19,Area,EXTRA_DATA
PRO2673,Jeffrey Riggs,Chemicals,2482.32,136,136,44026.52,Nature,EXTRA_DATA
PRO2674,Pamela Gordon,Food,28713.83,269,127,44323.42,Sense,EXTRA_DATA
PRO2675,Angela Walter,Automotive Parts,-3791.39,192,135,25986.97,Decision,EXTRA_DATA
PRO2676,Angela Goodwin,Chemicals,4610.02,45,275,38262.93,Religious,EXTRA_DATA
PRO2677,Jennifer Jones,Textiles,7285.1,140,278,26446.55,Member,EXTRA_DATA
INVALID_77,Scott Singleton,Automotive Parts,23503.26,81,239,,Identify,EXTRA_DATA
PRO2679,Manuel Garcia,Chemicals,27559.31,177,213,17408.71,Adult,EXTRA_DATA
PRO2680,Danielle Juarez,Textiles,22764.34,100,56,22155.82,Physical,EXTRA_DATA
PRO2681,David Owens,Automotive Parts,1883.54,288,226,,Community,EXTRA_DATA
PRO2170,Alisha Pena,Electronics,49224.57,182,29,13841.55,Look,EXTRA_DATA
PRO2683,Manuel Larson,Electronics,4781.59,247,45,37723.38,Owner,EXTRA_DATA
PRO2684,Vickie Clark,textiles,38678.64,224,93,25609.29,Policy,EXTRA_DATA
PRO2685,Ellen Jacobson,Electronics,,49,50,40848.24,Manage,EXTRA_DATA
PRO2686,Karen Chambers,Textiles,23521.35,12,208,25977.76,Sound,EXTRA_DATA
PRO2687,Amy Gibbs,CHEMICALS,16347.29,63,69,-1200.45,Whatever,EXTRA_DATA
PRO2688,Samantha Rice,electronics,18404.45,159,190,26034.37,Long,EXTRA_DATA
PRO2689,Karen Dunlap,Food,10656.6,67,273,26587.9,Upon,EXTRA_DATA
PRO2690,Madison Clarke,Food,46068.46,114,134,Five Hundred,Prepare,EXTRA_DATA
PRO2691,Paul Brady,Electronics,20469.61,105,0,20771.86,Into,EXTRA_DATA
PRO2692,Marcus Hernandez,Food,47605.48,30,2,27339.89,Brother,EXTRA_DATA
PRO2693,Andrew Espinoza,Automotive Parts,35076.15,286,81,36308.79,Never,EXTRA_DATA
PRO2694,Mark Porter,Chemicals,43598.27,217,81,43808.7,Claim,EXTRA_DATA
PRO2695,April Bailey,Food,48275.03,175,194,,Might,EXTRA_DATA
PRO2696,Scott Mcdaniel,Textiles,32904.72,198,55,47126.11,Own,EXTRA_DATA
PRO2697,James Evans,Textiles,19137.66,50,41,0,Never,EXTRA_DATA
PRO2698,David Lopez,Chemicals,39318.02,51,72,46291.33,Report,EXTRA_DATA
PRO2699,John Meyers,AUTOMOTIVE PARTS,38044.84,172,200,2504.5,Reason,EXTRA_DATA
PRO2700,Jessica Decker,Chemicals,20488.43,179,241,27866.78,Every,EXTRA_DATA
PRO2701,John Matthews,Food,,291,81,1796.49,Various,EXTRA_DATA
PRO2702,Ashley Brown,Food,10779.89,285,216,35683.8,My,EXTRA_DATA
PRO2703,Chris Turner,Electronics,20650.8,1,165,16332.29,Since,EXTRA_DATA
PRO2704,Richard Perry,TEXTILES,10929.33,9999,169,37153.0,Month,EXTRA_DATA
PRO2705,  Kaitlyn Wood  ,Textiles,45124.57,89,300,21440.75,Else,EXTRA_DATA
PRO2706,Madison Gonzalez,Automotive Parts,9471.24,24,254,26109.3,Discover,EXTRA_DATA
PRO2707,Carl Johnson,Food,41216.62,195,50,45293.62,Walk,EXTRA_DATA
PRO2708,Ashley Curry,Automotive Parts,14035.5,287,31,40572.12,Trouble,EXTRA_DATA
PRO2709,John Hill,Food,4764.62,56,142,27184.84,Coach,EXTRA_DATA
PRO2710,  Deborah Harvey  ,Electronics,45837.06,94,228,27714.48,Use,EXTRA_DATA
PRO2711,Jonathan Preston,Textiles,6527.35,290,208,46720.44,Quickly,EXTRA_DATA
PRO2712,Emily Levine,Automotive Parts,1613.7,168,188,8852.63,Require,EXTRA_DATA
PRO2713,Charlene Andersen,Automotive parts,27518.44,202,107,40503.7,Page,EXTRA_DATA
PRO2714,Kim Gilbert,Electronics,22003.66,93,11,42523.34,City,EXTRA_DATA
PRO2715,  Ryan Murray  ,Chemicals,5072.75,217,194,11769.36,You,EXTRA_DATA
PRO2716,Alyssa Davis,Food,28483.93,55,107,28060.51,Power,EXTRA_DATA
INVALID_27,Megan Mcdonald,Textiles,21612.88,266,41,18858.77,Quickly,EXTRA_DATA
PRO2718,Paul Sutton,Automotive Parts,37467.34,249,68,28942.08,Either,EXTRA_DATA
PRO2206,Emily Murphy,Food,7339.72,99,-1,31329.88,Risk,EXTRA_DATA
PRO2720,Michelle Watson,Electronics,31379.08,145,90,1261.35,Maybe,EXTRA_DATA
PRO2721,Jeffery Schmidt,Automotive Parts,11901.38,259,139,17640.17,Cover,EXTRA_DATA
PRO2722,Stacey Morris,Chemicals,,277,71,39698.4,Over,EXTRA_DATA
PRO2723,Brett York,Automotive Parts,14066.1,118,292,11051.39,Require,EXTRA_DATA
PRO2724,  Vincent Molina  ,food,32640.07,199,243,33343.65,Season,EXTRA_DATA
PRO2725,Christopher Hall,Electronics,37422.62,193,9999,35619.79,Time,EXTRA_DATA
PRO2726,Frederick Carrillo,Textiles,2509.1,207,71,30397.74,Front,EXTRA_DATA
PRO2727,  Allen Stanley  ,FOOD,40182.4,-1,264,21990.76,Office,EXTRA_DATA
PRO2048,William Kim,Chemicals,7342.86,196,51,27857.1,Staff,EXTRA_DATA
PRO2729,Matthew Smith,food,21477.19,24,103,-947.57,Capital,EXTRA_DATA
PRO2730,Jeremy Stephenson,Electronics,Ten Thousand,227,26,38789.16,Lay,EXTRA_DATA
PRO2731,Melissa Lynch,Chemicals,21190.63,194,142,2234.73,After,EXTRA_DATA
PRO2732,Kenneth Beasley,Automotive Parts,7990.82,142,60,26407.2,Improve,EXTRA_DATA
PRO2733,Edgar Jones,Electronics,43828.82,45,296,30526.73,Professor,EXTRA_DATA
PRO2734,  Andrew Johnson  ,Food,26296.38,122,217,14261.48,Sell,EXTRA_DATA
PRO2735,Brian Vazquez,Food,19715.99,100,66,46686.91,Behind,EXTRA_DATA
PRO2736,Mercedes Carter,electronics,30874.81,27,5,4682.19,Guy,EXTRA_DATA
PRO2737,Monica Ingram,Electronics,21663.84,153,261,23661.44,Others,EXTRA_DATA
PRO2738,Kim Burton,Textiles,32935.55,57,214,36666.8,Own,EXTRA_DATA
INVALID_58,Michael Miles,Automotive Parts,39590.15,47,87,39416.29,Particular,EXTRA_DATA
PRO2740,Jonathan Juarez,Automotive Parts,29999.01,111,189,40399.92,Woman,EXTRA_DATA
PRO2741,Gary Frey,TEXTILES,6352.17,237,234,0,Direction,EXTRA_DATA
PRO2742,Scott Dougherty,Food,49055.95,295,142,17849.65,Outside,EXTRA_DATA
PRO2743,Logan Webb,Chemicals,22823.4,239,183,14052.35,Street,EXTRA_DATA
PRO2744,Gregory Steele,Automotive Parts,9441.03,289,-1,17780.97,Life,EXTRA_DATA
PRO2745,  Courtney Rodriguez  ,Automotive Parts,8024.86,267,21,43250.09,Treat,EXTRA_DATA
PRO2746,  Elizabeth Gordon  ,Chemicals,17218.43,-1,46,9012.84,Long,EXTRA_DATA
PRO2747,Wesley Carpenter,Chemicals,45805.28,24,136,,Shake,EXTRA_DATA
PRO2748,Melissa Odom,Textiles,25162.8,180,17,15359.42,Program,EXTRA_DATA
PRO2749,Erin Henry,Chemicals,10907.69,61,76,46014.53,Push,EXTRA_DATA
PRO2750,Ethan Beck,Textiles,16609.24,95,59,Five Hundred,Manager,EXTRA_DATA
INVALID_29,Gary Moore,Food,24520.65,30,255,6970.45,Yourself,EXTRA_DATA
PRO2752,Eric Frederick,Electronics,Five Hundred,99,193,34152.89,Well,EXTRA_DATA
PRO2753,Michelle Elliott,Automotive Parts,1404.36,73,280,33046.83,Newspaper,EXTRA_DATA
PRO2754,Patricia Barnes,Food,20920.73,79,267,22147.91,Can,EXTRA_DATA
PRO2755,Jacob Gutierrez,Food,42006.52,112,35,17805.94,It,EXTRA_DATA
PRO2756,Angela Fox,Automotive Parts,10289.99,73,191,19729.81,Event,EXTRA_DATA
PRO2757,  Brenda Phelps  ,ELECTRONICS,11968.74,103,187,32562.49,Live,EXTRA_DATA
PRO2758,Carrie Myers,Electronics,31245.61,61,207,43638.93,Contain,EXTRA_DATA
PRO2759,Rhonda Robinson,Chemicals,34354.92,196,152,15185.06,Structure,EXTRA_DATA
PRO2760,Brendan Melendez,Automotive Parts,6324.9,44,127,20629.03,Tax,EXTRA_DATA
PRO2761,  Amanda Craig  ,Electronics,49629.75,20,175,137.08,Her,EXTRA_DATA
PRO2762,Thomas Rios,Automotive Parts,2765.12,119,3,Five Hundred,Seem,EXTRA_DATA
PRO2763,Robert Blankenship,Textiles,39796.76,266,235,18591.88,You,EXTRA_DATA
PRO2764,Jennifer Ramos,Textiles,7259.27,88,136,2207.01,Defense,EXTRA_DATA
PRO2765,Michael Miranda,Electronics,41420.58,199,33,13284.15,Project,EXTRA_DATA
PRO2766,Ashley Brown,Electronics,5939.39,126,62,21843.01,Bag,EXTRA_DATA
PRO2767,Olivia Webb,Electronics,31655.23,68,187,24188.18,Wind,EXTRA_DATA
PRO2768,  Patricia Richardson  ,Textiles,26809.23,272,277,17561.88,Reason,EXTRA_DATA
PRO2769,Steven Paul,Chemicals,13717.13,5,297,,Too,EXTRA_DATA
PRO2770,Christopher James,Automotive Parts,47468.55,196,6,13735.91,Make,EXTRA_DATA
PRO2771,Aaron Curry,Electronics,25543.84,166,26,37508.22,Military,EXTRA_DATA
PRO2772,Gloria Garza,Food,49699.06,62,154,32415.7,Production,EXTRA_DATA
PRO2773,Stephanie Lawson,Textiles,,43,68,47244.93,Enjoy,EXTRA_DATA
PRO2774,Cheryl Stone,Textiles,3412.78,59,94,45101.97,Different,EXTRA_DATA
PRO2775,Douglas Jennings,Chemicals,40610.34,240,151,4439.09,Analysis,EXTRA_DATA
PRO2776,Paul Mitchell,Automotive Parts,42211.85,75,107,25851.12,Education,EXTRA_DATA
PRO2777,Michelle Jackson,Automotive Parts,22309.83,2,42,25501.75,Central,EXTRA_DATA
INVALID_16,Sandra Johns,Textiles,Ten Thousand,285,211,44612.74,Better,EXTRA_DATA
PRO2779,Yvonne Lee,Electronics,29670.21,169,0,11494.68,Public,EXTRA_DATA
PRO2780,Michael Johnson,Textiles,29692.89,259,282,22129.65,Necessary,EXTRA_DATA
PRO2781,Deborah Williams,Food,48342.68,195,275,37827.52,These,EXTRA_DATA
PRO2782,Ashley Williams,Electronics,13852.98,130,16,35442.46,Direction,EXTRA_DATA
PRO2783,Chad Lyons,Food,48176.51,250,251,45089.14,Form,EXTRA_DATA
PRO2784,Michele White,Electronics,31992.81,150,268,32323.63,Test,EXTRA_DATA
PRO2785,James Grant,ELECTRONICS,40879.67,212,87,24448.92,Effort,EXTRA_DATA
PRO2786,Paul Freeman,automotive parts,,65,159,7758.99,Senior,EXTRA_DATA
PRO2787,Kevin Henderson,Automotive Parts,13608.28,50,61,7990.92,Gas,EXTRA_DATA
PRO2788,David Wright,Food,26609.12,200,161,-4544.0,Deal,EXTRA_DATA
PRO2789,  Joseph Curry  ,Automotive Parts,45065.61,247,261,14951.12,Industry,EXTRA_DATA
PRO2790,Frank Bradford,Electronics,25976.28,177,100,6650.85,Tv,EXTRA_DATA
PRO2791,Karen Wheeler,Chemicals,,110,250,13577.87,Apply,EXTRA_DATA
PRO2792,Danielle Schroeder,Electronics,10055.4,85,272,24487.48,Do,EXTRA_DATA
PRO2793,  Amanda Anderson  ,Chemicals,31809.8,20,272,28734.35,Either,EXTRA_DATA
PRO2794,  Ralph Williams  ,Food,24533.39,134,251,46175.8,Tonight,EXTRA_DATA
PRO2795,Kristina Murray,TEXTILES,22119.3,151,134,44568.45,Notice,EXTRA_DATA
PRO2796,Michael Sweeney,Automotive Parts,24214.37,135,96,42842.63,Professor,EXTRA_DATA
PRO2797,Tyler Kramer,Food,45237.75,75,291,37029.71,Career,EXTRA_DATA
PRO2798,Angel Cole,textiles,48530.9,68,298,22501.72,Eat,EXTRA_DATA
PRO2799,Gerald Welch,Textiles,37359.6,59,217,22325.95,Behind,EXTRA_DATA
INVALID_16,  Nathan Turner  ,electronics,37900.62,276,89,10369.05,Address,EXTRA_DATA
PRO2801,Kristina Allison,Textiles,34542.08,283,275,44104.64,Rich,EXTRA_DATA
PRO2802,Katrina Wilson,Textiles,7388.32,214,42,42831.6,First,EXTRA_DATA
PRO2803,Crystal Howell,Food,44474.72,61,269,43133.85,Information,EXTRA_DATA
INVALID_70,  William Jones  ,Electronics,23954.66,80,16,36416.85,Would,EXTRA_DATA
PRO2805,Carl Torres,Textiles,7476.8,207,121,25104.17,Carry,EXTRA_DATA
PRO2806,Jason Moore,Chemicals,31445.96,287,83,0,More,EXTRA_DATA
PRO2807,Danielle Doyle,Chemicals,32486.69,11,9999,14396.03,Already,EXTRA_DATA
PRO2808,Kimberly Moss,Electronics,35168.33,202,153,28905.69,Yet,EXTRA_DATA
PRO2809,Michael Tate,Chemicals,-2099.94,19,100,-4182.33,Senior,EXTRA_DATA
PRO2810,Stephanie Allen,Automotive Parts,12677.53,62,276,18227.29,Building,EXTRA_DATA
PRO2107,Paul Brown,Electronics,22351.34,170,143,31944.1,Others,EXTRA_DATA
PRO2812,Julie Wyatt,Food,24750.53,291,51,9726.17,Free,EXTRA_DATA
PRO2813,Randy Harding,Chemicals,22598.19,42,182,12551.5,Make,EXTRA_DATA
PRO2814,Eric Bautista,Automotive Parts,33863.96,124,190,38185.27,Citizen,EXTRA_DATA
PRO2815,Megan Anderson,Textiles,38179.78,220,23,37654.19,Right,EXTRA_DATA
PRO2816,Elizabeth Davis,Chemicals,36533.15,2,256,706.75,Create,EXTRA_DATA
PRO2817,Richard Barnes,Automotive Parts,45605.08,280,5,43385.26,Head,EXTRA_DATA
PRO2818,John Maddox,Chemicals,46253.75,278,50,32217.62,Move,EXTRA_DATA
PRO1995,Bradley Cochran,Textiles,4575.77,72,65,16211.64,Reason,EXTRA_DATA
PRO2820,Jennifer Velez,Automotive Parts,28133.27,208,56,2848.99,Attention,EXTRA_DATA
PRO2821,William Whitney,Electronics,27626.95,26,10,23289.36,Raise,EXTRA_DATA
PRO2822,Julie Harrison,Chemicals,25519.41,136,68,2788.19,Wrong,EXTRA_DATA
PRO2823,Jason Gomez,Textiles,15238.07,201,255,24852.93,Than,EXTRA_DATA
PRO2824,Stephen Collins,Electronics,41904.97,239,156,35328.36,Bill,EXTRA_DATA
PRO2825,William Griffith,Automotive Parts,,202,29,33825.48,Realize,EXTRA_DATA
PRO2826,Katelyn Cook,Food,24173.42,285,37,23414.56,Star,EXTRA_DATA
PRO2827,Peter Cox,Textiles,Twenty Five Thousand,272,250,44951.19,Exist,EXTRA_DATA
PRO2828,Michael Cook,Food,21065.82,248,29,46831.52,Two,EXTRA_DATA
PRO2829,Sean Morris,Textiles,14031.66,250,26,45718.6,Dog,EXTRA_DATA
PRO2830,William Hayes,Food,,131,149,32787.96,Share,EXTRA_DATA
PRO2831,Christopher Torres,Automotive Parts,28397.99,201,233,26337.91,Card,EXTRA_DATA
PRO2832,Adriana Marsh,Food,46302.6,100,287,-3748.43,Seven,EXTRA_DATA
PRO2833,Dennis Watkins,Textiles,38252.11,40,169,29154.5,Lead,EXTRA_DATA
PRO2834,John Oneill,Textiles,31765.51,160,137,19582.91,Station,EXTRA_DATA
PRO2835,  Christy Perry  ,Textiles,38409.98,141,158,,Significant,EXTRA_DATA
PRO2836,  Tricia Perez  ,Chemicals,27144.57,219,175,3433.39,Life,EXTRA_DATA
PRO2837,Joseph Anderson,Chemicals,6473.38,298,98,19519.31,Office,EXTRA_DATA
PRO2838,Rachael Stanley,Automotive Parts,28167.15,253,137,40959.3,Staff,EXTRA_DATA
PRO2839,Laura Ray,Food,24214.42,218,298,12962.71,Baby,EXTRA_DATA
PRO2840,Leslie Marshall,Electronics,31417.66,9999,127,26793.8,Represent,EXTRA_DATA
PRO2841,Amy Garcia,Automotive Parts,47472.1,123,15,43481.87,Audience,EXTRA_DATA
PRO2842,Melissa Casey,Automotive Parts,38744.89,187,89,13610.25,Perform,EXTRA_DATA
PRO2843,  Michael Strong  ,Textiles,43768.04,269,117,14863.45,Better,EXTRA_DATA
PRO2844,Jennifer Ritter,Electronics,12362.75,272,41,48737.87,Buy,EXTRA_DATA
PRO2845,Christian Freeman,Chemicals,34730.83,197,63,33205.01,Without,EXTRA_DATA
PRO2846,Lindsay Garcia,Chemicals,-1353.02,45,59,37028.07,Ever,EXTRA_DATA
PRO2847,Gabriela Lewis,Food,4137.82,6,214,,Player,EXTRA_DATA
PRO2848,David Peterson,Food,49139.78,284,121,-2229.12,Standard,EXTRA_DATA
PRO2849,Linda Parker,Textiles,-1280.88,242,56,25085.06,Guess,EXTRA_DATA
PRO2850,Mitchell Walker,Food,49210.39,262,283,5334.27,Wind,EXTRA_DATA
PRO2851,Elizabeth Morrison,Electronics,9034.33,255,58,41437.62,South,EXTRA_DATA
PRO2852,Paula Thomas,Chemicals,26640.94,19,126,,Art,EXTRA_DATA
PRO2853,Jessica Griffin,Electronics,38048.53,281,70,21734.8,Culture,EXTRA_DATA
PRO2854,  James Brooks  ,Textiles,22092.1,248,114,23584.19,Later,EXTRA_DATA
PRO2855,Rita Rivera,Chemicals,48358.79,86,149,8970.6,Future,EXTRA_DATA
PRO2856,  Haley Jones  ,Automotive Parts,2402.53,62,153,15862.98,Event,EXTRA_DATA
PRO2857,Vanessa Lucero,Electronics,21122.8,20,232,44729.11,Room,EXTRA_DATA
PRO2858,Sheila Brown,Chemicals,1896.65,230,166,14797.21,Catch,EXTRA_DATA
PRO2859,Zachary Herrera,Food,2767.01,61,112,23790.28,Media,EXTRA_DATA
PRO2860,Seth Santiago,Electronics,39861.65,251,44,35328.16,Few,EXTRA_DATA
PRO2861,James Wang,Textiles,37463.22,56,134,28830.9,Several,EXTRA_DATA
PRO2862,Brandi Johnson,Electronics,35811.24,180,152,11434.59,Our,EXTRA_DATA
PRO2863,Jennifer Schmidt,Textiles,30593.92,140,298,,Perhaps,EXTRA_DATA
PRO2864,Anna Williams,Food,30006.79,89,6,44673.35,More,EXTRA_DATA
PRO2865,Kimberly Rivera,Food,11615.44,4,223,46872.58,Remember,EXTRA_DATA
PRO2866,Anthony Rivera,automotive parts,46165.02,210,126,49311.26,Cell,EXTRA_DATA
PRO2867,Olivia Moore,Automotive Parts,26980.81,96,64,8019.52,Rule,EXTRA_DATA
PRO2868,Vanessa Clark,Textiles,23994.27,165,27,36310.31,Likely,EXTRA_DATA
PRO2869,  Raymond Smith  ,Textiles,39571.98,282,174,49614.96,That,EXTRA_DATA
PRO2870,  Kyle Berg  ,Textiles,21592.02,136,28,4332.13,Allow,EXTRA_DATA
PRO2871,Erica Rodriguez,Textiles,Five Hundred,162,83,11524.77,Rule,EXTRA_DATA
PRO2872,Sharon Colon,Textiles,,270,218,5200.0,Tell,EXTRA_DATA
PRO2873,Stephanie Smith,Electronics,18450.89,81,258,28593.07,Police,EXTRA_DATA
PRO2874,Kimberly Burns,Electronics,45713.1,192,287,37930.32,Red,EXTRA_DATA
PRO2875,Keith Romero,Chemicals,-4529.76,222,27,43639.38,Research,EXTRA_DATA
PRO2876,Nancy Moore,Chemicals,15835.31,132,217,43159.71,Early,EXTRA_DATA
PRO2877,Jeremy Massey,Electronics,37208.24,19,148,45091.58,Particular,EXTRA_DATA
PRO2878,Jaime Perry,Food,18815.43,174,290,Five Hundred,Cover,EXTRA_DATA
PRO0993,Bradley Stanley,electronics,26662.68,34,286,22288.61,Pm,EXTRA_DATA
PRO2880,Brian Bowman,Electronics,31844.92,132,50,39312.24,Though,EXTRA_DATA
PRO2881,Pedro Adams,Chemicals,34815.84,220,108,26398.22,Force,EXTRA_DATA
INVALID_27,Ronald Cooper,Textiles,14660.03,35,284,23067.91,It,EXTRA_DATA
PRO2883,Carol Mcguire,Textiles,45266.05,141,180,46004.28,Decide,EXTRA_DATA
PRO2884,April Rios,Automotive Parts,5740.62,249,292,0,Issue,EXTRA_DATA
PRO2885,Kathryn Chavez,Chemicals,25544.87,79,65,45242.87,Democrat,EXTRA_DATA
PRO2886,Erin Wagner,Food,34111.37,71,236,Five Hundred,Than,EXTRA_DATA
PRO2887,Corey Cortez,Textiles,48916.89,153,160,21343.33,Especially,EXTRA_DATA
PRO2888,Sergio Page,Chemicals,37388.9,126,268,22341.5,Force,EXTRA_DATA
PRO2889,Terri Walter,Electronics,45110.91,119,254,36034.17,Itself,EXTRA_DATA
PRO2890,William Hale,Textiles,5234.14,104,237,7664.43,Easy,EXTRA_DATA
PRO2891,Nichole Hernandez,Food,19357.95,46,10,38624.26,View,EXTRA_DATA
PRO2892,Jennifer Savage,Chemicals,17065.85,212,58,38135.21,Indicate,EXTRA_DATA
PRO2893,Michael Smith,Automotive Parts,19030.24,122,82,Ten Thousand,Pay,EXTRA_DATA
PRO2894,Kathy Lee,Automotive Parts,48542.65,138,111,12450.53,Speech,EXTRA_DATA
PRO2895,Jill Weaver,Textiles,4238.53,99,104,15059.11,Condition,EXTRA_DATA
PRO2896,Ashley Best,Food,13324.36,153,90,11165.59,Long,EXTRA_DATA
PRO2897,  Emily Campbell  ,Automotive Parts,22083.92,106,165,Five Hundred,Throw,EXTRA_DATA
INVALID_1,Aaron Owens,Food,4306.96,114,57,40986.7,Right,EXTRA_DATA
PRO2899,Joseph Brown,Automotive Parts,6466.27,69,81,Twenty Five Thousand,Institution,EXTRA_DATA
PRO2900,  Reginald Turner  ,Chemicals,29089.45,216,92,29620.89,Ok,EXTRA_DATA
PRO2901,Cory Vasquez,Chemicals,39912.61,71,163,27797.23,Everything,EXTRA_DATA
PRO2902,Jeffrey Carlson,Textiles,27428.52,83,128,43365.26,Mean,EXTRA_DATA
PRO1118,Samantha Phillips,Food,45537.76,171,271,23765.62,Myself,EXTRA_DATA
PRO2904,Melody Baker,Electronics,9316.04,9999,148,2323.15,Say,EXTRA_DATA
PRO2905,David Baker,Food,24126.27,87,98,49759.76,National,EXTRA_DATA
PRO2906,Carmen Horton,Automotive Parts,9090.32,66,17,13928.71,Information,EXTRA_DATA
PRO2907,Travis Cortez,FOOD,28801.32,14,75,33007.58,Consumer,EXTRA_DATA
PRO2908,Kenneth Jackson,Chemicals,16383.45,299,81,21646.96,Rise,EXTRA_DATA
PRO2909,William Rich,Textiles,6082.36,28,139,26199.22,Analysis,EXTRA_DATA
PRO2910,Elizabeth Best,Food,31079.64,255,291,21957.94,Authority,EXTRA_DATA
PRO2911,Julie Adams,Food,2440.3,96,292,17013.26,Conference,EXTRA_DATA
PRO2912,  Holly Mccarthy  ,Chemicals,29504.06,46,289,36485.61,Learn,EXTRA_DATA
PRO2913,Jesse Perkins,Chemicals,37052.95,87,44,-2056.61,Might,EXTRA_DATA
PRO2914,David Wright,chemicals,17734.7,294,46,17227.55,Thank,EXTRA_DATA
PRO2915,Juan White,Chemicals,31754.97,52,209,39777.27,College,EXTRA_DATA
PRO2916,Shannon Johnson,Textiles,31160.27,181,197,44719.62,Top,EXTRA_DATA
PRO2917,Courtney Boyd,Electronics,5662.95,229,235,14410.48,Over,EXTRA_DATA
