MachineID,MachineName,LineID,LastMaintenanceDate,Status,OperatingHrs
MAC2940,Event,LIN0018,15-03-2023,Operational,16470.67
MAC2941,Finally,LIN0019,2024-12-11,Under Maintenance,0
MAC2942,Eat,LIN0018,02-11-2023,Faulty,48193.0
MAC2943,Style,LIN0017,30-04-2024,Operational,45095.53
MAC2944,My,LIN0016,06/03/2023,Faulty,15123.87
MAC2945,To,LIN0012,14-02-2024,UNDER MAINTENANCE,-322.43
MAC2946,Example,LIN0011,25-11-2022,Under Maintenance,27311.25
MAC2947,Start,LIN0009,14/01/2022,Operational,2089.41
MAC2948,A,LIN0020,26/09/2022,Under Maintenance,5534.25
MAC2949,Process,LIN0006,23-08-2024,Faulty,12254.07
MAC2950,Must,LIN0002,05/23/2024,Faulty,49371.73
MAC2951,Look,LIN0014,05/23/2023,Under Maintenance,5684.63
MAC2952,Lot,LIN0013,01/01/2023,Faulty,40018.03
MAC2953,Usually,LIN0019,08-07-2023,Faulty,9795.37
MAC2954,Cut,LIN0013,20-05-2023,Under Maintenance,46082.86
MAC2955,Power,LIN0001,2023-10-03,under maintenance,32598.98
MAC2956,She,LIN0018,31/07/2024,Under Maintenance,
MAC2957,Sure,LIN0020,02/14/2023,Faulty,15727.14
MAC2958,Win,LIN0010,2022-09-01,Faulty,22774.49
MAC2959,Position,LIN0015,03-07-2024,Faulty,4334.89
MAC2960,Ask,LIN0009,03/31/2023,Operational,22712.15
MAC2961,Four,LIN0007,19-07-2024,Faulty,15497.33
MAC2962,Degree,LIN0019,2023-12-16,Under Maintenance,26418.52
MAC2963,Stand,LIN0019,20-02-2024,Operational,15891.73
MAC2964,Figure,LIN0005,18/04/2024,Under Maintenance,
MAC2965,Good,LIN0015,20/02/2023,Faulty,29387.87
MAC2966,Budget,LIN0012,04/02/2022,Operational,20562.02
MAC2967,Improve,LIN0016,12/02/2024,Operational,-4177.22
MAC2968,Six,LIN0018,03/23/2024,Under Maintenance,14489.45
MAC2969,Letter,LIN0003,05/29/2022,Faulty,5792.19
INVALID_55,Figure,LIN0018,06-03-2023,Faulty,22926.76
MAC2971,Society,LIN0013,2023-08-08,Faulty,4775.72
MAC2972,Garden,LIN0012,2022-01-03,Under Maintenance,
MAC2973,Audience,LIN0014,12/03/2023,Faulty,23020.9
MAC2974,Tv,LIN0013,25/09/2022,Faulty,40909.41
MAC2975,Instead,LIN0020,29-08-2023,Under Maintenance,19445.81
MAC2976,Stay,LIN0010,02-06-2022,Under Maintenance,6051.89
MAC2977,Window,LIN0001,2023-10-23,Operational,47138.76
MAC2978,After,LIN0010,01/12/2023,Under Maintenance,-882.29
MAC2979,Car,LIN0008,29-09-2024,Under Maintenance,46943.95
MAC2980,Voice,LIN0018,2024-09-24,FAULTY,38564.35
MAC2981,Sometimes,LIN0010,13-07-2023,Faulty,21867.91
MAC2982,Lot,LIN0016,07/05/2023,Under Maintenance,22979.41
MAC2983,Knowledge,LIN0016,2024-07-31,Operational,45666.64
MAC2984,Money,LIN0009,03-01-2023,Faulty,30352.19
MAC2985,Help,LIN0018,2024-12-11,Faulty,12466.24
MAC2986,Fact,LIN0001,10-04-2022,Faulty,22934.88
MAC2987,Third,LIN0002,2024-11-03,Under Maintenance,4178.15
MAC2988,Population,LIN0002,28/02/2023,Faulty,Twenty Five Thousand
MAC2989,Think,LIN0010,2024-04-20,Faulty,20374.68
MAC2990,Wonder,LIN0005,01/12/2023,Faulty,25460.38
MAC2991,Bit,LIN0005,14-07-2024,Under Maintenance,46167.16
MAC2992,Into,LIN0012,15-11-2024,Faulty,7665.59
MAC2993,Water,LIN0020,2022-05-26,Faulty,12484.58
MAC2994,Station,LIN0006,06/19/2024,Faulty,
MAC2995,Window,LIN0005,2023-11-02,Under Maintenance,10339.98
MAC2996,Mind,LIN0020,2024-08-28,Under Maintenance,32126.17
MAC2997,Recently,LIN0007,14-12-2024,OPERATIONAL,25407.75
MAC2998,Rest,LIN0007,04-07-2022,Under Maintenance,Twenty Five Thousand
MAC2999,Since,LIN0009,05/24/2023,Under Maintenance,
MAC2900,Quite,LIN0016,05/22/2024,Under Maintenance,34379.83
MAC3001,Mission,LIN0016,02/09/2022,Under Maintenance,10413.43
MAC3002,Rich,LIN9999,02/05/2024,Operational,27260.31
MAC3003,Artist,LIN0001,2024-08-24,Faulty,30276.89
MAC3004,Impact,LIN0005,2023-06-08,Faulty,36613.46
MAC3005,Painting,LIN0001,22-11-2024,Under Maintenance,14019.23
MAC3006,Meeting,LIN0014,2024-04-12,Under Maintenance,Twenty Five Thousand
MAC3007,Yard,LIN0018,08/18/2023,Under maintenance,-1653.65
MAC3008,Far,LIN9999,08/02/2023,Faulty,27735.77
MAC3009,Spring,LIN0005,12/05/2022,Operational,29915.13
MAC3010,Century,LIN0003,20/02/2022,Under Maintenance,42139.26
MAC3011,Other,LIN0019,06/04/2023,Operational,45079.01
MAC3012,Need,LIN0020,04-11-2022,Faulty,43215.16
MAC3013,Would,LIN0009,27/02/2024,operational,16533.47
INVALID_36,Coach,LIN0013,04/21/2023,Under Maintenance,Five Hundred
MAC3015,Ground,LIN0015,08-04-2022,Under Maintenance,12489.09
MAC3016,Senior,LIN0019,2022-05-21,Faulty,14642.96
MAC3017,Message,LIN0008,03/26/2023,Faulty,37000.96
MAC3018,Century,LIN0002,07/10/2022,Faulty,19516.97
MAC3019,Watch,LIN0009,10/16/2023,Operational,16634.18
MAC3020,Edge,LIN0013,2024-09-26,Faulty,43191.78
MAC3021,Rise,LIN0015,05/05/2023,Operational,33486.11
MAC3022,Here,LIN0007,04/06/2022,Under Maintenance,24754.73
MAC3023,Sure,LIN0007,2023-03-18,Operational,27539.72
MAC3024,Thought,LIN9999,23-02-2023,Operational,2083.66
MAC3025,Its,LIN0001,11/18/2024,Operational,10544.89
MAC3026,Trade,LIN0002,19-02-2024,Operational,4610.61
MAC3027,Interview,LIN0006,2024-01-03,Operational,11573.13
MAC3028,Style,LIN9999,2023-11-04,Operational,31667.11
MAC3029,Throughout,LIN0015,2023-11-03,FAULTY,-2369.81
MAC3030,Class,LIN0001,07/07/2022,operational,31318.2
MAC3031,Enough,LIN0002,2023-05-04,Faulty,30737.55
MAC3032,Financial,LIN0016,26-09-2022,Operational,Twenty Five Thousand
MAC3033,Relationship,LIN0001,01/21/2022,Operational,0
MAC3034,Thing,LIN0006,08/11/2023,operational,-1661.29
MAC3035,Onto,LIN0017,29/11/2024,Operational,38700.74
MAC3036,Store,LIN0008,21/09/2022,Faulty,14364.78
MAC3037,Prepare,LIN0001,08/26/2024,Under Maintenance,34766.68
MAC3038,Work,LIN0015,2023-07-24,Operational,40783.33
MAC3039,Reason,LIN0003,15/12/2024,Faulty,9080.23
MAC3040,Far,LIN0017,2024-11-17,Faulty,9490.42
MAC3041,May,LIN0014,2022-02-04,Operational,3374.84
MAC3042,Fact,LIN0009,09/10/2023,FAULTY,22802.1
MAC3043,A,LIN0014,07-03-2022,Under Maintenance,7364.29
MAC3044,Remain,LIN0008,11-04-2023,Under Maintenance,11565.89
MAC3045,Nearly,LIN0012,2024-03-02,Under Maintenance,12651.33
MAC3046,You,LIN0019,20-12-2024,Under Maintenance,13652.0
MAC1569,Movement,LIN0012,28/12/2022,Operational,49893.85
MAC3048,Spring,LIN0016,27/11/2023,Under Maintenance,36938.81
MAC3049,Different,LIN0015,12/03/2023,Operational,33812.52
MAC3050,Sister,LIN0017,08/21/2024,Under Maintenance,35148.13
MAC3051,Detail,LIN0007,02/20/2024,Operational,5273.72
MAC3052,Drug,LIN0013,09/11/2022,Faulty,7114.47
MAC3053,Young,LIN0011,10/29/2023,Under Maintenance,27013.33
MAC3054,Education,LIN0019,27-01-2023,Faulty,13728.42
MAC3055,Room,LIN0006,2024-11-27,Operational,31006.89
MAC3056,Individual,LIN0013,14/12/2022,Operational,4083.44
MAC3057,Kid,LIN0004,21/02/2022,Operational,0
MAC3058,Provide,LIN0018,17/01/2023,Operational,38302.41
MAC3059,My,LIN0007,10-02-2023,Under Maintenance,36197.42
MAC3060,Suggest,LIN0014,06/21/2022,Faulty,
MAC3061,Often,LIN0011,29-12-2023,Under Maintenance,33715.03
MAC3062,Detail,LIN0015,14/11/2024,Faulty,39135.2
MAC3063,Window,LIN0010,15/12/2022,Faulty,35696.36
MAC3064,Myself,LIN0018,01/12/2022,Operational,14043.31
MAC3065,Maintain,LIN0014,25/03/2022,under maintenance,49796.42
MAC3066,Behind,LIN0017,2024-04-24,Operational,26903.55
MAC3067,During,LIN0012,2024-08-29,Faulty,3962.24
MAC3068,Light,LIN0014,24/11/2024,Under Maintenance,
MAC3069,Card,LIN0019,25/01/2023,Under Maintenance,33978.85
MAC3070,Politics,LIN0003,23-08-2023,Faulty,40435.34
MAC3071,For,LIN0013,26-11-2023,Faulty,20978.0
MAC3072,Indeed,LIN0018,06-03-2023,Faulty,8501.39
MAC3073,Thought,LIN0015,16-04-2024,Under Maintenance,23447.63
MAC3074,Seat,LIN0002,06-03-2023,Operational,32021.85
MAC3075,Science,LIN0004,2023-12-13,Operational,40809.83
MAC3076,Standard,LIN0003,10/06/2024,Operational,41723.9
MAC3077,Tonight,LIN0018,20-12-2023,Faulty,7600.16
MAC3078,Sea,LIN0016,03-12-2024,Operational,43566.39
MAC3079,Despite,LIN0016,2022-10-16,Under Maintenance,37837.8
MAC3080,Next,LIN0008,2024-01-21,Under Maintenance,40355.01
MAC3081,Month,LIN0018,10-06-2024,Operational,46801.1
MAC3082,Small,LIN0008,05/14/2024,Under Maintenance,43009.5
MAC3083,Stop,LIN0007,17-05-2022,Under Maintenance,4447.03
MAC3084,Inside,LIN0009,12/08/2024,Faulty,6126.28
MAC3085,Tonight,LIN0017,09-03-2022,Faulty,39221.59
MAC3086,Color,LIN0008,24-08-2022,Under Maintenance,39588.04
MAC3087,Field,LIN0004,26/09/2024,Faulty,28806.89
MAC3088,Indicate,LIN0006,2022-12-05,Faulty,24536.55
MAC3089,Reduce,LIN0016,2024-12-23,Faulty,47187.6
MAC3090,Meet,LIN0016,2023-07-17,Under Maintenance,19115.14
MAC3091,Chair,LIN0017,06-01-2022,Operational,40578.89
MAC3092,Stock,LIN0016,2024-09-11,Operational,29090.52
MAC3093,Expert,LIN0016,2024-10-02,faulty,43887.76
MAC3094,Last,LIN0015,03/08/2024,Operational,38532.38
MAC3095,Reason,LIN0004,2022-01-12,Under Maintenance,30681.19
MAC3096,This,LIN0010,03-06-2023,Operational,32341.95
MAC3097,House,LIN0014,17-11-2024,Faulty,
MAC3098,South,LIN0012,2024-09-04,Faulty,38538.31
MAC3099,Toward,LIN0013,19/08/2023,Operational,
MAC3100,Finish,LIN0002,07-07-2022,Under Maintenance,10736.63
MAC3101,Office,LIN0007,07/14/2023,UNDER MAINTENANCE,14866.92
MAC0701,Between,LIN0011,26-08-2024,Under Maintenance,0
MAC3103,Window,LIN0018,27-05-2024,Under Maintenance,16149.26
MAC3104,Agency,LIN0009,02/06/2023,OPERATIONAL,20465.54
MAC3105,Table,LIN0016,01-11-2023,Under Maintenance,32299.55
MAC3106,For,LIN0012,17/01/2024,Under Maintenance,28628.93
MAC3107,Whether,LIN0019,08/31/2022,Operational,Ten Thousand
MAC3108,Body,LIN0014,11/22/2023,Operational,43083.77
MAC3109,Act,LIN0006,08-12-2024,Operational,26048.26
MAC3110,Best,LIN0008,24/11/2022,Operational,43494.35
MAC3111,Agreement,LIN0001,12/16/2022,UNDER MAINTENANCE,19310.26
MAC3112,Teach,LIN0001,2022-08-22,Operational,16907.13
MAC3113,Father,LIN0004,09/08/2022,Faulty,30762.72
MAC3114,Authority,LIN0014,11/27/2024,Operational,16325.28
MAC3115,Visit,LIN0009,03/06/2022,Operational,41184.45
MAC3116,Change,LIN0020,15/12/2023,Operational,49670.09
MAC0836,Energy,LIN0016,14-01-2022,Operational,30868.62
MAC3118,Finally,LIN0002,11/07/2024,Operational,26036.6
MAC3119,Remain,LIN0005,18-09-2024,Faulty,27375.59
MAC3120,This,LIN0005,16-01-2022,Operational,24691.52
MAC3121,Machine,LIN0001,12/03/2023,Under Maintenance,5353.15
MAC3122,Watch,LIN0004,2024-11-16,Operational,5433.64
MAC3123,Doctor,LIN0014,05/16/2022,OPERATIONAL,44809.67
MAC3124,Far,LIN0011,26-08-2024,Operational,4989.86
MAC3125,Practice,LIN0010,01-05-2024,Faulty,23216.11
MAC3126,Meet,LIN0017,22-04-2023,Under Maintenance,4423.45
MAC3127,Simply,LIN0002,09/02/2024,Operational,27952.67
MAC3128,Build,LIN0020,02/19/2023,Faulty,49261.87
MAC3129,Wrong,LIN0004,17-12-2023,Faulty,26159.83
MAC3130,Discuss,LIN0007,17-10-2024,Operational,40723.84
MAC3131,Air,LIN0011,09/07/2023,Operational,30171.98
MAC3132,Art,LIN0017,2024-07-21,Operational,23389.3
MAC3133,Standard,LIN0015,23/01/2024,Under Maintenance,19828.32
MAC3134,Thus,LIN0003,03/11/2023,OPERATIONAL,0
MAC3135,Why,LIN0004,11/05/2024,Operational,45841.23
MAC1308,Building,LIN0004,06-09-2023,Operational,39607.14
INVALID_67,Buy,LIN0018,29/04/2024,Under Maintenance,1418.49
MAC3138,New,LIN0014,2024-03-12,Operational,730.84
MAC3139,Investment,LIN0008,16/08/2024,Faulty,27747.05
MAC0947,Even,LIN0016,2022-03-04,Faulty,-4683.29
MAC3141,Television,LIN0008,06-08-2023,Operational,45972.89
MAC3142,Call,LIN0017,2023-09-15,Faulty,48133.2
MAC3143,Bed,LIN0013,09/08/2024,Under Maintenance,8553.39
MAC3144,Worker,LIN0012,06/19/2022,Faulty,41297.55
MAC3145,Final,LIN0003,09/05/2023,UNDER MAINTENANCE,23318.84
MAC3146,Fly,LIN0008,03/31/2024,Under Maintenance,36477.77
MAC3147,Bank,LIN0009,26/02/2024,Under Maintenance,46081.26
MAC3148,Play,LIN0009,09/22/2022,Under Maintenance,11880.38
MAC3149,Former,LIN0005,06/02/2024,Operational,Five Hundred
MAC3150,Then,LIN0007,09/11/2023,Operational,10462.19
MAC3151,True,LIN0009,12/13/2024,Under Maintenance,15492.59
MAC3152,Why,LIN0001,09-10-2022,Operational,29538.52
MAC3153,Entire,LIN0001,03/07/2024,Under Maintenance,6800.0
MAC3154,Discuss,LIN0014,05-05-2024,Operational,1395.18
MAC3155,Art,LIN0017,06/14/2024,Faulty,2053.87
MAC3156,Oil,LIN0019,2024-06-19,Operational,-1519.9
MAC3157,Identify,LIN9999,10/01/2024,Under Maintenance,38958.28
MAC1045,Pattern,LIN0013,2023-08-05,Under Maintenance,5242.58
MAC3159,For,LIN0012,23-10-2022,Faulty,46790.27
MAC2429,Car,LIN0020,2022-05-07,Under maintenance,33055.73
MAC3161,At,LIN0016,12/05/2024,Operational,13411.3
MAC3162,Loss,LIN0001,26/12/2023,Under Maintenance,0
MAC3163,Bed,LIN0016,18-05-2023,Faulty,15294.84
MAC3164,This,LIN0005,07/08/2024,Faulty,47509.82
MAC3165,Business,LIN0010,16-08-2022,Operational,44473.27
MAC3166,Second,LIN0017,30/05/2024,Operational,25737.43
MAC3167,Within,LIN0009,19/09/2022,Under Maintenance,35997.55
MAC3168,Worry,LIN0007,08/16/2024,Under Maintenance,38694.57
MAC3169,Argue,LIN0016,03/10/2022,Under Maintenance,5933.99
MAC3170,Quite,LIN0005,30-11-2023,Under Maintenance,16727.7
MAC3171,Part,LIN0007,23/05/2022,Operational,40264.86
MAC3172,To,LIN0011,10-05-2023,Under Maintenance,29614.43
MAC2201,Kind,LIN0008,2022-02-05,OPERATIONAL,Twenty Five Thousand
MAC3174,Pm,LIN0017,12/17/2022,Under Maintenance,44163.84
MAC3175,Too,LIN0020,17-07-2022,Faulty,-3938.11
MAC1012,Meet,LIN0006,12-03-2022,Operational,11854.62
MAC3177,Would,LIN0012,10/30/2023,Under Maintenance,0
MAC3178,Wait,LIN0004,2024-07-19,Under Maintenance,20494.61
MAC3179,Rate,LIN0010,09/25/2024,Under Maintenance,41788.74
MAC3180,Should,LIN0004,27-03-2024,Operational,6445.1
MAC3181,Various,LIN0001,08/22/2023,Faulty,18847.08
MAC3182,Only,LIN0013,03/07/2024,Faulty,18906.19
MAC3183,Total,LIN0002,03/31/2022,FAULTY,29694.72
MAC3184,Human,LIN0004,2022-01-06,Operational,25587.05
MAC3185,Out,LIN0007,2022-05-02,Faulty,8117.75
MAC3186,Walk,LIN0016,09/21/2024,Under Maintenance,1538.23
MAC3187,Me,LIN0003,09/14/2024,Operational,46501.28
MAC3188,International,LIN0017,02/09/2023,Operational,Five Hundred
MAC3189,Science,LIN0019,08/22/2023,Operational,11583.69
MAC3190,Difference,LIN0009,11/09/2022,Operational,28462.07
MAC3191,Would,LIN0013,07/10/2022,Faulty,10802.22
MAC2852,Set,LIN0020,28-12-2024,Operational,40524.77
MAC3193,Whatever,LIN0002,29-04-2023,Operational,6640.29
MAC3194,Court,LIN9999,2023-02-01,Under Maintenance,45250.17
MAC3195,Recognize,LIN0004,06/22/2023,Faulty,15259.7
MAC3196,Purpose,LIN0020,2022-09-02,Faulty,1654.38
MAC3197,Send,LIN9999,10/25/2024,Faulty,37701.27
MAC3198,Remain,LIN0019,23-04-2022,Faulty,209.26
MAC3199,Strong,LIN0009,2022-02-27,Faulty,25814.16
MAC3200,Crime,LIN0009,14-12-2023,Operational,Twenty Five Thousand
MAC3201,Data,LIN0005,03/14/2022,Under Maintenance,41481.82
MAC3202,Certainly,LIN0005,17/03/2023,Operational,29977.08
MAC3203,Pay,LIN0004,2023-06-21,Operational,4345.49
MAC3204,Special,LIN0014,15/09/2024,Under Maintenance,4219.74
MAC3205,Laugh,LIN0016,03/02/2022,Under maintenance,30071.53
MAC3206,Let,LIN0009,16-08-2022,Under Maintenance,49963.91
MAC3207,Hair,LIN0005,2022-12-13,Faulty,14291.89
MAC3208,Onto,LIN0010,06/05/2023,Faulty,34654.01
MAC3209,Indicate,LIN0010,04/09/2022,Operational,18420.03
MAC3210,Movement,LIN0015,2022-04-12,Operational,24719.66
MAC3211,Consumer,LIN0013,16-02-2024,Operational,44818.18
MAC3212,Still,LIN0018,25-11-2024,Operational,25362.27
MAC3213,Country,LIN0005,20/04/2024,Faulty,29095.09
MAC3214,Career,LIN0005,24-07-2022,Faulty,-4426.86
MAC3215,Family,LIN0003,03-10-2022,Faulty,42927.41
MAC3216,Interesting,LIN0014,2023-10-10,Operational,5416.68
MAC3217,Keep,LIN0020,2024-06-19,under maintenance,49702.35
MAC3218,Evidence,LIN0005,04/17/2024,Under Maintenance,30001.44
MAC3219,Sign,LIN0001,03-01-2024,Under maintenance,27896.41
MAC3220,Rest,LIN0008,16/04/2023,Under Maintenance,31909.12
MAC3221,Argue,LIN0016,02/26/2024,Faulty,
MAC3222,Trade,LIN0008,2022-10-29,faulty,
MAC3223,Pattern,LIN0008,09-08-2024,Operational,48146.52
MAC3224,Music,LIN0001,09/02/2022,Faulty,8482.02
MAC3225,Site,LIN0008,19/07/2023,Operational,0
MAC3226,Probably,LIN0019,26-03-2022,Under Maintenance,30222.35
MAC3227,Dog,LIN0004,29-05-2022,Under Maintenance,41797.0
MAC3228,Small,LIN0020,07/11/2023,Operational,Five Hundred
MAC3229,Strong,LIN0020,2023-12-28,Under Maintenance,19307.57
MAC3230,Situation,LIN0015,18-08-2024,Operational,32256.27
MAC3231,Article,LIN0005,11/10/2024,UNDER MAINTENANCE,25846.58
MAC3232,Need,LIN0002,25-02-2024,Under Maintenance,1368.45
MAC3233,Probably,LIN0001,2022-01-26,Operational,1534.61
MAC3234,Know,LIN0009,23/11/2024,Faulty,24634.42
MAC3235,Down,LIN0007,03-02-2024,Operational,24478.8
MAC3236,Life,LIN0006,16-07-2023,Under Maintenance,37468.18
MAC3237,Later,LIN0010,29/06/2024,Under Maintenance,8632.74
INVALID_82,Rule,LIN0018,05/25/2023,Faulty,11566.15
MAC3239,Along,LIN0012,08-07-2022,Operational,-4281.39
MAC3240,Measure,LIN0019,27-01-2023,Under Maintenance,13464.83
MAC3241,Focus,LIN0014,2022-10-14,Under Maintenance,5047.26
MAC3242,Same,LIN0014,22-11-2024,Operational,12109.31
MAC3243,Himself,LIN0018,2024-08-30,Faulty,38418.24
MAC3244,Within,LIN0003,24-02-2024,Operational,18975.62
MAC3245,Dinner,LIN0011,16/09/2023,Under Maintenance,11956.46
MAC3246,Factor,LIN0008,05/03/2023,Under Maintenance,42831.65
MAC3247,Certain,LIN0004,01/12/2022,Faulty,11414.77
MAC3248,Wall,LIN0003,27/09/2024,Operational,39263.9
MAC3249,Just,LIN0006,02-01-2023,Faulty,7905.31
MAC3250,Truth,LIN0002,05/25/2022,Operational,17564.29
MAC3251,Laugh,LIN0003,16-11-2024,Operational,14203.94
MAC3252,Happy,LIN0007,2023-11-29,Faulty,47175.32
MAC3253,Analysis,LIN0014,2024-05-26,Under Maintenance,Twenty Five Thousand
MAC3254,Box,LIN0009,20-09-2024,Under Maintenance,47600.9
MAC3255,Wear,LIN0014,05/18/2024,OPERATIONAL,2380.77
MAC3256,Woman,LIN0020,31-03-2023,Faulty,5744.9
MAC3257,Both,LIN0001,07/24/2024,Faulty,35524.52
MAC3258,Few,LIN0006,10/14/2023,Faulty,6440.41
INVALID_44,Look,LIN0008,13/12/2023,Operational,38040.21
INVALID_85,Huge,LIN0005,2022-04-29,Operational,20152.22
MAC3261,Rate,LIN0001,24/11/2024,Operational,12486.77
MAC3262,Camera,LIN0013,05/07/2024,Operational,47903.58
MAC3263,Then,LIN0018,03/06/2024,Faulty,13830.62
MAC3264,Soon,LIN0004,06/06/2022,Faulty,
MAC3265,Somebody,LIN0014,26-09-2022,Operational,26047.94
MAC3266,Executive,LIN0010,2022-12-07,Operational,47678.33
MAC3267,Religious,LIN0007,12/12/2023,Under Maintenance,18598.17
INVALID_80,Decision,LIN0018,2022-03-01,Faulty,18984.43
MAC3269,Summer,LIN0020,17-10-2022,Operational,1153.18
MAC3270,Own,LIN0007,2022-08-05,Operational,Five Hundred
MAC3271,Condition,LIN0017,05-05-2022,Operational,44283.44
MAC3272,My,LIN0018,03/03/2022,Faulty,21290.72
MAC3273,Traditional,LIN0009,08-09-2023,Operational,39727.58
MAC3274,Admit,LIN0010,25-09-2024,Operational,33786.9
MAC3275,At,LIN0015,16-04-2024,Faulty,48985.18
MAC3276,Certain,LIN9999,10/10/2022,faulty,42273.81
MAC3277,Poor,LIN0013,27/11/2024,Faulty,38859.44
MAC3278,Natural,LIN0003,12/16/2024,Faulty,
MAC3279,Senior,LIN0001,16/01/2022,Under Maintenance,40458.41
MAC3280,Matter,LIN0014,22-08-2022,Under Maintenance,49107.23
MAC3281,Director,LIN0013,2023-04-24,Under Maintenance,41670.18
MAC3282,Civil,LIN0014,2022-08-16,Operational,41453.56
MAC3283,Name,LIN0014,09/20/2023,Operational,0
MAC3284,Product,LIN0006,06/01/2024,Operational,30385.85
INVALID_82,Television,LIN0011,16/04/2023,Under Maintenance,49827.22
MAC3286,Thank,LIN9999,11/23/2024,Operational,32368.68
INVALID_64,Especially,LIN0008,14-03-2023,Operational,16854.43
MAC3288,Instead,LIN0014,2023-07-04,Operational,36785.23
MAC3289,Like,LIN0004,11/08/2023,Faulty,6468.35
MAC3290,People,LIN0010,01/23/2022,Operational,0
MAC3291,Among,LIN0019,2022-01-06,Faulty,13871.09
MAC3292,Meet,LIN0007,11/11/2023,Faulty,19461.48
MAC3293,Character,LIN0005,27-11-2022,Under Maintenance,4361.87
MAC3294,Check,LIN0010,02/19/2023,Operational,2007.25
MAC3295,Rest,LIN0010,13/04/2023,Faulty,47145.87
MAC3296,Class,LIN0008,11/26/2023,Under Maintenance,5241.33
MAC3297,Least,LIN0020,06-12-2023,Faulty,27870.82
MAC3298,Resource,LIN0020,15/02/2024,Operational,5033.38
MAC3299,Go,LIN0012,13-04-2023,Faulty,4416.44
MAC3300,Statement,LIN0010,07/11/2024,Under Maintenance,45631.38
MAC3301,Republican,LIN0006,29/10/2023,Under Maintenance,21252.22
MAC3302,Land,LIN0001,08/19/2022,Faulty,3601.64
MAC3303,Behavior,LIN0018,12-11-2022,Operational,5811.49
MAC3304,Sing,LIN0010,2022-02-15,FAULTY,7767.08
MAC3305,Discussion,LIN0009,31-10-2023,Operational,39541.56
MAC3306,See,LIN0008,22/12/2022,Faulty,22060.77
MAC3307,Middle,LIN0020,14/03/2024,Under maintenance,48756.36
MAC3308,Debate,LIN0009,01/12/2024,Operational,
MAC3309,Space,LIN0020,04/07/2022,Faulty,34394.54
MAC3310,Base,LIN0013,2023-09-05,Faulty,
MAC3311,While,LIN0019,2023-12-24,Operational,
MAC0594,Choice,LIN0010,09/01/2023,UNDER MAINTENANCE,12260.69
MAC3313,Article,LIN0014,09/11/2022,Faulty,26576.37
MAC3314,Ago,LIN0016,2024-05-11,Operational,35325.24
MAC0544,Who,LIN0003,2023-09-02,Under Maintenance,37199.24
MAC3316,Figure,LIN0001,05/20/2022,Faulty,15110.14
MAC3317,Investment,LIN0014,2023-07-15,Operational,-4763.64
MAC3318,Current,LIN0008,06/29/2022,Operational,28610.95
MAC3319,Popular,LIN9999,29/06/2024,Operational,2755.19
MAC3320,Within,LIN0004,10-02-2023,Operational,24658.03
MAC3321,System,LIN0014,12-05-2024,Under Maintenance,10644.02
MAC3322,Onto,LIN0005,31/08/2023,Operational,20832.78
MAC3323,Better,LIN0016,11/15/2023,Faulty,0
MAC3324,Lead,LIN0020,08/07/2024,Faulty,
MAC3325,Authority,LIN0009,2024-11-06,Faulty,46452.62
MAC3326,Goal,LIN0007,07/10/2024,Operational,10756.96
MAC3327,Mrs,LIN0013,23/08/2022,Operational,22646.19
MAC3328,Pull,LIN0006,21-06-2022,Under Maintenance,6650.5
MAC3329,Responsibility,LIN0018,11/13/2022,faulty,24908.97
MAC3330,Look,LIN0003,20-03-2024,Faulty,46394.6
MAC3331,Who,LIN0014,15-08-2024,Faulty,20314.7
MAC3332,Fund,LIN0003,02/20/2022,Under Maintenance,26556.62
MAC3333,Strategy,LIN0019,2022-11-15,Operational,Five Hundred
MAC3334,Plant,LIN0006,2024-02-17,Under Maintenance,Five Hundred
MAC3335,Kind,LIN0002,04/25/2023,Faulty,22948.58
MAC3336,Very,LIN0018,04/26/2023,Faulty,45146.34
MAC3337,Town,LIN0011,28/04/2023,OPERATIONAL,45936.61
MAC3338,Young,LIN0010,29/12/2022,Under Maintenance,6672.55
MAC3339,Player,LIN0019,08/03/2022,Under Maintenance,8645.55
MAC3340,Still,LIN0006,06/28/2022,Under Maintenance,-1325.71
MAC3341,Window,LIN0004,2022-07-23,Faulty,7060.22
MAC3342,Fire,LIN0005,2023-08-31,Operational,30038.38
MAC3343,Because,LIN0004,30/04/2024,Under Maintenance,45873.19
INVALID_20,Cost,LIN0003,04/12/2024,Faulty,45433.05
MAC3345,Opportunity,LIN0009,2022-04-02,Under Maintenance,24067.62
MAC3346,Rise,LIN0020,18-11-2023,Faulty,11507.63
INVALID_93,I,LIN0019,11-06-2022,Under Maintenance,Five Hundred
MAC3348,Certain,LIN0018,31-12-2023,Faulty,-239.48
MAC3349,Always,LIN0016,2024-07-05,Operational,14137.3
MAC3350,Happen,LIN0007,05-05-2022,operational,28092.24
MAC3351,Five,LIN0004,26/05/2023,Operational,43119.28
MAC3352,Time,LIN0008,20/07/2023,Operational,0
MAC3353,Class,LIN0020,15-10-2024,Operational,8487.31
MAC3354,Open,LIN0016,08/20/2023,Operational,49230.4
MAC3355,Reach,LIN0003,14/05/2024,Faulty,3239.79
MAC3356,Despite,LIN0016,08/02/2024,Operational,5071.81
MAC3357,Security,LIN9999,21-04-2023,Operational,35476.98
MAC3358,Figure,LIN0018,14/09/2023,Faulty,
MAC3359,Serve,LIN0019,28-03-2024,Faulty,30598.49
