HospitalID,HospitalName,Location,Capacity
HOS1602,Body,Bangalore,209
HOS1603,Bill,Mumbai,138
HOS1604,Class,Delhi,106
HOS1605,Quite,Mumbai,170
HOS1587,Decision,Delhi,106
HOS1607,Machine,Mumbai,128
HOS1608,Defense,Bangalore,121
HOS1609,Thousand,Chennai,44
HOS1610,Want,Mumbai,53
HOS1611,Character,Mumbai,218
HOS1612,Around,Chennai,282
HOS1613,Address,Hyderabad,176
HOS1614,Exactly,delhi,98
HOS1615,Heavy,Chennai,280
HOS1616,Author,MUMBAI,43
HOS1617,Agent,Delhi,149
HOS1618,Use,Hyderabad,150
HOS1619,Machine,Chennai,191
HOS1620,Large,Bangalore,109
INVALID_71,Foreign,Mumbai,245
HOS1622,Floor,Chennai,154
HOS1623,Prepare,Hyderabad,122
INVALID_80,Explain,Hyderabad,218
HOS1625,Leg,Mumbai,27
HOS1626,Focus,Delhi,216
HOS1627,Represent,Bangalore,177
HOS1628,Shoulder,Hyderabad,185
HOS1629,Buy,Bangalore,73
HOS1277,Whom,Bangalore,74
HOS1631,Network,Chennai,147
HOS1632,Member,Mumbai,130
HOS1633,Them,Mumbai,50
HOS1634,Federal,Mumbai,283
HOS1635,Government,Delhi,169
HOS1636,Fire,Delhi,93
HOS1637,Could,Bangalore,193
HOS1638,Ahead,Mumbai,68
HOS1639,Today,Chennai,4
HOS1640,Quite,Delhi,30
HOS0826,Send,BANGALORE,113
HOS1642,After,Delhi,68
HOS1643,Social,Chennai,170
HOS1644,Lay,BANGALORE,163
INVALID_19,Light,Chennai,158
HOS1646,Agency,Delhi,58
HOS1647,Amount,Hyderabad,237
HOS1648,Compare,Hyderabad,6
HOS1649,Loss,Bangalore,284
HOS1650,Phone,Mumbai,9999
HOS1172,Rest,Bangalore,285
HOS1652,Yes,hyderabad,-1
HOS1653,Us,Bangalore,188
HOS1654,Likely,Chennai,137
HOS1655,Carry,Bangalore,50
HOS1656,Size,Hyderabad,276
HOS1657,Knowledge,Delhi,228
HOS1658,Window,Mumbai,220
HOS1659,Yes,Chennai,262
HOS0920,International,Mumbai,28
HOS1661,Know,Chennai,191
HOS1662,Miss,Hyderabad,191
HOS1663,Skin,Delhi,215
HOS1664,Social,Bangalore,269
HOS1665,Probably,Mumbai,90
HOS1666,Church,Hyderabad,129
HOS1667,We,Chennai,141
HOS1668,Attack,Delhi,35
HOS1669,Will,Hyderabad,213
HOS1670,Forget,Bangalore,148
HOS1671,Raise,Bangalore,36
HOS1672,Reality,Hyderabad,28
HOS1673,Cell,Bangalore,26
HOS1674,Sing,HYDERABAD,210
HOS1675,Fight,Hyderabad,225
HOS1676,Visit,Chennai,135
HOS1677,Gas,Bangalore,288
HOS0725,Section,Chennai,150
HOS1679,Any,Delhi,201
HOS1680,Near,Delhi,152
HOS1681,Ready,Delhi,22
HOS1682,Expect,Hyderabad,204
HOS1683,Successful,Chennai,288
HOS1684,Democrat,Bangalore,172
HOS1685,Fast,CHENNAI,106
HOS1686,Main,CHENNAI,294
HOS1687,Dark,Hyderabad,118
HOS1688,Way,Chennai,186
HOS1689,Issue,Mumbai,36
HOS1690,Find,Mumbai,34
HOS1691,Smile,Chennai,166
HOS1692,Follow,Hyderabad,189
HOS1693,Instead,Delhi,114
INVALID_81,If,Hyderabad,154
HOS1695,Language,Hyderabad,75
HOS1696,Wall,Mumbai,43
HOS1697,Carry,Bangalore,212
HOS1698,Mrs,Hyderabad,161
HOS1699,Late,Hyderabad,39
HOS1700,Standard,CHENNAI,198
HOS1701,Market,Hyderabad,76
HOS1702,Blue,Mumbai,96
HOS1703,Remember,Mumbai,169
HOS1704,Woman,Hyderabad,192
HOS1705,Act,Delhi,123
HOS1706,Red,Chennai,220
HOS1707,Important,Delhi,35
INVALID_29,Heavy,hyderabad,146
HOS1709,Trial,Chennai,190
HOS1710,Story,DELHI,267
HOS1711,Allow,Mumbai,298
HOS1712,Improve,Hyderabad,31
HOS1713,Per,Mumbai,271
HOS1714,None,Chennai,41
HOS1715,Little,Hyderabad,231
HOS1716,Behavior,Delhi,228
HOS1717,Month,Delhi,26
HOS1718,View,Delhi,161
HOS1719,Bag,Mumbai,37
HOS1720,Dinner,Hyderabad,192
HOS1721,President,Chennai,62
HOS1722,Success,Hyderabad,234
HOS1723,Space,BANGALORE,123
HOS1724,Sport,Delhi,135
HOS1725,Discover,Delhi,172
HOS1726,Feeling,Bangalore,65
HOS1727,End,Chennai,164
HOS1728,Language,Delhi,62
HOS1729,Just,Mumbai,260
HOS1730,Card,Delhi,88
HOS1731,Toward,Delhi,235
HOS1732,Throw,Bangalore,170
HOS1733,Produce,Delhi,170
HOS0302,Important,Delhi,57
HOS1735,Pattern,Bangalore,197
HOS1736,Discussion,Chennai,254
HOS1737,Near,Delhi,49
HOS1738,Society,Mumbai,213
HOS1739,Middle,Delhi,217
HOS1740,Power,Hyderabad,133
HOS1741,Although,Chennai,42
HOS1742,Own,Delhi,77
HOS1743,Beautiful,Chennai,241
HOS1744,Arm,Hyderabad,146
HOS1745,Use,Hyderabad,197
HOS1746,Hold,Hyderabad,82
HOS1747,Rather,Hyderabad,265
HOS1748,Coach,Mumbai,187
HOS1749,Student,Hyderabad,128
HOS1750,Wife,Chennai,49
HOS1751,Machine,Chennai,255
HOS1752,But,Mumbai,192
HOS1753,Similar,Hyderabad,36
HOS1754,Room,Mumbai,55
HOS1755,Avoid,Chennai,23
HOS1756,Financial,Bangalore,17
HOS1757,Way,Delhi,54
HOS1758,She,Hyderabad,71
HOS1759,Surface,Mumbai,113
HOS1760,Factor,Hyderabad,63
HOS0880,Eight,Chennai,112
HOS1762,Growth,Mumbai,91
HOS1763,Space,Hyderabad,263
HOS1764,Oil,Bangalore,9999
HOS1765,Hotel,Mumbai,177
HOS1766,Read,Chennai,166
HOS1767,Pretty,Hyderabad,83
HOS1768,Remain,Bangalore,28
HOS1769,Republican,Mumbai,24
HOS1770,Idea,Chennai,9999
HOS1771,Short,Bangalore,15
HOS1772,Sport,Hyderabad,54
HOS1773,Recently,Bangalore,210
HOS1774,Bank,Delhi,188
HOS1775,International,Mumbai,88
HOS1776,Recent,Mumbai,145
HOS1777,Find,Delhi,108
HOS1778,Pressure,Chennai,78
HOS1779,Tree,Delhi,166
HOS1780,Into,Chennai,203
HOS1781,Our,Mumbai,262
HOS1782,Strategy,Chennai,277
HOS1783,Provide,Bangalore,261
HOS1784,Interest,Chennai,50
HOS1785,Almost,Chennai,271
HOS1786,American,hyderabad,6
HOS1787,About,DELHI,264
HOS1788,Tree,Delhi,102
HOS1789,Pass,Chennai,120
HOS1790,Impact,mumbai,148
INVALID_82,Plant,Hyderabad,78
HOS1792,Society,Bangalore,-1
HOS0251,Treat,Delhi,118
HOS1794,Tell,Hyderabad,175
HOS1795,Several,Mumbai,7
HOS1796,Change,Delhi,285
HOS1797,Want,Hyderabad,209
HOS1798,Despite,Delhi,277
HOS1799,This,BANGALORE,87
HOS1800,Near,Bangalore,285
HOS1801,First,Bangalore,221
HOS1802,Bring,Hyderabad,107
HOS1803,Water,DELHI,185
HOS1804,Our,Mumbai,170
HOS1805,Should,Hyderabad,108
HOS1806,Economy,Bangalore,-1
HOS1807,High,Hyderabad,24
HOS1808,Traditional,Hyderabad,82
HOS1809,Service,Bangalore,-1
HOS1810,Around,HYDERABAD,214
HOS1811,Say,Delhi,243
HOS1812,Time,Hyderabad,199
HOS1813,Represent,Delhi,250
HOS1814,Show,Mumbai,16
HOS1815,Sit,Chennai,164
HOS1816,Treat,Delhi,39
HOS1817,Sound,Chennai,287
HOS1818,Table,Delhi,45
HOS1819,Personal,Mumbai,194
HOS1820,Increase,Delhi,131
HOS1821,Yet,Mumbai,262
HOS0145,After,Mumbai,177
HOS1823,Green,Bangalore,251
HOS1824,Finally,Chennai,180
HOS1825,Eye,Delhi,162
HOS1826,Meeting,Mumbai,107
HOS1827,Environmental,Hyderabad,94
HOS1828,Not,Mumbai,107
HOS1829,Pretty,Chennai,220
HOS1830,Far,Mumbai,221
HOS1831,Herself,Delhi,31
HOS1832,Research,Delhi,57
HOS1833,Production,Chennai,239
HOS1834,Any,Delhi,88
HOS1835,Figure,Chennai,158
HOS0987,Safe,Chennai,162
HOS1837,Rule,Hyderabad,51
INVALID_45,Southern,Chennai,219
HOS1839,On,mumbai,9
HOS1840,Begin,Chennai,191
HOS1841,Culture,Hyderabad,54
HOS1842,Price,Mumbai,292
HOS1843,Car,Delhi,165
HOS1844,Inside,Bangalore,158
HOS1845,Stop,Delhi,249
HOS1846,Enter,Mumbai,104
HOS1847,Mean,Bangalore,254
HOS1848,Stuff,Delhi,110
HOS1849,Forget,Bangalore,9999
HOS1850,Go,Mumbai,228
HOS1851,Player,Delhi,69
HOS1852,Information,Hyderabad,250
HOS1853,Mother,Hyderabad,250
HOS1854,Even,Delhi,169
HOS1855,American,Delhi,5
HOS1856,Effect,Delhi,65
HOS1857,Building,Mumbai,290
HOS1858,Want,Delhi,179
HOS1073,Within,Chennai,140
HOS1860,Easy,Delhi,123
HOS1861,Training,Delhi,42
HOS1862,Against,Bangalore,162
HOS1863,Treat,Mumbai,106
HOS1864,Too,Hyderabad,247
HOS1865,Foreign,Hyderabad,212
HOS1866,Sea,mumbai,0
HOS1867,Economy,Hyderabad,32
HOS1868,Force,Chennai,284
HOS1869,Minute,Chennai,239
HOS1870,Ahead,Delhi,135
HOS1871,Send,Hyderabad,165
HOS1872,Room,MUMBAI,206
HOS1873,Town,Delhi,279
HOS1874,Fast,Mumbai,207
HOS1875,Fire,Chennai,81
HOS1876,Prepare,Mumbai,58
HOS1877,Other,Hyderabad,115
HOS1878,Current,Bangalore,21
HOS1879,Natural,Chennai,50
HOS1880,Budget,DELHI,263
HOS1881,Year,Hyderabad,155
HOS1882,Style,Bangalore,187
HOS1883,Test,Chennai,104
HOS1884,Everybody,Mumbai,90
HOS1885,Cell,Bangalore,24
HOS1886,Wait,Mumbai,24
HOS1887,Role,Mumbai,111
HOS1888,Fall,Mumbai,83
HOS1889,Whole,Mumbai,146
HOS1890,Choose,Hyderabad,62
INVALID_65,If,Hyderabad,10
HOS1892,Ground,Mumbai,14
HOS1893,Listen,Mumbai,273
HOS1894,Fire,Mumbai,103
HOS1895,Process,bangalore,116
HOS1896,Few,Mumbai,205
HOS1897,Adult,Delhi,0
HOS1898,Evening,Bangalore,196
HOS1899,Chance,Mumbai,25
HOS1900,Far,Mumbai,206
HOS1901,That,Chennai,230
HOS1902,Art,bangalore,202
HOS1903,Month,Mumbai,24
HOS1904,Situation,Chennai,271
HOS1905,Prevent,Chennai,199
HOS1906,So,Mumbai,258
HOS1907,Easy,Hyderabad,12
HOS1908,Alone,Mumbai,106
HOS1909,For,Chennai,278
HOS1910,Member,Bangalore,9999
HOS1911,Here,Bangalore,288
INVALID_30,Skill,Chennai,200
HOS1913,Customer,Chennai,257
HOS1914,Decide,Hyderabad,105
HOS1915,Would,Mumbai,223
HOS1916,Society,Delhi,57
HOS1917,Certainly,Chennai,29
HOS1918,Laugh,Hyderabad,113
HOS1919,Child,Chennai,195
HOS1920,Weight,Mumbai,-1
HOS1921,Into,Bangalore,198
HOS1471,Imagine,Bangalore,146
HOS1923,Project,bangalore,289
HOS1924,Boy,Hyderabad,290
HOS1925,Role,Mumbai,152
HOS1926,Light,Mumbai,233
HOS1927,New,Hyderabad,85
HOS1928,Us,Delhi,16
HOS1929,Within,Delhi,121
HOS1930,Space,Chennai,44
HOS1931,Early,Chennai,92
HOS1932,Each,Bangalore,243
HOS1933,Into,Delhi,66
HOS1934,Again,Hyderabad,234
HOS1935,Employee,chennai,167
HOS1936,Door,Bangalore,7
HOS1937,Capital,Delhi,69
HOS1938,Tv,Mumbai,234
HOS1939,Like,Bangalore,125
HOS1940,Collection,Delhi,26
HOS1941,Between,Mumbai,20
HOS1942,Base,Delhi,37
HOS1943,Reflect,Bangalore,3
HOS1944,Conference,Mumbai,241
HOS1945,American,Bangalore,270
HOS1946,Miss,Hyderabad,148
HOS1947,Later,Mumbai,284
HOS1948,Physical,Hyderabad,11
HOS1949,End,Bangalore,188
HOS1950,Prepare,Chennai,225
HOS1951,Kind,Chennai,108
HOS1952,Official,Mumbai,228
HOS1953,Push,Hyderabad,252
HOS1954,Old,Delhi,243
HOS1955,Organization,Delhi,-1
HOS1956,Front,Chennai,29
HOS1957,Save,Bangalore,246
HOS1958,Yard,Chennai,53
HOS1959,Your,Chennai,244
HOS1340,Owner,Chennai,112
HOS1961,Lay,Bangalore,185
HOS1962,Us,Bangalore,220
HOS1963,Deal,Delhi,101
HOS1458,Lead,Hyderabad,168
HOS1965,Ability,Hyderabad,211
HOS1966,Represent,Hyderabad,178
HOS1967,Smile,Mumbai,236
HOS1968,Investment,delhi,69
HOS1969,Energy,Hyderabad,157
HOS1970,Hold,Hyderabad,17
HOS1971,Change,Hyderabad,205
HOS1972,Much,Delhi,255
HOS1973,Art,Delhi,29
HOS1974,Television,Delhi,2
HOS1975,Structure,Hyderabad,177
HOS1976,Guess,Chennai,263
HOS1977,Successful,Bangalore,292
HOS1978,Leader,Chennai,150
HOS1979,Air,Bangalore,151
HOS1980,Recent,Mumbai,258
HOS1981,Perform,mumbai,33
HOS1982,Century,Chennai,-1
HOS1983,Town,Bangalore,60
HOS1984,Identify,Mumbai,184
HOS1985,Soon,Mumbai,265
HOS1986,Summer,Mumbai,132
HOS1987,Indeed,Hyderabad,240
HOS1988,Peace,Chennai,255
HOS1989,Than,Delhi,24
HOS1990,Relate,Chennai,300
HOS1991,Sign,Mumbai,255
HOS1992,Wife,Bangalore,123
HOS1993,Middle,Bangalore,294
HOS1994,Recognize,Bangalore,231
HOS1995,Meet,Delhi,165
HOS1996,Than,Mumbai,86
HOS1997,Happen,Hyderabad,204
HOS1998,Help,hyderabad,243
HOS1999,Five,Delhi,162
HOS2000,Carry,mumbai,35
HOS2001,Expert,Mumbai,271
HOS2002,Opportunity,Delhi,281
HOS2003,Particularly,Chennai,16
HOS2004,Republican,CHENNAI,53
HOS2005,Including,Mumbai,274
HOS2006,Must,Bangalore,168
HOS2007,Opportunity,Bangalore,150
HOS2008,Enter,Chennai,226
HOS2009,Along,Mumbai,261
HOS2010,Some,Bangalore,100
HOS2011,Agree,Chennai,44
HOS2012,At,Mumbai,-1
HOS2013,Interest,Mumbai,288
HOS2014,Why,Mumbai,151
HOS2015,Pick,Mumbai,0
HOS2016,Material,Chennai,192
HOS2017,Operation,Bangalore,35
HOS2018,Reflect,Chennai,277
HOS2019,Free,mumbai,161
HOS2020,Wish,Chennai,7
HOS2021,Receive,Delhi,282
HOS2022,Possible,Mumbai,295
HOS2023,Thus,Mumbai,204
HOS1906,Hit,Hyderabad,268
HOS2025,Officer,Mumbai,180
HOS2026,Cause,Mumbai,20
HOS2027,Production,Mumbai,78
HOS2028,Democrat,Hyderabad,12
HOS2029,Specific,Mumbai,-1
HOS2030,Ahead,Chennai,0
HOS2031,Me,Hyderabad,47
HOS2032,National,Bangalore,37
HOS2033,North,Bangalore,162
HOS2034,Process,Mumbai,7
HOS2035,Road,Bangalore,283
HOS2036,Success,Delhi,272
HOS2037,Pay,Mumbai,4
HOS0035,Power,Hyderabad,282
HOS2039,Word,Bangalore,9999
HOS2040,Site,Delhi,218
HOS2041,Often,Delhi,266
HOS2042,Strong,Bangalore,187
HOS1236,Able,Mumbai,95
HOS2044,Woman,BANGALORE,123
HOS2045,Various,Chennai,14
HOS2046,Research,Mumbai,45
HOS2047,Question,Mumbai,221
HOS2048,Sport,Bangalore,149
HOS2049,Have,Delhi,206
HOS2050,Most,Bangalore,44
HOS2051,Not,Chennai,0
HOS2052,Down,Mumbai,262
HOS2053,Economic,Chennai,291
HOS2054,Forget,DELHI,3
HOS2055,World,Chennai,94
HOS2056,Story,Mumbai,29
HOS2057,Democratic,Chennai,259
HOS2058,Out,MUMBAI,167
HOS2059,Most,mumbai,199
INVALID_8,Care,Hyderabad,167
INVALID_38,Name,Chennai,235
HOS2062,Day,Hyderabad,285
HOS0626,Sit,Chennai,78
HOS2064,Campaign,Bangalore,214
HOS2065,Speech,Hyderabad,150
HOS2066,Late,Mumbai,282
HOS2067,Message,MUMBAI,55
HOS2068,Mean,Delhi,137
HOS2069,Result,Mumbai,300
HOS2070,Authority,Mumbai,214
HOS2071,Congress,Mumbai,197
HOS2072,Pressure,Delhi,46
HOS2073,Find,Mumbai,225
HOS2074,View,Hyderabad,243
HOS2075,Evening,Mumbai,10
HOS2076,Firm,bangalore,68
HOS2077,Training,Chennai,118
HOS2078,Network,Mumbai,84
HOS2079,Say,chennai,158
HOS2080,Science,Bangalore,68
HOS2081,Seek,Delhi,194
HOS2082,Piece,Bangalore,265
HOS2083,Long,Mumbai,141
HOS2084,Create,Hyderabad,259
HOS2085,Laugh,Mumbai,232
HOS2086,That,Delhi,1
HOS2087,Several,Delhi,37
HOS2088,Goal,Bangalore,242
HOS2089,Away,Mumbai,206
HOS2090,Training,Hyderabad,-1
HOS2091,Government,Mumbai,276
HOS1156,Piece,Chennai,261
HOS2093,Old,Mumbai,115
HOS2094,Tv,Hyderabad,138
HOS2095,Follow,Chennai,51
HOS2096,Card,Chennai,15
HOS2097,Whether,Bangalore,123
HOS2098,Even,Mumbai,215
HOS2099,What,Bangalore,250
HOS2100,Reality,Chennai,33
HOS2101,Voice,Chennai,249
HOS2102,Method,Bangalore,292
HOS2103,Candidate,Delhi,261
HOS2104,Clear,Mumbai,136
HOS2105,Control,Delhi,45
HOS2106,Woman,Bangalore,178
HOS2107,Mouth,Bangalore,0
HOS2108,Common,Bangalore,196
HOS2109,Gas,Hyderabad,240
HOS2110,Never,Mumbai,99
HOS2111,Marriage,Hyderabad,37
HOS2112,Long,Hyderabad,233
HOS2113,Final,Hyderabad,218
HOS2114,Interview,Delhi,244
HOS2115,Pay,Hyderabad,133
HOS2116,Professor,Mumbai,42
HOS2117,Nor,Bangalore,208
HOS2118,Political,Mumbai,121
HOS2119,Place,chennai,247
HOS2120,Industry,Delhi,104
HOS2121,Coach,Bangalore,182
HOS2122,Television,Mumbai,160
HOS2123,Once,Chennai,62
HOS2124,Always,Chennai,2
HOS2125,Cold,Mumbai,242
HOS2126,Next,Mumbai,7
HOS2127,Oil,Chennai,161
HOS2128,Republican,delhi,259
HOS2129,General,Delhi,192
HOS2130,Weight,Delhi,74
HOS2131,Eye,Delhi,257
HOS2132,Race,Mumbai,99
HOS2133,View,Bangalore,86
HOS2134,Doctor,Mumbai,94
HOS2135,Art,Hyderabad,162
HOS2136,Resource,Delhi,156
HOS2137,Money,Mumbai,276
HOS2138,Inside,Mumbai,228
HOS2139,Song,Delhi,43
HOS2140,Product,Delhi,0
HOS2141,Deep,Bangalore,73
HOS2142,Team,Chennai,225
HOS2143,Pressure,Chennai,99
HOS2144,Government,Hyderabad,57
HOS2145,Money,Bangalore,163
HOS2146,Individual,Mumbai,202
HOS2147,Research,Hyderabad,171
HOS2148,Nice,Delhi,126
INVALID_22,Us,Mumbai,265
INVALID_62,Image,Delhi,130
HOS2151,Need,Hyderabad,156
HOS2152,I,Bangalore,137
HOS2153,Draw,Bangalore,55
HOS2154,Central,Mumbai,221
HOS2155,Physical,Delhi,31
HOS2156,Her,Mumbai,244
HOS2157,Travel,BANGALORE,259
HOS2158,Old,Delhi,83
HOS2159,Attorney,Bangalore,58
HOS2160,Space,Delhi,258
HOS2161,Take,Mumbai,152
HOS2162,Art,Mumbai,135
HOS2163,Various,Hyderabad,145
HOS2164,Scene,chennai,106
HOS2165,Same,Delhi,117
HOS2166,Organization,Hyderabad,142
HOS2167,No,DELHI,182
HOS2168,Decide,Hyderabad,198
HOS2169,Mother,Bangalore,149
HOS2170,Edge,Mumbai,-1
HOS2171,List,Hyderabad,99
HOS2172,Ask,Bangalore,251
HOS2173,Capital,Mumbai,21
HOS2174,Area,Hyderabad,124
HOS2175,Consider,Hyderabad,266
HOS2176,Authority,Bangalore,245
HOS2177,Base,Chennai,50
HOS2178,Sure,Bangalore,142
HOS1542,Throughout,Delhi,127
HOS2180,Including,Delhi,176
HOS2181,Maybe,Delhi,167
HOS2182,Hour,Mumbai,14
HOS2183,Wait,Mumbai,38
HOS2184,Fire,Hyderabad,256
HOS2185,Baby,Delhi,224
HOS2186,However,Chennai,147
HOS2187,Even,Hyderabad,290
HOS2188,Position,Mumbai,61
HOS2189,Democrat,Hyderabad,174
HOS2190,Son,Mumbai,14
HOS2191,Manager,Mumbai,229
HOS2192,Season,Delhi,172
HOS2193,Dark,Delhi,40
HOS2194,Daughter,Chennai,110
HOS2195,Fear,Chennai,251
HOS2196,Interview,Hyderabad,167
HOS2197,Ask,Bangalore,175
HOS2198,Whom,HYDERABAD,254
HOS2199,At,Hyderabad,231
HOS2200,Here,Chennai,136
HOS2201,Across,Delhi,111
HOS2202,Couple,Hyderabad,276
HOS2203,Identify,Chennai,72
HOS2204,Enough,hyderabad,133
HOS2205,Could,Delhi,152
HOS2206,Mean,Bangalore,35
HOS2207,Different,Hyderabad,73
HOS2208,Pass,Mumbai,112
HOS2209,Ten,Bangalore,232
HOS2210,Law,DELHI,75
HOS2211,Role,Mumbai,253
HOS2212,Successful,Hyderabad,120
HOS2213,Loss,Mumbai,152
HOS1064,Green,Mumbai,202
HOS2215,Land,mumbai,263
HOS2216,Political,chennai,106
HOS2217,American,Mumbai,180
HOS2218,Business,bangalore,158
HOS2219,Case,Mumbai,111
HOS2220,Mention,Delhi,190
HOS2221,Study,Delhi,81
HOS2222,Way,Mumbai,55
HOS2223,Class,Bangalore,122
HOS2224,Free,Mumbai,93
INVALID_7,Arrive,Bangalore,109
HOS2226,Pay,Mumbai,237
HOS2227,Pick,delhi,261
HOS2228,Interesting,Bangalore,77
HOS2229,Capital,Bangalore,9999
HOS2230,Project,Chennai,186
HOS2231,Factor,Bangalore,291
HOS2232,And,Delhi,95
HOS2233,Itself,Mumbai,137
HOS2234,Town,Bangalore,205
HOS2235,Everything,Hyderabad,171
HOS2236,Argue,Chennai,23
HOS2237,Cell,Mumbai,259
HOS2238,Economy,Mumbai,1
HOS2239,Sort,Bangalore,263
HOS2240,Quite,Delhi,268
INVALID_31,Color,Delhi,38
HOS2242,Other,Mumbai,52
HOS2243,Blue,Chennai,182
INVALID_95,Choice,Mumbai,128
HOS2245,Together,Hyderabad,175
HOS2246,Whom,Chennai,55
HOS2247,Daughter,Hyderabad,18
HOS2248,City,HYDERABAD,96
HOS2249,Hour,Mumbai,216
HOS2250,Parent,Bangalore,34
HOS2251,Occur,Chennai,146
HOS2252,Sport,Delhi,244
HOS2253,Suffer,Mumbai,96
HOS2254,Film,Chennai,294
HOS2255,Main,Chennai,295
HOS2256,Source,Mumbai,62
HOS2257,Own,Delhi,2
HOS2258,Growth,Chennai,225
HOS2259,Method,bangalore,281
HOS2260,Page,Mumbai,135
HOS2261,Impact,Hyderabad,274
HOS2262,Effect,Chennai,53
HOS2263,Effort,Hyderabad,43
HOS2264,Name,Hyderabad,258
HOS2265,Social,Chennai,188
HOS1385,Ever,Bangalore,140
HOS2267,Reduce,Bangalore,66
HOS2268,Eye,Mumbai,51
HOS2269,Clear,Chennai,39
HOS2270,Town,Delhi,158
HOS2271,Attack,Bangalore,159
HOS2272,Consider,Delhi,5
HOS2273,Tonight,Mumbai,247
HOS2274,Movie,Delhi,141
HOS2275,Require,Hyderabad,68
HOS2276,Food,Mumbai,229
HOS2277,Change,Chennai,156
HOS2278,According,Bangalore,39
HOS2279,Woman,Bangalore,204
HOS2280,Performance,Mumbai,87
HOS2281,Stop,Chennai,260
HOS2282,Best,Chennai,9999
HOS2283,Subject,Mumbai,289
HOS2284,Early,hyderabad,49
HOS2285,Believe,Bangalore,183
HOS2286,Stand,Delhi,112
HOS2287,Story,Mumbai,164
HOS2288,Phone,Mumbai,57
HOS2289,Off,Delhi,80
HOS2290,Expert,Delhi,239
HOS2291,Region,MUMBAI,149
HOS2292,Discover,Hyderabad,144
HOS2293,Performance,Hyderabad,246
HOS2294,Deep,Delhi,119
HOS2295,Personal,Bangalore,215
HOS2296,During,Hyderabad,253
HOS2297,High,Mumbai,29
HOS2298,Provide,Delhi,179
HOS2299,Herself,Delhi,272
HOS2300,Her,Mumbai,149
HOS2301,Blue,Mumbai,147
HOS1253,Control,Delhi,182
HOS2303,Daughter,Bangalore,112
INVALID_73,Actually,Chennai,40
HOS2305,Race,Bangalore,280
HOS2306,Every,Mumbai,50
HOS2307,Television,Mumbai,288
HOS2308,Truth,Bangalore,267
HOS2309,Rule,Chennai,198
HOS2310,Especially,Delhi,203
HOS2311,Cultural,Mumbai,295
HOS2312,Available,Bangalore,190
INVALID_81,Fast,Bangalore,38
HOS2314,Fact,Delhi,297
HOS2315,Agent,Chennai,39
HOS2316,Write,Chennai,158
HOS2317,Nor,Delhi,116
HOS2318,Feeling,Chennai,292
HOS2319,Business,CHENNAI,299
HOS2320,Item,Bangalore,255
HOS2321,Experience,Chennai,0
HOS2322,Arm,DELHI,95
HOS2323,Budget,Chennai,55
HOS2324,Make,Hyderabad,28
HOS2325,Strong,Mumbai,220
HOS2326,Republican,chennai,271
HOS2327,Than,Chennai,60
HOS2328,Republican,Delhi,99
HOS2329,Simple,Hyderabad,187
HOS2330,Detail,Delhi,126
HOS2331,Hold,Bangalore,122
HOS2332,Same,Hyderabad,111
HOS2333,Song,Bangalore,150
HOS2334,Medical,Mumbai,207
HOS2335,Next,Chennai,18
HOS2336,Fill,Delhi,65
HOS2337,Beautiful,Chennai,165
HOS2338,Professional,Mumbai,230
HOS2339,Possible,HYDERABAD,81
HOS2340,Important,CHENNAI,81
HOS2341,Policy,Bangalore,92
HOS2342,Strategy,Hyderabad,213
HOS2343,Down,Delhi,9999
HOS2344,Quickly,Mumbai,228
HOS2345,Situation,Chennai,281
HOS2346,Gas,Mumbai,271
HOS0611,Firm,Mumbai,13
HOS2348,Finish,Mumbai,259
HOS2349,Lawyer,Bangalore,23
HOS2350,Finally,Hyderabad,188
HOS2351,Kitchen,Mumbai,221
HOS2352,Human,Delhi,169
INVALID_20,Tough,Chennai,6
HOS2354,Modern,Chennai,224
HOS2355,Wish,Hyderabad,274
HOS2356,Fly,Chennai,216
HOS0586,Including,Hyderabad,275
HOS2358,Military,Bangalore,71
HOS2359,Everyone,Delhi,70
HOS2360,New,Chennai,292
HOS2361,Cost,Chennai,77
INVALID_19,Ground,HYDERABAD,217
HOS2363,Service,Chennai,114
HOS2364,Interesting,Hyderabad,53
HOS2365,Mention,bangalore,274
HOS2366,Series,Chennai,278
HOS2010,Simply,Delhi,172
HOS2368,Visit,Delhi,6
HOS2369,Key,Chennai,127
HOS2370,Yard,Mumbai,9999
HOS2371,West,Delhi,294
HOS2372,Bit,Delhi,279
HOS2373,Wrong,Bangalore,208
HOS2374,Size,Hyderabad,216
HOS2375,Statement,Hyderabad,249
HOS2376,Thought,Hyderabad,222
HOS2377,Dark,Bangalore,56
HOS2378,Security,Chennai,173
HOS2379,Financial,Mumbai,35
HOS2380,Reach,Chennai,82
HOS2381,Daughter,Bangalore,51
HOS2382,Write,Bangalore,106
HOS2383,Guess,Chennai,263
HOS2384,None,Chennai,289
HOS2385,Respond,Mumbai,143
HOS2386,Citizen,Bangalore,295
HOS2387,Check,Bangalore,4
HOS2388,Pick,Delhi,290
HOS2389,Grow,Hyderabad,273
HOS2390,Main,Chennai,25
HOS2391,Bad,Hyderabad,291
HOS2392,Call,Chennai,9999
HOS2393,Week,Hyderabad,19
HOS2394,Pattern,Hyderabad,68
HOS2395,Event,Bangalore,243
HOS2396,Describe,Bangalore,50
HOS2397,Close,Hyderabad,-1
HOS2398,Cultural,Mumbai,31
HOS2399,Box,Bangalore,178
HOS2400,Fly,Chennai,214
HOS2401,Possible,Mumbai,222
