AccountID,CustomerID,Balance,AccountType,OpenDate,Status
ACC1400,CUS0018,14670.98,Education,2022-10-26,Inactive
ACC2516,CUS0014,48657.67,Else,2023-12-03,Inactive
ACC2517,CUS0009,,Weight,10/14/2024,Active
ACC2518,CUS9999,26797.38,She,05/03/2023,Frozen
ACC2519,CUS0010,19105.67,Indicate,19-10-2022,Inactive
ACC2520,CUS0004,42713.54,Direction,18/11/2024,Active
ACC2521,CUS0002,26603.52,Well,2022-12-12,Inactive
ACC2522,CUS0010,32324.45,Just,29-02-2024,Active
ACC2523,CUS0007,22561.56,Garden,18/10/2023,Active
ACC2524,CUS0008,37702.73,It,09/22/2024,Active
ACC2525,CUS0013,36851.89,Campaign,09/02/2023,Frozen
ACC2526,CUS0002,11417.01,Benefit,07/09/2024,Inactive
ACC2527,CUS0009,30552.39,So,06/01/2022,Active
ACC2528,CUS0007,23874.33,He,2022-09-10,Frozen
ACC2529,CUS0019,11953.26,Himself,01-12-2023,Inactive
ACC2530,CUS0015,30923.82,Myself,12/16/2022,Frozen
ACC2531,CUS0012,9238.94,You,26/06/2023,Frozen
ACC2532,CUS0015,28213.05,Move,18/06/2022,Inactive
INVALID_15,CUS0002,7358.99,Light,30/07/2024,Inactive
ACC2534,CUS0004,5609.5,Any,10/02/2024,Frozen
ACC2535,CUS0016,7696.93,Glass,23-03-2024,Active
ACC2536,CUS0006,30045.93,Fish,18-10-2022,Active
ACC2537,CUS0012,49086.07,Herself,2024-09-27,Frozen
ACC2538,CUS0001,3030.72,Hot,09-03-2023,Frozen
ACC2539,CUS0007,,Role,04/03/2023,Active
ACC2540,CUS0020,21120.45,During,2023-12-09,Frozen
ACC2541,CUS0010,,Able,01/05/2023,Inactive
ACC2542,CUS0007,44644.64,Account,07/14/2024,Inactive
ACC2543,CUS0008,33678.43,Second,28/08/2023,Frozen
ACC2544,CUS0014,49195.92,Allow,13-08-2022,Inactive
ACC2545,CUS0013,16700.64,Figure,02/08/2024,Frozen
ACC2546,CUS0004,23514.15,Yeah,19-05-2023,Active
ACC2547,CUS0013,20579.8,Report,2023-01-20,Active
ACC2548,CUS0008,43120.07,Teacher,2022-07-04,Frozen
ACC2549,CUS0001,,Yeah,18/10/2024,Frozen
ACC2550,CUS0002,3954.44,Room,13/03/2024,Frozen
ACC2551,CUS0005,17487.2,Garden,21-05-2022,Active
ACC2552,CUS0004,27642.7,Source,18/03/2024,Active
ACC2553,CUS0002,20288.67,Several,15-12-2024,Inactive
ACC2554,CUS0006,4440.7,Together,06/15/2023,Inactive
ACC2555,CUS0003,4492.0,Bad,2023-08-27,ACTIVE
ACC2556,CUS0016,24568.39,Travel,31-05-2023,Frozen
INVALID_65,CUS0003,45775.81,Laugh,08/28/2023,Active
ACC2558,CUS0017,30831.47,Serve,05/23/2022,Frozen
ACC2559,CUS0005,5540.5,Civil,2022-12-21,Inactive
ACC2560,CUS0010,4090.68,We,07/25/2023,Active
ACC2561,CUS0017,8591.53,Theory,03/10/2024,Frozen
ACC2562,CUS0016,2982.61,Yet,2022-04-16,Inactive
ACC1831,CUS0003,0,Drug,05/01/2023,inactive
ACC2564,CUS0017,7955.83,Letter,21/09/2022,Frozen
ACC2565,CUS0010,43625.33,Sometimes,2023-06-18,Active
ACC2566,CUS0020,44848.8,Of,17-01-2024,INACTIVE
ACC2567,CUS0002,26375.16,Everything,03/09/2024,Frozen
INVALID_65,CUS0002,8477.4,Story,08/10/2023,Inactive
ACC2569,CUS0010,37159.33,Staff,09/07/2024,Inactive
ACC2570,CUS0018,13461.55,Drop,12/20/2023,Frozen
ACC2571,CUS0014,-2397.55,Necessary,2023-12-24,Active
ACC2572,CUS9999,1683.84,Provide,20-10-2023,Inactive
ACC2573,CUS0015,45922.24,Choose,13-08-2023,Active
ACC2574,CUS9999,7414.32,Dog,03/12/2023,Frozen
ACC2575,CUS9999,,Ahead,28-07-2022,Frozen
ACC2576,CUS0013,43292.18,Seek,11/06/2022,Inactive
ACC2577,CUS0019,27158.77,Drug,05/16/2022,Frozen
ACC2578,CUS0018,45668.87,Edge,11/11/2023,Inactive
ACC2579,CUS0002,17368.07,Own,02/03/2022,ACTIVE
ACC2580,CUS0016,22873.86,Girl,24/05/2022,Inactive
ACC2581,CUS0016,2558.37,Idea,2022-11-15,Inactive
ACC2582,CUS0014,12984.09,Somebody,26-05-2024,Inactive
ACC2583,CUS0013,0,Member,2022-04-28,Frozen
ACC2584,CUS0010,26871.35,Let,06/05/2024,Inactive
ACC2585,CUS0015,35776.9,Look,08/05/2023,Frozen
ACC2586,CUS0005,47920.54,Save,15-12-2024,Active
ACC2587,CUS0008,10744.16,Team,19-08-2023,Inactive
ACC2588,CUS0005,35049.11,Performance,2024-03-27,Frozen
ACC2589,CUS0014,41874.41,Edge,07/12/2023,Active
ACC2590,CUS0007,5867.03,Head,04-07-2023,Active
ACC2591,CUS0006,3605.95,Explain,07/08/2023,inactive
ACC2592,CUS0018,31575.98,Skin,31/08/2022,Inactive
ACC2593,CUS0008,29545.05,That,11/05/2022,Active
ACC2594,CUS0011,49525.15,Focus,2023-12-02,Inactive
ACC2595,CUS0012,42108.82,Exist,02-11-2023,Frozen
ACC2596,CUS0016,34768.43,Blood,2023-09-26,Active
ACC2597,CUS0010,41805.23,Else,30/01/2023,Inactive
ACC2598,CUS0011,16425.76,In,18/06/2022,Frozen
ACC2599,CUS0002,34678.52,Up,2023-07-11,Frozen
ACC2600,CUS0014,20093.8,Very,19/01/2023,Active
ACC2601,CUS0014,22426.11,To,06-01-2023,Inactive
ACC2602,CUS0013,35770.85,Nothing,28/10/2023,Frozen
ACC2603,CUS0020,34021.15,Clear,03-06-2023,Frozen
ACC2604,CUS0019,9158.21,Lead,02/20/2022,Frozen
ACC2605,CUS0001,43324.78,Realize,24-10-2023,Frozen
ACC2606,CUS0011,39275.84,Safe,08/17/2023,Active
ACC2607,CUS0008,9334.0,Forward,11/06/2024,Frozen
ACC2608,CUS0014,44787.92,Firm,05/09/2024,Inactive
ACC2609,CUS0012,21247.09,Person,05/01/2023,frozen
INVALID_89,CUS0010,14920.84,Media,17-07-2024,Frozen
ACC2611,CUS0009,13311.6,Interest,04-08-2024,Frozen
ACC2612,CUS0001,23011.38,Forward,2023-05-15,Frozen
ACC2613,CUS0004,32329.53,Might,29-08-2023,Inactive
ACC2614,CUS0015,11913.45,Medical,27-06-2022,inactive
ACC2615,CUS0006,40279.33,Standard,2024-12-11,Inactive
ACC2616,CUS0004,9771.59,Series,04/21/2023,Frozen
ACC2617,CUS0009,,Important,2024-03-16,Active
ACC2618,CUS9999,10398.62,Imagine,2024-09-05,Inactive
ACC2619,CUS0007,12767.95,Market,2023-10-11,Inactive
ACC2620,CUS0018,20572.42,Particular,17/09/2024,Frozen
ACC2621,CUS0013,18941.57,High,15-06-2023,Inactive
ACC2622,CUS0004,12534.56,Long,27-03-2023,active
ACC2623,CUS0002,9934.35,Change,2024-09-14,inactive
ACC2624,CUS0009,Ten Thousand,Fine,25/12/2023,Inactive
ACC1323,CUS0015,17768.73,Finally,09-03-2023,Inactive
ACC2626,CUS0003,43390.58,Adult,25/03/2022,Active
ACC2627,CUS0002,6987.7,Trouble,10-09-2022,Frozen
ACC2628,CUS0015,-2306.25,Should,04/04/2023,INACTIVE
ACC2629,CUS0012,48454.23,Politics,2023-10-06,Active
ACC2630,CUS0018,34357.01,Strong,2023-07-20,Active
ACC2631,CUS0008,26989.29,Parent,2024-07-22,Frozen
ACC2632,CUS0019,-1681.25,Especially,09/01/2023,Frozen
ACC2633,CUS0012,43639.4,Include,30/01/2024,Active
INVALID_55,CUS0014,9965.42,Music,03/01/2023,Frozen
ACC2635,CUS0020,42151.89,Keep,29-03-2022,active
ACC2636,CUS0008,45920.24,Method,2024-01-08,Inactive
INVALID_71,CUS0006,14456.44,Page,15/10/2022,Inactive
INVALID_61,CUS0010,47854.56,Population,2024-08-19,Frozen
ACC2639,CUS0014,45033.28,Top,06-06-2022,FROZEN
ACC2640,CUS0004,Ten Thousand,Ever,2022-10-22,Inactive
ACC2641,CUS0013,45746.79,Term,15-09-2024,Active
ACC2642,CUS0018,17876.87,Machine,07/09/2024,Frozen
ACC2643,CUS0017,25108.34,Test,07/31/2023,Frozen
ACC2644,CUS0010,46525.56,Mrs,05/13/2024,Frozen
ACC2645,CUS0012,6061.98,Impact,01-04-2022,Frozen
ACC2646,CUS0020,15837.41,Attention,2024-01-07,Inactive
ACC2647,CUS0008,Ten Thousand,Consumer,2023-04-04,Frozen
ACC2648,CUS0016,30141.13,Moment,09/13/2022,Frozen
ACC2649,CUS0019,11363.19,Weight,2023-10-23,Active
ACC2650,CUS0017,29582.5,At,06/08/2023,Inactive
ACC2651,CUS0020,45656.67,Exist,06/22/2022,Frozen
ACC2652,CUS0009,35365.32,Allow,10/08/2022,Frozen
ACC2653,CUS0015,45732.16,Fall,2023-05-12,Inactive
ACC1580,CUS0006,31802.8,Usually,21-06-2024,Inactive
INVALID_83,CUS0011,26050.01,Land,28/03/2023,Frozen
ACC2656,CUS0006,31221.5,Not,2024-07-30,Inactive
ACC2657,CUS0015,17828.61,Into,10/10/2024,Active
ACC2658,CUS9999,8552.79,And,13-08-2023,Active
ACC2659,CUS0018,34484.59,Ability,2023-01-26,Frozen
ACC2660,CUS0019,36014.19,Help,08/09/2024,ACTIVE
ACC2661,CUS0008,44212.42,Push,04/21/2024,ACTIVE
ACC2662,CUS0006,27931.04,Campaign,05/06/2022,Frozen
ACC2663,CUS0019,22995.06,Well,06/01/2023,Inactive
ACC2664,CUS0019,41304.54,Ever,2024-02-06,Inactive
ACC2665,CUS0002,Five Hundred,Event,2022-12-10,Frozen
ACC2666,CUS0019,7861.64,Discover,04/04/2023,Frozen
ACC2667,CUS0009,19992.43,Least,13-01-2022,Active
ACC2668,CUS0005,5406.18,Second,07-10-2022,Inactive
ACC2669,CUS0016,40198.08,Cultural,16-02-2023,Active
ACC2670,CUS0020,7108.5,Nearly,09/24/2022,FROZEN
ACC2671,CUS0003,36146.5,Capital,04/15/2023,Active
ACC2672,CUS0004,14506.53,Color,04/12/2023,Active
ACC2673,CUS0007,10180.9,Truth,2022-02-05,Frozen
ACC2674,CUS0015,10850.14,Technology,02/19/2024,Inactive
ACC2675,CUS0020,40907.06,Cup,2023-08-12,Active
ACC2676,CUS0018,,Writer,06/20/2023,Frozen
ACC2677,CUS0016,29089.11,Left,05/19/2024,Active
ACC0058,CUS0004,43873.91,Actually,04/01/2022,Frozen
ACC2679,CUS0013,15656.86,Able,04/21/2023,Active
ACC2680,CUS0012,30205.31,Treatment,09/01/2023,Active
ACC2681,CUS0005,3866.5,Sense,05/11/2023,FROZEN
ACC2682,CUS0010,3467.22,Oil,2024-08-11,Active
ACC2683,CUS0009,22567.05,Message,24-05-2023,Inactive
ACC2684,CUS0007,46103.2,Crime,24-11-2023,Inactive
ACC2685,CUS0003,38609.0,Water,12/02/2023,Inactive
ACC2686,CUS0007,46543.25,Pick,11-12-2023,Frozen
ACC2687,CUS0003,8569.1,Describe,11/08/2022,Frozen
ACC1445,CUS0003,30502.02,Require,09/14/2024,Active
ACC2689,CUS0003,14963.28,Author,18/10/2024,Frozen
ACC2690,CUS0016,29185.57,Number,12/19/2022,Inactive
ACC2691,CUS0019,23255.56,Successful,10/10/2024,Inactive
ACC2692,CUS0006,,Less,09/18/2022,Inactive
ACC2693,CUS0006,23292.02,Western,07/06/2023,Inactive
ACC2694,CUS0004,18009.59,If,2023-02-15,Inactive
ACC2695,CUS0001,19158.14,Treatment,10/14/2023,Frozen
ACC2696,CUS9999,18361.47,My,22-04-2023,Inactive
ACC2697,CUS0011,Five Hundred,Worker,23-03-2022,Frozen
ACC2698,CUS0013,5010.66,Police,23-12-2023,Frozen
ACC2699,CUS0009,9989.14,So,04-03-2024,Frozen
ACC2700,CUS0003,,Finish,2022-12-25,Frozen
ACC2701,CUS0012,24070.58,Congress,08-03-2022,Inactive
ACC2702,CUS0010,33926.86,Begin,21-01-2022,Active
ACC2703,CUS0013,39975.93,Address,11-07-2024,INACTIVE
ACC2704,CUS0018,Five Hundred,Chance,2023-09-06,Inactive
ACC1462,CUS0020,3804.75,Less,03/17/2024,Inactive
ACC2706,CUS0007,40941.46,Poor,13-09-2022,Inactive
ACC2707,CUS0014,5246.96,Across,2022-08-02,Frozen
ACC2708,CUS0018,34362.4,Exist,2022-11-30,Active
INVALID_12,CUS0006,Five Hundred,Place,13/01/2024,Frozen
ACC2710,CUS0003,47842.65,Special,16/01/2023,Active
INVALID_13,CUS0016,44427.67,Task,10/18/2022,Frozen
ACC2712,CUS0009,45760.21,Relationship,05/11/2022,Active
ACC2713,CUS0014,35546.41,Near,21/12/2023,Active
INVALID_82,CUS0017,32046.86,First,24-11-2023,Frozen
ACC2715,CUS0020,2106.16,Development,2022-03-21,Inactive
ACC2716,CUS0019,44614.12,Course,05/15/2022,Inactive
ACC2717,CUS0004,23961.47,Commercial,2022-08-31,Frozen
ACC2718,CUS0017,22058.6,Upon,2024-11-08,FROZEN
ACC2719,CUS0014,45918.28,Interview,11/01/2022,Frozen
ACC2720,CUS0001,14905.23,Heart,07/01/2022,Inactive
ACC2721,CUS0020,24265.73,Age,12/04/2024,Frozen
ACC2722,CUS0014,34864.02,Quite,23-07-2024,Active
ACC2723,CUS9999,37246.46,Pm,08/05/2024,Frozen
ACC2724,CUS0005,8393.21,Heavy,12-08-2023,Active
ACC2725,CUS9999,16325.41,Throw,04/06/2023,Active
ACC2726,CUS0003,42106.41,Each,10/31/2022,Active
ACC2727,CUS0011,22384.88,Glass,11/12/2024,Active
ACC2728,CUS0008,2837.09,Baby,2022-03-21,Inactive
ACC2729,CUS0011,28287.46,From,28-02-2023,Frozen
ACC2730,CUS0008,49467.3,Piece,2023-06-21,Inactive
ACC2731,CUS0004,19738.09,Rock,2023-08-17,Frozen
ACC2732,CUS0007,11073.64,Long,07/23/2024,Active
ACC2733,CUS0013,48369.99,Morning,09/11/2024,Frozen
ACC2734,CUS0002,,Smile,01/31/2022,Active
ACC2735,CUS0002,30952.84,Finish,22/11/2023,Inactive
ACC2736,CUS0013,46357.34,Onto,25-10-2023,Frozen
ACC2737,CUS0007,42217.52,Security,19-01-2022,Active
ACC2738,CUS0009,39036.51,Dog,16-07-2023,Inactive
ACC2739,CUS0015,49244.41,Player,2023-06-17,Inactive
ACC2740,CUS0016,41713.18,Must,06-08-2023,Active
ACC2741,CUS0020,13600.61,Central,07/10/2023,Frozen
ACC2742,CUS0019,38297.34,Minute,2024-01-21,Active
ACC2743,CUS0001,,Develop,03/04/2022,Inactive
ACC2744,CUS0012,42605.76,Those,2022-07-30,Inactive
ACC2745,CUS0015,,Show,23-10-2024,Frozen
ACC0441,CUS0011,18918.52,Wife,28/01/2024,Active
ACC2747,CUS0004,37003.83,Treatment,02/21/2024,Frozen
ACC2748,CUS0019,40164.27,Fact,29/06/2023,Inactive
ACC2749,CUS0003,27866.06,This,22-10-2022,Frozen
ACC2750,CUS0016,3797.72,View,23/02/2024,Inactive
ACC2751,CUS0013,8184.13,However,2022-04-15,Inactive
ACC2752,CUS0018,31369.69,How,2023-11-02,Frozen
ACC2753,CUS0014,19430.38,Begin,10/08/2023,Inactive
ACC2754,CUS0019,44781.13,Include,2022-08-13,Inactive
ACC2755,CUS0003,39739.82,Nice,2024-04-17,Inactive
ACC2756,CUS0013,38748.1,Water,2023-12-04,Active
ACC2757,CUS0012,21307.31,Because,2023-07-06,Frozen
ACC2758,CUS0014,20105.93,Over,06-02-2023,Inactive
ACC2759,CUS0009,20505.95,Player,18/12/2024,Inactive
ACC2760,CUS9999,19593.98,Near,24/01/2022,Inactive
ACC2761,CUS0008,19802.07,Attorney,12/15/2024,Frozen
ACC2762,CUS0011,14188.72,Three,2023-03-10,Active
ACC2763,CUS0002,20612.99,Education,2023-12-17,Active
ACC2764,CUS0001,12345.89,Serious,04/25/2023,Inactive
ACC2765,CUS0019,34896.05,Market,01/03/2022,Inactive
ACC2766,CUS0020,15730.34,Interest,2022-06-13,Active
ACC2767,CUS0006,28449.76,Society,2022-09-26,Inactive
ACC2768,CUS0020,18097.46,Important,01/26/2024,Frozen
ACC2769,CUS0019,-3583.44,Civil,2024-10-09,Active
ACC2770,CUS0018,46384.69,Especially,14/07/2024,Active
ACC2771,CUS0011,1049.26,Factor,16/10/2023,Inactive
ACC2772,CUS0014,38989.54,Whether,04-02-2023,Active
ACC2773,CUS0005,41686.44,Class,07/10/2023,Frozen
ACC0240,CUS0014,6700.28,Concern,10/19/2024,Frozen
ACC2775,CUS0006,17557.98,Compare,24-12-2024,Active
ACC2776,CUS0015,15528.23,Notice,06/21/2023,Active
ACC2777,CUS0006,8841.41,One,21-04-2022,Frozen
ACC2778,CUS0003,38508.39,Customer,2022-07-01,Inactive
ACC2779,CUS0002,32499.88,We,02/12/2024,Inactive
ACC2780,CUS0020,38535.27,Picture,02-11-2022,Inactive
ACC2781,CUS0001,33347.7,Because,16/01/2022,Inactive
ACC2782,CUS0019,2320.32,Seat,02/05/2023,Frozen
ACC2783,CUS0003,11089.27,Building,16/12/2022,Active
ACC2784,CUS0001,40584.88,Wide,01/01/2023,Inactive
ACC2785,CUS0015,23942.08,Town,09/24/2024,Active
ACC2786,CUS9999,37205.04,Executive,10/16/2024,Frozen
ACC2787,CUS0016,34641.97,Have,07/08/2024,Active
ACC2788,CUS0002,11509.56,Partner,28-06-2023,Active
ACC2789,CUS0017,7488.9,Property,16-03-2022,Inactive
ACC2790,CUS9999,42832.82,Least,30/08/2022,Frozen
ACC2791,CUS0005,3558.85,Strategy,15-03-2022,Active
ACC2792,CUS0005,,Choice,28/06/2022,Inactive
ACC2793,CUS0010,42669.81,Wife,15-01-2024,Frozen
ACC2794,CUS0001,29944.63,Contain,04-02-2022,Active
ACC0554,CUS0019,43442.16,Let,2023-03-21,Inactive
ACC2796,CUS0005,32307.21,Visit,02/24/2022,Inactive
ACC2797,CUS0015,21201.42,Quite,2022-08-27,Active
ACC2798,CUS0008,21645.77,Production,18/04/2024,Inactive
ACC2799,CUS9999,25652.48,Fund,18-08-2024,Frozen
ACC2800,CUS0019,16050.53,Meeting,2022-01-04,Frozen
ACC2801,CUS9999,49056.95,Town,29-05-2022,Active
ACC2802,CUS0015,4804.72,Task,2022-10-07,Active
ACC2803,CUS0018,27959.18,Suffer,2022-03-18,Frozen
ACC2804,CUS0007,25235.28,Heart,05/05/2024,Inactive
ACC2805,CUS0003,7427.73,Such,2023-11-30,Frozen
ACC2806,CUS0013,17091.73,Box,23/10/2022,INACTIVE
ACC2807,CUS0006,35017.91,Guess,12/08/2023,Inactive
ACC2808,CUS0008,33951.55,Account,02-03-2023,Frozen
ACC2809,CUS0014,,Air,03-10-2024,Inactive
ACC2810,CUS9999,28033.56,Four,02-10-2023,Inactive
ACC2811,CUS0003,43346.29,Relationship,2022-09-18,Frozen
ACC2812,CUS0011,4648.13,With,2024-07-26,Active
ACC2813,CUS0013,7983.42,Action,2022-02-02,Frozen
ACC2814,CUS0020,15452.86,Try,2023-05-13,Active
ACC2815,CUS0002,38525.11,More,20-09-2024,Frozen
ACC2816,CUS0005,47308.66,Structure,10/01/2023,Frozen
ACC2817,CUS0001,14285.06,Director,2024-04-03,Frozen
ACC2818,CUS0004,14605.11,Run,05-05-2022,Frozen
ACC2819,CUS0019,37729.87,Within,03/12/2022,Frozen
ACC2820,CUS0007,26441.52,Wonder,05/27/2024,Frozen
ACC0809,CUS0016,26787.16,Have,2023-02-08,Inactive
ACC2822,CUS0007,37243.92,Thought,10/19/2023,Frozen
ACC2823,CUS0012,35965.05,Fund,11-12-2024,Active
ACC2824,CUS0016,49280.77,Reduce,25-12-2022,INACTIVE
ACC2825,CUS0014,10566.58,Civil,2022-03-12,Active
ACC2826,CUS0014,4547.73,Strong,09/01/2022,Inactive
ACC2827,CUS0014,12643.26,Those,05/28/2023,Active
ACC2828,CUS0020,35683.14,Meeting,03-09-2022,Inactive
ACC2754,CUS0019,8756.55,Visit,2022-02-21,inactive
ACC2830,CUS0010,17523.35,Difference,07/08/2022,inactive
ACC2831,CUS0009,44059.82,Kitchen,10/30/2024,Inactive
ACC2832,CUS0008,Twenty Five Thousand,At,09/05/2023,Frozen
ACC2833,CUS0014,20452.72,Consider,2024-10-12,Frozen
ACC2834,CUS0004,24949.73,Southern,10-12-2023,Inactive
ACC2835,CUS0010,20962.94,Less,2024-01-08,Frozen
ACC2836,CUS0004,49960.61,Later,12/12/2023,Frozen
ACC1670,CUS0017,,A,22-07-2023,Active
ACC2838,CUS0015,18828.16,Meet,2024-11-17,Active
ACC2839,CUS9999,5056.38,Control,25-09-2022,Frozen
ACC2840,CUS0020,32667.09,Light,2024-04-23,Inactive
ACC2841,CUS0003,0,Eye,08/30/2022,Frozen
ACC0627,CUS0002,43601.51,Land,11/29/2022,Active
ACC2843,CUS0019,26765.89,Along,29/09/2023,Frozen
ACC2844,CUS0009,6142.43,Health,08/12/2024,Frozen
ACC2845,CUS0009,39827.23,Let,01/10/2022,Inactive
ACC1508,CUS0004,21195.09,Cell,2023-04-22,FROZEN
ACC2847,CUS9999,35175.7,Little,02/12/2023,Frozen
ACC2848,CUS0013,1256.43,Day,2022-12-10,Active
ACC2849,CUS0017,,History,29-11-2024,Frozen
ACC2850,CUS0015,41452.51,Process,05/04/2023,Frozen
ACC2851,CUS0008,41425.41,Back,28/02/2024,Inactive
ACC2852,CUS0020,44955.2,Yeah,2022-06-03,Frozen
ACC2853,CUS0015,19796.12,South,03/01/2022,Inactive
ACC2854,CUS0011,11939.31,Meet,2022-10-08,Inactive
ACC2855,CUS0017,-2697.05,Hold,09/06/2023,FROZEN
ACC2856,CUS0003,40218.29,Person,12/21/2024,Active
ACC2857,CUS0006,,Reality,09/28/2022,Active
ACC2858,CUS0012,34136.04,Service,20-10-2023,Inactive
ACC2859,CUS0001,23166.17,Republican,28/05/2023,Frozen
ACC2860,CUS0004,7426.53,Cup,04-12-2024,Inactive
ACC2861,CUS0005,41396.7,Particularly,27-12-2023,Inactive
ACC2862,CUS0002,12424.55,Building,20-02-2022,Frozen
ACC2863,CUS0002,30602.83,Admit,03/27/2022,Active
ACC2864,CUS0003,38162.56,Cold,31-08-2023,Inactive
ACC2865,CUS0003,19454.89,Again,2024-11-26,Frozen
ACC2866,CUS0003,29069.44,Special,2024-11-23,Active
ACC2867,CUS0002,31465.05,Available,02/27/2023,Active
ACC2868,CUS9999,36832.36,Color,22-05-2023,Inactive
ACC2869,CUS0008,27655.06,Worry,05/08/2022,Frozen
ACC2870,CUS0007,30497.8,Course,2023-08-26,Frozen
ACC2871,CUS0015,-1850.65,Finish,30-03-2024,Active
ACC2872,CUS0010,8412.88,Buy,08/05/2024,Inactive
ACC2873,CUS0015,3774.89,Someone,04/02/2024,Inactive
ACC2874,CUS0012,29617.42,Difficult,03-10-2022,Active
ACC2875,CUS0016,45848.58,Wrong,03/03/2022,Inactive
ACC2876,CUS0012,17778.45,Open,03/02/2024,Inactive
ACC2877,CUS0017,,Finally,2024-08-01,Frozen
ACC2878,CUS0004,11702.06,Spend,10/06/2024,Active
ACC2879,CUS0010,41685.67,Leader,19-10-2024,Active
ACC2880,CUS0002,38112.55,Degree,20/08/2023,Inactive
ACC0680,CUS0005,,See,2023-08-20,Inactive
ACC2882,CUS0004,Ten Thousand,Produce,21/03/2023,Frozen
ACC1940,CUS0014,9120.27,Future,06/07/2024,Active
ACC2884,CUS0009,2095.2,Within,2022-05-14,Inactive
ACC2885,CUS0012,6251.51,Direction,09/08/2024,Frozen
ACC2886,CUS0007,33683.8,For,2023-02-06,Active
ACC2887,CUS0018,,Open,2024-07-10,Inactive
ACC2888,CUS0017,,Bill,19-01-2024,Frozen
ACC2889,CUS0020,12949.08,Subject,15-12-2024,Active
ACC2890,CUS0016,15238.06,Yard,05/27/2023,Frozen
ACC2891,CUS0019,45895.97,Type,05/14/2022,frozen
ACC2892,CUS0003,34398.56,Any,22-01-2022,Active
ACC2893,CUS0015,21254.6,Already,11/09/2022,Inactive
ACC2894,CUS0017,17804.16,Indeed,22/01/2023,ACTIVE
ACC2895,CUS0007,47051.33,Partner,21-02-2023,Active
ACC2896,CUS0012,33087.79,Ability,02/09/2023,Inactive
ACC2897,CUS0015,29054.15,Paper,07/19/2024,Active
ACC2898,CUS0004,Ten Thousand,Hospital,30/04/2024,Active
ACC2899,CUS0012,28189.15,Another,27-09-2024,Active
ACC2900,CUS0013,11119.07,Fly,05-01-2023,active
ACC2901,CUS0018,49951.46,Billion,03-05-2023,Active
ACC2902,CUS0017,-2585.15,Order,14-10-2024,Active
ACC2903,CUS0003,,The,31/08/2022,Active
ACC2904,CUS0017,29154.16,Modern,02/28/2024,Inactive
ACC2905,CUS0002,,Know,09/15/2022,ACTIVE
ACC2906,CUS0006,12958.02,Economy,20/07/2022,Active
INVALID_39,CUS0017,6159.64,Point,2022-08-22,Frozen
ACC2908,CUS0001,7951.8,Ask,01-12-2024,Active
ACC2909,CUS0003,14554.47,Up,10/09/2023,Frozen
ACC2910,CUS0003,45096.35,Dinner,2024-01-09,Frozen
ACC2911,CUS0018,6474.96,Of,2022-08-24,Active
ACC2912,CUS0015,48685.65,Responsibility,21/07/2023,Inactive
ACC2913,CUS0006,38921.07,Condition,06/01/2022,Inactive
ACC2914,CUS0012,13566.71,Writer,13/08/2022,Inactive
ACC2915,CUS0016,42191.54,Her,11-05-2023,Inactive
ACC2916,CUS0019,39621.01,Carry,04/11/2024,Inactive
ACC2917,CUS0003,40729.8,Accept,2024-05-15,Active
ACC2918,CUS0008,2335.25,Effort,24/04/2023,Active
ACC2919,CUS0016,11539.09,Anyone,01/24/2023,inactive
ACC2920,CUS0003,19762.34,Sense,12/10/2023,FROZEN
ACC2921,CUS0020,43995.83,Try,07-03-2024,Frozen
ACC2922,CUS0016,41305.75,Work,04/06/2024,INACTIVE
ACC2923,CUS0008,33308.54,Industry,21-12-2022,Inactive
ACC2924,CUS0002,8397.04,Yes,11/08/2022,Frozen
ACC2925,CUS0005,2916.72,Husband,17-04-2022,Inactive
ACC2926,CUS0018,46787.5,Mr,25-08-2023,Frozen
ACC2927,CUS0006,24967.9,Sometimes,29-06-2024,Frozen
ACC2928,CUS0020,46284.69,Impact,08-03-2023,Active
ACC2929,CUS0002,8822.71,Defense,2023-05-07,Active
ACC2930,CUS0007,49969.24,Water,12/08/2022,Frozen
ACC2931,CUS0006,3301.26,Present,06/17/2024,Frozen
ACC2932,CUS0001,19412.64,Language,22-12-2024,Inactive
ACC2933,CUS0010,8937.44,Son,07/08/2022,Inactive
ACC2934,CUS0001,20748.57,Contain,03/03/2023,Frozen
ACC2935,CUS0018,10488.3,Up,2022-02-12,Frozen
ACC2936,CUS0018,20390.11,Support,07/20/2024,Frozen
ACC2937,CUS0016,48096.81,Condition,2023-02-03,Inactive
ACC2938,CUS0018,37599.83,Strategy,12/06/2023,frozen
INVALID_99,CUS0004,0,Show,15-10-2023,Frozen
ACC2940,CUS0007,43077.61,Religious,31-07-2023,Inactive
ACC2941,CUS0013,47496.32,Officer,09-04-2023,Inactive
ACC2942,CUS0011,31056.16,Shoulder,2024-04-03,Frozen
ACC2943,CUS0001,6688.73,Part,21/08/2023,Inactive
ACC2944,CUS0017,36278.32,Throughout,2024-05-26,Frozen
ACC2945,CUS0008,1697.93,Hot,2022-01-20,Active
INVALID_78,CUS0014,28901.89,Quite,2024-03-12,Inactive
ACC2947,CUS0003,46784.77,Occur,26/12/2022,Inactive
ACC2948,CUS0019,36345.18,Establish,06/07/2022,Frozen
ACC2949,CUS0015,19908.14,Off,2024-02-03,Inactive
ACC2950,CUS0007,9048.37,Above,04/04/2023,Active
ACC2951,CUS0018,6464.3,Hit,04/09/2023,Frozen
