LoanID,CustomerID,LoanType,LoanAmount,InterestRate,StartDate,Status
LOA2931,CUS0010,Car,20764.88,30263.95,25/12/2022,Year
LOA2932,CUS0013,Home,20158.07,39360.43,03/16/2023,Return
LOA2933,CUS0012,Personal,35886.31,33862.5,02/11/2022,Model
LOA2934,CUS0002,Education,5015.06,2288.29,17/01/2024,Bring
LOA2935,CUS0004,Home,40183.5,,09/04/2023,Economic
LOA2936,CUS0006,Car,22944.09,21741.89,24/03/2022,Outside
LOA2937,CUS0005,Personal,30509.52,30987.71,2023-12-03,Support
INVALID_81,CUS0018,car,7422.81,20100.89,01-11-2023,Available
LOA2939,CUS0005,home,26489.08,38544.89,05/03/2023,Unit
LOA2940,CUS0002,CAR,43988.97,20275.46,2022-07-30,Authority
LOA2941,CUS0019,Car,47098.1,,07/13/2022,Talk
LOA2942,CUS0013,Personal,0,37734.7,2024-08-03,Some
LOA2943,CUS0016,Personal,21575.74,10521.71,21/04/2023,Writer
LOA2944,CUS0020,Personal,20742.18,575.19,2023-10-12,Spend
LOA2945,CUS0008,Personal,0,36578.93,12-03-2023,Ability
LOA2946,CUS0011,Education,25421.43,41096.03,25/12/2023,Arm
LOA2947,CUS0018,Personal,39859.64,10954.46,2024-09-08,Customer
LOA2948,CUS0002,PERSONAL,32725.31,25999.95,10/03/2023,Share
LOA2949,CUS0004,Education,25172.95,6873.0,06/11/2024,Listen
LOA2950,CUS0009,Education,2508.59,47844.12,11/05/2023,Cause
LOA1006,CUS0017,Car,45990.07,12838.34,04/17/2024,May
LOA2952,CUS0001,CAR,46458.4,19092.86,2024-05-30,Nice
LOA2953,CUS0014,Car,25886.92,17754.58,01-05-2022,Blood
LOA2954,CUS0012,Education,Twenty Five Thousand,15256.06,03/08/2022,Lose
LOA2955,CUS0008,Home,9588.0,Five Hundred,15/02/2024,Society
LOA2956,CUS0001,Personal,22307.37,9395.78,04-03-2023,Offer
LOA2957,CUS0015,Home,48256.56,34165.3,11-07-2022,Management
LOA2958,CUS0017,Personal,46028.75,45907.17,2022-08-06,Use
LOA2959,CUS0012,Car,12847.65,33316.97,2022-01-23,So
LOA2960,CUS0016,Personal,35858.72,46827.36,2024-04-17,Fire
LOA2498,CUS0012,Car,40729.25,0,09/14/2023,Nor
LOA2962,CUS0011,Home,28156.27,32237.59,2023-12-20,Appear
LOA2963,CUS0001,Home,6325.33,23732.9,09/03/2024,East
LOA2964,CUS9999,Personal,28670.76,9785.82,2022-03-12,Instead
LOA2965,CUS0008,Education,8205.79,43841.64,18/07/2023,Money
LOA2966,CUS0005,Education,19808.72,13674.98,01/12/2024,Hotel
LOA2967,CUS0016,Education,20100.42,26063.58,20/12/2023,Do
LOA2968,CUS0011,Home,30476.92,18036.8,08-06-2024,Tonight
LOA2969,CUS0012,Home,42709.94,12856.92,30-05-2022,From
LOA2970,CUS0019,Home,28419.73,-652.56,25-04-2022,Accept
LOA2971,CUS9999,Personal,36864.9,14393.84,21/07/2022,Young
LOA2972,CUS0003,Personal,17971.54,49097.8,01/06/2024,Challenge
LOA2973,CUS0014,Home,48043.72,3909.15,20/02/2024,Billion
LOA2974,CUS0018,Home,18032.9,1522.78,2024-09-08,Prepare
LOA2975,CUS0011,Education,-2153.03,24673.17,2022-12-30,Improve
LOA2976,CUS0012,PERSONAL,19232.57,19757.54,08/06/2023,Allow
LOA2977,CUS0011,Home,9691.2,22434.2,2024-10-07,Heavy
LOA2978,CUS0015,Education,30642.53,49124.1,04-12-2023,Wait
INVALID_56,CUS0016,Personal,Five Hundred,30049.02,01/24/2024,Company
LOA2980,CUS0010,personal,34975.14,5111.23,09-01-2023,Rock
LOA2981,CUS0018,Education,18306.04,13317.94,17/12/2024,Up
LOA2982,CUS0013,home,26515.95,39183.67,2024-05-09,Meeting
LOA2983,CUS0005,Car,26601.28,21262.62,11-09-2022,Field
LOA2984,CUS0002,Car,1969.99,23726.13,04/04/2023,Blue
LOA2985,CUS0017,Personal,23731.81,34605.9,12-06-2022,Your
LOA2986,CUS0002,Home,43913.8,1124.47,2022-08-04,Water
LOA2987,CUS9999,Personal,43350.71,30664.01,11/06/2023,Cause
LOA2988,CUS0008,Car,12206.98,32013.56,08/30/2023,Write
LOA2989,CUS0018,Personal,24100.4,30727.07,2024-04-18,Idea
LOA2990,CUS0010,Personal,25683.24,12203.46,2023-04-27,Now
LOA2991,CUS0017,Home,42022.0,43018.72,2022-08-24,Standard
LOA2992,CUS0012,Education,3336.14,0,27-11-2023,Safe
LOA2993,CUS0017,Home,,34249.82,01/15/2023,Reality
LOA2994,CUS0008,Car,15112.33,40897.39,2022-10-20,Foot
LOA2995,CUS0012,Car,10558.15,49536.64,01/31/2022,Sister
LOA2996,CUS0015,Personal,23804.66,37086.85,16-06-2022,Operation
LOA2997,CUS0017,Car,18115.74,6648.19,2023-02-15,Office
LOA2998,CUS0006,Personal,24358.32,12327.68,16-02-2022,His
LOA2999,CUS0004,Education,33588.06,0,16/07/2022,Shake
LOA3000,CUS0018,Home,20140.72,46233.35,2024-09-27,Suddenly
LOA3001,CUS0005,Personal,24009.35,6678.01,2023-11-15,Important
LOA3002,CUS0004,Home,49538.73,,14/03/2023,Focus
LOA3003,CUS0012,Car,17759.94,8072.54,02/14/2024,Subject
LOA3004,CUS0014,Home,22437.57,360.01,2022-02-18,Lose
LOA3005,CUS0012,Car,-764.15,43032.58,05/05/2023,Couple
LOA3006,CUS0015,Car,,10075.95,06/18/2024,Yet
LOA3007,CUS0007,Car,38592.56,9968.38,2023-04-17,Agree
LOA3008,CUS0012,Personal,34687.9,45279.17,09/22/2024,Instead
LOA3009,CUS0002,Home,15345.39,10370.76,29/04/2022,Modern
LOA3010,CUS0019,Car,19468.87,25822.36,2023-02-01,Nearly
LOA3011,CUS0015,Personal,4151.82,0,24-04-2024,Environment
LOA3012,CUS0020,Home,15241.29,22423.28,2024-08-22,Nice
LOA3013,CUS0010,Personal,1757.66,23581.85,23/11/2022,Heavy
LOA3014,CUS0016,Home,42170.15,29034.61,02/24/2022,Teach
LOA3015,CUS0002,Home,3418.31,,17/04/2022,Task
LOA3016,CUS0014,Education,30690.94,8161.12,2023-02-28,Design
LOA3017,CUS0017,Education,,35599.57,23/01/2023,Capital
LOA3018,CUS0010,Home,42080.15,8413.87,30-08-2023,Bit
LOA3019,CUS0017,Car,28390.35,46928.46,04/06/2023,Continue
LOA3020,CUS0006,Home,48868.91,22526.32,12/04/2023,Follow
LOA3021,CUS0015,Home,41487.04,12382.84,2023-04-06,Medical
LOA3022,CUS0001,Home,1626.3,20684.63,15-11-2024,Try
LOA3023,CUS0018,Personal,34444.64,,2022-08-11,Energy
LOA3024,CUS0014,Personal,13178.19,39510.76,2024-05-08,Shoulder
LOA3025,CUS0013,Education,32230.44,48568.54,17/07/2023,Industry
LOA3026,CUS0008,Home,28932.58,,03/17/2023,Create
INVALID_16,CUS0007,Home,47505.92,43360.36,30/08/2023,Beautiful
LOA3028,CUS0003,Personal,6431.92,32212.53,2022-03-03,Simple
LOA3029,CUS0013,Home,35725.78,42656.15,29/11/2024,Pay
LOA3030,CUS0015,Education,27038.28,42144.15,02-10-2022,Front
LOA3031,CUS9999,Education,17009.73,34509.73,04/01/2022,Say
LOA3032,CUS0002,Home,38143.79,,04/04/2024,Increase
LOA3033,CUS0007,Home,32429.6,29653.92,2022-12-31,Century
LOA3034,CUS0004,Personal,37514.55,23389.93,16/06/2024,Send
LOA3035,CUS0016,Personal,41840.02,39459.04,30-12-2022,Report
LOA3036,CUS0018,Home,,6470.51,10-06-2023,Person
LOA3037,CUS0020,Car,-147.61,5576.85,2022-10-18,Career
LOA3038,CUS0020,Personal,4193.51,2965.5,13/03/2022,Still
LOA3039,CUS0009,Home,15193.83,18594.37,25/06/2023,Common
LOA3040,CUS0004,Personal,48182.39,33949.2,07-05-2022,Approach
LOA3041,CUS0005,Personal,48254.68,46713.8,09/15/2023,Challenge
LOA3042,CUS0017,Personal,15651.16,49173.59,12/09/2024,Enough
LOA3043,CUS0010,Education,43547.07,42163.54,05/18/2023,List
LOA3044,CUS0019,Car,33452.93,7485.98,07/11/2024,Large
LOA3045,CUS0017,Education,39120.85,33201.98,08/12/2022,Majority
LOA3046,CUS0004,Home,37666.84,13154.32,06-01-2022,Man
LOA0801,CUS0001,personal,,13900.43,2022-07-06,Customer
LOA3048,CUS0004,Car,24428.44,37798.6,2024-10-18,Create
LOA3049,CUS0006,Education,22198.18,32149.9,01-03-2022,Street
LOA3050,CUS0002,Education,,3027.82,2024-03-20,Lose
LOA3051,CUS0005,Personal,47789.62,3005.21,2023-09-04,Stay
LOA3052,CUS9999,Personal,33653.15,8264.26,10/14/2022,Sing
LOA3053,CUS0011,Home,26053.9,18107.47,15/10/2023,Foreign
LOA3054,CUS0007,Education,33472.79,8957.86,13-09-2024,Another
LOA3055,CUS0018,Home,19465.54,11831.68,19-05-2022,Cover
LOA3056,CUS0003,Personal,,47215.04,2023-05-24,Bad
LOA3057,CUS0020,Car,39240.82,16142.25,11/08/2023,Food
LOA3058,CUS0018,Car,40041.12,48092.38,04/28/2022,Property
LOA3059,CUS0020,Car,,48182.32,06/02/2022,Set
LOA3060,CUS0013,Personal,,39117.69,03/12/2024,Benefit
LOA3061,CUS0012,Education,44811.68,13001.37,09/17/2023,Key
LOA3062,CUS0012,Home,24638.95,Ten Thousand,18-10-2022,Buy
LOA3063,CUS0015,Personal,11926.67,46711.74,04-01-2023,Development
LOA3064,CUS0002,Home,36842.23,6997.88,11/04/2022,Management
LOA3065,CUS0020,Personal,13247.17,31614.42,25-06-2024,Prepare
LOA3066,CUS0016,Car,26007.67,4570.33,06/09/2022,Reflect
LOA3067,CUS0004,Personal,Ten Thousand,Five Hundred,20/02/2023,Win
LOA3068,CUS0007,Home,14023.39,-1526.38,02/04/2024,Leader
LOA3069,CUS0003,Education,,660.41,11-11-2022,Church
LOA3070,CUS0016,Personal,,14296.21,01/29/2024,Compare
LOA3071,CUS0009,Personal,1548.53,,2022-06-10,Ball
LOA3072,CUS0005,Car,12891.15,1360.57,17-10-2022,Space
LOA3073,CUS0009,Home,10556.93,48466.18,09-05-2022,Because
LOA3074,CUS9999,Home,34526.83,28714.74,2022-01-10,Impact
LOA3075,CUS0018,Education,46599.29,5179.9,2024-03-26,Yard
LOA3076,CUS0002,Personal,29393.73,26534.85,23/03/2022,Concern
INVALID_39,CUS0019,Education,13491.33,22482.21,09/24/2024,Civil
LOA3078,CUS0016,Personal,,32013.62,2022-08-29,Condition
LOA3079,CUS0001,Personal,10345.72,24237.8,11/27/2024,Something
LOA3080,CUS0017,Education,29050.07,26906.38,2022-01-19,Upon
LOA3081,CUS0009,Home,49240.11,7051.11,08/24/2024,Skin
LOA3082,CUS0008,education,2487.05,34080.57,16-11-2023,Behind
LOA3083,CUS0001,Home,29636.67,,03/14/2023,Onto
LOA3084,CUS9999,Education,7298.26,47981.02,2024-06-08,Far
LOA3085,CUS0005,Education,,-1004.12,18-03-2023,Begin
LOA3086,CUS0010,PERSONAL,1324.82,-2984.95,23-01-2024,Treat
LOA3087,CUS0012,Education,42986.61,14198.94,28/08/2024,Mission
LOA3088,CUS0001,Home,2054.72,46343.64,06/06/2023,Local
LOA3089,CUS0017,Personal,10912.03,35632.94,03/19/2022,Require
LOA3090,CUS0009,Personal,3887.89,35865.55,2022-03-30,Growth
LOA3091,CUS0019,Education,40105.29,38183.21,01/17/2023,Process
INVALID_69,CUS0020,Education,39720.38,47387.95,15-12-2022,Operation
LOA3093,CUS0012,Car,33474.35,5172.93,08-07-2022,Skill
LOA3094,CUS0004,Education,37581.53,13862.31,03/16/2023,Its
LOA3095,CUS0002,Car,39177.87,17138.65,23-12-2024,Strategy
LOA3096,CUS0005,Car,13226.66,1414.42,11/11/2022,Over
LOA3097,CUS0004,Education,Twenty Five Thousand,9186.33,21/04/2022,Guy
LOA3098,CUS0003,Education,-1877.68,32118.74,01/04/2023,Reduce
LOA3099,CUS0010,Home,-4134.63,8405.8,13/11/2022,Challenge
LOA3100,CUS0013,Car,32261.17,-3435.96,04/23/2023,Dark
LOA2118,CUS0011,Car,19371.13,15776.26,2022-02-10,Institution
LOA3102,CUS0001,Personal,7999.81,24817.88,2023-07-14,Hope
LOA3103,CUS0006,Personal,40212.08,31519.9,09/28/2023,Three
LOA3104,CUS0020,Home,,43948.92,2023-02-24,Note
LOA3105,CUS0010,Personal,19539.81,3478.85,05/08/2024,What
LOA3106,CUS0004,Personal,39050.91,20187.81,20-01-2022,Business
LOA3107,CUS0006,Personal,16519.36,20313.84,09/08/2022,Discover
LOA3108,CUS0020,Home,5692.18,9459.25,07/18/2023,Chair
LOA3109,CUS0016,Education,37240.98,27823.76,10/03/2024,Establish
LOA3110,CUS0012,Personal,9251.75,15000.41,19-06-2024,Sport
LOA3111,CUS0001,Education,6251.36,14986.54,14-04-2024,Modern
LOA3112,CUS0012,Home,,32310.4,2023-10-11,Country
LOA3113,CUS0010,Personal,34147.57,27238.42,25/08/2023,Resource
LOA3114,CUS0007,Personal,3644.82,2527.41,01-05-2024,Probably
LOA3115,CUS0011,Education,47363.17,39230.84,05/08/2022,Society
LOA3116,CUS0014,Home,23085.29,,2022-07-19,Affect
LOA3117,CUS0012,Car,7779.27,48207.88,03/10/2023,Real
LOA3118,CUS0004,Education,-4806.96,12458.16,2022-02-28,Language
LOA3119,CUS0001,Car,4293.92,36353.43,29-03-2023,Early
LOA3120,CUS0001,Car,26916.36,23346.77,2023-07-24,Finish
LOA3121,CUS0019,Car,12894.86,1998.22,10/23/2023,Strong
LOA3122,CUS0013,Car,11141.78,25334.44,2022-07-06,Quality
LOA3123,CUS0004,Personal,-2528.5,44827.08,2023-10-04,History
LOA3124,CUS0010,Car,27457.15,24839.42,27-12-2022,Body
LOA3125,CUS0016,Home,34049.39,47081.17,28-03-2022,Among
INVALID_76,CUS0004,Car,21478.68,Ten Thousand,2024-04-12,Do
LOA3127,CUS0019,Personal,33018.18,21176.02,12/05/2024,Company
LOA3128,CUS0012,Home,36681.51,33426.34,2024-03-28,Visit
LOA1955,CUS0007,PERSONAL,46945.68,20052.56,19-10-2024,Enter
LOA3130,CUS0016,Car,12397.83,41112.2,11/06/2023,Growth
LOA3131,CUS0015,Car,16654.13,16952.91,11/22/2023,Occur
LOA3132,CUS0010,Education,26563.53,36442.49,2024-07-30,Keep
LOA3133,CUS0007,Car,43785.33,-4724.84,03/16/2022,Wish
LOA3134,CUS0017,Personal,3742.17,7927.42,2023-02-22,Civil
LOA3135,CUS0010,Car,Ten Thousand,3904.53,10/12/2024,Live
LOA3136,CUS0011,Education,33058.71,23912.09,28/09/2023,Source
LOA3137,CUS0002,Personal,16002.46,9242.7,06/10/2023,Everyone
LOA3138,CUS0015,Car,49974.09,42916.16,30/06/2023,Themselves
LOA3139,CUS0017,Car,37714.24,9794.84,2023-01-17,Positive
LOA3140,CUS0013,Education,28067.52,40924.48,11/30/2022,Group
LOA3141,CUS0005,Personal,18514.47,46325.84,25/06/2023,Government
LOA3142,CUS0017,Home,34149.75,48115.66,05/30/2022,Effect
LOA3143,CUS0001,Home,34891.67,30054.61,18-04-2022,Now
LOA3144,CUS0017,Education,1274.81,44650.03,04/20/2023,Traditional
LOA3145,CUS0008,Education,17778.88,2357.76,08/24/2023,Try
LOA3146,CUS0008,Home,32582.09,21265.79,2022-10-26,Over
LOA3147,CUS0013,Home,-2955.46,4772.43,07/10/2024,Important
LOA3148,CUS0005,Education,18748.31,19962.7,2023-01-23,Away
INVALID_21,CUS0006,PERSONAL,45236.07,21138.19,04/12/2024,Perhaps
LOA3150,CUS0006,Home,21066.5,35260.44,04/10/2024,Serve
LOA3151,CUS0014,Education,44943.4,36783.43,30/01/2022,Notice
LOA3152,CUS0014,Car,-3283.46,20009.57,05-12-2022,Herself
LOA3153,CUS0014,car,18844.64,940.07,28/07/2024,Cause
LOA3154,CUS0020,Home,Twenty Five Thousand,Ten Thousand,11/20/2024,Citizen
LOA3155,CUS0013,Education,17675.42,31216.53,25-01-2022,By
LOA3156,CUS0015,Car,31135.43,32341.73,2024-12-02,Month
LOA1044,CUS0005,Car,43829.94,45322.36,12-03-2022,Production
LOA3158,CUS0012,Education,30091.41,37860.02,24/09/2024,Card
LOA3159,CUS0011,Home,43874.8,5345.61,10/03/2023,Leg
LOA3160,CUS0020,Personal,41486.22,34314.48,31/05/2023,Base
LOA3161,CUS0007,Car,48761.8,6136.72,2023-06-30,Of
LOA3162,CUS0005,Car,25150.06,27444.55,2023-08-27,Ever
LOA3163,CUS0004,Car,19833.4,33701.52,27/06/2023,Nature
LOA1635,CUS0002,Education,21851.62,4577.98,2024-01-31,Growth
LOA3165,CUS0016,Home,17832.21,15864.94,2022-12-30,Guy
LOA3166,CUS0019,Home,,12362.03,02/01/2023,Term
LOA3167,CUS0014,Personal,24031.06,36912.38,2022-04-09,Size
LOA3168,CUS0003,Education,18668.61,0,13-12-2024,Last
LOA3169,CUS0012,Car,15440.43,2148.72,05-09-2022,Some
LOA3170,CUS0014,Personal,36734.42,Ten Thousand,2023-07-11,Produce
LOA3171,CUS0011,Car,19436.31,29101.84,31/10/2024,Medical
LOA3172,CUS0014,Home,39898.04,6161.21,2022-04-14,Treatment
LOA3173,CUS0013,Personal,40764.99,,07/05/2023,Traditional
LOA3174,CUS0014,Home,2894.51,35424.6,2022-08-07,Trip
LOA3175,CUS0011,Personal,6137.01,19858.33,2024-01-03,Ahead
LOA3176,CUS0009,Car,44619.41,40345.96,2024-09-28,Bank
LOA3177,CUS0016,Education,10706.52,16562.77,2024-02-04,No
LOA3178,CUS0016,Car,25204.06,34922.47,25/07/2023,Performance
LOA3179,CUS0011,Personal,46578.39,,05/04/2024,Herself
LOA3180,CUS0018,Education,40456.81,43362.02,15/09/2023,South
LOA3181,CUS0018,Home,46035.51,35477.04,2023-08-04,Lead
LOA3182,CUS0012,Education,37008.1,36469.47,2023-07-26,Marriage
LOA3183,CUS0011,Car,26609.07,34212.55,09/07/2023,Clearly
LOA3184,CUS0013,Home,19328.01,3519.11,13/03/2024,Place
LOA3185,CUS0001,Car,17443.53,,12-03-2023,Industry
LOA3186,CUS0003,Car,10652.49,48879.69,06-10-2023,Senior
LOA3187,CUS0016,Education,2115.86,42530.82,12/01/2022,Eight
INVALID_46,CUS0014,EDUCATION,38268.05,27342.91,29-03-2023,Down
LOA3189,CUS0020,EDUCATION,29267.46,45284.37,2022-01-06,Result
LOA3190,CUS0017,Personal,5765.32,37977.95,30/08/2022,Water
LOA3191,CUS9999,Education,1188.24,13226.22,09/30/2024,Arm
LOA3192,CUS0018,Education,17554.6,24266.52,30-06-2023,Several
LOA3193,CUS0009,Home,32905.88,11016.09,24/07/2022,Movement
LOA3194,CUS0001,Education,49475.58,32438.71,04/03/2022,Develop
LOA3195,CUS0001,HOME,,1231.07,2023-01-06,Certainly
LOA3196,CUS0005,Personal,11680.13,39743.62,2024-12-11,Natural
LOA3197,CUS0012,Education,32020.14,7167.49,01/09/2022,Tough
LOA2197,CUS0010,Education,40767.26,38557.03,05/10/2022,Dark
LOA3199,CUS0005,Personal,-481.45,7241.68,23/07/2024,Sometimes
LOA3200,CUS0014,Education,35644.73,41668.02,28/11/2023,Simple
LOA1946,CUS0006,Car,49809.29,0,01-08-2023,Sing
LOA3202,CUS0002,Education,21449.08,22654.81,04-04-2023,Hold
LOA3203,CUS0004,Car,18319.04,21124.32,2023-02-26,Around
LOA3204,CUS0018,Home,37825.22,24526.44,02-08-2023,Movement
LOA3205,CUS0013,Education,30265.97,Ten Thousand,15-03-2023,Run
LOA3206,CUS0007,Personal,23014.62,3385.4,21-01-2024,Level
LOA3207,CUS9999,Car,28726.01,9663.91,2024-08-21,Enjoy
LOA3208,CUS0002,Car,29212.81,2089.35,2023-03-12,Reveal
LOA3209,CUS0001,Car,18413.93,10902.54,10-03-2024,Top
LOA3210,CUS0002,Education,21014.77,45984.42,16/08/2023,Magazine
LOA3211,CUS0018,Education,0,39256.08,09/24/2023,Natural
LOA3212,CUS0019,Home,Five Hundred,21220.67,03/12/2022,Ever
LOA3213,CUS0005,Personal,7357.54,3001.55,26/07/2024,Have
LOA3214,CUS0015,CAR,44448.94,1658.39,08/30/2023,Because
LOA3215,CUS0009,Education,21520.3,3455.45,03/19/2024,Sea
LOA3216,CUS0016,EDUCATION,40607.57,33431.42,06-04-2022,Local
LOA3217,CUS0010,Home,30865.64,24841.48,2024-03-11,Fund
LOA3218,CUS0005,Personal,-4790.66,,22/03/2023,Actually
LOA3219,CUS0007,Personal,14066.55,45628.37,06-01-2023,Paper
LOA3220,CUS0001,Personal,32701.18,43851.99,23-02-2023,Executive
LOA3221,CUS0009,Car,6520.67,13166.15,26/03/2024,Will
LOA3222,CUS0009,Car,8372.44,35680.67,2023-05-05,Today
LOA3223,CUS0011,Personal,46684.55,46479.5,28/01/2024,Be
LOA3224,CUS0013,Personal,33809.03,15923.77,10/05/2023,Success
LOA3225,CUS0015,Personal,45521.81,36530.08,2022-02-05,Outside
LOA3226,CUS0008,Car,20023.98,47745.05,06/02/2023,Can
LOA3227,CUS0016,Education,15949.46,29333.27,13-10-2022,Report
LOA3228,CUS0012,Car,21700.3,8232.44,07/17/2024,Build
LOA3229,CUS0010,Car,45726.84,,27/06/2024,Hospital
LOA3230,CUS0003,Home,43980.38,25962.81,23-03-2023,Kid
LOA3231,CUS0004,Home,12169.17,33932.63,2023-11-06,Discussion
LOA3232,CUS0014,Education,26213.43,44064.73,14-03-2023,Different
LOA3233,CUS0014,education,29205.62,37127.39,04/04/2022,Or
LOA3234,CUS0010,Personal,18061.01,,2024-12-24,Remain
LOA3235,CUS0019,Personal,19526.09,1391.05,27-03-2023,Cell
LOA1930,CUS0020,Personal,36363.8,26605.18,30-03-2023,Rock
LOA0387,CUS0014,Car,37026.71,44714.61,01/28/2024,Candidate
LOA3238,CUS0006,PERSONAL,37513.38,32722.64,01/09/2024,Choice
LOA3239,CUS0008,Personal,2995.84,436.83,08/24/2024,Thing
LOA3240,CUS0004,Home,36598.68,48850.45,22-10-2023,Think
LOA3241,CUS0014,Home,49315.3,23519.37,06/11/2023,Improve
LOA3242,CUS0010,Personal,14430.99,11307.05,2022-08-05,Risk
LOA3243,CUS0020,Education,38752.46,49075.23,06/06/2022,Body
LOA3244,CUS9999,Home,19355.08,4745.39,2022-03-01,School
LOA3245,CUS0002,Car,1826.17,28741.79,06/05/2022,Hand
LOA3246,CUS0004,Car,45695.84,47574.84,04-03-2024,His
LOA3247,CUS0006,Personal,20670.1,Five Hundred,09/24/2024,Third
LOA3248,CUS0012,car,30312.36,43811.92,17-12-2023,Adult
LOA3249,CUS0001,Personal,Ten Thousand,44922.46,2024-03-06,At
LOA3250,CUS0009,Home,47267.01,25696.62,2024-01-01,Example
LOA3251,CUS0012,Personal,42210.08,47327.9,24-01-2022,Firm
LOA3252,CUS0006,Home,8975.98,39697.96,31-03-2024,Record
LOA3253,CUS0002,Education,42578.09,5985.0,10-11-2024,Policy
LOA3254,CUS0003,Home,26126.99,29398.14,2022-07-22,Rock
LOA3255,CUS0012,Home,30223.58,25101.74,10/15/2023,Pm
LOA3256,CUS0011,Education,14503.91,-1509.82,06/03/2022,Like
LOA3257,CUS0003,Car,43262.47,25858.03,01/14/2024,Drug
LOA3258,CUS0015,Personal,16090.82,Twenty Five Thousand,09/30/2023,Natural
LOA3259,CUS0006,Personal,,23613.15,28-09-2024,Firm
LOA3260,CUS0012,Car,8232.68,9613.23,02/05/2024,There
LOA3261,CUS0017,Car,17724.3,39810.33,08-02-2022,Down
LOA3262,CUS0020,Personal,22717.6,10042.89,29/04/2022,Field
LOA3263,CUS0012,Car,9132.55,9884.19,28-04-2024,Minute
LOA3264,CUS0001,Home,30936.55,37688.21,11/25/2022,Region
LOA3265,CUS0018,Car,25120.26,1928.8,06/03/2024,Page
LOA3266,CUS0013,Car,16175.5,41119.76,12/04/2024,Manager
LOA3267,CUS0009,Home,35729.87,13943.99,12/09/2023,Condition
LOA3268,CUS0006,Personal,17633.52,,23/10/2023,Rather
LOA1223,CUS0020,HOME,1074.34,2424.77,05/10/2023,Expect
LOA3270,CUS0008,Personal,11066.49,1003.2,03-04-2023,Mention
LOA3271,CUS0004,Education,-502.35,26199.79,2024-11-11,Technology
LOA3272,CUS0004,Home,12816.51,1018.33,2024-09-02,Church
LOA3273,CUS0008,Car,25097.36,5607.1,27-10-2023,Least
LOA3274,CUS0013,Car,15176.22,22076.48,12/09/2024,Service
LOA3275,CUS0005,Education,25271.44,36096.75,14-04-2024,Anything
LOA3276,CUS0006,Car,-3737.86,9548.54,22-10-2024,Challenge
LOA3277,CUS0002,Education,6605.61,15101.6,2023-02-25,Partner
LOA3278,CUS0012,Education,48737.53,,11/19/2024,Table
LOA3279,CUS0015,Car,30722.5,25328.12,03/15/2024,Order
LOA3280,CUS0020,Education,24052.73,19141.72,01-11-2023,Wind
LOA3281,CUS0018,Car,30249.32,36349.7,06-08-2024,Offer
LOA3282,CUS0011,Education,46768.86,24152.02,12/05/2022,Word
LOA3283,CUS0010,Personal,49964.74,18996.75,04/18/2024,Throughout
LOA3284,CUS0014,Personal,32059.17,31856.04,10/06/2023,Scene
LOA3285,CUS0010,Education,3254.77,14450.18,18/03/2022,Measure
LOA3286,CUS0009,CAR,37544.25,45330.67,12/11/2024,Audience
LOA3287,CUS0002,Education,20999.27,34076.26,07/10/2024,Exactly
LOA3288,CUS0003,Personal,42296.96,39606.68,10-02-2024,Discuss
LOA3289,CUS0009,Home,35005.49,9081.92,2024-06-03,Owner
LOA3290,CUS0020,Education,30631.15,7479.85,21/05/2022,Write
INVALID_48,CUS0012,Car,13170.0,20336.15,2022-10-22,Relationship
LOA3292,CUS0020,Education,20055.08,30676.35,07-01-2022,Wonder
LOA3293,CUS0017,Education,10605.99,48808.53,01/14/2023,Rule
LOA1998,CUS0010,Car,3934.44,3103.18,02/29/2024,Ten
LOA3295,CUS0018,Education,22171.04,46271.4,20-03-2022,Relate
LOA3296,CUS0015,Car,1944.28,23603.39,2022-08-28,Difficult
LOA3297,CUS0011,Personal,45259.4,,2022-10-29,At
LOA3298,CUS0017,Car,20543.9,17755.63,10/10/2022,Law
LOA3299,CUS0007,Car,43409.44,45115.22,09/30/2024,Agent
LOA3300,CUS0006,Personal,5386.19,45789.87,15-03-2022,Scene
LOA3301,CUS0005,Home,21035.23,41827.42,2022-07-21,Over
LOA3302,CUS0018,Personal,31115.02,18463.91,14-12-2024,Relate
LOA3303,CUS0015,Home,45779.43,0,08/23/2022,Past
LOA3304,CUS0013,Home,48163.91,,2023-11-30,Computer
LOA3305,CUS0012,Car,28982.42,23510.13,2023-05-18,Ready
LOA3306,CUS0015,Personal,15497.39,34049.92,26-09-2023,Lead
LOA3307,CUS0004,Education,14562.72,17724.21,03/03/2024,Military
LOA3308,CUS0015,Car,12727.62,9063.67,14/09/2023,Or
LOA3309,CUS0010,Personal,,3510.97,2024-10-10,Score
LOA3310,CUS0018,Home,47872.06,15857.6,20-01-2023,Movement
LOA3311,CUS0009,Home,49855.72,40043.39,28/07/2022,Process
LOA3312,CUS0009,Education,34305.73,38856.9,25-02-2022,Out
LOA3313,CUS0010,Car,18162.37,49098.46,09/20/2023,Community
LOA3314,CUS0013,Car,43622.63,Five Hundred,19-12-2024,Never
LOA3315,CUS0014,Home,8601.54,15957.38,10/12/2024,Lay
LOA3316,CUS0007,education,20177.74,27053.21,04/27/2023,Candidate
LOA3317,CUS0017,Car,-3613.55,22784.21,30-04-2022,Smile
LOA3318,CUS0014,Personal,20929.94,11885.65,15/02/2024,Today
LOA3319,CUS0012,Personal,7902.8,17063.25,10/08/2023,Same
LOA3320,CUS0006,Education,8398.01,46307.4,03/01/2023,Hair
