TxnID|AccountID|TxnDate|Amount|TxnType|Channel|Status
TRA2349|ACC0009|07/28/2024|17125.94|Withdrawal|Could|Politics
TRA2350|ACC0005|24-03-2022|Ten Thousand|Withdrawal|Report|Edge
TRA2351|ACC0008|04/09/2024|14305.85|Credit|Policy|Less
TRA2352|ACC0016|16/07/2024|3841.75|Transfer|Maybe|Recognize
TRA2353|ACC0008|03/10/2024|12651.42|Withdrawal|Social|Lawyer
TRA2354|ACC0007|2023-01-14|40707.63|Credit|Treat|Place
TRA0899|ACC0013|12/03/2024|29129.65|Debit|Hit|Receive
TRA2356|ACC0005|21-07-2023|3748.61|Transfer|As|Interesting
TRA2357|ACC0009|03/03/2024|3602.75|Withdrawal|Type|Participant
TRA2358|ACC0020|2022-07-29|16847.67|Debit|Experience|Water
TRA2359|ACC0016|29/12/2022|48029.18|Debit|Ahead|Evening
TRA2323|ACC0015|16-01-2022|5093.22|Debit|Our|Shoulder
TRA2361|ACC0017|08-05-2023|22282.25|Transfer|Wrong|Present
TRA2362|ACC0017|2024-02-03|21877.48|credit|Exist|Care
TRA2363|ACC0005|2024-11-07|49666.5|Credit|Measure|Create
TRA2364|ACC0020|06/09/2024|2870.1|debit|Continue|Situation
TRA2365|ACC0003|2023-12-19|36173.34|Credit|Republican|Type
TRA2366|ACC0004|24/02/2022|44506.1|Credit|Decide|Teach
TRA2367|ACC0014|16-07-2023|26649.35|Transfer|Right|Image
TRA2368|ACC0003|16/08/2023|37452.92|Credit|Good|Opportunity
TRA2369|ACC0006|2022-01-20|14880.63|Debit|Allow|Cold
TRA2370|ACC0011|10/01/2023|18496.64|Withdrawal|Race|For
TRA2371|ACC0019|2022-01-26|40063.99|Debit|Each|Before
INVALID_8|ACC0009|25/07/2024|49356.94|Credit|Eight|Role
TRA2373|ACC0005|22/10/2023|45663.61|Withdrawal|Save|Whatever
TRA2374|ACC0014|06/03/2024|39121.81|Withdrawal|Traditional|Group
TRA2375|ACC0004|2024-06-20|18384.27|Credit|Ok|Write
TRA2376|ACC0006|30-08-2023|45392.36|Credit|List|Seem
TRA2377|ACC0006|12/14/2024|38933.94|Debit|Rock|Identify
TRA2378|ACC0002|08-07-2023|15862.1|Debit|Need|Interesting
TRA2379|ACC0015|06-01-2023|3410.16|Credit|Involve|Type
TRA1618|ACC0019|17/03/2023|8960.4|Withdrawal|Bag|Reach
TRA2381|ACC0005|25-09-2022|36821.77|Withdrawal|Above|Near
TRA2382|ACC0003|01/24/2022|2032.99|WITHDRAWAL|Decade|Protect
TRA2383|ACC0006|2022-07-17|35840.55|Debit|Call|Personal
TRA2384|ACC0006|30/09/2023|27810.94|Debit|Coach|Wall
TRA2385|ACC0003|09/04/2023|30729.61|Transfer|Serious|About
TRA2386|ACC0017|02-05-2024|21765.69|Credit|Forget|Case
TRA2387|ACC0014|20-02-2024|34648.3|Withdrawal|Both|Specific
TRA2388|ACC0015|23-09-2024|21177.71|Withdrawal|Station|Stand
TRA2389|ACC0015|10/25/2023|21680.68|Withdrawal|Job|Seek
TRA2390|ACC0005|16-12-2022|6938.18|Transfer|Cause|Family
TRA2391|ACC0017|2023-08-30||Withdrawal|Newspaper|Strategy
TRA2392|ACC0017|2022-05-20|32028.08|Debit|None|Race
TRA2393|ACC0002|26-06-2023|24532.61|Credit|Whatever|Exactly
TRA2394|ACC0017|18/07/2022|1882.21|Transfer|Hit|Theory
TRA2395|ACC0014|30-04-2024|19361.23|Debit|Tell|International
TRA2396|ACC0011|10-11-2022|15291.2|Transfer|Community|Red
TRA2397|ACC0014|21-01-2022|28873.17|Debit|Cover|Suggest
TRA2398|ACC0010|01/10/2023|Five Hundred|Withdrawal|Rock|Authority
TRA2399|ACC0009|13/02/2023|36630.44|Withdrawal|Play|She
TRA2400|ACC0004|2022-08-25|5938.55|Transfer|Artist|First
TRA2401|ACC0005|2022-05-23|34553.08|Credit|Across|Number
TRA2402|ACC0018|2022-05-15|41665.37|Credit|Put|Hit
TRA2403|ACC0002|09/27/2024|6238.81|Withdrawal|Difference|Three
TRA2404|ACC0020|2023-07-03|24699.4|Withdrawal|According|Outside
TRA2405|ACC0015|2023-06-27|28831.89|Credit|Cover|Challenge
TRA2406|ACC0005|23-06-2022|12804.65|Transfer|Believe|Throw
INVALID_74|ACC0006|12/15/2024|10283.17|Withdrawal|Operation|Expect
TRA2408|ACC0002|2024-11-23|36908.93|transfer|Meeting|Food
TRA2409|ACC0016|21-03-2022|21272.16|Withdrawal|Learn|Even
TRA2410|ACC0020|14-05-2023|9337.63|WITHDRAWAL|Learn|Appear
TRA2411|ACC0006|26-07-2023|32465.72|Credit|Possible|Toward
TRA2412|ACC0017|2023-01-29|18682.37|Withdrawal|Say|Them
TRA2413|ACC0004|2023-11-22|49816.76|Withdrawal|Attention|Development
TRA2414|ACC0005|13/03/2024|32969.02|Debit|Beat|Reason
TRA2415|ACC0013|2024-01-08|2338.1|Withdrawal|To|Technology
TRA2416|ACC0012|01/01/2022|24230.79|Withdrawal|Tree|Better
TRA2417|ACC0005|14/06/2022||Debit|Write|Set
TRA2418|ACC0006|24/02/2022|2104.99|Transfer|Not|Need
TRA2419|ACC0010|21-12-2023|37002.1|Credit|Girl|Series
TRA2420|ACC0006|13-07-2022|45658.01|Transfer|Soon|She
TRA2421|ACC9999|14/04/2022|0|Credit|Become|Sing
TRA2422|ACC0001|07/08/2022|30490.77|Debit|For|Scientist
TRA2423|ACC0003|06/18/2024|36954.59|Debit|Sea|Follow
TRA2424|ACC0010|18-03-2022|30376.22|Withdrawal|Drop|Remain
TRA2425|ACC0005|27-05-2024|47535.34|withdrawal|Star|Son
TRA2426|ACC0007|09/29/2023|27710.69|Credit|Alone|Likely
TRA2427|ACC0007|25/01/2023|5655.81|Withdrawal|Source|Number
TRA2428|ACC0019|2023-09-23|36894.99|Debit|Very|Man
TRA2429|ACC0007|07-06-2023|14724.67|Debit|Doctor|Production
TRA2430|ACC0005|10/08/2023|1692.67|Credit|Record|Region
TRA2431|ACC0020|04-06-2023|7289.31|Credit|Under|Near
TRA2432|ACC0012|14-07-2023|18959.58|credit|Order|Under
TRA2433|ACC0003|14-12-2022|23645.58|Transfer|Newspaper|Agreement
TRA2434|ACC0009|26-02-2022|45212.44|Withdrawal|Protect|Left
TRA2435|ACC0018|30/12/2023|35288.45|Credit|Maybe|Great
TRA2436|ACC0014|20-09-2024|20009.81|Withdrawal|Gas|Management
TRA2437|ACC0009|08/05/2024|15296.5|Withdrawal|Event|Environmental
TRA2438|ACC0014|08/22/2023|47329.2|Debit|Between|Health
TRA2439|ACC0017|11/21/2023|32029.17|Debit|And|Board
TRA2440|ACC0018|15-09-2023|7136.42|Withdrawal|Stand|Teach
TRA2441|ACC0006|07/08/2022|9446.19|Credit|Already|Democratic
TRA2442|ACC0002|13/01/2022|4868.83|Credit|Expect|Find
TRA2443|ACC0011|02/11/2023|45802.22|Transfer|Interest|Rich
TRA2444|ACC0016|09/27/2024|40452.64|Credit|Next|Into
TRA2445|ACC0004|04-05-2024|8275.89|Transfer|Expect|Coach
TRA2446|ACC9999|23-05-2022|3228.23|Credit|Medical|Trial
TRA2447|ACC0003|2024-06-06|49514.11|Debit|Work|Charge
TRA2448|ACC0004|19/04/2023|17074.3|Debit|Organization|Point
TRA2449|ACC0018|2024-09-02|4064.05|Withdrawal|Rise|Forward
TRA2450|ACC0008|28-05-2024|17511.28|Withdrawal|Finish|Physical
TRA2451|ACC0020|02-12-2023|Twenty Five Thousand|Credit|Along|Congress
TRA2452|ACC0015|04/20/2022|38307.72|Transfer|Sound|Relate
TRA2453|ACC0009|12/06/2022|5340.5|Transfer|Source|Base
TRA2454|ACC0005|2023-12-11|40600.29|Debit|Democrat|Lot
INVALID_64|ACC0008|23/11/2022|33248.65|Credit|Authority|Yard
TRA2456|ACC0011|03/11/2022|37273.05|Credit|Major|Responsibility
INVALID_40|ACC0004|12/12/2024|Five Hundred|Withdrawal|Dinner|Weight
TRA2458|ACC0020|03/28/2022|16943.46|Withdrawal|Sometimes|Too
TRA2459|ACC0010|16/05/2022|2819.23|Credit|Fly|Reason
TRA2460|ACC0014|11/23/2024|23922.77|Credit|Trip|Water
TRA2461|ACC0018|07/17/2023|0|Debit|Think|Woman
TRA2462|ACC0014|2022-05-14|23584.77|Transfer|Perhaps|Poor
TRA2463|ACC0003|03-07-2024|33056.14|Credit|Explain|Job
TRA2464|ACC0014|2024-09-22|17059.22|Transfer|Great|Child
TRA2465|ACC0012|13-10-2022|6033.49|Credit|Skin|Husband
TRA2466|ACC0004|20-12-2024|13183.02|Transfer|Blue|Never
TRA2467|ACC0014|06/12/2023|24129.39|Credit|Natural|All
TRA2468|ACC0013|2022-01-19|-589.18|Debit|Last|Beat
TRA2469|ACC0001|22/09/2023|17471.14|Withdrawal|Tough|Democratic
TRA2470|ACC0001|08/01/2022|44530.95|Transfer|With|Clear
TRA2471|ACC0005|2023-04-23|40248.75|Transfer|Close|Thank
TRA2472|ACC0010|15/04/2024|2429.37|Credit|Wear|Sing
TRA2473|ACC0002|19/02/2022|0|Debit|Despite|Try
TRA2474|ACC0011|25/02/2023|40479.21|Credit|If|Article
TRA2475|ACC0005|06/06/2024|11013.75|Credit|Style|Fear
TRA2476|ACC0013|07/30/2022|-2637.54|Withdrawal|Lot|Behavior
INVALID_12|ACC0012|11/30/2024|48916.1|Credit|Water|Century
INVALID_9|ACC0009|2022-01-09|12428.98|Debit|Event|Certainly
TRA1683|ACC0006|09-11-2023|21319.19|Debit|Standard|Simply
TRA2480|ACC0017|05/12/2023|45931.78|Credit|Recognize|Administration
TRA2481|ACC0004|04/07/2023|40474.4|Credit|Blue|Forward
TRA2482|ACC0020|28/12/2023|12595.01|Withdrawal|Assume|Tv
TRA2483|ACC0019|03/02/2022|33042.65|Withdrawal|Just|Most
TRA2484|ACC0013|2023-05-03|14738.07|Credit|Real|Time
TRA2485|ACC0018|04/13/2022|17618.03|Withdrawal|Show|Minute
TRA2486|ACC0006|01/04/2023|33667.1|Withdrawal|Assume|Have
TRA2487|ACC0019|04/11/2023|1529.6|Debit|And|Her
TRA2488|ACC0016|28/08/2023|1073.0|Transfer|Make|Cold
TRA2489|ACC0010|09/05/2023|23200.62|Debit|Seven|Same
TRA2490|ACC0012|09/04/2023|41045.41|Debit|Trip|Ten
TRA2491|ACC0019|18/11/2022|Ten Thousand|Withdrawal|Stop|Cup
TRA2492|ACC0014|23-02-2024|10373.02|Credit|Final|Line
TRA2493|ACC0014|2022-06-28|28254.68|Withdrawal|Live|Nation
TRA2494|ACC0002|15/09/2024|7730.3|Transfer|Manager|Congress
TRA2495|ACC0019|2022-03-29|40422.45|transfer|Generation|Window
TRA2496|ACC0018|12-02-2023||Transfer|Compare|Right
TRA2497|ACC0003|14/03/2023|34587.52|Credit|Live|Use
TRA2498|ACC0020|18/11/2024|49447.95|Transfer|Value|Want
TRA2499|ACC0007|29-05-2023|39336.16|Credit|Audience|Eight
TRA2500|ACC0009|2023-11-11|14069.97|Transfer|Bit|Behind
TRA2501|ACC0005|07/05/2024||Transfer|Short|Board
TRA2502|ACC0015|2024-05-21|43318.24|Transfer|Home|Wrong
TRA2503|ACC0016|28-07-2022|5918.32|Transfer|Star|Fund
TRA2504|ACC0008|04-07-2024|36031.59|Debit|Peace|Magazine
TRA2505|ACC0016|18-08-2023|42557.44|Withdrawal|Whole|Happen
TRA2506|ACC0001|29/01/2024|28017.63|Debit|Can|Scene
TRA2507|ACC0002|11/05/2022|19900.92|Withdrawal|Raise|Teach
TRA2508|ACC0009|2022-01-06|4254.88|Withdrawal|You|Week
TRA2509|ACC0017|18/11/2023|37464.88|Transfer|Least|Cup
TRA2510|ACC0010|2023-11-27|17394.15|Transfer|Instead|Practice
INVALID_1|ACC0010|2022-06-20|28788.49|DEBIT|Window|To
TRA2512|ACC0007|29/09/2024|14220.12|Transfer|Reality|Important
TRA2513|ACC0012|2022-06-14||Credit|Benefit|Represent
TRA2514|ACC0002|07-11-2023|42490.9|Withdrawal|Half|Career
TRA2515|ACC0020|06-07-2024|3268.36|Withdrawal|Less|Sell
TRA2516|ACC0006|2024-11-08|5057.23|Credit|Mrs|Thing
TRA2517|ACC0016|02/10/2024|Twenty Five Thousand|Debit|Community|Art
TRA2518|ACC0018|2023-11-16|1055.24|Credit|South|Color
TRA2519|ACC0015|2022-07-26|8177.02|Transfer|Truth|Explain
TRA2520|ACC0004|11/08/2023|15670.19|Credit|Significant|Ten
TRA2521|ACC0013|05-04-2023||Credit|Soldier|Eight
TRA2522|ACC9999|08-09-2022|43124.67|Transfer|Hour|Often
TRA1673|ACC0019|17-07-2024|46367.29|Transfer|Issue|Fund
TRA2524|ACC0009|02/24/2022|29276.05|Credit|Production|Light
TRA2525|ACC0017|19/11/2023|7308.3|CREDIT|Serious|Great
TRA2526|ACC0011|2024-01-19|48377.83|Credit|Name|He
TRA2527|ACC0011|2024-04-09|5905.56|WITHDRAWAL|Often|Home
TRA2528|ACC0004|09/10/2024|3443.92|Credit|Tv|Will
TRA2529|ACC0005|03/26/2022|10712.55|DEBIT|Mouth|Meeting
TRA0170|ACC0018|2022-06-08|4537.16|Debit|Chair|From
TRA2531|ACC0015|28-10-2024|0|transfer|Sit|Animal
TRA2532|ACC0007|04/06/2024|7864.26|Credit|Couple|Past
TRA2533|ACC0010|24/04/2024|32209.3|Credit|Just|Hit
TRA2534|ACC0010|17-06-2024|10472.09|Credit|Article|Rise
TRA2535|ACC0018|30/06/2023|14011.18|Transfer|Professor|Sell
TRA0327|ACC0015|2024-05-04|45907.31|Credit|Prevent|Institution
TRA2537|ACC0014|29-05-2023|27667.71|Transfer|Writer|Fight
TRA2538|ACC0020|03/10/2024|33359.2|Transfer|Answer|End
TRA2539|ACC0003|2022-11-24|20822.78|Debit|End|Unit
TRA2540|ACC0012|2024-09-17|-3847.31|Transfer|Director|Personal
TRA2541|ACC0006|2024-05-12|10313.5|DEBIT|Sea|Beat
TRA0001|ACC0001|2022-03-11|37676.65|Withdrawal|Purpose|Compare
TRA2543|ACC0019|11-06-2022|21253.91|Credit|Soon|For
TRA2544|ACC0004|07/09/2022|18095.76|Debit|Light|Suggest
TRA2545|ACC0007|2023-01-01|48796.93|Credit|Heavy|Environmental
TRA2546|ACC0012|2022-05-06|0|Credit|Reach|Special
TRA2547|ACC0008|09/09/2023|45238.62|Credit|Measure|Interesting
TRA2548|ACC0019|26-04-2023|33510.04|Credit|Future|That
TRA2549|ACC0018|01/12/2022|5722.76|Withdrawal|Board|Back
TRA2550|ACC0010|17-08-2023|21729.01|Withdrawal|Soldier|Need
TRA2551|ACC0008|2022-10-14||Transfer|Recognize|Stop
TRA2552|ACC0015|27-08-2023|-3774.92|Transfer|Themselves|Culture
TRA2553|ACC0013|18-03-2024|10613.87|Withdrawal|Present|Media
TRA2554|ACC0006|24/01/2022|10321.01|CREDIT|Meeting|Glass
TRA2555|ACC0004|11-05-2022|43051.88|WITHDRAWAL|Owner|Middle
TRA2556|ACC0002|11/25/2024|47773.8|Debit|Study|Offer
TRA2557|ACC0012|19/01/2022|12477.77|Credit|Star|If
INVALID_11|ACC0007|11-10-2023|28575.81|Withdrawal|Produce|Production
TRA2559|ACC0013|2023-07-25|3079.31|Transfer|Education|Single
TRA2560|ACC0013|2024-04-26|7329.87|Withdrawal|Gas|Across
TRA2561|ACC0008|15/10/2022|33213.27|Withdrawal|Eight|There
TRA2562|ACC0015|2023-01-03|26997.18|Transfer|Share|First
TRA2563|ACC0013|2023-02-21|33675.62|Withdrawal|Story|Range
TRA2564|ACC0002|03/10/2023||Transfer|See|Choice
TRA2565|ACC0016|12/12/2022|48840.84|Debit|Establish|Month
TRA2566|ACC9999|2024-12-27|4750.74|Credit|Keep|Degree
TRA2567|ACC0014|01/15/2022|31107.41|Credit|Increase|Can
INVALID_44|ACC0017|08/07/2022|21800.88|Debit|Wide|Remember
INVALID_13|ACC0013|12/03/2023|12723.47|TRANSFER|Moment|Executive
TRA2570|ACC0017|2024-10-01|6337.69|Credit|Find|Sport
TRA2571|ACC0010|15-04-2024|27721.16|Transfer|Cup|Analysis
TRA2572|ACC0018|07/23/2022|38873.87|Debit|Much|Risk
TRA2573|ACC0015|19-04-2023|22602.51|Credit|Material|Foot
TRA2574|ACC0004|2023-01-26|0|Debit|Stock|Common
TRA2575|ACC0003|08/10/2023|14853.42|Withdrawal|Toward|Else
TRA2576|ACC0017|2024-08-13|14571.16|Credit|Animal|Always
TRA2577|ACC0010|17-04-2023|27588.11|Credit|Worry|Pick
TRA1656|ACC0007|2022-04-28|20961.92|Transfer|Adult|Option
TRA2579|ACC0005|05/11/2022|33832.82|Transfer|Late|Particular
TRA2580|ACC0010|2023-10-13|1616.0|Transfer|Ask|Into
TRA2581|ACC0013|29/05/2022|33766.31|Withdrawal|Worry|May
TRA2288|ACC0001|12/13/2022|9409.46|Transfer|Window|They
TRA2583|ACC0010|01/21/2022|5490.02|Credit|Air|Institution
TRA2584|ACC0017|2022-07-04|14280.88|Credit|Someone|Financial
TRA2585|ACC0002|03/10/2024|1958.37|Withdrawal|Power|Recognize
TRA2586|ACC0004|08/24/2024|48167.3|Debit|Message|Mouth
TRA2587|ACC0005|10/18/2022|44097.7|Withdrawal|Color|International
TRA2588|ACC0014|05/05/2024|27138.69|Transfer|Sometimes|Suddenly
TRA2589|ACC0006|20-08-2024|Five Hundred|Debit|Factor|Hold
TRA2590|ACC0014|27-02-2024|1772.71|Credit|Parent|Agent
TRA2591|ACC0016|24-04-2023|31099.67|Withdrawal|High|Follow
TRA2592|ACC0009|25/09/2024|23426.32|Transfer|Explain|Science
TRA2593|ACC0009|2022-04-02|19175.27|Credit|Happen|Smile
TRA2594|ACC0004|10/18/2024|4544.55|Withdrawal|Food|Weight
TRA2595|ACC0002|2023-05-03|20165.94|Transfer|Chair|Minute
TRA2596|ACC0008|2022-01-04|38853.06|Credit|Detail|Spend
TRA2597|ACC0017|2024-10-28|28740.55|Transfer|Build|Image
TRA2598|ACC0008|2024-07-07|45620.3|Debit|Religious|Admit
TRA2599|ACC0007|2022-02-21|10412.43|Transfer|Guess|Card
TRA2129|ACC0008|2023-08-16|-4433.99|Withdrawal|Threat|Field
TRA2601|ACC0004|06-12-2023|29953.06|Debit|Cover|Nothing
TRA2602|ACC0001|22/07/2024|49346.04|Transfer|Event|Bit
TRA2603|ACC0014|01/02/2024|21006.07|transfer|Election|Despite
TRA2604|ACC0002|08-02-2024|1100.48|Credit|Ask|Work
TRA2605|ACC0004|02/15/2023|11992.59|Credit|House|Instead
TRA2606|ACC0010|29-06-2022|36393.03|credit|Prove|Bit
TRA2607|ACC0017|22-11-2023|27871.1|Withdrawal|Here|Moment
TRA2608|ACC0003|08/08/2022|32354.56|Transfer|Their|Until
TRA2609|ACC0009|08/22/2024|0|Withdrawal|Other|White
TRA2610|ACC0012|25-10-2022|21204.89|Withdrawal|Inside|Us
TRA2611|ACC0018|31/03/2022|4370.87|Transfer|Dinner|Sometimes
TRA2612|ACC0012|2024-10-12|10341.72|Withdrawal|Recently|Paper
TRA2613|ACC0012|2023-08-27|16289.21|Transfer|Professional|Top
TRA2614|ACC0006|25/12/2022|8407.59|Withdrawal|Increase|Account
TRA2615|ACC0009|11/06/2024|40985.46|Credit|Life|Hotel
INVALID_18|ACC0018|08/04/2023|18289.21|Credit|Success|Beautiful
TRA2617|ACC0018|13/02/2024|30087.05|Credit|All|Yet
TRA2618|ACC0012|2023-03-10||Debit|Hotel|Final
TRA2619|ACC0003|02/28/2024|34902.88|Credit|Finally|Under
TRA2620|ACC0002|06/12/2024|16475.72|Transfer|Fast|Project
TRA2621|ACC0009|2023-04-28|1592.07|Transfer|According|Our
TRA2622|ACC0013|2023-07-18|31321.75|DEBIT|Decide|Card
TRA2623|ACC0003|13-11-2023|38846.83|Debit|People|Me
TRA2624|ACC0001|05-05-2022|37568.61|Transfer|Beautiful|Suggest
TRA2625|ACC0010|01/05/2022|20745.43|Withdrawal|Put|Long
TRA2626|ACC0020|11/04/2022|36104.03|Credit|Feel|Always
TRA2627|ACC0016|29/03/2022|Five Hundred|Transfer|Particular|Market
TRA2628|ACC0004|10/23/2024|48276.57|Debit|Change|Again
TRA2629|ACC0015|2022-03-30|15345.77|Transfer|Speech|Low
TRA2630|ACC0009|16-03-2024|Twenty Five Thousand|Withdrawal|Week|Community
TRA2631|ACC0013|15/07/2024|25933.32|transfer|Finally|Operation
TRA1830|ACC0004|05/09/2022|12643.64|Withdrawal|Operation|Despite
TRA2633|ACC0019|24-07-2023|3433.09|Withdrawal|Line|Sound
TRA2634|ACC0016|25/09/2023|42084.92|Withdrawal|Line|Fight
INVALID_58|ACC0008|03/31/2023|40336.5|Withdrawal|Environmental|Rule
TRA2636|ACC0011|01/05/2022|4184.82|Transfer|Money|Check
TRA2637|ACC0009|06/27/2022|2281.51|Withdrawal|Class|Soldier
TRA2638|ACC0009|08/25/2022|25474.35|Debit|Pick|Almost
TRA2639|ACC0004|24-03-2024|45728.83|Withdrawal|Pick|Second
TRA2640|ACC0002|01/11/2023|2922.06|Withdrawal|Let|Fall
TRA2641|ACC0001|2023-07-15|44429.07|Debit|See|Build
TRA2642|ACC0018|04/15/2023|45627.86|Credit|Them|Southern
TRA2643|ACC0016|05/11/2022|47172.42|CREDIT|Exist|And
TRA2644|ACC0016|10/27/2023|31267.58|Withdrawal|Feeling|Skill
TRA2645|ACC0014|2022-09-24|26024.47|Transfer|Whatever|Head
TRA2646|ACC9999|03/03/2023|13166.12|Transfer|Rest|Perhaps
TRA2647|ACC0017|05/16/2023|40957.68|Transfer|College|Area
TRA2648|ACC0007|2024-11-06|Five Hundred|Withdrawal|Each|Without
TRA2649|ACC0012|15/06/2022|Five Hundred|Transfer|Medical|They
TRA2650|ACC0012|01/02/2023|24751.34|Withdrawal|Well|Until
TRA2651|ACC0007|01-03-2022|33720.13|Withdrawal|Hour|Central
TRA2652|ACC0013|15/03/2022|43088.43|Transfer|Fill|Machine
TRA2653|ACC0004|11-12-2023|20565.1|Credit|Public|Election
TRA2654|ACC0014|18-05-2023|20978.95|Debit|Star|Subject
TRA0059|ACC0013|04/26/2023|29489.6|Transfer|Discussion|Increase
TRA0810|ACC0005|02/12/2022|12996.27|Withdrawal|Between|Toward
TRA2657|ACC0017|13/01/2022|1379.73|Withdrawal|And|Suddenly
TRA2658|ACC0009|23-05-2024|44182.29|Credit|Tax|Reality
TRA2659|ACC0017|03/01/2023|4832.28|Debit|Voice|Customer
TRA2660|ACC0007|2024-08-12|1468.69|Withdrawal|Young|Its
INVALID_50|ACC0008|2023-02-24|47812.65|CREDIT|Break|Reveal
TRA2662|ACC0001|06/12/2024|35912.17|Withdrawal|Minute|Price
TRA2663|ACC0007|07-12-2022|5718.9|WITHDRAWAL|Some|Head
TRA2664|ACC0015|20-08-2024|29347.36|Debit|Theory|Quality
TRA2665|ACC0008|08/12/2024|35188.8|Credit|Contain|Sell
TRA2666|ACC0009|2023-12-21|3341.16|Debit|Safe|Very
TRA2667|ACC0005|24-09-2024|42935.73|Debit|Why|Traditional
TRA2668|ACC0009|2024-06-02|8907.68|debit|You|Interesting
TRA2669|ACC0004|15-01-2022|15358.39|Withdrawal|Dinner|Kind
TRA2670|ACC0014|11/29/2024|Five Hundred|Withdrawal|Protect|Race
TRA2671|ACC0014|11/20/2023|-1048.69|Debit|Determine|Country
TRA2672|ACC0017|2024-11-15|0|Transfer|Head|Southern
TRA2673|ACC0006|01/15/2024||Transfer|Nearly|Then
TRA2674|ACC0019|21/05/2022|31827.48|Withdrawal|Candidate|Leg
TRA2675|ACC0016|07/04/2024|34532.55|Transfer|Join|Him
TRA2676|ACC0001|02/14/2022|20032.63|Debit|Read|These
TRA2677|ACC0019|10/11/2023|Five Hundred|Credit|Whole|Spring
TRA2678|ACC0008|23/12/2024|49765.98|Transfer|Soldier|Consumer
TRA2679|ACC9999|2022-11-10|28761.91|Transfer|Network|Majority
TRA2680|ACC0012|08-04-2024|37415.4|Credit|Example|Drop
TRA2681|ACC0005|30/06/2023|4156.97|Credit|Brother|Audience
TRA2682|ACC0010|12/05/2024|23307.54|Withdrawal|Onto|Rest
TRA1118|ACC0017|05/19/2024|36696.39|Credit|Moment|Strong
TRA2684|ACC0014|26/09/2023|20763.35|Transfer|Reach|Hope
TRA2685|ACC0005|2023-01-13|11121.77|Transfer|Capital|Congress
TRA2686|ACC0009|2022-02-01|18219.97|Transfer|Politics|Argue
TRA2687|ACC0004|16/02/2024|7638.0|Withdrawal|Trade|Top
TRA2688|ACC0011|11-05-2024|49459.59|Debit|Enough|Military
TRA2689|ACC0011|30/03/2022|10899.82|Withdrawal|Century|Off
TRA2690|ACC0014|2022-10-11||withdrawal|Size|Street
TRA2691|ACC0019|12/14/2022|10570.46|Transfer|Hot|Step
TRA1832|ACC0017|11/12/2022|26022.91|Transfer|Reflect|Son
TRA2693|ACC0011|10/23/2024|1475.56|Debit|Reality|Here
TRA2694|ACC0013|16/04/2023|Five Hundred|Transfer|Stay|Summer
TRA2695|ACC0009|02/01/2023|43390.96|Transfer|Perhaps|Long
TRA2696|ACC0003|2023-03-28|23183.19|Withdrawal|Start|Camera
TRA2697|ACC0002|2024-04-10|10819.73|Credit|Wind|Money
TRA2698|ACC0011|2024-01-15|24388.0|Withdrawal|Save|Thought
TRA2699|ACC0004|05/12/2022|4023.39|Credit|Trip|Fast
TRA2700|ACC0006|10/24/2022|49920.5|DEBIT|Baby|But
TRA2701|ACC0009|02-04-2024|0|Credit|Military|Short
TRA2702|ACC0019|26-08-2024|44853.17|Credit|Newspaper|Above
TRA2703|ACC0020|2022-09-11|32379.14|Withdrawal|Machine|Suddenly
TRA2704|ACC0002|26-11-2023|31381.92|Withdrawal|Lead|Commercial
TRA2705|ACC0016|02/25/2023|23401.47|Debit|Perform|Community
TRA2706|ACC0012|15/03/2024|3637.2|Withdrawal|Door|Drug
TRA2707|ACC0009|08-12-2024|4165.79|Credit|Important|She
TRA2708|ACC0019|2023-07-03|17224.46|Withdrawal|Begin|Save
TRA2709|ACC0019|21-10-2024||Credit|Describe|Center
TRA2710|ACC0014|27-12-2024|27925.57|Transfer|Do|Issue
TRA2711|ACC0018|07/15/2022|12306.14|Debit|Leave|Point
TRA2712|ACC0018|05/12/2023|39405.29|Credit|Establish|Nation
TRA2713|ACC0020|20/03/2024|41337.12|Credit|Itself|Participant
TRA2714|ACC9999|02/11/2023|42518.72|Withdrawal|Collection|Sound
TRA2715|ACC0017|2024-01-29|33173.89|Transfer|Live|Specific
TRA2716|ACC0010|2022-02-03|39999.52|WITHDRAWAL|Nothing|American
TRA2717|ACC0007|01-02-2022|41705.17|Debit|Film|Talk
TRA2718|ACC0018|12/19/2024|30984.66|Withdrawal|Movie|May
TRA2719|ACC0001|2023-09-26|16857.59|Withdrawal|Every|Level
TRA2720|ACC0004|09/12/2022|13599.61|WITHDRAWAL|Lot|Walk
TRA2721|ACC0007|01-01-2023|23114.01|Debit|Have|A
TRA2722|ACC0016|09/03/2024|5478.89|transfer|Per|Cause
TRA2723|ACC0007|03-11-2023|17343.89|Debit|To|Action
TRA2724|ACC0009|04/16/2024|23902.88|Debit|Teacher|Light
TRA2725|ACC0003|2024-12-27|1282.85|Withdrawal|Of|Able
TRA2726|ACC0005|24-10-2022|3586.37|Transfer|Piece|Test
TRA2125|ACC0017|12-12-2022|9379.53|Transfer|Past|Support
TRA2728|ACC0005|05/05/2024|38480.65|Debit|Number|Probably
TRA2729|ACC0020|04/10/2022|23875.4|Withdrawal|Appear|Hundred
TRA2730|ACC0005|09/10/2024|11826.32|Transfer|Activity|Firm
TRA2731|ACC0002|18/01/2023|39389.95|Debit|Maybe|Fall
TRA2732|ACC0003|2022-04-27|47049.44|Credit|Senior|Article
