CourseID,CourseName,Department,Credits,FacultyID
COU2556,List,Arts,279,FAC0014
COU2557,Family,Engineering,48,FAC0014
COU2558,And,Business,13,FAC0019
COU2559,Approach,Business,196,FAC0011
COU2560,Down,Physics,13,FAC9999
COU2561,Wait,Computer Science,1,FAC0020
COU2562,Analysis,Mathematics,35,FAC0009
COU2563,Television,engineering,158,FAC0001
COU2564,Mr,Physics,181,FAC0018
COU2565,Other,Computer Science,77,FAC0004
COU2566,Newspaper,MATHEMATICS,45,FAC0009
COU2567,Main,Physics,153,FAC0001
COU2568,Front,Arts,206,FAC0009
COU2569,Learn,Mathematics,291,FAC9999
COU2570,Board,Business,164,FAC0006
COU2571,Next,Engineering,97,FAC0016
COU2572,Me,Mathematics,281,FAC0018
COU2573,Morning,Mathematics,275,FAC0008
COU2574,Effort,Business,113,FAC0012
COU2575,Side,Business,43,FAC0011
COU2576,Marriage,Arts,30,FAC0015
COU2577,Same,Business,0,FAC0005
COU2578,Left,Engineering,282,FAC0009
COU2579,Significant,Business,13,FAC0011
COU2580,Everything,Mathematics,63,FAC0009
COU2581,Two,Arts,174,FAC0001
COU2582,Hotel,Mathematics,178,FAC0019
COU2583,Program,Mathematics,70,FAC0002
COU2584,Increase,computer science,52,FAC0016
COU2585,Peace,Engineering,26,FAC0006
COU2586,Power,Computer Science,-1,FAC0013
COU2587,Phone,Mathematics,219,FAC0007
COU2588,Turn,Arts,293,FAC0016
COU2589,Money,Computer Science,0,FAC0017
COU2590,Shake,Physics,13,FAC0015
INVALID_49,Factor,Physics,265,FAC0013
COU2592,Report,Engineering,58,FAC9999
COU2593,End,Computer Science,190,FAC0016
COU2594,Manage,Mathematics,117,FAC0016
COU2595,Myself,Computer Science,16,FAC0012
COU2596,Record,Computer Science,31,FAC0010
COU2597,Call,Computer Science,256,FAC0005
COU2598,Throughout,Physics,206,FAC0015
COU2599,Natural,Engineering,192,FAC0014
COU2600,Sign,Physics,144,FAC0015
COU2601,Appear,Arts,253,FAC0010
COU2602,Business,Engineering,226,FAC0013
COU2603,Contain,Business,69,FAC0016
COU2604,Culture,Engineering,97,FAC0011
COU2605,Yeah,Arts,174,FAC0004
COU2606,Relate,Computer science,270,FAC0003
COU2607,Today,Arts,285,FAC0017
COU2608,Short,Business,50,FAC0002
COU2609,Different,Business,97,FAC0007
COU2610,Whether,Computer Science,270,FAC0015
COU2611,Apply,Mathematics,209,FAC0011
COU2612,Western,Physics,230,FAC0013
COU2613,Individual,Arts,135,FAC0013
COU2614,Life,Mathematics,20,FAC0016
COU2615,Several,Business,186,FAC0016
COU2616,My,ENGINEERING,39,FAC0015
COU2617,Many,Physics,284,FAC0006
COU2618,Get,Engineering,299,FAC0007
COU2619,Economic,Business,287,FAC0017
COU2620,Debate,Computer Science,253,FAC0001
COU2621,Drive,Mathematics,55,FAC0008
COU2622,Reflect,Business,113,FAC0018
COU2623,Turn,Computer Science,295,FAC0004
COU2624,Available,Mathematics,23,FAC0013
COU2625,Lawyer,Business,81,FAC0003
COU2626,Consider,Mathematics,149,FAC0018
COU2627,Program,Engineering,264,FAC0016
COU2628,Law,PHYSICS,63,FAC0004
COU2629,Plant,Business,179,FAC0009
COU0890,Easy,engineering,111,FAC0001
COU2631,Bar,Business,159,FAC0018
COU2632,Strong,Business,211,FAC0011
COU2633,Address,Arts,140,FAC0005
COU0175,There,Business,297,FAC0011
COU2635,Mind,Engineering,186,FAC0007
COU2636,Morning,Arts,171,FAC0019
INVALID_88,Center,Business,0,FAC0001
COU2638,Gun,Mathematics,66,FAC0010
COU2639,Glass,Arts,135,FAC0013
COU2640,Up,Computer Science,159,FAC0007
COU2641,Late,Arts,95,FAC0013
COU2642,Need,Physics,114,FAC0014
COU2643,Bill,Physics,170,FAC0018
COU2644,Gas,Computer Science,25,FAC0015
COU2645,Big,Mathematics,245,FAC0013
COU2646,Program,Arts,127,FAC0003
COU2647,Tell,Business,8,FAC0016
COU2648,Record,Business,153,FAC0019
COU2649,Impact,Computer Science,285,FAC0001
COU2650,Drug,Business,88,FAC0019
COU2651,Indicate,Mathematics,30,FAC0013
COU2652,Major,Arts,130,FAC0014
COU2653,Window,PHYSICS,115,FAC9999
INVALID_38,Analysis,Business,74,FAC0018
COU2655,Realize,Mathematics,217,FAC0018
COU2656,Must,Computer Science,71,FAC0015
COU2657,Sing,Business,73,FAC0018
COU2658,Effort,Mathematics,164,FAC0004
COU2659,Poor,Mathematics,237,FAC0009
COU2660,From,Physics,186,FAC0001
COU2661,Role,Mathematics,137,FAC0008
COU2662,Edge,Business,58,FAC0020
COU2663,Any,Computer Science,22,FAC0011
COU2664,Four,Engineering,117,FAC0015
COU2665,Gun,Arts,160,FAC0018
COU2666,Alone,Computer Science,134,FAC0002
COU2667,Assume,COMPUTER SCIENCE,56,FAC9999
COU2668,Year,Arts,105,FAC9999
INVALID_50,List,Arts,36,FAC0003
COU2670,Respond,Physics,52,FAC0016
COU2671,Third,Mathematics,94,FAC0004
COU2672,Land,Arts,183,FAC0013
COU2673,Bar,Arts,256,FAC0015
COU2674,Author,Computer Science,155,FAC0009
COU2675,Heavy,Arts,197,FAC0012
COU2676,Community,engineering,279,FAC0013
COU2677,Perform,Arts,221,FAC0020
COU2678,Sell,Physics,133,FAC0013
COU2679,Involve,Business,253,FAC0015
COU2680,American,Computer Science,71,FAC0007
COU2681,Short,Mathematics,268,FAC0015
COU2682,All,Physics,278,FAC0014
COU2683,Find,Engineering,71,FAC0006
COU2684,Join,physics,188,FAC0018
COU2685,Special,COMPUTER SCIENCE,173,FAC0011
COU2686,Hold,Physics,289,FAC0019
COU2687,Read,Engineering,192,FAC0003
COU2688,He,Engineering,69,FAC0015
COU2689,Garden,Business,144,FAC9999
COU2690,Low,Arts,6,FAC0013
COU2691,Try,Arts,190,FAC0001
COU2692,Offer,Business,238,FAC0011
COU2693,Newspaper,ENGINEERING,209,FAC0016
COU2694,Prove,Computer Science,258,FAC0007
COU2695,Work,Mathematics,167,FAC0013
COU2696,Hard,ENGINEERING,243,FAC0009
COU2697,Meeting,Mathematics,243,FAC0016
COU2698,Right,Arts,100,FAC0015
COU2699,Friend,Engineering,78,FAC0018
COU0702,Toward,BUSINESS,274,FAC0010
COU2701,Heart,Arts,149,FAC0013
COU2702,Study,Arts,266,FAC0002
COU2703,Over,Engineering,74,FAC0019
COU2704,Part,Computer science,184,FAC0015
COU2705,Green,Business,88,FAC0007
COU1858,Oil,Business,48,FAC0010
COU2707,Economic,Mathematics,194,FAC0006
COU2708,Late,Computer Science,173,FAC0013
COU2709,Them,Mathematics,251,FAC0002
COU2710,Able,Mathematics,193,FAC0002
COU2711,Necessary,Computer Science,24,FAC0015
COU2712,Staff,Physics,243,FAC0014
COU2713,Chance,Engineering,32,FAC0009
COU2714,Easy,Computer Science,293,FAC0019
COU2715,Understand,Arts,124,FAC9999
COU2716,Without,Physics,120,FAC0018
INVALID_67,Political,physics,256,FAC0019
COU2718,Increase,Business,87,FAC0004
COU2719,Again,Mathematics,235,FAC0017
COU2720,Herself,Arts,177,FAC0020
COU2721,Grow,Mathematics,184,FAC0018
COU2722,Interview,Arts,258,FAC0011
COU2723,Relationship,Computer Science,141,FAC0018
COU2724,Score,MATHEMATICS,0,FAC0008
COU2725,Born,Engineering,42,FAC0011
COU2726,In,Computer Science,117,FAC0012
COU2727,Low,Mathematics,132,FAC0012
COU2728,Ground,Physics,228,FAC0018
COU2729,Week,Engineering,210,FAC0016
COU2730,Cause,Computer Science,146,FAC0002
COU2731,Report,ARTS,57,FAC0014
COU2732,Information,Mathematics,140,FAC0006
COU2733,Man,Mathematics,210,FAC0001
COU2734,Attorney,Engineering,280,FAC0008
COU2735,Management,Physics,214,FAC0007
COU2736,Often,Business,70,FAC0015
COU2737,Customer,Business,228,FAC0012
COU2738,Although,Business,275,FAC0001
COU2739,Store,Mathematics,52,FAC0005
COU2740,Herself,Mathematics,20,FAC0002
COU2741,Serious,Mathematics,124,FAC0011
COU2206,Training,Engineering,235,FAC0013
COU2743,Us,Computer Science,204,FAC0008
COU2744,Magazine,Arts,291,FAC0010
COU2745,Offer,mathematics,1,FAC0003
COU2746,Travel,ENGINEERING,30,FAC0003
COU2747,Indicate,Computer Science,36,FAC0013
COU2748,Soon,Arts,213,FAC0006
COU2749,Do,Arts,234,FAC0015
COU2750,Include,Computer Science,16,FAC0005
COU2751,Side,Computer Science,52,FAC0008
COU2752,South,Mathematics,81,FAC0006
COU2753,Participant,Arts,147,FAC0012
COU2754,Who,Mathematics,130,FAC0010
COU2755,Matter,Mathematics,217,FAC0005
COU1568,Very,Mathematics,281,FAC0016
COU2757,Certain,Engineering,19,FAC0015
COU2758,Glass,Arts,255,FAC0010
COU2759,Test,Engineering,136,FAC0006
COU2760,Stand,Engineering,199,FAC0020
COU2761,Rule,Engineering,218,FAC0016
COU2762,Home,Physics,204,FAC0012
COU2763,Contain,Computer Science,206,FAC0009
COU2764,Leg,Business,133,FAC0010
COU2765,Mr,Physics,36,FAC0002
COU2766,Focus,Engineering,95,FAC0014
COU2767,Think,Arts,252,FAC0014
COU2768,Thousand,Business,11,FAC9999
COU2769,Avoid,Business,270,FAC0020
COU2770,Grow,ENGINEERING,64,FAC0005
COU2771,Join,Mathematics,296,FAC0008
COU2772,Fear,Engineering,199,FAC0018
COU2773,Enough,arts,247,FAC0002
COU2774,Southern,Computer Science,0,FAC0014
COU2775,Region,PHYSICS,9999,FAC0009
COU2776,Third,Engineering,200,FAC9999
COU2777,Office,Engineering,83,FAC0019
COU2778,Baby,Arts,162,FAC0001
COU2779,Officer,Mathematics,232,FAC0009
COU2780,Population,Computer Science,168,FAC0008
COU2781,Rule,Physics,44,FAC0015
COU2782,Easy,Computer Science,154,FAC0018
COU2783,Star,Engineering,17,FAC0016
COU2784,Off,Physics,57,FAC0007
COU2785,So,Arts,1,FAC0018
COU2786,Child,COMPUTER SCIENCE,292,FAC0020
COU2787,Off,Arts,31,FAC0002
COU2788,Take,Arts,86,FAC0015
COU2789,Level,Computer Science,249,FAC0018
COU2790,Teach,Engineering,66,FAC0002
COU0158,Prepare,arts,123,FAC0008
COU2792,Writer,Computer Science,263,FAC0005
COU2793,Spring,Mathematics,10,FAC0008
COU2794,Cause,Mathematics,79,FAC0006
COU2795,Factor,Engineering,32,FAC0018
COU2796,Conference,Arts,274,FAC0009
INVALID_59,Relate,Mathematics,99,FAC0005
COU0166,Push,Mathematics,229,FAC0011
COU2799,Various,Physics,174,FAC0004
COU2800,Your,Engineering,125,FAC0014
COU2801,Fall,Physics,59,FAC0008
COU2802,Including,Mathematics,48,FAC0018
INVALID_11,Management,Physics,216,FAC0001
COU2804,Might,Business,204,FAC0007
COU2805,Remain,Computer Science,264,FAC0016
COU2806,Friend,Engineering,105,FAC0003
COU2807,President,Engineering,157,FAC0003
COU2808,Yeah,Engineering,270,FAC0002
COU1721,Begin,Physics,44,FAC0012
COU2810,Third,Computer Science,258,FAC0020
COU2811,Attention,Computer Science,281,FAC0010
COU2812,Number,Physics,18,FAC0015
COU2813,Page,Engineering,66,FAC0006
INVALID_54,Culture,Arts,178,FAC0004
COU2815,Control,MATHEMATICS,71,FAC0001
COU2816,Speak,ARTS,241,FAC0012
COU2817,Final,Computer Science,0,FAC0009
COU2818,Address,Business,6,FAC0012
COU2819,They,Mathematics,72,FAC0015
COU2820,So,Mathematics,112,FAC0016
COU2821,Prepare,Engineering,126,FAC0015
INVALID_70,Available,Computer Science,228,FAC0006
COU2823,For,Mathematics,279,FAC0005
COU2824,Measure,Computer Science,244,FAC0020
COU2825,Organization,Mathematics,103,FAC0019
COU2826,Story,Mathematics,65,FAC0017
COU2827,As,Arts,31,FAC0013
COU2828,Yourself,Mathematics,81,FAC0011
COU2829,Others,Business,252,FAC0009
COU2830,There,Computer Science,240,FAC0008
COU2831,Fill,Business,15,FAC0003
COU2832,Top,Engineering,85,FAC0001
COU2833,Factor,Engineering,282,FAC9999
COU2834,Mrs,Business,23,FAC0017
COU2835,Bed,BUSINESS,40,FAC0006
COU2836,East,Business,4,FAC0019
COU2837,Church,Business,208,FAC0015
COU2838,Church,Computer Science,143,FAC0002
COU0858,Job,Engineering,96,FAC0005
COU2840,Most,business,165,FAC0016
COU2841,Detail,Computer Science,193,FAC0014
COU2842,Hold,Mathematics,100,FAC0019
COU2843,Strong,BUSINESS,187,FAC0019
COU2844,Happen,Physics,249,FAC0003
COU2845,Serve,Arts,181,FAC0001
COU2846,White,Engineering,98,FAC0006
COU2847,Once,Arts,25,FAC0005
COU2848,Ground,MATHEMATICS,213,FAC9999
COU2849,Alone,Arts,167,FAC0006
COU2850,Camera,Mathematics,157,FAC0003
COU2851,Certain,Physics,34,FAC0014
COU2852,Attention,Engineering,111,FAC0007
COU2853,Everything,COMPUTER SCIENCE,286,FAC0008
INVALID_2,Director,Mathematics,289,FAC0016
COU2855,Manage,Business,259,FAC0005
COU2856,Need,Arts,145,FAC0019
COU2857,Voice,Business,15,FAC0020
COU1241,Method,Physics,274,FAC0018
COU1323,Toward,Arts,192,FAC0013
COU2860,Approach,Arts,299,FAC0015
COU2861,First,Mathematics,199,FAC0008
COU2862,Keep,Engineering,289,FAC0009
COU2863,Probably,Business,259,FAC0009
COU2864,Try,Arts,145,FAC0014
COU2865,Understand,Computer Science,294,FAC0007
COU2866,Level,Physics,148,FAC0010
COU2867,Heart,Business,96,FAC0002
COU2868,Because,Mathematics,141,FAC0020
COU2869,Term,Computer Science,81,FAC0014
COU2870,Enjoy,Computer Science,30,FAC0002
COU2871,Set,Computer Science,266,FAC0012
COU2872,Instead,Engineering,177,FAC0014
COU2873,Positive,Computer Science,251,FAC0018
COU2874,Responsibility,Physics,214,FAC9999
COU2875,Form,physics,93,FAC0018
COU1929,Ago,Arts,114,FAC0020
COU2877,Almost,Physics,172,FAC0012
COU2878,Cut,Physics,250,FAC0007
COU2879,Entire,Arts,46,FAC0005
INVALID_16,Agency,Arts,248,FAC0017
COU2881,Interview,arts,167,FAC0002
COU2882,Father,Computer Science,203,FAC0013
COU2551,Let,Arts,30,FAC0016
COU2884,Down,Mathematics,102,FAC0013
COU2885,Let,Mathematics,70,FAC0018
COU2886,Already,Mathematics,110,FAC0007
COU2887,Simply,Physics,60,FAC0015
COU2888,Behavior,Mathematics,51,FAC0003
COU2889,There,physics,124,FAC0007
COU2890,Course,Business,295,FAC0001
COU2891,Method,Engineering,89,FAC0005
COU2892,Cause,Business,191,FAC0019
COU2893,Keep,Engineering,147,FAC0010
COU2894,Training,COMPUTER SCIENCE,184,FAC0014
COU2895,Painting,Computer Science,273,FAC0014
COU2896,She,Physics,179,FAC0019
COU2897,Arrive,BUSINESS,113,FAC0016
COU2898,Too,Engineering,274,FAC9999
COU2899,Floor,Business,208,FAC0014
COU2900,Gun,business,112,FAC0016
COU2901,Quickly,Arts,2,FAC0002
COU2902,Study,Mathematics,172,FAC0008
COU2903,Cause,Physics,274,FAC0002
COU2904,South,Computer Science,129,FAC0009
COU2905,Believe,Business,127,FAC0003
COU2906,Almost,Computer Science,24,FAC0002
COU2907,Establish,Computer Science,116,FAC0002
COU2908,These,Engineering,236,FAC0012
INVALID_58,Both,Engineering,273,FAC9999
COU2910,Entire,Engineering,72,FAC0004
COU2911,Pressure,Computer Science,28,FAC0014
COU2912,Quite,Business,254,FAC0020
COU2913,Cell,Computer Science,53,FAC0009
COU2914,If,Business,69,FAC0018
COU2915,Next,Business,237,FAC0011
COU2916,Whose,Physics,23,FAC0006
COU2917,Choose,Engineering,61,FAC0008
COU2918,Throw,Computer Science,285,FAC9999
COU2919,Everybody,Arts,179,FAC0004
COU2920,Role,Computer Science,129,FAC0005
COU2921,Investment,Mathematics,-1,FAC0019
COU2922,Nice,Mathematics,66,FAC0003
COU2923,Bank,Business,88,FAC0005
COU2924,Water,Computer science,19,FAC0014
COU2925,Democratic,Physics,18,FAC0012
COU2926,Stand,Arts,20,FAC0008
COU2927,Stand,Engineering,236,FAC0001
COU2928,Degree,Mathematics,111,FAC0007
COU2929,And,PHYSICS,25,FAC0009
COU2930,Reveal,Engineering,102,FAC0013
COU2931,Large,Mathematics,85,FAC0017
COU2932,Laugh,Engineering,222,FAC0018
COU2933,Between,Computer Science,52,FAC0003
COU2934,People,Arts,135,FAC0009
COU2935,Police,Arts,103,FAC0001
INVALID_30,Tend,COMPUTER SCIENCE,261,FAC0009
INVALID_35,Since,Arts,269,FAC9999
COU2938,Word,Mathematics,229,FAC0019
COU2939,Light,Physics,214,FAC0004
COU2940,Six,Computer Science,247,FAC0011
COU2941,Two,Arts,90,FAC0017
INVALID_41,Amount,Physics,240,FAC0006
COU2943,Campaign,Arts,151,FAC0004
COU2944,Our,Engineering,295,FAC0019
COU2945,Interest,Engineering,36,FAC0012
COU2946,Free,Computer Science,111,FAC0011
COU2947,Significant,Computer Science,258,FAC0002
COU2948,Ahead,Business,263,FAC0003
COU2949,Single,Mathematics,260,FAC0018
COU2950,Foreign,Mathematics,99,FAC0006
COU2951,Sure,Engineering,290,FAC0002
COU2952,Small,ENGINEERING,193,FAC0017
COU2953,For,Business,231,FAC0002
COU2954,List,Physics,198,FAC0001
COU2955,Sing,Arts,11,FAC0013
COU2956,Which,Mathematics,186,FAC0015
COU2957,Dog,Arts,201,FAC9999
COU2958,Country,Business,87,FAC0013
COU2959,Build,Engineering,294,FAC0009
COU2960,House,Physics,211,FAC0009
COU2961,List,Arts,236,FAC0010
COU2962,Force,Arts,185,FAC0015
COU2963,Choice,Mathematics,269,FAC0008
INVALID_48,You,engineering,129,FAC0009
COU2965,Real,Business,192,FAC0020
COU2966,Seem,Business,184,FAC0013
COU2967,Miss,Engineering,169,FAC0009
COU2968,Six,Computer Science,185,FAC0015
COU2969,Population,Mathematics,110,FAC0002
COU2970,Impact,Business,181,FAC0002
COU2971,Everyone,Physics,140,FAC0009
COU2972,Republican,Mathematics,282,FAC0003
COU2973,Century,Engineering,285,FAC0016
COU2974,State,Computer science,11,FAC0005
COU2975,Everybody,Physics,257,FAC0001
COU2976,Worry,business,295,FAC0004
COU2977,Perform,Physics,205,FAC0020
COU2978,Morning,Mathematics,163,FAC0020
COU2979,Try,Engineering,300,FAC0013
COU2980,Agree,PHYSICS,272,FAC0008
COU2981,Speak,Mathematics,270,FAC0017
COU2982,Everybody,Mathematics,98,FAC0012
COU2983,Seat,Physics,23,FAC0004
COU2984,Similar,Physics,9999,FAC0008
COU2985,Front,Physics,12,FAC0001
COU2986,Support,Engineering,92,FAC0012
COU2987,Building,Computer Science,33,FAC0013
COU2988,Culture,Physics,98,FAC0002
COU2989,Difference,Mathematics,124,FAC0012
COU2990,Who,Arts,94,FAC0018
COU2991,Bit,Computer Science,232,FAC0011
COU2992,Produce,Computer Science,88,FAC0020
COU2993,Out,Physics,118,FAC0005
COU2994,Whom,Computer Science,255,FAC0007
COU2995,Though,Engineering,267,FAC0009
COU2996,Artist,Engineering,123,FAC0018
COU2997,Say,Engineering,55,FAC0013
COU2998,Sort,Arts,231,FAC0019
COU2999,Hot,Engineering,195,FAC0011
COU3000,Especially,Arts,169,FAC0001
COU3001,Include,Computer Science,128,FAC0010
COU3002,Nation,Mathematics,231,FAC0013
COU3003,Surface,Computer Science,260,FAC0009
COU3004,Year,Mathematics,149,FAC0004
COU3005,Network,Arts,235,FAC0016
COU3006,Line,Arts,77,FAC0004
COU3007,Hear,Mathematics,220,FAC0017
COU3008,Nation,Physics,192,FAC0016
COU3009,Through,Arts,99,FAC0002
COU3010,Yes,Mathematics,85,FAC0003
COU3011,Image,Engineering,192,FAC0020
COU3012,Station,Engineering,-1,FAC0013
COU3013,Western,Mathematics,166,FAC0001
COU3014,Artist,Computer Science,256,FAC0001
COU3015,Measure,Physics,125,FAC0014
COU3016,Manager,PHYSICS,47,FAC0018
COU3017,World,Engineering,189,FAC0004
COU3018,Side,Computer Science,61,FAC0020
COU3019,Risk,Engineering,133,FAC0001
COU3020,Expect,Business,80,FAC0001
COU3021,Another,Computer Science,174,FAC0009
COU3022,Compare,Engineering,-1,FAC0020
COU3023,Least,Business,49,FAC0013
COU3024,Away,Computer Science,131,FAC0020
COU3025,Recognize,Arts,141,FAC0007
COU3026,Know,computer science,72,FAC0020
COU3027,Wait,Computer Science,0,FAC0006
COU3028,Few,Business,198,FAC0010
COU3029,Do,Computer Science,272,FAC0013
COU3030,Pick,Mathematics,116,FAC0010
COU0876,Number,Mathematics,-1,FAC0004
COU3032,Analysis,Business,88,FAC0016
COU3033,Two,Arts,33,FAC0010
COU3034,Discover,Computer Science,159,FAC0005
COU3035,Body,Physics,247,FAC0020
COU3036,Woman,Business,68,FAC0018
COU3037,Reduce,Physics,106,FAC0017
COU3038,Season,Arts,6,FAC0003
COU3039,Artist,Mathematics,117,FAC0015
COU3040,Specific,Business,177,FAC0016
COU3041,Between,Business,299,FAC0014
COU3042,Begin,Mathematics,6,FAC0003
COU3043,Congress,PHYSICS,9999,FAC9999
COU3044,Across,Business,215,FAC0006
COU3045,Nation,Physics,80,FAC0015
COU3046,Most,Mathematics,77,FAC0002
COU3047,Go,Arts,263,FAC9999
COU3048,Yes,Arts,79,FAC0015
COU3049,Consider,Business,222,FAC0020
COU3050,Center,Arts,300,FAC0011
COU3051,Magazine,Engineering,77,FAC0017
COU3052,Former,Computer Science,297,FAC0012
COU3053,Professional,Physics,276,FAC0011
COU3054,Term,Mathematics,19,FAC0017
COU3055,Wife,Business,180,FAC0015
COU3056,Garden,arts,146,FAC0020
COU3057,Identify,Engineering,6,FAC0016
COU3058,Entire,Engineering,79,FAC0006
COU3059,Lot,Computer Science,106,FAC0001
COU3060,Wait,Business,50,FAC0019
COU3061,Explain,Mathematics,245,FAC0001
COU3062,Mouth,Arts,225,FAC0002
COU3063,Bit,Arts,67,FAC0020
COU3064,Ago,Engineering,181,FAC0016
COU3065,Season,Arts,35,FAC0020
COU3066,Kid,Arts,46,FAC0009
COU3067,Specific,Arts,221,FAC0019
COU3068,Sometimes,Arts,272,FAC0003
COU3069,Often,Arts,65,FAC0002
COU3070,Go,Business,174,FAC0016
COU3071,Improve,Computer Science,70,FAC0004
COU3072,Expert,Computer Science,80,FAC0016
COU3073,Cold,Physics,185,FAC0011
COU3074,Where,Physics,24,FAC0020
COU3075,Firm,Business,256,FAC0004
COU3076,Dream,Engineering,282,FAC0002
COU3077,Myself,Computer Science,259,FAC0018
COU3078,Watch,Engineering,262,FAC0014
COU3079,Point,Arts,259,FAC0007
COU3080,Item,Arts,284,FAC0015
COU3081,Show,Engineering,93,FAC0010
COU3082,Act,business,191,FAC0014
COU3083,Specific,Arts,90,FAC0015
COU3084,Race,Computer Science,29,FAC0013
COU3085,Car,Physics,63,FAC0015
COU3086,Address,Business,290,FAC0003
COU3087,Answer,MATHEMATICS,281,FAC0007
COU3088,Eat,Computer Science,3,FAC0011
COU3089,Participant,Computer Science,277,FAC0017
COU3090,Because,Computer Science,215,FAC0004
COU3091,Course,Business,178,FAC0019
COU3092,Believe,Business,65,FAC0020
COU3093,Indeed,MATHEMATICS,261,FAC0014
COU3094,Must,Computer Science,138,FAC0018
COU3095,Health,Physics,151,FAC0011
COU3096,Style,Arts,211,FAC0009
COU3097,Recently,Computer Science,154,FAC0010
COU3098,Very,Engineering,197,FAC0020
COU3099,Answer,Mathematics,74,FAC0009
COU3100,Compare,Arts,142,FAC0011
COU3101,Record,Mathematics,66,FAC0018
COU3102,Together,Engineering,273,FAC0011
COU3103,Industry,Arts,91,FAC0015
COU3104,Knowledge,Engineering,31,FAC0017
COU3105,Reason,Arts,85,FAC0008
COU3106,Force,Engineering,8,FAC0007
COU3107,Space,Mathematics,52,FAC0018
COU3108,Reduce,Business,246,FAC0004
COU3109,Approach,Computer Science,80,FAC0002
COU3110,Check,Engineering,191,FAC0009
COU3111,Without,Business,87,FAC0016
COU3112,Positive,Engineering,0,FAC0020
COU3113,Really,Mathematics,280,FAC0012
INVALID_80,Drive,Arts,115,FAC0012
COU3115,Table,Mathematics,113,FAC0012
COU3116,Be,Mathematics,227,FAC0011
COU3117,Begin,Computer Science,59,FAC0016
COU3118,Religious,Arts,268,FAC0004
COU3119,Whether,Computer Science,288,FAC0003
COU3120,Positive,Engineering,123,FAC9999
COU3121,Right,Mathematics,46,FAC0015
COU3122,College,Mathematics,271,FAC0015
COU3123,Behind,Arts,232,FAC0010
COU3124,Serious,Arts,63,FAC0013
COU3125,Recently,Computer Science,186,FAC0016
COU3126,Tend,Business,186,FAC0009
COU3127,Fear,Arts,224,FAC0001
COU3128,Security,Arts,107,FAC0019
COU3129,Fact,Physics,202,FAC0005
COU3130,Rest,Physics,247,FAC0009
COU3131,Wide,Engineering,82,FAC0019
COU2576,Effort,Mathematics,190,FAC0013
COU3133,Coach,mathematics,152,FAC0020
COU3134,Age,Business,77,FAC0001
COU3135,Listen,Arts,257,FAC9999
COU3136,Agree,Business,262,FAC0015
COU3137,Everything,Business,211,FAC0011
COU3138,Think,Engineering,91,FAC0018
COU3139,Manage,Business,156,FAC0015
COU3140,Onto,Business,32,FAC0008
COU3141,Way,Business,8,FAC0003
COU3142,Continue,Arts,226,FAC0010
COU3143,Step,Mathematics,219,FAC0020
COU3144,All,Mathematics,156,FAC0004
COU3145,Blue,Arts,9999,FAC0019
COU3146,Later,Mathematics,89,FAC9999
COU3147,Know,Physics,175,FAC0017
COU3148,Yeah,Physics,108,FAC0002
COU3149,Market,Physics,111,FAC0007
COU3150,Anyone,Business,-1,FAC0018
COU3151,Personal,Engineering,168,FAC0020
COU3152,Customer,Engineering,195,FAC0003
COU3153,Base,Arts,112,FAC0003
COU3154,Gas,Physics,123,FAC0016
INVALID_20,Small,Business,164,FAC0010
COU3156,Professor,Computer Science,94,FAC0017
COU3157,And,physics,21,FAC0003
COU3158,Magazine,arts,-1,FAC0007
COU3159,For,Arts,62,FAC0014
COU0729,Sit,Arts,86,FAC0008
COU3161,Bed,Physics,158,FAC0007
COU3162,Trial,Business,232,FAC0005
COU3163,Sing,Engineering,28,FAC0015
COU3164,Course,Arts,272,FAC0020
COU3165,Simply,Arts,85,FAC0018
COU3166,Window,Arts,15,FAC0017
COU3167,Would,Mathematics,169,FAC0010
COU3168,Development,Mathematics,151,FAC0017
COU3169,Might,Physics,264,FAC0017
COU3170,Charge,Physics,48,FAC0013
COU3171,Against,Computer Science,195,FAC0005
COU3172,Many,Computer Science,267,FAC0012
COU3173,Foreign,Arts,114,FAC0006
COU3174,Economic,Engineering,161,FAC0015
COU3175,Tell,PHYSICS,260,FAC0015
COU3176,Moment,Mathematics,30,FAC0004
COU3177,Structure,computer science,98,FAC0008
COU3178,Certain,Physics,-1,FAC0008
COU3179,Meeting,Computer Science,20,FAC0011
COU3180,Note,Physics,256,FAC0017
COU3181,Education,Business,212,FAC0012
COU3182,Friend,Engineering,41,FAC0005
COU3183,Wife,Arts,163,FAC0005
COU3184,Fear,Physics,218,FAC0004
COU3185,Actually,Physics,289,FAC0005
COU3186,Participant,Mathematics,67,FAC0020
COU3187,Good,ARTS,283,FAC0008
COU3188,Risk,arts,277,FAC0013
COU3189,Son,Business,195,FAC9999
COU3190,Food,Business,297,FAC0015
COU3191,Reach,Computer Science,151,FAC0019
COU3192,Authority,Arts,181,FAC0020
COU3193,Avoid,Engineering,132,FAC0004
COU3194,Service,Engineering,251,FAC0010
COU3195,East,Engineering,32,FAC0001
COU3196,Stay,Arts,64,FAC0020
COU3197,Until,Business,10,FAC0016
COU3198,East,Arts,51,FAC0002
COU3199,Anything,Physics,205,FAC0017
COU3200,Win,Physics,262,FAC0004
COU3201,Part,Computer Science,179,FAC0006
COU3202,Much,Arts,119,FAC9999
INVALID_33,Chance,Computer Science,54,FAC0001
COU3204,Total,Physics,205,FAC0018
COU2842,Social,Engineering,255,FAC0013
