ExamID|StudentID|CourseID|ExamDate|Score|Grade|Status
EXA2333|STU0014|COU0012|11/22/2023||B|Player
EXA2334|STU0006|COU9999|06/17/2024|26872.84|C|Vote
EXA2335|STU0016|COU0016|2023-08-18|46492.75|A|Response
EXA2336|STU0017|COU0015|28/06/2024|-1853.6|a|Explain
EXA2337|STU0002|COU0020|19-03-2022|17504.47|A|Remain
EXA2338|STU0016|COU0020|11/27/2023|8263.24|D|Second
EXA2339|STU0018|COU0013|18/10/2022|27885.16|D|No
EXA2340|STU0018|COU0005|12/03/2024|39727.51|F|Fall
EXA2341|STU0018|COU0017|07/11/2024|28034.97|A|Whole
EXA2342|STU0010|COU0019|22/06/2024|8810.62|D|State
EXA2343|STU0018|COU0018|04/12/2022|44020.72|F|Health
EXA2344|STU0007|COU0003|24-05-2022|28476.85|F|Design
EXA2345|STU0004|COU9999|20-03-2022|48791.39|A|Sound
EXA2346|STU0001|COU0001|06/19/2024|21204.36|B|Performance
EXA2347|STU0018|COU0006|09/10/2023|7167.51|A|Call
INVALID_76|STU0013|COU0016|20-08-2022|-2703.24|F|Only
EXA2349|STU0020|COU0012|11/29/2024|20218.87|D|End
EXA2350|STU0013|COU0020|08-07-2024|17768.49|C|Turn
EXA2351|STU0005|COU0002|21/07/2024|9951.74|D|Successful
INVALID_11|STU0020|COU0010|2022-09-11|29293.15|B|West
EXA2353|STU0006|COU0008|04/29/2022|39824.27|D|Teach
EXA2354|STU0012|COU0017|03/03/2023|38055.85|C|Good
EXA2355|STU0016|COU0001|14-10-2022|33653.57|B|Investment
EXA2356|STU0012|COU0019|2023-10-28|9750.94|f|Point
EXA2357|STU0009|COU0009|05/20/2022|12696.18|F|Economy
INVALID_41|STU0015|COU0011|08/02/2023|9789.91|B|Television
EXA2359|STU0001|COU0002|21-12-2023|39328.37|F|Hear
EXA2304|STU0003|COU0016|18/12/2022||C|Full
EXA2361|STU0015|COU0005|20/12/2022|27584.93|D|Contain
EXA2362|STU0002|COU0002|14-03-2024|1882.22|A|Enter
EXA2363|STU0003|COU0003|29/05/2023|40701.81|d|May
EXA2364|STU0011|COU0019|2024-09-25|48778.97|F|Table
EXA2365|STU0006|COU0012|01/07/2024|13661.25|D|More
EXA2366|STU0011|COU0010|08/01/2022|28654.77|B|Stand
EXA2367|STU0019|COU0020|09-02-2022|41851.61|F|Happy
EXA2368|STU0003|COU0016|09-03-2023|36588.88|B|Rock
EXA2369|STU0012|COU0006|26/05/2022|21804.23|a|Statement
EXA2370|STU0013|COU0012|09/07/2024|41302.33|A|Shake
EXA2371|STU0004|COU0020|26/09/2022|46252.22|C|Despite
EXA2372|STU0005|COU0019|11/03/2022|43426.2|D|Strong
EXA2373|STU0016|COU0014|07/27/2024|42777.71|B|Every
EXA2374|STU0010|COU0010|06/08/2024|28301.62|B|At
EXA2375|STU0005|COU0019|01-06-2024|17093.84|A|Goal
EXA2376|STU0008|COU0014|04/27/2022|24592.85|F|Final
EXA2377|STU0017|COU0015|2024-10-20|19654.24|A|Article
EXA2378|STU0003|COU0007|02-12-2022|16976.79|F|Daughter
EXA2379|STU0010|COU0013|08/14/2024|25415.16|C|Rate
INVALID_6|STU0007|COU0014|23/09/2022|0|A|From
EXA2381|STU0013|COU0017|2024-08-28|26832.22|B|Night
EXA2382|STU0010|COU0014|2023-06-13|23084.0|F|Defense
EXA2383|STU0008|COU0019|2024-04-04|46721.37|F|Research
EXA2384|STU9999|COU0008|2023-01-06|4185.02|C|Data
EXA2385|STU0001|COU0011|06-06-2023|14304.88|a|Fish
EXA1612|STU0019|COU0011|09/19/2023|43685.55|A|Property
EXA2387|STU0019|COU0013|06/03/2023|11375.76|F|Gas
EXA2388|STU0019|COU0013|02/10/2023|22853.37|D|Rule
EXA2389|STU0005|COU0010|16/02/2022|42721.73|C|Control
EXA2390|STU0011|COU0017|22-06-2023|44219.53|B|Goal
EXA2391|STU0013|COU0005|13-04-2023|25547.74|A|Born
EXA2392|STU0009|COU0018|10-05-2024|49068.99|A|Rock
EXA2393|STU0011|COU0004|04/13/2022|3861.57|B|Daughter
INVALID_90|STU0002|COU0015|15-06-2024|46680.45|A|Or
EXA2395|STU0007|COU0004|06/05/2024|22835.24|D|Piece
EXA2396|STU0009|COU0007|22/01/2022|13352.21|D|Thought
EXA2397|STU0009|COU0006|2022-08-09|17258.55|C|Bank
EXA2398|STU0001|COU0010|02/01/2022|8265.05|B|Area
EXA2399|STU0008|COU0013|06/06/2024|30180.12|D|International
EXA2100|STU0015|COU0004|04/17/2022|9894.25|C|Nice
EXA2401|STU0009|COU0014|21/10/2023|15953.76|D|Result
EXA2402|STU0018|COU0012|02/11/2023|31047.09|A|Generation
EXA2403|STU0003|COU0006|2023-04-30|27399.33|B|Into
EXA2404|STU0017|COU0003|2022-06-11|15305.3|F|Manage
EXA2405|STU0003|COU0017|22/03/2023|43451.36|A|Wrong
EXA2406|STU0016|COU0017|2023-02-13|40445.33|F|Up
EXA2407|STU0006|COU0013|09/04/2024|36005.2|A|Question
EXA2408|STU0001|COU0014|19-06-2022|12099.77|B|So
EXA2409|STU0007|COU0014|04/06/2023|Five Hundred|D|It
EXA2410|STU0004|COU0012|2024-07-30|32057.08|C|Century
EXA2411|STU0020|COU0010|21/02/2022|18287.17|D|Professional
EXA2412|STU0011|COU0018|26-08-2022|22490.16|A|Alone
EXA2413|STU0002|COU0002|09/21/2022|Twenty Five Thousand|B|Wife
EXA2414|STU0012|COU0003|09-03-2024|Twenty Five Thousand|B|Enter
EXA2415|STU0009|COU0003|23-09-2022|35142.69|F|Worry
EXA2416|STU0004|COU0003|26-04-2024|11386.23|F|Up
EXA2417|STU0014|COU0008|15-04-2022|47635.76|B|Recently
EXA2418|STU0019|COU0002|11/12/2024|43883.79|D|Trip
EXA2419|STU0008|COU0020|09/01/2022|0|C|Choose
EXA2420|STU0004|COU0017|09/16/2022|30056.78|C|Seek
EXA2421|STU0006|COU0007|10/12/2024|40523.26|C|Table
EXA2422|STU0014|COU0011|01-04-2022|49115.86|D|Thousand
EXA2423|STU0004|COU0017|2022-09-22|8303.19|C|Card
EXA2424|STU0014|COU0002|2022-06-08|27439.66|C|Spring
EXA2425|STU9999|COU0019|21-02-2022|10154.74|A|Listen
EXA2426|STU0006|COU0009|09/12/2024|35805.83|C|Apply
EXA2427|STU0002|COU0005|2024-01-24|47555.38|C|Protect
EXA2428|STU0011|COU0011|16/04/2022|44319.46|B|Thing
EXA2429|STU0006|COU0010|29-10-2023|20814.08|D|Similar
EXA2430|STU0001|COU0015|02/03/2022|37358.01|F|Traditional
EXA2431|STU0007|COU0018|09-04-2022|38640.88|A|Despite
EXA2432|STU0010|COU0011|07/15/2024|18945.87|A|Read
EXA2433|STU0008|COU0014|06/09/2024|39017.92|B|Hour
EXA2434|STU0003|COU0005|17-07-2024|36350.22|F|Ability
EXA2435|STU0020|COU0002|2024-07-31|21404.67|A|Two
EXA2436|STU0001|COU0001|15/10/2023|7542.59|B|Blue
EXA2437|STU0012|COU0003|20-11-2022|9178.7|B|Voice
EXA2438|STU0003|COU0013|22/03/2022|17943.74|F|Reason
EXA2439|STU0002|COU0017|03-10-2024|11630.71|B|Media
EXA2440|STU0013|COU0012|2022-06-23|42553.99|A|Mr
EXA2441|STU0017|COU0003|2024-01-29|40571.33|A|Activity
EXA2442|STU0009|COU0010|2022-07-27|14917.22|C|Say
EXA2443|STU0007|COU0014|2022-01-10|12015.18|F|Main
INVALID_86|STU9999|COU0010|2023-12-28|35640.99|b|Dog
EXA2445|STU0008|COU0005|21/09/2023|Twenty Five Thousand|C|Sign
EXA2446|STU0020|COU0011|24-09-2024|40143.94|F|Similar
EXA2447|STU0004|COU0003|02/01/2023|46386.25|A|Also
EXA2448|STU0007|COU0013|08/02/2022|46612.51|B|Think
EXA2094|STU0012|COU0017|22/02/2024|23666.96|D|Whether
EXA2450|STU0005|COU0001|18/06/2023|7431.81|D|Interest
EXA2451|STU0011|COU0017|28-10-2023||D|Different
EXA2452|STU0017|COU0013|13-10-2024|30353.46|c|Thank
EXA2453|STU0016|COU0002|09/02/2024|18458.2|B|Oil
EXA2454|STU0018|COU0013|16-06-2024|43373.81|C|Without
EXA2455|STU0020|COU0016|09/07/2022|Ten Thousand|B|Establish
EXA2456|STU0011|COU0010|2022-06-17|15779.31|C|Little
EXA2457|STU0015|COU0014|2024-07-21|-3136.12|A|Wish
EXA2458|STU0012|COU0005|10/25/2024|25780.37|D|Various
EXA2459|STU0004|COU0006|07-04-2022||C|Better
EXA2460|STU0013|COU0015|07/22/2023|12238.25|C|Kind
EXA2461|STU0011|COU0002|04-07-2024|12191.82|F|Teacher
EXA2462|STU0011|COU0006|2023-01-29|47583.08|A|Probably
EXA2463|STU0002|COU0002|02/25/2023|17746.6|B|Choice
EXA2464|STU0016|COU0018|2023-07-20|22955.14|F|News
EXA2465|STU0011|COU0004|13-06-2022|2481.12|B|Address
EXA2466|STU0008|COU0004|28-02-2022|14486.77|D|Development
EXA2467|STU0013|COU0001|25-05-2022|27143.57|C|Call
EXA2468|STU0012|COU0013|28/10/2023|11734.48|d|Cup
EXA2469|STU0017|COU0009|14-06-2024|26521.52|d|Practice
EXA2470|STU0008|COU0009|03/21/2023|30991.74|C|Capital
EXA2471|STU0005|COU0016|2023-05-08|13518.44|C|Left
EXA2472|STU0020|COU0011|04/12/2022|38563.86|F|Eye
EXA2473|STU0009|COU0014|06/02/2022|7288.81|b|Present
EXA2474|STU0016|COU0004|21-03-2022|46506.47|B|Visit
EXA2475|STU0012|COU0005|03/05/2023|30310.03|A|Your
EXA2476|STU0018|COU0002|01/24/2024|43711.9|A|Congress
EXA2477|STU0016|COU0002|05/07/2024|38425.48|C|Shoulder
EXA2478|STU0014|COU0014|12-05-2024|31771.07|F|Still
EXA2479|STU0003|COU0008|06/18/2024|1740.58|D|Information
EXA2480|STU0010|COU0018|09-01-2023|35795.68|D|Maintain
EXA2481|STU0010|COU0020|23-12-2022|9517.66|A|Simply
EXA2482|STU0015|COU0001|01-06-2022|22352.05|D|War
EXA2483|STU0008|COU0008|2022-02-12|48850.66|C|Building
EXA2484|STU0017|COU0007|2022-12-26|3610.92|D|Certainly
EXA2485|STU0013|COU0009|22-11-2022|33136.5|C|Process
EXA2486|STU0008|COU0016|12/27/2024|48578.03|A|Fill
EXA2487|STU0002|COU0001|05/13/2022|11757.4|F|It
EXA2488|STU0015|COU0015|21/09/2022|47246.54|D|Your
EXA2489|STU0011|COU0019|01-09-2024|6663.16|B|Foot
EXA2490|STU0011|COU0004|09/21/2022|35244.69|F|View
EXA2491|STU0011|COU0006|2024-02-16|42268.09|C|Music
EXA2492|STU0013|COU0020|2022-04-30|45052.82|D|Page
EXA2493|STU0009|COU0006|14/11/2024|43196.04|C|Would
EXA2494|STU0016|COU0004|07/10/2024|11010.18|B|Half
EXA2495|STU0015|COU0018|08/19/2024||F|Admit
EXA0853|STU0004|COU0014|16-07-2024|41498.95|D|Indeed
EXA2497|STU0001|COU0003|07-11-2024|24671.28|D|Example
EXA2498|STU0003|COU0006|24-02-2022|28860.17|A|Cost
EXA2499|STU0015|COU0010|06/09/2024|0|A|Spring
EXA2500|STU0005|COU0017|06-10-2022|28557.74|B|Treat
EXA2501|STU0020|COU0010|29-03-2023|33329.32|D|Population
EXA2502|STU0020|COU0015|02/28/2022|28666.43|B|Hard
EXA2503|STU0002|COU0007|10/16/2023|32593.37|D|Travel
EXA2504|STU0014|COU0001|02/15/2023|37071.53|B|Concern
EXA2505|STU0020|COU0011|13-06-2024|3431.19|B|Note
EXA2506|STU0006|COU0010|01/08/2024|5025.2|b|Science
EXA2507|STU0010|COU0009|17/01/2024|44537.5|A|Painting
EXA2508|STU0017|COU0005|2022-12-20|6819.96|A|Building
EXA2509|STU0002|COU0007|01-11-2022|27067.02|F|Arm
EXA2510|STU0007|COU0008|2022-03-27|44393.61|B|Expect
EXA2511|STU0014|COU0018|10/15/2022|15276.51|A|Mrs
EXA2512|STU0011|COU0011|2024-01-23|9911.88|b|Answer
EXA2513|STU0008|COU0016|2023-05-13|22851.02|B|Station
EXA2514|STU0005|COU0016|05/25/2022|20359.26|C|Energy
EXA2515|STU0001|COU0015|09/03/2024|39793.41|C|Him
EXA2516|STU0002|COU0001|05/14/2023|10885.98|D|Yes
EXA2517|STU0005|COU0017|08/10/2022|23236.86|F|Hospital
EXA2518|STU0008|COU0010|2023-05-20|7432.34|B|Only
EXA0025|STU0017|COU0006|18-07-2022|16096.31|B|Year
EXA2520|STU0005|COU0004|25-10-2023|36364.28|C|Former
EXA2521|STU0017|COU0008|2023-04-02|4396.92|D|Should
EXA2522|STU0016|COU0019|02-12-2023|7894.02|D|Something
EXA2523|STU0008|COU0019|12/21/2024||F|Summer
EXA2524|STU0013|COU0001|24/09/2022|30946.73|A|Pretty
EXA2525|STU0005|COU0009|2023-05-16||F|Knowledge
EXA2526|STU0008|COU0010|09/01/2022|2506.59|B|New
EXA2527|STU0009|COU0012|2022-07-30|20491.19|A|Better
EXA0982|STU0015|COU0011|11/08/2023|25374.39|C|Why
EXA2529|STU0008|COU0015|06/19/2024||C|Trip
EXA2530|STU0014|COU0015|02/04/2024|49234.44|D|Discuss
EXA2531|STU0010|COU0012|06/03/2024|6231.71|C|Newspaper
EXA2532|STU0017|COU0004|10/01/2024|38409.09|D|Edge
EXA2533|STU0020|COU0002|07/04/2023|39237.82|F|Once
EXA2534|STU0001|COU0017|27-04-2023|37878.84|D|About
EXA2535|STU0002|COU0008|12/05/2023|6387.01|A|Administration
EXA2536|STU0018|COU0014|27-10-2022|19381.36|c|Any
EXA2537|STU0008|COU0020|31-10-2024|7093.3|F|Study
EXA2538|STU0014|COU9999|2024-03-01|7120.03|B|Economy
EXA2539|STU9999|COU9999|11/01/2022||C|Stock
EXA2540|STU0014|COU0013|16-09-2024|40280.62|C|Walk
EXA2541|STU0017|COU0007|2023-12-07|3296.91|A|Safe
EXA2542|STU0006|COU0013|2024-03-07|14730.1|B|Article
EXA2543|STU0011|COU0006|04/23/2022|46515.5|B|Guess
EXA1302|STU9999|COU0015|02/23/2023|42801.44|C|Administration
EXA2545|STU0018|COU0009|18/12/2022|34593.27|D|Those
EXA2546|STU0016|COU0005|09/24/2022|20158.14|C|Cost
EXA2547|STU0020|COU0020|04/04/2024|21871.02|C|Improve
EXA2548|STU0007|COU0007|2022-02-26|39543.02|C|Song
EXA2549|STU0003|COU0013|13-05-2023||D|Ago
EXA2550|STU0020|COU0006|10/09/2024|37736.27|C|So
EXA2551|STU0020|COU0003|2023-06-30|24284.54|D|Provide
EXA2552|STU0011|COU0014|11/15/2024|40417.98|B|Control
EXA2553|STU0010|COU0002|2023-11-13|43195.99|F|Well
EXA2554|STU9999|COU0009|11-09-2024|43754.53|C|Meet
EXA2555|STU0003|COU0007|2024-06-04|46143.01|F|Best
EXA2556|STU9999|COU0002|29-03-2024|49023.9|C|Tree
EXA2557|STU0015|COU0016|09-01-2022|46787.33|D|Sign
EXA2558|STU0001|COU0009|2023-09-06|16232.24|B|Reveal
EXA2559|STU0011|COU0005|02/02/2024|6157.65|C|Argue
EXA2560|STU9999|COU0005|06-07-2022|14358.51|A|Cause
EXA2561|STU9999|COU0006|2024-04-11|29878.41|A|Year
EXA2562|STU0016|COU0020|20-08-2023|16573.19|C|Ten
EXA2563|STU0016|COU0004|03-07-2023|4048.32|F|Inside
EXA2564|STU0009|COU0019|02-05-2022|28752.67|A|Rise
EXA2565|STU0017|COU0012|07/09/2022|5666.13|D|Bill
EXA2566|STU0004|COU0013|2024-09-23|37080.73|B|Everything
EXA2567|STU0018|COU0012|14/01/2022|7806.56|A|Court
EXA2568|STU9999|COU0003|2022-07-22|48759.65|C|Mr
EXA2569|STU0019|COU0019|29-09-2022|0|C|Poor
EXA2570|STU0001|COU0013|02/02/2024|29709.93|a|One
EXA2571|STU9999|COU0004|11/21/2023|10215.21|F|Base
EXA2572|STU0010|COU0010|12-07-2023|17335.08|D|Want
EXA2573|STU0018|COU0008|2023-12-06|30034.18|F|Good
EXA2574|STU0007|COU0001|05/06/2024|13116.6|B|However
EXA2575|STU0016|COU0007|28-11-2023|23290.81|C|Future
EXA2576|STU0003|COU0004|10-01-2022|38154.47|D|Consider
EXA2577|STU0015|COU0006|08-07-2023|30817.03|b|Nearly
INVALID_25|STU0010|COU0016|03/10/2022|38670.23|C|Himself
INVALID_82|STU0006|COU0007|2023-07-13|44658.67|A|Dog
EXA2580|STU0007|COU0006|26-08-2023||C|Public
EXA2581|STU0013|COU0013|2022-09-16|47018.78|C|Strategy
EXA2582|STU0019|COU0014|02/21/2022|2723.29|C|Before
EXA2583|STU0011|COU0020|22/08/2022|1900.18|C|Offer
EXA2584|STU0007|COU0012|22/05/2023|2998.7|B|Particularly
EXA2585|STU0016|COU0014|10-08-2022|14041.77|C|Rest
EXA2586|STU0005|COU0010|12/01/2022|Twenty Five Thousand|C|Million
EXA2587|STU0015|COU0009|2023-06-15|32209.21|F|Least
EXA2588|STU0005|COU0004|01/01/2024|2099.36|C|Important
EXA2589|STU0012|COU0011|25-06-2023|-2680.71|D|Score
EXA2590|STU0007|COU0020|12/08/2022|21345.11|C|House
EXA2591|STU0007|COU0018|01/18/2022|22798.63|C|Laugh
EXA1902|STU0012|COU0012|2024-04-03|21824.09|C|Foot
EXA2593|STU0004|COU0008|31/07/2022|12610.75|D|Read
EXA2594|STU0010|COU0014|15-06-2022|38417.93|F|Floor
EXA2595|STU0004|COU0006|06-10-2024|35409.0|C|Road
EXA2596|STU0005|COU0006|29-01-2023|48233.9|A|Task
EXA2597|STU0018|COU0012|18/07/2024|22633.34|C|Call
EXA2598|STU0006|COU0006|06/08/2022|27075.32|D|Common
EXA2599|STU0010|COU0005|14-04-2023|9296.62|d|Full
INVALID_88|STU0011|COU0006|2024-10-14|47897.41|A|Great
EXA2601|STU9999|COU0004|12/01/2024|36166.08|F|I
EXA2602|STU0007|COU0015|16-11-2024|40080.21|c|Set
EXA2603|STU0007|COU0015|09-02-2022|24644.4|D|Until
EXA2604|STU0003|COU0017|11-02-2023|26469.66|A|Upon
EXA2605|STU0010|COU0012|07-12-2022|48207.04|C|Leader
EXA2606|STU0016|COU0003|06/09/2023|43536.48|D|Spend
EXA2607|STU0011|COU0019|12/30/2023|22257.97|D|Edge
EXA2608|STU0018|COU0019|19-01-2024|1297.2|b|Amount
EXA2609|STU0013|COU0020|2022-03-16|44163.56|B|High
EXA2610|STU0007|COU0001|07/13/2024|8071.19|D|Bad
EXA2611|STU0008|COU0013|14/09/2023|28870.27|D|Professor
EXA0170|STU0002|COU0009|12-11-2023|6484.79|C|Inside
EXA2613|STU0004|COU0004|02-12-2023|30998.79|C|Take
EXA2614|STU0013|COU0014|2022-03-21|Ten Thousand|B|Never
EXA2615|STU0005|COU0017|14/12/2023|Twenty Five Thousand|B|Fast
EXA2616|STU0001|COU0018|04/01/2022|16081.29|F|Us
EXA2617|STU0002|COU0017|2024-02-11|19686.0|D|Reduce
EXA2618|STU0016|COU0009|23-08-2023|11273.33|B|Debate
EXA2619|STU0009|COU0010|2023-11-23|11387.95|D|Provide
EXA2620|STU0001|COU0001|27/10/2023|16901.78|A|Against
EXA2621|STU0001|COU9999|05/22/2024|1104.05|B|People
EXA2622|STU0003|COU0010|04/03/2024|4568.66|D|Baby
EXA2623|STU0013|COU0015|2024-11-05|34441.05|A|Specific
EXA2624|STU0009|COU0020|2022-06-24|4498.14|D|Wear
EXA2625|STU0008|COU0018|26/11/2022|13993.11|D|None
EXA2626|STU0015|COU9999|2022-08-07|4608.59|F|Factor
EXA2627|STU0002|COU0011|2024-10-16|26739.74|B|Reflect
EXA2628|STU0007|COU0002|21-10-2023|1305.07|F|International
EXA2629|STU0019|COU0016|12/28/2024|1983.82|A|Alone
EXA2630|STU0002|COU0009|13-01-2024|7916.08|C|Film
EXA2631|STU0015|COU0004|07/07/2024|0|F|Interview
EXA2632|STU0017|COU0014|26-04-2024|15354.41|F|Pay
EXA2633|STU0019|COU0003|2024-06-22|0|D|Population
EXA2634|STU0011|COU0007|2022-11-30|29531.25|C|Ground
EXA2635|STU0006|COU0005|2022-12-01|20760.58|F|Executive
EXA2636|STU0010|COU0003|02/28/2022|46513.76|A|We
EXA2637|STU0020|COU0020|2022-10-06|31923.66|D|Ahead
EXA2638|STU0018|COU0018|2023-09-07|-4568.32|A|While
EXA2639|STU0004|COU0020|20/04/2024|1123.85|A|Hard
EXA2640|STU0005|COU0018|2022-09-10|26180.26|C|Expert
EXA2641|STU0002|COU0002|2023-08-29|43260.74|F|He
EXA2642|STU0016|COU0019|14/10/2023|1975.76|B|Guy
EXA2643|STU0004|COU0014|2022-11-24|26228.32|A|Candidate
EXA2644|STU0017|COU0010|01/12/2024|35087.82|A|Whole
EXA2645|STU0012|COU0003|18-05-2022|5620.33|F|Traditional
EXA2646|STU0008|COU0008|11/08/2023|23513.81|D|Finally
EXA2647|STU0019|COU0020|31-12-2022|33944.66|C|Single
EXA2648|STU0001|COU0018|03/12/2024|13820.63|B|Pick
EXA2649|STU0020|COU0009|16/04/2022|24528.39|D|World
EXA2650|STU0008|COU0002|2023-04-14|35921.81|C|Field
EXA1063|STU0014|COU0006|15-09-2024|32225.84|A|Time
EXA2652|STU0012|COU0010|17-11-2022|13156.71|F|Land
EXA2653|STU0017|COU0018|04/10/2022|43981.97|D|Back
EXA2654|STU0005|COU0014|16/09/2022|-3665.14|B|There
EXA1738|STU0002|COU0006|07-02-2023|34598.65|C|Message
EXA1324|STU0002|COU0017|2024-10-17|14167.86|D|Eye
EXA2657|STU9999|COU0020|01/07/2022|30214.42|F|Laugh
EXA2658|STU0012|COU0011|2023-04-03|41541.29|A|Foot
EXA2659|STU0016|COU0007|2022-09-06|32337.92|D|Would
EXA2660|STU0004|COU0018|04/22/2022|15777.68|D|Girl
EXA2661|STU0014|COU0019|06/07/2023|6424.87|D|Address
EXA2662|STU0001|COU0020|01/02/2024|19384.71|C|Summer
EXA2663|STU0006|COU0020|10-02-2023|44346.68|A|Agreement
EXA2664|STU0018|COU0018|12/08/2022|20244.74|D|Data
EXA2665|STU0015|COU0005|05/07/2023|2527.92|C|It
EXA2666|STU0013|COU0011|28/04/2022|38523.53|B|Good
EXA2667|STU0015|COU0013|11-12-2022|28808.7|D|Fear
EXA2668|STU0002|COU0010|2022-05-26|27600.46|C|Course
EXA2669|STU0017|COU0012|04/14/2022|19011.66|F|Matter
EXA2670|STU0008|COU0008|16-10-2022|Twenty Five Thousand|C|Others
EXA2671|STU0005|COU0012|06/11/2023|4334.47|A|Leg
EXA2672|STU0014|COU0011|02/03/2024|46463.0|D|Son
INVALID_6|STU0014|COU0017|08/20/2023|49558.23|F|Education
EXA2674|STU0004|COU0006|12/14/2023|29715.99|A|Wear
EXA2675|STU9999|COU0014|09/29/2022||D|Clearly
EXA2676|STU0020|COU0016|01/06/2022|Five Hundred|c|Blood
EXA2677|STU0018|COU0004|03/09/2022|25550.88|C|Force
EXA2678|STU0002|COU0006|01-07-2024|25507.33|A|So
EXA2679|STU0013|COU0020|12/01/2022|19163.28|D|Natural
EXA2680|STU0015|COU0005|02/06/2024||B|School
EXA2681|STU0008|COU0005|03-09-2022|23622.83|B|Hair
EXA2682|STU0015|COU0004|03/06/2024|17517.92|B|Themselves
EXA2683|STU0007|COU0020|2022-01-07|18646.39|C|Guess
EXA2684|STU0005|COU9999|16-05-2023|28951.39|B|Upon
EXA2685|STU0002|COU0011|04/04/2022|20193.94|B|Indicate
EXA2686|STU0002|COU0019|2023-02-25|3347.83|D|Too
EXA2687|STU0017|COU0004|26-09-2024|42528.71|D|Position
EXA2688|STU0012|COU0015|08/09/2023|11130.95|F|Unit
EXA2689|STU0004|COU0002|12-12-2023|40836.65|C|Board
EXA2690|STU0004|COU0008|21-10-2023|32287.96|F|Event
EXA2691|STU0010|COU0016|02-06-2023|22879.12|D|Amount
EXA2692|STU0007|COU0015|2024-10-19|9878.11|A|When
EXA2693|STU0004|COU0014|10/21/2022|42000.08|C|Be
EXA2694|STU0012|COU0008|2024-01-26|6295.14|B|Key
EXA2695|STU0014|COU0009|01/01/2022|12538.95|A|Couple
EXA2696|STU0009|COU0003|2023-07-04|0|D|Everything
EXA2697|STU0014|COU0006|12/28/2022|33805.55|A|Late
INVALID_97|STU9999|COU0010|06/12/2024|45970.12|B|Suggest
EXA1209|STU0016|COU0016|21/04/2022|38835.12|A|Study
EXA2700|STU0008|COU0010|15/12/2023|6372.88|C|Meeting
EXA0775|STU0010|COU0007|2022-10-15|1973.91|B|City
EXA0152|STU0003|COU0002|29-11-2024|12831.83|C|Member
EXA2703|STU0006|COU0010|17/05/2022|Ten Thousand|B|Hair
EXA2704|STU0019|COU0001|24/04/2023|24029.27|A|Majority
EXA2705|STU0016|COU0007|26-05-2024|13919.67|C|Large
EXA2706|STU0018|COU0004|03/02/2023|43496.78|A|Other
EXA2707|STU0002|COU0017|05/01/2024|43007.59|F|Provide
EXA2708|STU0008|COU0013|2023-12-25|44281.74|C|Different
EXA2709|STU0015|COU0018|30/09/2023|45771.46|B|North
EXA2710|STU0009|COU0014|2023-12-07|30614.62|B|Close
EXA2711|STU0020|COU0014|14/04/2022|38189.6|A|Through
INVALID_37|STU0002|COU0005|07/21/2023|42524.92|B|Floor
EXA2713|STU0015|COU0019|22-12-2022|9396.13|F|Author
EXA2714|STU0018|COU0011|19/03/2022|7491.21|F|Case
EXA2715|STU0002|COU0008|12/06/2023|44798.38|C|Less
EXA2716|STU0002|COU0011|2023-10-27|25624.41|A|Report
EXA2717|STU0017|COU0008|01/01/2023|9713.03|C|Science
EXA2718|STU0016|COU0003|09-06-2022|31868.26|F|Firm
EXA2719|STU0002|COU9999|06/01/2024|Five Hundred|C|Manage
EXA2720|STU0012|COU0014|08/08/2023|49901.02|F|Others
EXA2721|STU0012|COU0013|11/28/2022|-3505.77|D|Do
EXA2722|STU0016|COU0012|03/06/2024|9242.74|C|Technology
EXA2723|STU0003|COU0007|2022-01-04||A|Song
EXA2724|STU0012|COU0018|2023-09-12|49733.53|D|Either
EXA2725|STU0010|COU0005|12/07/2023|27535.21|C|Enjoy
EXA2726|STU0012|COU9999|04/01/2024|22723.66|B|Drop
EXA2727|STU0014|COU0010|15-08-2022|49787.68|A|Pattern
EXA2728|STU9999|COU0008|01/06/2023|24082.21|B|They
EXA2729|STU0009|COU0008|10/03/2024|5655.45|D|Care
EXA2730|STU0001|COU0002|10/18/2022|35883.15|F|Foot
EXA2731|STU0005|COU9999|05-06-2024|46859.73|C|Final
EXA2732|STU0001|COU0015|01/02/2024|13733.98|C|Voice
EXA1848|STU0010|COU0010|30-01-2023|27458.19|D|Red
EXA2734|STU0003|COU0005|19/07/2023|32911.89|A|Purpose
EXA2735|STU0004|COU0001|06/20/2023|16893.71|A|Today
EXA2736|STU0019|COU0011|05-12-2023|43815.56|b|Firm
EXA2737|STU0018|COU0009|11/01/2024|28177.35|C|Issue
INVALID_88|STU0006|COU0002|03/01/2024|11534.06|a|Election
EXA2739|STU0011|COU0009|27-09-2023|8361.13|C|Leader
EXA2740|STU0013|COU0020|24/03/2024|49795.06|C|Individual
EXA2741|STU0006|COU0011|01/17/2023|31018.85|B|Law
EXA2742|STU0001|COU0019|20-04-2022|7572.59|F|Early
EXA2743|STU0010|COU0005|12-04-2023|10845.77|A|Church
EXA2744|STU0007|COU0017|16-10-2022||D|Nearly
EXA2745|STU0001|COU0018|05/24/2024|46503.9|D|Occur
EXA2746|STU9999|COU0006|07/13/2024|38250.3|A|Wear
EXA2747|STU0019|COU9999|2024-09-16|46734.22|B|Want
EXA2748|STU0018|COU0001|21/10/2022|0|A|Culture
EXA2749|STU0019|COU0015|12-07-2022|19624.9|F|During
