OrderID|CustomerID|ProductID|OrderDate|Quantity|TotalAmount|Status
ORD2359|CUS0002|PRO0006|03/16/2024|170|42777.95|Pending
ORD2360|CUS0018|PRO0001|07/01/2024|169|20128.87|Cancelled
ORD2361|CUS0006|PRO0018|17-09-2024|118|42904.39|Pending
ORD2362|CUS0018|PRO0004|03/20/2022|0|44075.46|Returned
ORD2363|CUS0014|PRO9999|13/03/2022|246|33132.17|Pending
ORD2364|CUS0020|PRO0014|29/03/2022|58|5080.11|Cancelled
ORD2365|CUS0015|PRO0014|22/12/2023|174|38568.49|Delivered
ORD2366|CUS0002|PRO0015|04/18/2022|4|32042.45|Delivered
ORD2367|CUS0019|PRO0017|2024-10-17|190|11833.15|Cancelled
ORD2368|CUS0006|PRO0010|24-02-2023|70|10279.75|Delivered
ORD2369|CUS0010|PRO0005|01-06-2022|272|16878.33|delivered
INVALID_10|CUS0019|PRO0008|06/05/2023|61|20838.07|Cancelled
ORD2371|CUS0006|PRO0008|01-09-2024|200|35991.26|Delivered
ORD2372|CUS0016|PRO0010|06/22/2022|132|36260.61|Returned
ORD2373|CUS0006|PRO0015|11/08/2024|231|13614.05|cancelled
ORD2374|CUS0010|PRO0001|13/09/2022|285|41652.94|Delivered
ORD2375|CUS0018|PRO0016|05/29/2023|288|30304.24|Returned
ORD2376|CUS0010|PRO0002|02/06/2022|253|30340.86|Cancelled
ORD2377|CUS0014|PRO0006|2023-09-09|132|-4618.29|Pending
ORD2378|CUS0019|PRO0020|20/06/2022|141|15683.17|Pending
ORD2379|CUS0006|PRO0013|2024-07-29|97|46727.23|delivered
ORD2380|CUS0015|PRO0006|01/22/2023|110|12207.87|Pending
ORD0586|CUS0016|PRO0017|26-07-2022|256|49743.49|Cancelled
ORD2382|CUS0010|PRO0017|10-07-2022|56|24233.47|Pending
ORD2383|CUS0006|PRO0002|05/23/2022|137|44389.78|Delivered
ORD2384|CUS0015|PRO0013|26-03-2024|10|29689.39|Returned
ORD2385|CUS9999|PRO0012|11/27/2023|213||Delivered
ORD2386|CUS0018|PRO0012|23-11-2022|126|30445.63|Cancelled
ORD2387|CUS9999|PRO0015|07-05-2023|235|34283.71|Cancelled
ORD2388|CUS0006|PRO0006|02/12/2024|94|20987.65|Returned
ORD2389|CUS0002|PRO0016|04/16/2023|279|40940.66|Returned
ORD2390|CUS0014|PRO0004|06/22/2022|180|15943.98|Returned
ORD2391|CUS0011|PRO0005|11-11-2022|297|8850.21|Pending
ORD2392|CUS0016|PRO0015|29-03-2023|121|7025.37|Cancelled
ORD2393|CUS0011|PRO0001|25/01/2024|175|42410.06|Cancelled
ORD2394|CUS9999|PRO0018|04/09/2022|259|12743.82|Pending
ORD2395|CUS0019|PRO0004|01/21/2022|180|30890.95|Pending
ORD2396|CUS9999|PRO0002|2024-07-18|150|20070.79|Cancelled
ORD2397|CUS0011|PRO0015|20/05/2022|56||Pending
ORD2398|CUS0012|PRO0014|27/06/2024|93|8297.59|Pending
ORD2399|CUS0005|PRO9999|27-02-2023|139|20913.37|Delivered
ORD2400|CUS0016|PRO0020|04/01/2024|229|-3004.48|Returned
ORD2401|CUS0002|PRO0014|01/30/2023|187||CANCELLED
ORD2402|CUS0017|PRO0003|09/16/2023|175||Returned
ORD2403|CUS0010|PRO0001|03/03/2022|67|11216.2|Delivered
ORD2404|CUS0009|PRO0016|2024-12-23|193||Returned
ORD2405|CUS0003|PRO0005|03/03/2022|104|9479.73|Pending
ORD0090|CUS9999|PRO0011|2024-10-01|245|31455.9|Delivered
ORD2407|CUS0015|PRO0004|2024-08-28|202|33594.21|RETURNED
ORD2408|CUS0004|PRO0018|05/10/2024|254|28649.2|Returned
ORD2409|CUS0014|PRO0010|02/19/2022|176|7613.78|Pending
ORD2410|CUS0008|PRO0006|01-06-2022|233|0|DELIVERED
ORD2411|CUS0001|PRO0020|08/04/2023|291|40379.91|Delivered
ORD2412|CUS0020|PRO0002|2024-04-07|100|5900.19|Delivered
ORD2413|CUS0003|PRO0002|15/09/2024|255|5449.62|Pending
ORD2414|CUS0004|PRO0006|22/08/2024|9999|38787.68|Cancelled
ORD2415|CUS0018|PRO0013|03/04/2023|261|10637.13|Pending
ORD2416|CUS0018|PRO0004|03-04-2024|50|11041.89|Pending
ORD2417|CUS0003|PRO9999|11-10-2023|25|0|Cancelled
ORD2418|CUS0002|PRO0002|28-12-2022|200|26391.71|Returned
ORD1945|CUS0003|PRO0001|2024-02-11|58|2361.93|Delivered
ORD2420|CUS0020|PRO0019|12/04/2024|12|18673.22|Pending
ORD2421|CUS0010|PRO0003|05/07/2023|250|33789.0|Delivered
ORD2422|CUS0006|PRO0020|28/04/2024|102|20956.67|Delivered
ORD2423|CUS0011|PRO0002|09-02-2022|281|13990.53|Delivered
ORD2424|CUS0011|PRO0018|03-09-2022|136|39791.76|CANCELLED
ORD2425|CUS0020|PRO0011|09/08/2022|141|35647.73|Pending
ORD2426|CUS0013|PRO0006|16-02-2023|231|45816.43|cancelled
ORD2427|CUS0020|PRO0002|28-09-2022|168|30692.53|Delivered
ORD0907|CUS0018|PRO0005|08-11-2024|272|48900.08|Returned
ORD2429|CUS0018|PRO0004|2022-11-20|158|10469.88|Pending
ORD2430|CUS9999|PRO0012|2022-11-14|229|22869.13|Delivered
ORD2431|CUS0002|PRO0007|2024-06-16|285|45481.07|Cancelled
ORD2432|CUS0009|PRO0008|2024-02-23|107|6532.96|Cancelled
ORD2433|CUS0011|PRO0006|10/03/2024|271|30746.04|Pending
ORD2434|CUS0010|PRO0019|27/07/2024|73|48362.63|Delivered
ORD2435|CUS0002|PRO0006|2024-04-16|171|45629.33|Returned
ORD0947|CUS0006|PRO0001|06-12-2024|176|13204.82|RETURNED
ORD2437|CUS0012|PRO0017|07/04/2023|185|8463.81|Delivered
ORD2438|CUS0011|PRO0003|01-06-2022|85|33105.16|Delivered
ORD2439|CUS0011|PRO0001|05/26/2023|3|19940.67|Delivered
ORD2440|CUS0003|PRO0002|22/09/2022|198|21423.97|Returned
ORD2441|CUS0014|PRO0015|29/11/2024|48|5979.35|Pending
ORD2442|CUS0006|PRO0009|12/09/2023|150|8774.12|Pending
ORD2443|CUS0009|PRO0007|2023-09-17|90|6575.59|Returned
ORD2444|CUS0018|PRO0013|25-11-2023|79|Five Hundred|Returned
ORD2445|CUS0020|PRO0008|19-06-2023|115|12731.81|Returned
ORD2446|CUS0011|PRO0003|09/11/2024|167|26644.24|Cancelled
ORD2447|CUS0016|PRO0005|26/06/2024|128|24528.53|Returned
ORD2448|CUS0019|PRO0017|2024-05-18|130|20442.64|Returned
ORD2449|CUS0008|PRO0011|04-03-2022|99|40671.78|Cancelled
ORD2450|CUS0009|PRO0009|20-11-2022|237|15710.17|Delivered
ORD2451|CUS0018|PRO0009|09/25/2023|158|11000.41|Cancelled
ORD2452|CUS0008|PRO0001|12/27/2024|44|49896.91|Pending
ORD2453|CUS0003|PRO0019|15-05-2022|287|20288.99|Pending
ORD2454|CUS0001|PRO0008|06-08-2022|32|13630.14|Returned
ORD2455|CUS0016|PRO0018|2022-08-26|253|0|Returned
ORD2456|CUS0017|PRO0013|04/01/2023|169|29548.87|cancelled
ORD2457|CUS9999|PRO0017|23/11/2024|263|35850.59|Pending
ORD2458|CUS0020|PRO0008|05/30/2022|177|29556.96|Pending
INVALID_13|CUS0016|PRO0020|12/24/2022|37|4555.03|Returned
ORD2460|CUS0019|PRO0020|15/08/2023|254|3231.1|Pending
ORD2461|CUS0006|PRO0018|01/06/2022|168|47733.37|Cancelled
ORD2201|CUS0018|PRO0013|28/02/2022|82|42829.31|Returned
ORD2463|CUS0005|PRO0014|2024-02-07|260|23014.84|Cancelled
ORD2464|CUS0014|PRO0009|2022-03-08|8|4739.86|PENDING
ORD2465|CUS0013|PRO0001|2024-04-04|281|12919.63|Delivered
ORD2466|CUS0011|PRO0017|07/04/2024|12|29132.04|Cancelled
ORD2467|CUS0008|PRO0011|09/05/2022|204|30591.56|Returned
ORD2468|CUS0011|PRO0009|27-06-2023|259|22637.58|Pending
ORD2469|CUS0015|PRO0019|07/20/2022|211|32949.88|Pending
ORD2470|CUS0001|PRO0019|21-01-2022|147|21033.28|Returned
ORD2471|CUS0002|PRO0005|16/07/2024|117|28100.38|Delivered
ORD2472|CUS0010|PRO0004|06/25/2022|176|45776.35|Delivered
INVALID_64|CUS0011|PRO0013|05/01/2024|108|42943.18|Cancelled
ORD2474|CUS0019|PRO0007|07-12-2023|294|18286.26|Cancelled
ORD2475|CUS0001|PRO0010|12/10/2024|209||Pending
ORD2476|CUS0016|PRO0013|13/04/2024|259|40368.32|Delivered
ORD2477|CUS0001|PRO0007|04/15/2023|125|23266.15|Returned
ORD2478|CUS0012|PRO0008|07-12-2022|11|38316.95|Returned
ORD2479|CUS0003|PRO0004|31-03-2024|106|-584.07|Cancelled
ORD2480|CUS0015|PRO0005|2024-03-04|157|Five Hundred|Returned
ORD2134|CUS0008|PRO0011|13-08-2023|99|48839.96|Delivered
ORD2482|CUS0007|PRO9999|22-11-2024|150|37020.59|Returned
ORD2483|CUS0002|PRO0007|01/08/2023|113|8200.52|Pending
ORD2484|CUS0001|PRO0017|2022-02-22|6|3379.33|Delivered
ORD2485|CUS0010|PRO0008|17-09-2022|151|14825.74|Returned
ORD2486|CUS0010|PRO0010|2022-03-16|75|44710.23|CANCELLED
ORD2487|CUS0003|PRO0011|04/07/2023|28|6795.15|Returned
ORD2488|CUS0018|PRO0010|2023-06-11|258|37415.61|Pending
ORD2489|CUS0012|PRO0019|2023-10-26|30|23285.82|Cancelled
ORD2490|CUS0018|PRO0013|21/04/2024|114|26146.18|Pending
ORD2491|CUS0001|PRO0020|20-12-2022|105|24206.8|Pending
ORD2492|CUS0014|PRO0002|12/03/2023|220|48519.47|Delivered
ORD2493|CUS9999|PRO0007|22/11/2022|1|Twenty Five Thousand|Delivered
ORD2494|CUS0001|PRO0006|2023-08-09|177|38426.86|Pending
ORD2495|CUS0015|PRO0014|27/12/2022|273|37128.9|DELIVERED
ORD2496|CUS0005|PRO0005|10/05/2022|54|28097.53|Returned
ORD2497|CUS0011|PRO0017|2024-02-24|268|12493.42|Returned
ORD2498|CUS0007|PRO0002|2024-05-27|47|49497.5|Returned
ORD2499|CUS0017|PRO0002|23-01-2022|55|22064.85|Cancelled
ORD2500|CUS0013|PRO0012|03/29/2022|0|4049.62|Pending
ORD2501|CUS0004|PRO0005|23/02/2022|158|47669.18|Delivered
ORD2502|CUS0020|PRO0003|25-05-2023|35|10962.1|Pending
ORD2503|CUS0011|PRO0005|20-05-2024|99|2818.66|Returned
ORD2504|CUS0002|PRO0006|10/06/2023|277|36048.46|Pending
INVALID_6|CUS0020|PRO0013|26/04/2024|254|44339.74|RETURNED
ORD2506|CUS0008|PRO0005|02/24/2022|212|14819.24|Delivered
ORD2507|CUS0020|PRO9999|25/06/2023|165|-4576.36|Pending
ORD2508|CUS9999|PRO0019|01/27/2023|137|7389.93|Returned
ORD2509|CUS0012|PRO0002|24/07/2023|84|27445.29|Delivered
ORD2510|CUS0020|PRO0006|04/23/2022|9|38595.01|Delivered
ORD2511|CUS0008|PRO0011|07/07/2024|208|13007.44|Pending
ORD2512|CUS0012|PRO0013|2024-07-18|124|15589.69|Delivered
ORD2513|CUS0020|PRO0010|27-08-2024|224|48888.28|Pending
ORD2514|CUS9999|PRO0006|2023-08-21|124|29825.4|Delivered
ORD2515|CUS0017|PRO0014|24-11-2023|53|13433.37|Delivered
ORD2516|CUS0013|PRO0020|06/06/2022|209|43130.27|Returned
ORD2517|CUS0005|PRO0020|22-06-2023|9|39690.36|Returned
ORD2518|CUS0010|PRO0004|2024-07-31|271|7233.96|Pending
ORD2519|CUS9999|PRO0006|2022-05-28|204|42321.61|Pending
ORD2520|CUS0012|PRO0015|07/10/2024|247|15946.25|Pending
ORD1931|CUS0020|PRO0015|2022-01-05|11|3448.68|Delivered
ORD2522|CUS0015|PRO0019|2024-02-21|128|40833.63|Returned
ORD2523|CUS0006|PRO0010|06/05/2023|242|13876.68|Cancelled
ORD2524|CUS0020|PRO0020|26-10-2024|55|49321.41|Delivered
ORD2525|CUS0011|PRO0002|03/30/2023|0|5871.87|Cancelled
ORD2526|CUS0008|PRO0019|06/12/2024|50|18220.49|Delivered
ORD2527|CUS0008|PRO0018|05/26/2023|105|13985.22|Pending
ORD2528|CUS0007|PRO0004|30/06/2022|218|48249.06|Delivered
ORD2529|CUS0014|PRO0013|12/09/2022|229|4401.21|Delivered
ORD2530|CUS0006|PRO0015|07/21/2024|5|Twenty Five Thousand|Delivered
ORD2531|CUS0013|PRO0014|01/02/2023|44|26837.73|Cancelled
ORD2532|CUS0009|PRO0011|14-12-2024|190|18875.17|Delivered
INVALID_69|CUS0002|PRO0016|06-01-2024|9999|39619.24|Delivered
ORD2534|CUS0010|PRO0006|06/02/2024|263|42005.41|Returned
ORD2535|CUS0007|PRO0015|2023-06-08|88|34260.66|Cancelled
ORD2536|CUS0016|PRO0005|23/07/2022|2|19760.43|Cancelled
INVALID_64|CUS0005|PRO0016|26-02-2022|266|47211.29|pending
ORD2538|CUS0017|PRO0002|15-06-2024|178|37921.45|Cancelled
ORD2539|CUS0008|PRO0017|08/02/2022|88|2660.01|Returned
ORD2540|CUS0016|PRO0013|01-08-2024|68|16290.76|Returned
ORD2541|CUS0018|PRO0018|12/01/2024|-1|46646.74|Pending
ORD2542|CUS0002|PRO0011|04-02-2024|210|47179.27|Delivered
ORD2543|CUS0013|PRO0010|2024-04-01|296|4710.28|Returned
ORD2544|CUS0011|PRO0012|2023-02-10|45||Pending
ORD2545|CUS0014|PRO0006|02/03/2024|65|46162.78|Delivered
ORD2546|CUS0001|PRO0005|2022-01-26|162|14149.63|Cancelled
ORD2547|CUS0001|PRO0004|02/21/2023|51|16469.79|Pending
ORD2548|CUS0015|PRO0012|27-08-2022|31|12156.19|Delivered
ORD2549|CUS0014|PRO0010|09/04/2024|142|33492.44|Pending
ORD2550|CUS0015|PRO0017|28-06-2022|144|49900.28|Delivered
ORD2551|CUS0013|PRO0019|2023-07-22|9999|41148.77|Returned
ORD2552|CUS0013|PRO0004|21-10-2022|34|40640.22|Pending
ORD2553|CUS0014|PRO0003|2023-09-11|224|24863.4|returned
ORD2554|CUS0003|PRO0015|19/06/2022|99||CANCELLED
ORD2555|CUS0009|PRO0010|18/02/2024|22|5658.18|Pending
ORD2556|CUS0004|PRO0001|2024-07-19|5|13020.44|DELIVERED
ORD2557|CUS0004|PRO0011|18/09/2023|196|7938.55|Returned
ORD2558|CUS0015|PRO0001|2022-10-14|201|4648.93|Cancelled
ORD2559|CUS9999|PRO0009|06/08/2024|105|31197.35|Pending
ORD2560|CUS0006|PRO0018|11/20/2024|127|32643.25|Returned
ORD2561|CUS0014|PRO0008|19/06/2022|31|8661.05|Pending
ORD2562|CUS0018|PRO0003|08-01-2023|231|30461.63|Cancelled
ORD2563|CUS0010|PRO0004|07-04-2023|269|17960.88|Delivered
ORD2564|CUS0010|PRO0008|07-01-2022|241|21770.19|delivered
ORD2565|CUS0004|PRO0015|22-09-2023|218|39101.03|Delivered
ORD2566|CUS0015|PRO0001|18-04-2024|253||Delivered
ORD2567|CUS0020|PRO0012|11-07-2022|226|13040.11|Delivered
ORD2568|CUS0007|PRO0008|14-08-2022|246|42170.8|Returned
ORD2569|CUS0006|PRO0006|01/10/2022|219|42475.95|Returned
ORD2570|CUS0005|PRO0011|15/11/2024|220|29010.04|Delivered
ORD2571|CUS0015|PRO0002|2022-11-26|144|40753.81|Cancelled
ORD2572|CUS0018|PRO0008|12/11/2024|156|19158.97|Delivered
ORD2573|CUS0017|PRO0002|11-06-2022|296|24137.04|Delivered
ORD2574|CUS0019|PRO0005|2024-02-10|55|45167.49|Cancelled
ORD2575|CUS0018|PRO0006|14/09/2024|10|-314.7|Returned
ORD2576|CUS0011|PRO0008|04/07/2024|140|1829.65|Pending
ORD2577|CUS0016|PRO0004|2024-03-19|204|34218.59|Delivered
ORD2578|CUS0020|PRO0018|10/18/2024|263|42898.47|Delivered
ORD2579|CUS0001|PRO0016|20/10/2023|109|47290.64|Delivered
ORD2580|CUS0013|PRO0016|2023-03-05|62|43419.45|Pending
ORD1046|CUS0017|PRO0010|01/19/2024|284|49659.02|Delivered
ORD2582|CUS0010|PRO0007|2024-07-25|0|48899.16|Cancelled
ORD2583|CUS0001|PRO0003|2024-08-15|-1|44699.21|Returned
ORD2584|CUS0016|PRO0009|17/07/2022|138|1978.1|Delivered
ORD2585|CUS0012|PRO0013|30/08/2023|210|0|Returned
ORD2586|CUS0005|PRO0006|03/09/2024|39|25947.1|Pending
ORD0871|CUS0018|PRO0016|2022-11-08|289|3370.33|Returned
ORD2588|CUS0001|PRO0010|21-06-2022|160|2917.79|Cancelled
ORD2589|CUS0017|PRO0005|14/10/2023|79|47988.1|Delivered
ORD2590|CUS0012|PRO0012|2022-04-12|199|12811.41|Returned
ORD2591|CUS0012|PRO0002|05/03/2024|117|43066.26|Delivered
ORD2592|CUS0016|PRO0015|10/18/2024|292|24254.59|Delivered
ORD2593|CUS0015|PRO0019|06/03/2022|270|15482.53|Returned
ORD2594|CUS0009|PRO0011|2022-02-08|237|28583.04|Returned
ORD2595|CUS0002|PRO0003|03-12-2023|4|41136.12|Delivered
ORD2596|CUS0001|PRO0015|2023-12-03|176|13988.23|Delivered
ORD2597|CUS0008|PRO0017|2024-02-13|8|24090.44|Pending
ORD2598|CUS0004|PRO0011|10-09-2024|82|22359.55|Pending
ORD2599|CUS0014|PRO0011|2024-03-26|272|29714.69|Returned
ORD2600|CUS0014|PRO0009|2023-10-06|191|15853.16|Delivered
ORD2601|CUS0009|PRO0004|28-10-2023|163|1513.96|Cancelled
ORD2602|CUS0001|PRO0003|2023-01-14|86|45478.46|Delivered
INVALID_77|CUS0013|PRO0014|03-11-2023|117|35968.16|Delivered
ORD2604|CUS0004|PRO0017|2024-10-29|35|3703.94|Pending
ORD2605|CUS0007|PRO0006|05/05/2024|27|21383.7|cancelled
ORD2606|CUS0010|PRO0014|02-11-2024|277|13764.43|Returned
ORD2607|CUS0010|PRO0020|04/17/2023|210|5913.06|Pending
ORD2608|CUS9999|PRO0005|04/11/2022|218|26924.52|Returned
ORD2609|CUS0009|PRO0007|2023-12-27|181|7536.63|Returned
ORD2610|CUS0020|PRO9999|19/04/2024|111|31024.28|Returned
ORD2611|CUS0017|PRO0002|2022-10-02|173|47682.07|Cancelled
ORD0122|CUS0007|PRO0004|05/16/2022|170|4368.53|Cancelled
ORD2613|CUS0001|PRO0011|11/18/2023|55|47366.63|Delivered
ORD2614|CUS0019|PRO0008|2022-04-12|101|11380.52|Cancelled
ORD2615|CUS0001|PRO0008|02/12/2023|110|17675.52|DELIVERED
ORD2616|CUS0005|PRO0007|09/22/2023|100|29432.84|Cancelled
ORD2617|CUS0009|PRO0013|02/22/2022|168|11561.31|Cancelled
INVALID_57|CUS0001|PRO0004|2022-03-27|279||Returned
ORD2619|CUS0015|PRO0004|06/17/2023|111|23944.37|Delivered
ORD2620|CUS0020|PRO0018|05/11/2023|154|27603.22|Returned
ORD2621|CUS0002|PRO0007|20/11/2023|281|18309.35|Pending
ORD2622|CUS0005|PRO0009|22-06-2024|109|22304.3|Pending
ORD2623|CUS0009|PRO0019|01/12/2022|298|20782.8|Pending
ORD2624|CUS0011|PRO0002|2023-12-18|130|7060.19|Cancelled
ORD2625|CUS0007|PRO0017|12/02/2022|186|47988.78|Returned
ORD2626|CUS0004|PRO0013|29/07/2023|22|18357.81|Delivered
ORD2627|CUS0010|PRO0010|12/18/2023|195|45914.01|Cancelled
ORD2628|CUS0018|PRO0003|11-02-2023|188|18370.39|Cancelled
ORD2629|CUS0011|PRO0002|14/03/2022|46|45416.59|DELIVERED
ORD2630|CUS0008|PRO0014|08/15/2022|4|29097.73|Delivered
ORD2631|CUS0008|PRO0016|19-03-2024|74|7403.08|Returned
ORD2632|CUS0006|PRO0010|2022-01-28|51|21236.51|Cancelled
ORD2633|CUS0007|PRO0002|10/20/2022|245|22912.06|Delivered
ORD2634|CUS0009|PRO0005|2022-10-22|254|12534.72|Pending
ORD2635|CUS0010|PRO0012|27/07/2024|133|Ten Thousand|Returned
ORD2636|CUS0009|PRO0012|2022-01-04|287|9479.69|Returned
ORD2637|CUS0005|PRO0009|13-08-2024|256|32705.9|Pending
ORD2638|CUS0010|PRO0019|12/02/2022|112|28787.29|Cancelled
ORD2639|CUS0016|PRO0016|09/07/2024|152|26897.92|Returned
ORD2640|CUS0016|PRO0006|2024-03-21|54|40317.77|Pending
INVALID_98|CUS0006|PRO0004|2022-08-02|70|12218.12|Cancelled
ORD2642|CUS0004|PRO9999|12/01/2023|265|34361.64|Pending
ORD2643|CUS0005|PRO0020|16/04/2023|55|39865.89|Pending
ORD2644|CUS0005|PRO0012|05-04-2023|236|5465.95|Cancelled
ORD2645|CUS0016|PRO0009|02/10/2024|104|39099.95|Returned
ORD2646|CUS0002|PRO0012|2023-05-12|238|30224.06|Pending
ORD1103|CUS0001|PRO9999|07/21/2024|80|21480.6|Cancelled
ORD2648|CUS0007|PRO0020|18/06/2023|81|8999.7|delivered
ORD2649|CUS0012|PRO0015|04-08-2022|225|32740.74|Pending
ORD2650|CUS0012|PRO0019|24-07-2023|31|45777.18|Cancelled
ORD2651|CUS0016|PRO0012|08-09-2023|131|-1932.62|Delivered
ORD2652|CUS0010|PRO0016|10/08/2023|5|1103.09|Delivered
ORD2653|CUS0007|PRO0008|2024-02-24|18||RETURNED
ORD2654|CUS0020|PRO0017|22-10-2024|300|19761.48|Delivered
ORD2655|CUS0007|PRO0015|06-05-2023|155|21215.66|Cancelled
ORD2656|CUS0003|PRO0018|04/06/2023|42|18035.04|Cancelled
ORD2657|CUS0007|PRO0007|2024-09-03|232|3174.47|Delivered
ORD2658|CUS0006|PRO0011|11/17/2024|232|8496.61|Delivered
ORD2659|CUS0006|PRO0018|2022-05-01|259|41404.06|Delivered
ORD2660|CUS0009|PRO0014|03/29/2023|195|48825.83|DELIVERED
ORD2661|CUS0004|PRO0005|10-12-2022|37|28993.05|Pending
ORD2662|CUS0009|PRO0004|2023-08-14|163|6840.86|Pending
ORD2663|CUS0016|PRO0008|01/05/2024|263|36681.91|Delivered
ORD2664|CUS0011|PRO0001|10/26/2023|270|13309.1|Pending
ORD2665|CUS0009|PRO0013|12/15/2022|20|44625.78|Delivered
ORD2666|CUS9999|PRO0015|10/17/2022|255|42037.76|Delivered
ORD2667|CUS0012|PRO0017|07/04/2024|81||Cancelled
ORD2668|CUS0005|PRO0020|02/26/2023|286|28491.41|Pending
ORD2669|CUS0006|PRO0016|06/27/2024|86|38985.49|Cancelled
ORD2670|CUS0010|PRO0020|11/10/2024|222|-989.58|returned
ORD2671|CUS0017|PRO0020|2022-04-07|284|35033.74|Cancelled
ORD2672|CUS0017|PRO0018|07/01/2024|41|16179.77|Pending
ORD2673|CUS0015|PRO0013|11/18/2022|13|21691.54|Delivered
ORD2674|CUS0016|PRO0018|2022-07-03|162|9288.33|Pending
ORD2675|CUS0014|PRO0011|11/02/2023|115|34785.37|Cancelled
ORD2676|CUS0019|PRO0007|03/17/2023|10|19159.05|Returned
ORD2677|CUS0017|PRO0008|02/06/2024|160|44534.7|Delivered
ORD2678|CUS0019|PRO0011|2022-12-25|70|5028.49|Pending
ORD2679|CUS0001|PRO0004|12/07/2022|201|5765.13|Pending
ORD2680|CUS0005|PRO0010|2022-09-16|280|10468.97|Pending
ORD2681|CUS0020|PRO0017|02/02/2023|92|17221.08|Cancelled
ORD2682|CUS0009|PRO0005|15-02-2023|118|42582.55|Cancelled
ORD2683|CUS0011|PRO0015|09/01/2023|172|1087.84|Cancelled
ORD2684|CUS0013|PRO0002|04-03-2022|39|12277.29|Cancelled
ORD2685|CUS0016|PRO0008|07/29/2022|222|37966.56|Delivered
INVALID_27|CUS0020|PRO0008|09/20/2024|194|36182.04|Delivered
ORD2687|CUS0016|PRO0004|01/15/2022|80|0|cancelled
ORD2688|CUS0003|PRO0013|2022-06-19|134|38879.99|Delivered
ORD2689|CUS0012|PRO0015|2022-06-17|220|16452.91|Cancelled
ORD2690|CUS0015|PRO0009|2022-09-05|42|15040.04|Delivered
ORD2691|CUS0009|PRO0017|2023-03-30|105|13864.1|Cancelled
ORD2692|CUS0003|PRO0018|05-11-2022|157|46284.53|Cancelled
ORD2693|CUS0018|PRO0009|01/11/2024|124|8935.52|Returned
ORD2694|CUS0019|PRO0008|02/06/2023|211|8608.04|Returned
ORD2695|CUS0001|PRO0009|2023-09-26|81|47939.41|Pending
ORD2696|CUS0013|PRO0009|2024-04-05|6|17376.61|Pending
ORD2697|CUS0007|PRO0009|2023-06-01|197|15916.13|Returned
ORD2698|CUS0004|PRO0013|09/04/2023|258||Delivered
ORD2699|CUS0016|PRO0016|06/02/2023|41|12179.47|DELIVERED
ORD2700|CUS0016|PRO0010|02/07/2022|212|8813.24|Returned
ORD2701|CUS0018|PRO0008|27-08-2023|226|3804.3|Pending
ORD2702|CUS0015|PRO9999|10/06/2024|221|13491.57|Cancelled
ORD2703|CUS0006|PRO0012|25/06/2022|190|6520.82|Cancelled
ORD2704|CUS0007|PRO0012|2023-03-18|136|19454.93|Returned
ORD2705|CUS0010|PRO0004|18-05-2023|185|34101.06|RETURNED
ORD2706|CUS0014|PRO0011|21-11-2023|269|29357.22|Returned
ORD2707|CUS0016|PRO0020|09/15/2023|260|42622.92|Delivered
ORD2708|CUS0016|PRO0009|04-09-2022|271|21102.07|Delivered
ORD2709|CUS0005|PRO0009|05/25/2024|130|20220.85|Delivered
ORD2710|CUS0006|PRO0010|2022-11-08|0|30501.5|Cancelled
ORD2711|CUS0004|PRO0008|26/03/2022|142|39654.31|Delivered
INVALID_42|CUS0011|PRO0010|16/07/2023|225|48094.19|Pending
ORD2713|CUS0016|PRO0010|28/07/2023|73|38763.68|Delivered
ORD2714|CUS0007|PRO0006|08/19/2023|219|33496.4|Returned
ORD2715|CUS0006|PRO0004|28/12/2022|1|28282.1|Delivered
ORD2716|CUS0002|PRO0005|08/01/2024|174|13414.34|Cancelled
ORD2717|CUS0016|PRO0004|22-04-2024|66|44420.62|Cancelled
ORD2718|CUS0010|PRO0002|21-02-2024|144|29424.47|Returned
INVALID_85|CUS0009|PRO0020|2022-06-17|64|43662.96|Returned
ORD2720|CUS0008|PRO0009|10/09/2022|55|26347.38|Pending
ORD2721|CUS0019|PRO0012|07-02-2024|84|40599.78|Delivered
ORD2722|CUS0016|PRO0006|21-01-2024|255|1614.12|Cancelled
ORD2723|CUS0001|PRO0002|07-05-2022|116|19277.33|Delivered
ORD2724|CUS0011|PRO0006|2024-05-22|172|38117.38|Returned
ORD2725|CUS0015|PRO0002|2024-03-30|269|26050.78|Cancelled
ORD2726|CUS0005|PRO0013|2022-07-18|118|43577.41|Returned
ORD2727|CUS0012|PRO0011|11/11/2024|61|8838.45|RETURNED
ORD2728|CUS0017|PRO0012|07/07/2023|189|1612.15|Returned
ORD2729|CUS0017|PRO0004|10-07-2024|164|38288.22|Cancelled
INVALID_38|CUS0002|PRO0017|11/29/2022|52|20049.42|Delivered
ORD2731|CUS0002|PRO0017|01/01/2022|27|1082.07|Returned
ORD2732|CUS0017|PRO0016|08/27/2023|204|40640.08|Returned
ORD2733|CUS0003|PRO0020|2023-12-18|4|3917.21|Pending
ORD2734|CUS0014|PRO0011|12/26/2023|257|45785.44|Pending
ORD2735|CUS0003|PRO0010|29-11-2024|262|13619.64|Cancelled
ORD2736|CUS0015|PRO0013|2024-05-22|189|37182.69|Pending
ORD2737|CUS0007|PRO0006|18-11-2022|44|0|Returned
ORD2738|CUS0017|PRO0006|2022-02-26|164|38448.75|Delivered
