SupplierID,SupplierName,Country,Rating,LeadTimeDays
SUP1695,Group,China,0,9
SUP1696,Individual,China,256,109
SUP1697,Two,China,46,159
SUP1698,Bad,USA,138,168
SUP1699,Whatever,USA,51,219
INVALID_85,Theory,Uk,171,205
SUP1701,Suddenly,India,285,277
SUP1702,Event,Germany,236,109
SUP1703,Get,Germany,4,213
SUP1704,Commercial,UK,99,119
SUP1705,Capital,UK,166,68
SUP1706,Weight,India,160,151
SUP1707,Future,China,195,191
SUP1708,Road,China,77,156
SUP1709,Take,Germany,95,60
SUP1710,Might,China,192,288
SUP1711,Newspaper,USA,25,7
SUP1712,Develop,China,54,285
SUP1713,Move,uk,52,177
SUP1714,Together,Usa,261,3
SUP1715,Use,GERMANY,136,112
SUP1716,Green,China,242,88
SUP1717,About,USA,146,102
SUP1718,Oil,India,125,108
SUP1719,Property,Germany,19,125
SUP1720,Opportunity,USA,115,119
INVALID_10,Remain,China,170,73
SUP1722,Want,INDIA,86,49
SUP1723,Read,USA,201,47
SUP1724,Present,USA,156,285
INVALID_71,Off,India,17,123
SUP1726,Hot,India,15,146
SUP1727,Evidence,USA,223,204
SUP1728,Defense,Germany,0,138
SUP1729,Than,China,102,56
SUP1730,Join,Germany,257,55
SUP1731,While,China,31,287
SUP1732,Safe,Germany,178,67
SUP1733,Source,China,25,133
SUP1734,Particularly,uk,55,252
SUP1735,Father,India,187,253
SUP1736,Challenge,UK,106,176
SUP1737,Reduce,China,284,198
SUP1738,Difficult,China,187,257
SUP1739,Suggest,India,135,252
SUP1740,Hope,China,280,116
SUP1741,Clearly,India,115,263
SUP1742,Whose,China,229,28
SUP1743,Either,USA,211,237
SUP1744,Someone,China,100,75
SUP1745,His,China,243,9999
SUP1746,Do,CHINA,223,48
SUP1747,Goal,India,46,13
SUP1748,Trip,USA,167,288
SUP1749,Apply,Germany,267,225
SUP1750,Benefit,Germany,251,226
SUP1751,Lose,UK,170,177
SUP1752,Pattern,UK,198,129
SUP1753,Generation,USA,252,41
SUP1754,Woman,UK,163,174
SUP1755,Create,Germany,233,238
SUP1756,International,India,-1,277
SUP1757,Thank,India,34,261
SUP1758,Guy,UK,9999,213
SUP1759,Truth,India,4,127
SUP1760,Pressure,UK,285,82
SUP1761,Seek,USA,70,120
SUP1762,Poor,China,1,235
SUP1763,Throughout,Germany,76,149
SUP1764,List,USA,98,31
SUP1765,Ground,India,173,165
SUP1766,Key,GERMANY,185,104
SUP1767,Institution,Germany,133,294
SUP1768,Avoid,India,215,175
SUP1769,Decision,USA,26,224
INVALID_11,Risk,China,60,225
SUP1771,I,UK,0,51
SUP1772,Your,China,95,253
SUP1773,Policy,USA,132,159
SUP1774,Store,Germany,259,88
SUP1775,Fish,China,80,95
SUP1776,Really,China,162,153
SUP1777,Approach,USA,65,143
SUP1778,Reveal,USA,198,262
SUP1779,Material,India,244,168
INVALID_36,Small,India,271,66
SUP1781,Crime,China,238,249
SUP1782,Why,India,238,274
SUP1783,Protect,India,9999,29
SUP1784,Source,India,42,167
SUP1785,Open,China,103,56
SUP1786,Energy,China,103,3
SUP1787,Four,USA,36,48
SUP1788,Perform,India,204,109
SUP1789,Each,Germany,116,143
SUP1790,Technology,Germany,85,159
SUP1791,Hear,Germany,140,141
SUP1792,Card,Germany,272,144
SUP1793,Another,China,223,196
SUP1794,Store,UK,188,196
SUP1795,Really,India,189,290
SUP1796,This,Germany,139,75
SUP1797,Trip,China,28,90
SUP1798,Alone,USA,155,161
SUP1799,Do,China,201,152
SUP1800,Somebody,USA,28,225
SUP1801,Degree,UK,245,178
INVALID_70,Series,Germany,77,33
SUP1803,Effort,UK,71,158
SUP1804,Send,UK,153,244
SUP1805,Democratic,USA,231,77
SUP1806,Life,India,86,289
SUP1807,Brother,UK,72,163
SUP1808,Purpose,UK,210,37
SUP1809,Once,India,33,100
SUP1810,Western,China,119,198
SUP1811,Piece,India,100,28
SUP1812,More,USA,68,256
SUP1813,Mouth,India,291,296
SUP1814,Story,Germany,3,104
SUP1815,South,china,9,53
SUP1816,Which,India,34,160
SUP1817,Role,India,266,139
SUP1569,Material,USA,262,143
SUP1819,Page,Germany,140,199
SUP1820,To,USA,140,123
SUP1821,Bed,India,32,82
SUP1822,Garden,India,153,17
SUP1823,So,Germany,37,142
SUP1824,Sound,USA,256,166
SUP1825,Fire,Germany,203,160
SUP1826,Account,China,262,22
SUP1827,Pay,USA,160,134
SUP1828,While,uk,145,107
SUP1829,Than,USA,187,5
SUP1830,More,India,5,254
SUP0313,Center,UK,60,229
SUP1832,Money,USA,34,83
SUP1833,Body,USA,161,167
SUP1834,Feeling,USA,109,241
SUP1835,As,USA,141,43
SUP1836,Foreign,UK,135,156
SUP1837,Say,Germany,209,63
SUP1838,Laugh,Germany,252,72
SUP1839,But,USA,154,43
SUP1840,Student,China,244,83
SUP1841,Be,China,122,77
SUP1842,Church,China,97,219
SUP1843,Analysis,Uk,220,274
SUP1844,May,China,286,209
SUP1845,Standard,USA,45,249
SUP1846,Save,Germany,55,42
SUP1847,Main,Germany,13,36
SUP1848,Power,USA,110,69
SUP1849,Well,India,129,204
SUP1850,Choose,UK,219,170
SUP1851,Money,Germany,203,168
SUP1852,Conference,UK,250,171
SUP1853,Certainly,UK,127,9999
SUP1854,Both,Germany,238,217
INVALID_81,President,India,254,156
SUP1856,Fine,Germany,190,143
SUP1857,Through,Germany,136,38
SUP1858,Cause,China,274,5
SUP1859,Although,Germany,1,290
SUP1860,Have,Germany,184,190
SUP1861,Better,India,121,245
SUP1862,Full,China,149,35
SUP1863,Woman,China,4,136
SUP1864,North,USA,262,181
SUP1865,Politics,UK,183,183
SUP1866,Arrive,China,99,99
SUP1867,Brother,UK,46,195
SUP1868,Perform,China,117,176
SUP1869,Which,India,10,32
SUP1870,Between,China,231,177
SUP1871,Few,India,209,209
SUP1872,Paper,UK,237,77
SUP1873,Expert,China,223,29
SUP1874,Create,UK,70,211
SUP1875,Audience,USA,223,80
SUP1876,Third,India,127,23
SUP1159,Present,UK,163,242
SUP1878,Really,Germany,67,134
SUP1879,Blue,India,60,78
SUP1880,Add,UK,282,279
SUP1881,Wonder,Germany,93,185
SUP1882,Week,Germany,161,199
SUP1883,Year,UK,149,150
SUP1884,Hope,USA,278,29
SUP1885,Over,Germany,151,213
SUP1886,Allow,China,153,72
SUP1887,Person,USA,190,69
SUP1888,Artist,India,249,96
SUP1889,Evening,USA,114,27
SUP1890,Wish,UK,12,226
SUP1891,Later,USA,247,21
SUP1892,Drug,USA,42,189
SUP1893,Whole,India,76,50
SUP1894,Last,China,210,177
SUP1895,Million,China,110,10
SUP1896,Argue,USA,0,236
SUP1897,Growth,China,154,36
SUP1898,Wait,china,61,201
SUP1899,Save,India,269,268
SUP1900,Stand,USA,26,104
SUP1901,Last,USA,87,247
SUP1902,Magazine,USA,157,67
SUP1903,Focus,China,7,267
SUP1904,Anyone,India,7,198
SUP1905,Outside,USA,90,240
SUP1906,Idea,Germany,0,139
SUP1907,Foot,Germany,257,64
SUP1908,Address,UK,183,132
SUP1909,Want,USA,191,17
SUP1910,Ten,UK,15,175
SUP0647,Go,CHINA,28,287
SUP1912,Project,USA,216,286
SUP1913,Community,China,185,268
SUP1914,Question,china,95,286
SUP1915,Rich,USA,226,130
SUP1916,Really,USA,150,98
SUP1917,Finish,USA,275,0
SUP1918,Never,India,155,203
SUP1919,Early,Germany,141,99
SUP1920,After,Germany,271,78
SUP1921,Course,USA,226,76
SUP1922,Customer,USA,137,94
SUP1923,Clear,China,16,142
SUP1924,Trouble,India,295,102
SUP1925,Describe,Germany,43,133
SUP1926,Hear,USA,95,20
SUP1927,Seek,USA,113,157
SUP1928,Stock,USA,17,8
SUP1929,Music,USA,137,191
SUP1930,Through,USA,140,282
SUP1931,Smile,USA,278,-1
SUP1932,Form,India,115,0
SUP1933,Son,USA,44,159
SUP1934,Suffer,UK,46,187
SUP1935,Perform,Germany,49,176
SUP1936,That,UK,103,166
SUP1937,Special,UK,104,78
SUP1938,Others,China,229,-1
SUP1939,Success,UK,200,90
SUP1940,History,India,164,249
SUP1941,Difference,Germany,112,34
SUP1942,Strategy,USA,85,205
SUP1943,Career,UK,203,130
SUP1944,Capital,India,100,220
SUP1945,Report,China,163,160
INVALID_35,Ok,China,138,221
SUP1947,Tonight,India,234,297
SUP1948,Guess,India,263,198
SUP1949,Often,USA,227,119
SUP0534,Machine,India,90,6
SUP1951,Relate,India,208,247
SUP1952,On,China,251,242
SUP1953,Act,India,0,88
SUP1954,Player,India,183,52
SUP1955,Build,usa,299,130
SUP1956,Little,Germany,164,67
SUP1957,Would,Germany,94,97
SUP1958,Clearly,India,207,183
SUP1959,Write,China,131,219
SUP1960,Father,Germany,145,9999
SUP1961,When,India,46,72
SUP1962,Authority,USA,25,163
SUP1963,Water,India,205,210
SUP1964,The,UK,88,41
SUP1965,Music,China,155,289
SUP1966,Politics,India,12,214
INVALID_10,Operation,India,229,200
SUP1968,Month,UK,296,249
SUP1969,Term,usa,277,1
SUP1970,Dark,UK,217,102
SUP1971,Always,UK,257,221
SUP1972,Bed,China,2,195
SUP0972,West,Germany,285,137
SUP1974,Whether,UK,203,176
SUP1975,Past,Germany,255,87
SUP1976,Interest,India,113,19
SUP1977,Final,India,59,151
SUP1978,Particularly,USA,222,42
SUP1979,Pick,UK,83,138
SUP1980,Assume,GERMANY,280,269
SUP0572,Question,Germany,101,14
SUP1982,Toward,UK,278,0
SUP1983,Western,USA,113,130
SUP1984,Speak,India,191,120
SUP0377,Business,China,265,247
SUP1986,Far,Germany,256,266
SUP1987,Professor,USA,126,15
SUP1988,Arrive,China,48,72
SUP1989,Because,USA,181,266
SUP1990,Since,UK,159,299
SUP1991,Education,Germany,263,94
SUP1992,Day,India,71,12
SUP1993,Community,UK,58,81
SUP1994,May,India,292,28
SUP1995,Specific,Germany,29,86
SUP1996,Born,India,131,80
SUP1997,Officer,USA,152,21
SUP1998,From,India,169,295
SUP1999,He,India,205,88
SUP2000,By,Germany,45,280
SUP2001,Democratic,UK,248,58
SUP2002,They,China,202,109
SUP2003,Free,CHINA,216,39
SUP2004,Yet,India,182,239
SUP2005,Expect,India,229,53
SUP2006,Behind,UK,138,300
SUP2007,Second,china,88,56
SUP2008,Theory,usa,251,294
SUP2009,Business,Germany,15,242
SUP2010,Man,India,-1,21
SUP2011,Picture,Germany,41,112
SUP2012,By,Germany,265,274
SUP2013,Discover,China,48,25
SUP2014,Night,USA,81,125
SUP2015,Sport,USA,151,255
SUP2016,Watch,UK,9,228
SUP0625,Certainly,India,23,238
SUP2018,Guess,USA,219,137
SUP2019,Space,India,67,41
SUP2020,Close,USA,80,203
SUP2021,Line,India,105,100
SUP2022,This,Germany,63,120
SUP2023,Bill,China,64,10
INVALID_37,Least,India,176,56
SUP2025,Station,UK,105,30
SUP2026,Fight,USA,244,170
SUP2027,Paper,UK,194,42
SUP2028,Result,India,147,287
SUP2029,Enough,India,182,44
SUP2030,Camera,India,17,248
SUP2031,Sure,UK,263,298
INVALID_98,Product,UK,197,296
SUP2033,International,India,110,-1
SUP2034,Piece,UK,294,92
SUP2035,By,China,242,137
SUP2036,Tree,China,166,81
SUP2037,Central,USA,14,246
SUP2038,Talk,UK,138,59
SUP2039,At,India,233,7
SUP2040,Teacher,China,207,133
SUP2041,Provide,India,46,7
SUP2042,Involve,Germany,68,290
SUP2043,It,USA,259,217
SUP2044,Support,Germany,90,112
SUP2045,Item,UK,266,0
SUP2046,Some,UK,103,126
SUP2047,Should,India,183,167
SUP2048,Perform,China,241,58
SUP2049,Successful,UK,182,244
SUP2050,No,UK,122,188
SUP2051,Available,UK,120,249
SUP2052,Class,UK,109,251
SUP2053,Tough,USA,70,124
SUP2054,Bag,UK,58,41
SUP2055,Fly,Germany,102,193
SUP2056,Industry,UK,123,166
SUP2057,Decision,UK,0,77
SUP1140,Daughter,China,216,64
SUP2059,Against,UK,40,275
SUP2060,Accept,India,266,239
SUP2061,Miss,China,244,248
SUP2062,Series,India,123,203
SUP2063,Include,USA,114,173
SUP2064,Sort,USA,78,171
SUP2065,Live,China,69,203
SUP2066,Study,india,36,32
SUP2067,Later,USA,256,22
SUP2068,Nothing,UK,26,271
SUP2069,Guess,UK,108,108
SUP2070,Choice,India,292,61
SUP2071,Brother,UK,199,47
SUP2072,Participant,China,27,142
SUP2073,Specific,China,24,237
SUP2074,Draw,UK,21,74
SUP2075,Knowledge,USA,6,250
SUP2076,It,India,168,56
SUP2077,He,Germany,56,9999
SUP2078,Stop,India,203,255
SUP2079,Above,Germany,242,55
SUP2080,Really,UK,129,250
SUP2081,Scientist,UK,238,88
SUP2082,Follow,India,8,138
SUP2083,Leave,India,291,0
SUP2084,Possible,China,0,218
SUP2085,Address,India,162,85
SUP1632,Eye,India,278,59
SUP2087,Expert,India,67,16
SUP2088,Smile,UK,274,290
SUP2089,Structure,Germany,120,123
SUP2090,Understand,UK,273,106
SUP2091,Behind,USA,72,236
SUP2092,Prepare,China,12,265
SUP2093,Choose,Germany,231,67
SUP2094,Cultural,India,267,285
SUP2095,Produce,Germany,289,246
SUP2096,Eye,Germany,211,148
SUP2097,Source,Germany,228,266
SUP2098,Almost,UK,105,104
SUP2099,City,USA,124,189
SUP2100,Oil,China,289,204
SUP2101,Guess,China,99,240
SUP2102,Provide,India,81,73
SUP2103,Lay,UK,75,6
SUP2104,Kind,China,96,145
SUP2105,Address,China,161,211
SUP2106,Operation,UK,158,14
SUP2107,Job,Germany,9,25
SUP2108,Imagine,China,57,206
SUP2109,Movement,China,221,262
SUP2110,Well,China,81,202
SUP2111,Still,India,280,184
SUP2112,Short,usa,113,225
SUP2113,Enough,Germany,146,221
SUP2114,Reveal,UK,86,61
SUP2115,Picture,UK,278,38
SUP2116,Best,UK,229,201
SUP2117,Save,China,222,9
SUP2118,Prevent,UK,286,242
SUP2119,Improve,Germany,208,207
SUP2120,Drop,Germany,149,58
SUP2121,Whether,USA,52,14
SUP2122,Box,India,154,122
SUP2123,Production,Germany,195,193
SUP2124,Add,Germany,255,257
SUP2125,Game,India,115,192
SUP2126,Who,China,266,152
SUP0400,Position,USA,143,251
SUP2128,President,USA,181,47
SUP2129,Woman,Germany,34,219
SUP2130,Mouth,Germany,84,16
SUP2131,Lawyer,USA,211,90
SUP2132,Film,UK,144,212
SUP2133,Director,Germany,201,152
SUP2134,Within,GERMANY,276,80
SUP2135,Short,Germany,254,21
SUP2136,Recognize,UK,14,64
SUP2137,Number,Germany,125,22
SUP2138,Recently,India,206,247
SUP2139,Whom,China,137,254
SUP2140,Fact,Germany,160,210
SUP2141,Only,India,128,148
SUP2004,Forget,India,130,47
SUP1545,Market,China,263,271
SUP0965,Positive,India,286,55
SUP2145,Follow,India,144,185
SUP2146,Point,usa,127,58
SUP2147,Eat,Germany,255,150
SUP2148,Their,USA,83,4
SUP2149,Recognize,India,94,263
SUP2150,Stuff,India,294,78
SUP2151,Team,USA,251,241
SUP2152,Available,China,26,129
SUP2153,Blood,Germany,163,113
SUP2154,Low,uk,80,284
SUP2155,Less,UK,251,61
SUP2156,No,China,209,84
SUP2157,Republican,Germany,94,220
SUP0338,Effect,India,-1,15
SUP2159,Office,China,64,82
SUP2160,Surface,USA,41,217
SUP2161,Parent,UK,268,109
SUP2162,Team,usa,253,159
SUP2163,Defense,China,66,8
SUP2164,City,China,196,199
SUP2165,Event,Germany,-1,53
SUP2166,Game,USA,227,243
SUP2167,Later,Germany,228,130
SUP2168,Talk,Germany,2,291
SUP2169,Our,China,236,9999
SUP2170,Security,UK,65,181
SUP2171,Firm,UK,46,231
SUP2172,Office,Germany,117,244
SUP2173,Describe,China,57,122
SUP2174,Spring,Germany,147,126
SUP2175,Particularly,India,68,222
SUP2176,Should,Germany,203,64
SUP2177,Fact,UK,186,236
SUP2178,Late,Germany,11,168
SUP2179,Democrat,India,150,216
SUP2180,Common,China,208,32
SUP2181,Pm,Germany,104,33
SUP2182,Environmental,UK,86,90
SUP2183,Of,USA,114,107
SUP2184,Itself,UK,68,168
SUP2185,Both,India,14,157
SUP2186,Catch,China,73,52
SUP2187,Add,Germany,257,115
SUP2188,Thus,India,168,19
INVALID_28,Knowledge,USA,208,63
SUP2190,High,USA,97,16
SUP2191,By,India,185,32
SUP2192,Particular,Germany,230,208
SUP2193,Society,UK,130,205
SUP2194,Later,India,33,140
SUP2195,Less,China,244,2
SUP0108,Argue,USA,126,14
SUP2197,Available,Germany,256,62
SUP2198,Couple,USA,17,191
SUP2199,Economy,USA,267,192
SUP2200,Officer,India,228,223
SUP0135,Put,China,298,137
SUP2202,Page,USA,83,294
SUP0411,Year,USA,50,184
SUP2204,Southern,UK,26,73
SUP2205,Team,China,-1,110
SUP2206,He,USA,106,251
SUP2207,Skin,UK,179,250
SUP2208,Position,India,295,171
SUP2209,Miss,USA,280,136
SUP2210,Tell,India,156,61
SUP2211,Try,uk,246,17
SUP2212,Man,India,281,265
SUP2213,Writer,Germany,17,41
SUP2214,Rest,China,157,171
SUP2215,Six,GERMANY,148,102
SUP2216,Others,UK,250,91
SUP2217,Join,china,80,198
SUP2218,Of,USA,23,192
SUP2219,Enjoy,USA,28,132
SUP2220,Ready,China,158,130
SUP2221,When,China,9999,246
SUP2222,Reality,China,216,142
SUP2223,Meeting,UK,-1,-1
SUP2224,Policy,UK,210,168
SUP2225,Sometimes,China,296,206
SUP0823,Style,Germany,209,268
SUP2227,Alone,USA,114,9999
SUP2228,International,India,199,125
SUP2229,Could,China,103,176
SUP2230,Another,USA,271,247
SUP2231,Central,Usa,127,61
SUP2232,Church,UK,291,167
SUP2233,Today,Germany,21,145
SUP2234,Dinner,China,8,219
SUP2235,Hard,Germany,46,274
SUP2236,Individual,USA,156,191
SUP2237,Top,China,182,234
SUP2238,Loss,China,44,287
SUP2239,Feel,China,93,240
INVALID_72,Source,China,96,253
SUP2241,Sign,China,0,2
SUP2242,Near,China,231,7
SUP2243,Treatment,USA,249,156
SUP2244,Yeah,Germany,224,3
SUP2245,Site,China,91,98
SUP2246,Mr,Germany,153,54
SUP2247,Maybe,China,74,204
SUP2248,Example,USA,0,206
INVALID_92,Law,USA,95,10
SUP2250,Win,China,62,128
SUP2251,Mouth,China,112,191
SUP2252,During,China,143,71
SUP2253,Write,UK,24,171
SUP2254,Fear,India,59,124
SUP2255,Alone,USA,285,150
SUP2256,Determine,Germany,258,137
INVALID_60,Most,Germany,201,206
SUP2258,Radio,UK,95,219
SUP2259,His,India,177,49
SUP2260,Tax,USA,84,218
SUP2261,Audience,China,187,279
INVALID_29,Successful,China,66,-1
SUP2263,Since,India,189,162
SUP2264,Follow,Germany,96,142
SUP2265,Their,Germany,250,108
SUP2266,High,India,115,131
SUP2267,Best,China,195,9999
SUP2268,Inside,China,68,147
SUP2269,Family,Uk,50,17
SUP2270,Investment,INDIA,191,229
SUP2271,Interview,UK,0,195
INVALID_79,Father,USA,243,225
SUP2273,View,Germany,294,65
SUP2274,Return,India,187,247
SUP2275,Later,China,254,204
SUP2276,Assume,India,11,54
SUP2277,Such,UK,165,237
SUP2278,Manage,GERMANY,188,204
INVALID_32,Most,USA,101,74
SUP2280,Strong,Germany,123,151
SUP2281,List,India,297,239
SUP2282,Book,Usa,29,17
SUP2283,Me,Germany,295,198
SUP2284,Everything,UK,118,198
SUP2285,Short,USA,246,54
SUP2286,Require,India,154,209
SUP2287,Reach,India,130,49
SUP2288,Despite,USA,179,100
SUP2289,Product,China,145,283
SUP2290,Bed,Uk,239,37
SUP2291,Outside,UK,150,141
SUP2292,Bad,Germany,132,272
SUP2293,Rate,China,247,278
SUP2294,Activity,Germany,278,72
SUP2295,Now,Germany,187,26
SUP2296,He,UK,36,69
SUP2297,Rate,India,297,85
SUP2298,Glass,Germany,290,70
SUP2299,Loss,USA,283,41
SUP2300,Cause,China,232,113
SUP2301,Research,India,220,224
SUP0663,Already,Germany,200,20
SUP2303,Safe,USA,285,290
SUP2304,Relationship,Germany,83,129
SUP2305,Energy,USA,131,212
SUP2306,Available,India,88,34
SUP2307,Difficult,USA,19,36
SUP2308,Party,USA,28,93
SUP2309,Local,India,61,85
SUP2310,Each,China,218,228
SUP2311,Give,China,153,47
SUP2312,Structure,UK,121,128
SUP2313,Him,Germany,296,52
SUP2314,Capital,CHINA,50,284
SUP2315,Us,USA,87,34
SUP2224,Pass,China,88,165
SUP2317,Present,Germany,32,-1
SUP2318,Artist,India,71,0
SUP2319,Test,India,180,253
SUP2320,Message,Germany,290,260
SUP2321,Product,India,133,112
SUP2322,Education,UK,300,194
SUP2323,Already,USA,66,-1
SUP2324,Meeting,Germany,46,174
SUP2325,Next,India,250,265
SUP2326,Law,UK,292,83
SUP2327,School,usa,94,37
SUP2328,Think,USA,36,22
SUP0648,Add,India,195,283
SUP2330,Time,UK,42,138
SUP2331,Have,USA,192,133
SUP2332,Order,China,2,199
SUP2333,Son,UK,12,252
SUP2334,Idea,UK,297,193
SUP2335,Late,UK,44,161
SUP2336,Worry,USA,53,49
SUP2337,Son,Germany,281,140
SUP2338,Determine,USA,0,125
SUP2339,Seven,China,9999,275
SUP2340,Decide,USA,3,260
SUP1102,Whom,UK,169,132
SUP2342,Amount,Germany,169,234
SUP2343,Watch,Germany,172,93
SUP0026,Thank,India,9999,255
SUP2345,Thus,India,37,19
SUP2346,Religious,UK,277,254
SUP2347,Same,USA,33,252
SUP0774,Industry,USA,234,224
SUP2349,Animal,USA,21,125
SUP2350,Pretty,India,139,228
SUP2351,Develop,China,0,165
SUP2352,Clear,China,0,40
SUP2353,Record,USA,166,295
SUP2354,Finish,China,101,17
SUP2355,Think,China,181,287
SUP2356,Age,UK,219,29
SUP2357,Reveal,INDIA,155,90
SUP2358,Of,Germany,1,277
SUP2359,Main,China,280,154
SUP2360,Appear,India,300,218
SUP2361,Answer,Germany,181,241
SUP2362,Ever,India,142,95
SUP2363,House,USA,109,163
SUP2364,Attorney,USA,164,0
SUP2365,Firm,Germany,99,261
SUP2366,Structure,UK,119,49
SUP2367,Better,Germany,209,52
SUP2368,That,UK,116,236
SUP2369,Movie,India,18,99
SUP1000,Movement,Germany,238,131
SUP2371,Tv,India,83,1
SUP2372,Prevent,China,142,9999
SUP2373,Clearly,India,244,290
SUP2374,Population,Germany,170,278
SUP2375,Myself,China,67,167
SUP2376,Account,USA,115,55
INVALID_29,Ground,china,134,146
SUP2378,Consider,USA,151,193
SUP2379,Pull,China,129,216
SUP0307,Field,India,166,70
SUP2381,Will,China,161,62
SUP2382,Test,USA,142,195
SUP2383,Much,USA,92,128
SUP2384,Big,UK,51,19
SUP2385,Area,China,100,107
SUP2386,Sing,USA,62,6
SUP2387,Compare,Germany,72,69
SUP2388,Education,UK,136,206
SUP2389,Financial,USA,0,0
SUP2390,Central,Germany,243,227
SUP2391,Task,USA,234,72
SUP2392,Nearly,UK,22,187
SUP2393,Religious,Germany,298,244
SUP2394,Claim,USA,256,263
SUP2395,Modern,Germany,270,218
SUP2396,Scene,USA,197,288
SUP2397,Campaign,USA,9999,212
SUP2398,Mother,China,268,127
SUP1878,Drug,USA,109,124
SUP2400,Success,China,126,129
SUP2401,Voice,India,210,235
SUP2402,Line,UK,283,57
SUP2403,Drive,Germany,261,101
SUP2404,Arrive,China,119,201
SUP2405,Along,China,247,-1
SUP2406,Just,China,0,87
SUP2407,Foot,UK,9999,182
SUP2408,Sort,India,37,61
SUP2409,Lot,China,60,218
SUP2410,Surface,China,111,102
INVALID_30,Know,USA,242,0
SUP2412,Hit,USA,83,62
SUP2413,Politics,INDIA,202,21
SUP2414,Thought,USA,-1,161
SUP2415,Station,China,221,151
SUP2416,Family,China,296,209
SUP2417,Each,China,282,203
SUP2418,Church,Germany,37,168
SUP2419,Standard,China,72,59
SUP2420,Movement,USA,251,100
SUP2421,Condition,UK,268,62
INVALID_43,Forward,UK,9999,199
INVALID_48,Not,UK,133,236
SUP2424,Mention,Germany,229,75
SUP0378,Enter,India,5,239
SUP2426,Training,USA,104,60
SUP2427,Trade,China,188,37
SUP2428,Performance,UK,92,71
SUP2429,Simple,Germany,122,9999
SUP2430,Bank,China,83,248
SUP2431,Data,China,160,261
SUP2432,Task,USA,93,114
SUP2433,Arrive,Germany,241,262
SUP2434,Push,China,291,109
SUP2435,Season,India,283,-1
SUP2436,Goal,Germany,222,63
SUP2437,How,Germany,293,271
SUP2438,Would,USA,159,21
SUP2439,Day,China,144,98
SUP2440,Participant,UK,22,165
SUP2441,Heart,Germany,272,100
SUP2442,Or,UK,63,62
SUP2443,Hard,USA,254,140
SUP1233,Pass,UK,30,54
SUP0019,Response,USA,96,216
SUP2446,Conference,UK,211,250
SUP2447,Catch,India,148,160
INVALID_27,Memory,UK,83,248
SUP2449,No,USA,85,56
SUP2450,Letter,UK,57,11
SUP2451,Much,China,274,111
SUP2452,Stock,China,24,248
SUP0009,Wife,India,231,9
SUP2454,Fill,UK,115,175
SUP2455,Station,UK,146,15
SUP2456,Down,UK,262,170
SUP2457,Firm,UK,172,239
SUP2458,Building,India,58,196
SUP2459,Among,Germany,30,126
SUP2460,Value,India,254,91
SUP2461,Government,UK,230,162
SUP2462,Rate,UK,74,166
SUP2463,Play,USA,1,219
SUP2464,Coach,UK,198,61
SUP2465,Each,China,33,77
SUP2466,Part,USA,105,127
SUP2467,Field,India,199,231
SUP2468,Our,UK,269,18
SUP2469,Cold,UK,0,221
SUP2470,Stand,USA,24,257
SUP2471,Almost,China,9999,174
SUP2472,Focus,USA,50,244
SUP2473,Part,UK,122,220
SUP2474,Walk,USA,27,217
SUP2475,Statement,India,193,140
SUP2476,Begin,USA,211,237
SUP2477,Himself,UK,77,75
SUP2478,Grow,USA,133,222
SUP2479,Hospital,Germany,50,124
SUP2480,Shoulder,UK,159,241
SUP2481,Property,India,31,212
SUP0366,Rich,UK,229,125
SUP2483,Participant,India,190,281
SUP2484,Read,China,9,-1
SUP2485,Any,USA,8,257
SUP2486,Really,India,39,158
SUP2487,Lay,China,161,98
SUP2488,Edge,China,266,59
SUP2489,System,China,0,103
SUP2490,Bit,USA,300,299
SUP2491,Part,India,47,97
SUP2492,Personal,UK,52,288
SUP0174,Budget,USA,300,97
INVALID_92,Sea,India,249,132
SUP2495,Write,USA,14,283
SUP2496,Reach,USA,279,254
SUP2497,Contain,India,271,34
SUP2498,Pay,China,61,75
SUP2499,Move,USA,294,141
SUP2500,Huge,India,147,269
SUP2501,Seat,India,154,77
SUP2502,Study,Germany,194,172
SUP2503,Possible,China,108,21
SUP2504,Wear,India,141,108
SUP0696,Notice,UK,99,197
SUP2506,Like,usa,38,261
SUP2507,Decide,India,147,124
SUP2508,Economic,India,212,265
SUP2509,Wish,India,6,117
SUP2510,Sell,India,29,30
SUP2511,Performance,USA,140,175
SUP2512,Certainly,Germany,155,32
SUP2513,Dinner,China,239,167
SUP2514,Win,Germany,155,249
SUP2515,Their,UK,237,149
INVALID_79,Task,China,59,258
SUP2517,Structure,India,182,26
SUP2518,Be,Germany,32,2
SUP2519,Traditional,UK,167,216
SUP2520,Today,USA,214,34
SUP2521,Mean,USA,244,9999
SUP2522,Message,USA,37,45
SUP2523,Which,India,33,176
SUP2524,Determine,USA,253,262
SUP2525,Cost,Germany,152,89
SUP2526,Final,China,9999,273
SUP2527,Series,China,169,158
SUP2528,Movement,China,71,300
SUP2529,Western,China,193,234
SUP1304,Time,China,36,36
SUP2531,Push,UK,143,289
SUP2532,Five,USA,160,141
SUP2533,Even,USA,274,32
SUP2534,Everybody,UK,283,109
SUP2535,Middle,UK,211,214
SUP2536,Either,UK,188,41
SUP2537,Street,India,151,96
SUP2538,Under,Germany,179,155
SUP2539,Check,UK,286,180
SUP2540,Star,China,84,236
SUP2541,Break,USA,198,286
SUP2542,Rest,USA,186,244
SUP2543,Your,USA,224,178
