ClaimID|PolicyID|ClaimDate|ClaimAmount|ApprovedAmount|Status|Reason
CLA2377|POL0009|11/26/2024|Twenty Five Thousand|Theft|Activity|Property Damage
CLA2378|POL0018|01-08-2023|20340.96|Illness|Commercial|Theft
CLA2379|POL0006|05/24/2022|16680.03|Accident|Material|Accident
CLA2168|POL0011|2023-01-12|42666.94|Theft|Leg|Theft
CLA2381|POL0015|15-11-2023|10031.12|Theft|Just|Illness
CLA2369|POL0014|13-02-2023|9169.99|Death|The|Death
CLA2383|POL0008|2023-05-28|21458.0|Illness|Still|Property Damage
CLA2384|POL0004|26/07/2023|17375.41||Wear|Accident
CLA2385|POL0009|03/23/2024|36240.61|Accident|Along|Illness
CLA2386|POL0017|22-03-2024|1855.59|Death|Price|Death
CLA2387|POL0017|2024-05-24|11768.92|Theft|Check|Property Damage
CLA2388|POL0013|01/14/2022|Five Hundred|Death|Their|Property Damage
INVALID_69|POL0003|2022-08-24||Death|Talk|Illness
CLA2390|POL0005|23/07/2023|Ten Thousand||Imagine|Illness
CLA2391|POL0012|19/08/2024|32504.87|Theft|He|Theft
CLA2392|POL0004|2024-03-27|6902.79||Degree|Illness
CLA2393|POL0009|2022-11-12|27694.18||City|Death
CLA2394|POL0011|2024-06-27|34002.81|Death|Make|Property Damage
CLA2395|POL0009|01/21/2023|12350.76|Illness|Man|Property Damage
CLA2396|POL0012|2023-08-25|46366.17|Death|Idea|Accident
CLA2397|POL0011|06/03/2023|47092.15|Property Damage|Medical|Accident
CLA2398|POL0005|2022-11-20|40383.76|Theft|Perhaps|Property Damage
CLA2399|POL0006|2023-07-06|12897.87|Theft|Property|ILLNESS
CLA2400|POL9999|04/07/2023|29733.12|Theft|Owner|Illness
CLA2401|POL0015|07/15/2024|43962.34|Accident|Human|Accident
CLA2402|POL0003|19-01-2022|33523.19||Try|Illness
CLA2403|POL0020|29-11-2024|-2645.05|Death|Attention|ILLNESS
CLA2404|POL0019|2023-06-27|20494.76|Death|Whether|Illness
CLA2405|POL0010|28/07/2023|18333.44||Why|Theft
CLA2406|POL0009|20/08/2022|42251.53|Accident|Paper|Accident
CLA2407|POL0008|02/11/2023|4035.29|Illness|Marriage|Death
CLA2408|POL0004|15/03/2022|46480.26||Nice|Property Damage
CLA0199|POL0004|05/30/2024|29282.36||Street|Property Damage
CLA2410|POL0014|2024-06-29|11123.26|Accident|Former|Theft
CLA2411|POL0018|25/10/2024|44435.9|Accident|Will|Property Damage
CLA2412|POL0002|2023-08-15|26727.3|Theft|Heart|Theft
CLA2413|POL0014|01-07-2024|45286.38|Property Damage|Certainly|Property Damage
CLA2414|POL0004|08/03/2023|7850.72|Theft|Stand|Property Damage
CLA2415|POL0011|05/26/2022|47443.23|Accident|Challenge|Accident
CLA2416|POL0013|07/16/2024|38859.59|Accident|In|DEATH
CLA2417|POL0009|13/03/2022|3681.32|Theft|Deal|Illness
CLA2418|POL0019|01/01/2024|6518.81||Animal|Theft
CLA2419|POL0018|2024-07-10|-1884.33||Success|Accident
CLA2420|POL0007|18-02-2023|31223.64|Illness|Expect|Accident
CLA2421|POL0019|25/09/2024|5525.75|Accident|Message|Illness
CLA2422|POL0004|05/09/2023|3256.22||Mother|Illness
CLA2423|POL0018|24/05/2023|15567.87|Theft|Kitchen|Property Damage
CLA2424|POL0008|11-06-2022|9683.29|Death|Wear|Accident
CLA2425|POL0017|01/01/2023|10989.5|Death|Central|Illness
CLA2426|POL0014|03-03-2024|18086.75|Theft|Reduce|Death
CLA2427|POL0017|28-06-2023|21311.47|Accident|Hear|Illness
CLA2428|POL0011|06/28/2022|3668.35|Death|Up|Accident
CLA2429|POL0004|2022-01-24|29400.12|Property Damage|Bring|Accident
CLA2430|POL0006|05/11/2022|Ten Thousand|Theft|Industry|Theft
CLA2431|POL0008|09/23/2023|49721.15|Theft|Paper|Accident
CLA2432|POL0009|24-12-2022|10399.07|Death|Hair|death
CLA2433|POL0014|12/09/2023|0||Walk|Property Damage
CLA2434|POL0009|16-03-2022|19028.98|Accident|Factor|Illness
CLA2435|POL0002|15/09/2024|40765.86|Death|Now|Illness
CLA2436|POL0004|23-11-2022||Theft|Father|Property Damage
CLA2437|POL0001|16-03-2024|3593.1||Government|Property Damage
CLA2438|POL0016|18-06-2022|29346.43|Property Damage|Land|Death
CLA2439|POL0016|06/12/2022|17623.95|Theft|Research|Theft
CLA2440|POL0011|02/21/2022|17447.76|Death|Rock|Death
CLA2441|POL0005|17-01-2024|19997.49|Death|Finally|Illness
CLA2442|POL0011|2022-04-12|41807.64|Accident|Word|Property Damage
CLA2443|POL0007|18/02/2022|31074.69|Illness|Such|Death
CLA2444|POL0015|28-06-2022|31145.53|Accident|Lot|Theft
CLA2445|POL0012|09-08-2022|4067.01|Property Damage|Similar|Property Damage
CLA2446|POL0011|2022-10-11|2103.53|Accident|Effort|Accident
CLA2447|POL0006|05/29/2022|7423.67|Death|So|Property Damage
CLA2448|POL0017|19/09/2023|17697.43|Theft|Operation|Property Damage
CLA2449|POL0006|04/16/2023|27998.66|Accident|Itself|Illness
CLA2450|POL0016|2023-10-16|7852.32|Death|White|Property Damage
CLA2451|POL0015|18/07/2022|47167.53|Accident|Simply|Property Damage
CLA2452|POL0006|10/07/2024|25444.46|Accident|Available|THEFT
CLA2453|POL0010|06/17/2023|28189.99|Accident|Area|Accident
CLA2454|POL0014|2022-08-09|16452.07|Death|Physical|Death
CLA2455|POL0008|05-04-2023|42780.3|Theft|Goal|Theft
CLA2456|POL0008|05-11-2024|2824.22|Illness|Most|Death
CLA2457|POL0012|03/10/2023|24306.67|Accident|Maintain|Accident
CLA2458|POL0015|01/07/2023|21826.87|Illness|Approach|Illness
CLA2459|POL0006|05-01-2024|21719.0|Accident|Front|Death
CLA2460|POL0012|12/11/2023|Five Hundred|Theft|Without|Illness
CLA2461|POL0011|01-02-2022|16471.78|Illness|Voice|Death
CLA2462|POL0017|2024-05-24|36208.26|Property Damage|Event|Accident
CLA2463|POL0004|2023-01-21|39673.23|Death|Behind|Illness
CLA2464|POL0004|09/10/2024|47218.39||Wait|Illness
CLA2465|POL0020|07/15/2022|20126.4|Accident|Artist|Theft
CLA2466|POL0011|22/07/2023|35951.1|Property Damage|Young|Accident
CLA2467|POL0016|2022-08-26|25858.69||West|Illness
CLA2468|POL0011|16/04/2023|29176.9|Death|From|Illness
CLA2469|POL0009|12/09/2022|39095.76||Wide|Theft
CLA2470|POL0014|2024-01-29|||Kind|Death
CLA2471|POL0018|2024-03-09|3585.91||Fill|Death
CLA2472|POL0002|03/28/2022|10426.93|Property Damage|Industry|Illness
CLA2473|POL0005|23/10/2024|7733.48|Theft|Economy|Property Damage
CLA2474|POL0008|2024-10-13|48995.03||Someone|Death
CLA2475|POL0017|03-12-2023|35396.91|Theft|Wrong|Accident
CLA2071|POL0016|2023-04-20|13111.2|Accident|Myself|Property Damage
CLA2477|POL0005|02-05-2023|-2025.19||Would|Theft
CLA2478|POL0017|23/08/2022|0||Near|Illness
CLA2479|POL0020|2022-12-27|3834.34|Illness|Arm|Death
CLA2480|POL0019|25-08-2024|10598.49|Death|Us|Theft
CLA2481|POL0004|2022-01-25|6774.39|Theft|Man|Property Damage
CLA2482|POL0020|2022-08-12|38130.32||While|Illness
CLA2483|POL0001|16-11-2022|16756.97|Illness|Could|Illness
CLA2484|POL0020|26/07/2023|39085.06|Theft|Hand|PROPERTY DAMAGE
CLA2485|POL0001|2023-07-12|35382.86|Accident|Center|Death
CLA2486|POL0006|08-10-2023|44507.95|Theft|System|Theft
CLA2487|POL0015|02-03-2024|45982.92|Illness|Politics|Property Damage
CLA2488|POL0016|08/26/2023|9197.33|Theft|Sound|Accident
CLA2489|POL0002|2024-06-28|22336.98|Theft|May|Death
CLA2490|POL0013|2023-05-04|37681.39|Accident|Reach|Theft
CLA2491|POL0006|2022-09-02|31692.0|Accident|During|Property Damage
CLA2492|POL0017|2022-03-10|33711.31|Death|Security|THEFT
CLA2493|POL0018|20/11/2024|1526.5||Skill|Death
CLA2494|POL0015|18/11/2023|3432.49|Property Damage|Decade|Illness
CLA2495|POL0004|2024-12-28|0||President|death
CLA2496|POL0004|15-07-2024|32777.38|Property Damage|Model|Accident
CLA2497|POL0009|04/20/2023|6476.52|Property Damage|Long|Accident
CLA2498|POL0017|17-12-2022|13474.43|Death|Kind|Illness
CLA2499|POL0007|14/04/2024|45245.01|Illness|Heavy|Property Damage
CLA2500|POL0001|27/03/2023|34482.06|Property Damage|Program|Accident
CLA2501|POL0013|03/13/2023|28947.52|Illness|Its|Illness
CLA2502|POL0018|09/27/2024|47243.25||Cold|death
CLA2503|POL0012|15-10-2022|18087.2|Illness|Focus|Accident
CLA2504|POL0005|2024-03-17|30641.72|Death|Indicate|Death
CLA2505|POL0016|2024-07-16|20167.78|Death|Most|ACCIDENT
CLA2506|POL0003|10/14/2023|33942.33|Illness|Before|Property Damage
CLA2507|POL0017|19-07-2024|8473.03|Theft|Different|Death
CLA2508|POL0015|12/02/2024|49589.05||Town|accident
CLA2509|POL0006|21-07-2024|21818.55|Death|Nor|Accident
CLA2510|POL0001|31/07/2022|40901.5|Death|Find|property damage
CLA2511|POL0015|24/06/2024|4524.76|Accident|Kitchen|Property Damage
CLA2512|POL0002|11/03/2022||Accident|Face|Accident
CLA2513|POL0012|16/11/2024|23528.1||Father|Property Damage
CLA2514|POL0018|2022-12-16|46761.39|Death|Blood|Illness
CLA2515|POL0010|24-12-2022|48899.54|Illness|Born|Death
CLA2516|POL0006|06/22/2023|1547.83|Theft|Here|Death
CLA2517|POL0003|24/01/2023|46040.26|Accident|Those|Property Damage
CLA2518|POL0012|2024-03-14||Illness|Example|Property Damage
CLA2519|POL0019|10/17/2024|13864.06|Illness|Sing|Property Damage
CLA2520|POL0002|01/09/2022|23150.17|Theft|And|Property Damage
CLA2521|POL0008|2022-06-12|12296.49|Accident|Despite|Accident
CLA2522|POL0014|04/10/2023|31420.29|Illness|Such|Accident
CLA2523|POL0010|05/11/2024|21523.78||Try|Death
CLA2524|POL0020|2023-06-01|27972.91|Accident|Kitchen|Property Damage
CLA2525|POL0016|15-08-2022|Ten Thousand|Accident|Reality|Illness
CLA2526|POL0001|15-11-2023|33534.92|Theft|Blood|Accident
CLA2527|POL0003|11/21/2024|12484.72|Death|Hold|Illness
CLA2528|POL0019|2024-10-06|30629.29|Property Damage|Hour|Death
CLA2529|POL0001|29/10/2022|26270.96|Death|Program|Accident
CLA2530|POL0018|03/06/2023|10213.35||Operation|Death
CLA2531|POL0002|04/10/2023|32279.19|Illness|Happen|Theft
CLA2532|POL0004|2022-09-11|1809.11|Theft|City|Death
CLA2533|POL0018|08/17/2023|10760.83|Illness|Hand|Illness
CLA2534|POL0014|2024-07-10|35809.6|Accident|Next|Accident
CLA2535|POL0017|16-06-2022|28191.37|Accident|Different|Theft
CLA2536|POL0012|25-02-2024|Twenty Five Thousand|Death|Think|Property Damage
CLA2537|POL0018|2023-08-17|7995.28|Accident|Education|Death
CLA2538|POL0010|10-04-2023|37129.5|Illness|Help|Accident
CLA2539|POL0014|27/06/2023|Ten Thousand|Illness|Chair|Death
CLA2540|POL0017|2023-02-04|41957.81||Knowledge|Death
CLA2541|POL0004|15-02-2023||Theft|Strategy|Accident
INVALID_52|POL0019|03/28/2022|20574.44||If|Theft
CLA2543|POL0011|22/12/2023|23100.3|Illness|Together|Death
CLA2544|POL0018|10-05-2023|19218.32|Property Damage|Box|Accident
CLA2545|POL0003|09-07-2024|32933.88|Accident|Get|Theft
CLA2546|POL0018|02/04/2022|28408.82|Death|Total|Accident
CLA2547|POL0009|2024-02-24|48268.19|Illness|Break|Death
CLA2548|POL0008|08/29/2022|17101.02|Accident|Join|Property Damage
CLA2549|POL0004|27-09-2024|29928.15||Upon|Property Damage
CLA2550|POL0009|2022-11-10|20112.42|Death|Instead|Theft
INVALID_66|POL0017|17-11-2022|11297.72|Illness|Per|Death
CLA2552|POL0019|2023-01-23|40449.28|Illness|Up|Death
CLA2553|POL0016|19-12-2022|8725.94|Property Damage|Car|Accident
CLA2554|POL0013|16-10-2023|7716.2|Property Damage|One|Property Damage
CLA2555|POL0003|08/03/2024|-3499.11|Illness|Art|Theft
CLA2556|POL0004|05/28/2022|24615.12|Property Damage|They|Theft
CLA2557|POL0020|09/01/2024|10154.65|Death|Detail|Property Damage
CLA2558|POL0005|10-02-2022|8722.88|Property Damage|Fast|Theft
CLA2559|POL9999|2022-12-08|44960.84|Property Damage|Leg|ACCIDENT
CLA2560|POL0016|01/05/2024||Accident|Detail|Illness
CLA2561|POL0013|2024-05-19|45196.98|Property Damage|Structure|Property Damage
CLA2562|POL9999|29/06/2023|11608.88|Death|Especially|Illness
CLA2563|POL0014|05/13/2022|8612.71|Theft|With|Illness
CLA2564|POL0014|12/10/2023|12346.05|Theft|Miss|Death
CLA2565|POL9999|04/15/2024|41019.94|Property Damage|Dog|Illness
CLA2566|POL0004|22/02/2022|-1618.43|Property Damage|Weight|Property Damage
CLA2567|POL0017|2023-11-17|44098.43|Death|Today|Property Damage
CLA2568|POL0004|09/19/2022|39108.7|Accident|Record|Death
CLA2569|POL0008|09/20/2022|45724.49|Illness|Become|property damage
CLA2570|POL0020|26-05-2024|15092.96|Death|Could|Illness
CLA2571|POL0002|09/16/2024|26884.03|Property Damage|Three|Death
CLA2572|POL0016|17/09/2024|23172.96|Death|Voice|Theft
CLA2573|POL0019|2023-02-26|45754.77|Accident|Rich|Death
INVALID_17|POL0005|06/18/2022|Five Hundred|Theft|Find|Illness
CLA2575|POL0010|2022-05-19|12504.2|Illness|Gun|Illness
CLA2576|POL0020|2022-03-22|28689.47||Bring|Accident
CLA2577|POL9999|05/31/2024|42712.4|Theft|Black|Property Damage
CLA2578|POL0015|10/16/2024|0|Death|Child|Property Damage
CLA2579|POL0020|04/01/2022|||I|Theft
CLA2580|POL0008|24-05-2022|31791.58|Property Damage|Force|Illness
CLA2581|POL0020|18-02-2024|32191.31|Property Damage|Responsibility|Death
CLA2582|POL0004|2023-06-04|39409.83|Accident|Station|Illness
CLA2583|POL0019|03/08/2023|21377.75|Property Damage|Young|Theft
CLA2584|POL0009|16-09-2023|20236.66|Theft|Strategy|Theft
CLA2585|POL0014|2022-06-01|49764.08||Call|Theft
CLA2586|POL0006|2023-11-06|18064.17|Death|Hard|Theft
CLA2587|POL0008|10-10-2023|Ten Thousand|Illness|Career|ACCIDENT
CLA2588|POL0001|28/10/2023|38594.66|Theft|Too|Death
CLA2589|POL0006|09-06-2024|6058.27|Illness|According|Illness
CLA2590|POL0019|02/26/2023|4660.25|Theft|School|Accident
CLA2591|POL0017|28/07/2023|Twenty Five Thousand||Good|Property Damage
CLA2592|POL0005|06-05-2023|25502.93|Death|Add|Death
CLA2593|POL9999|20-08-2022|38053.87|Property Damage|Recently|Death
CLA0646|POL0004|03/14/2023|21145.98||Financial|Property Damage
CLA2595|POL0004|2023-07-18|1665.46|Death|About|Accident
CLA2596|POL0020|20/12/2022|3052.37|Accident|Message|Theft
CLA2597|POL0019|04/22/2024|49930.43|Death|Together|Accident
CLA2598|POL0019|05/09/2022|12462.6|Property Damage|Find|Death
CLA2599|POL0014|03/01/2023|23236.04|Property Damage|Coach|Death
CLA2600|POL0001|09-01-2023|33146.21|Illness|Show|Death
CLA2601|POL0015|01/29/2023|41550.18|Theft|Herself|Property Damage
CLA2602|POL0004|06/02/2023|29870.24|Property Damage|People|Property Damage
CLA2603|POL0016|05/24/2023|8264.13|Property Damage|Speak|Accident
CLA2604|POL0004|04/06/2022|36209.09||Stage|Illness
CLA2605|POL0002|05-08-2024|17176.16|Death|Pretty|Illness
CLA2606|POL9999|08/27/2023|43270.87|Death|Local|Theft
CLA2607|POL0016|20-02-2022|32903.12|Accident|Current|Property Damage
CLA2608|POL0014|01-12-2024|49594.33|Accident|House|Illness
CLA2609|POL0006|06/04/2024|30805.05|Illness|Business|Death
INVALID_86|POL0013|14/05/2022|36573.92||Nice|Accident
CLA2611|POL0020|08/09/2022|1175.37|Illness|Its|Illness
CLA2612|POL0001|05/26/2024|45168.48|Accident|Mrs|ILLNESS
CLA2613|POL0014|12/13/2024|44044.19|Death|Here|Accident
CLA2614|POL0018|04/10/2023|22186.19||Size|DEATH
CLA2615|POL0011|2024-12-03|47566.33|Accident|Decide|Theft
CLA2616|POL0005|2024-04-07|38962.69|Property Damage|Middle|Illness
CLA2617|POL0020|28-10-2023|41611.07|Theft|Large|Accident
CLA2618|POL0017|04/06/2022|29660.11|Death|Leg|Death
CLA1017|POL0001|2024-09-02|6885.31|Death|Concern|Death
CLA2620|POL0005|01/26/2024||Theft|Become|Illness
CLA2621|POL0019|28-07-2023|14942.23|Illness|Doctor|Illness
CLA2622|POL0013|31/08/2023|30937.94|Accident|Decision|Death
CLA2623|POL0011|04-10-2023|41944.82|Accident|Serious|Accident
CLA2624|POL0014|2024-12-22|28925.41|Death|Sing|Illness
CLA2625|POL0019|2023-03-13|45772.5|Death|Seek|Property Damage
CLA2626|POL0020|27/12/2022|11456.21|Accident|Better|DEATH
CLA2627|POL0001|02/20/2022|26167.04|Accident|Energy|Theft
CLA2628|POL0009|17/08/2022|38188.38|Accident|Would|Theft
CLA2629|POL0001|17/03/2022|8651.3||Study|Illness
CLA2630|POL0006|30/05/2024|46637.87||Anyone|Property Damage
CLA2631|POL0005|14/01/2023|29692.34|Illness|Together|Death
CLA2632|POL9999|16/06/2024|28798.08||Analysis|Accident
CLA2633|POL9999|09-10-2022|38459.24|Illness|Try|Theft
CLA0247|POL0012|07/14/2024|44559.05|Death|Heavy|Death
CLA2635|POL0001|08/04/2023|||Career|Theft
CLA2636|POL0006|13/11/2024|30593.31|Accident|Lawyer|Accident
CLA2637|POL0010|13-12-2022|-4870.31|Property Damage|We|Theft
CLA2638|POL0012|07/24/2024|0||Behavior|Illness
CLA2639|POL0013|05-04-2022|48391.51|Property Damage|Dinner|property damage
CLA2640|POL0006|2022-06-30|14065.77|Accident|Very|Property Damage
CLA2641|POL0020|06-06-2022||Theft|Cost|Death
CLA2642|POL0013|21-05-2023|36806.14|Accident|Hit|Theft
CLA2643|POL0011|24-12-2022|0|Illness|Field|Illness
CLA2644|POL0014|14-04-2024|24879.76|Accident|Require|Death
CLA2645|POL0009|20-11-2024|8015.18|Illness|Trial|THEFT
CLA2646|POL0014|18/09/2024|0|Property Damage|Traditional|Illness
CLA2647|POL0020|10/09/2023|6554.61|Accident|Person|Accident
CLA2648|POL0019|30-11-2024|9696.61|Theft|View|Theft
CLA2649|POL0012|2023-03-25|34916.22|Property Damage|Able|Death
CLA2650|POL0016|27-10-2023|11950.4||Whom|Illness
CLA2651|POL0008|24/03/2024|26246.9|Property Damage|Note|Property Damage
CLA2652|POL0002|10-02-2022|34812.53||Within|Property Damage
CLA2653|POL0011|05-06-2022|4089.47|Property Damage|Face|Property Damage
CLA2654|POL0018|07-08-2023|18479.07|Property Damage|Require|Illness
CLA2655|POL0015|2022-01-25|45042.09|Property Damage|Return|Theft
CLA2656|POL0009|26-12-2023|19300.34|Accident|Spring|Death
CLA2657|POL0002|23-10-2023|31043.46|Property Damage|Heart|Theft
CLA2658|POL0003|11/10/2022|19498.2|Theft|Simply|Accident
CLA0811|POL0013|05/11/2024|16606.55|Illness|Person|Accident
CLA2660|POL0020|04/02/2024|7982.57||Poor|Property damage
CLA2547|POL0002|2023-07-21|1865.89|Theft|Better|Illness
CLA2662|POL0001|20/06/2022|Twenty Five Thousand|Accident|Structure|Illness
CLA2663|POL0019|25-02-2022||Illness|Beautiful|Death
CLA2664|POL0006|2023-05-03|47443.74|Property Damage|Cup|Theft
CLA2665|POL0014|07/14/2024|14862.1||Third|Theft
CLA2666|POL0010|2024-07-15|48751.5|Illness|Pass|illness
CLA2667|POL0020|2022-07-21|25967.42|Property Damage|Child|Property Damage
CLA2668|POL0018|10/05/2022|12983.51|Death|Although|THEFT
CLA2669|POL0008|04/25/2022|15776.67|Property Damage|Upon|Theft
CLA2490|POL0007|13/03/2024|Ten Thousand||Wife|PROPERTY DAMAGE
CLA2671|POL0004|01/15/2023|6656.31||Voice|Death
CLA2672|POL0008|02/28/2022|43411.78|Theft|Whole|Death
CLA2673|POL0016|01/02/2024|27133.18|Illness|White|Theft
CLA2674|POL0002|02/15/2022|44411.37|Property Damage|Concern|Property Damage
CLA2675|POL0017|06/13/2022|23607.17|Property Damage|Common|Theft
CLA2676|POL9999|02/10/2022|11912.43|Death|Finish|Illness
CLA2677|POL0006|2023-09-16|43463.73|Theft|Collection|Accident
CLA2678|POL0019|02/17/2022|23026.15|Death|Series|PROPERTY DAMAGE
CLA2679|POL0009|04/21/2024||Accident|Prove|Death
CLA2680|POL0020|06-11-2023|11476.56|Property Damage|Character|Death
CLA2681|POL0020|23/01/2023|20579.07|Accident|Girl|Theft
CLA2682|POL0005|27-06-2022|4221.65|Death|Least|Property Damage
CLA2683|POL0010|2022-10-28|22903.57|Theft|Resource|Illness
CLA2684|POL9999|06/07/2023|17838.52|Property Damage|Mrs|Illness
CLA2685|POL0020|03-01-2022|11695.37|Death|Protect|Death
CLA2686|POL0004|10/30/2022|24306.14||Fear|Theft
CLA2687|POL0014|2024-01-11|37678.89|Theft|Allow|Illness
CLA2688|POL0015|11/09/2022|45761.84|Accident|Security|Accident
CLA2689|POL0013|2024-04-29|21789.78|Theft|Event|Illness
CLA2690|POL0018|01/11/2022|9558.85|Accident|Color|Death
CLA2691|POL0016|02/03/2024|14568.54|Death|Goal|Accident
CLA2692|POL0001|2024-03-07|29486.54|Property Damage|Receive|Illness
CLA2693|POL0006|2023-10-28|42806.01|Property Damage|Structure|Property Damage
CLA2694|POL0019|03/09/2022|30495.24|Illness|Heavy|Theft
CLA2695|POL0009|15/07/2023|-3700.96||Office|Theft
CLA2696|POL0015|20/08/2024|11010.01|Accident|Class|Property Damage
CLA2697|POL0001|09/09/2022|28913.13|Accident|Its|Illness
CLA2698|POL0001|31/08/2024|44064.89|Property Damage|Leg|Death
CLA2699|POL0014|04-06-2023|39608.34|Theft|Young|Property Damage
CLA2700|POL0007|26/10/2023|7445.04|Theft|Time|Property Damage
CLA2701|POL0007|2023-10-24|3663.52|Theft|Employee|Property Damage
CLA2702|POL0014|2024-10-13|18026.95|Death|Side|Property Damage
CLA2703|POL0009|01/09/2024|23925.36||Wrong|Death
CLA2704|POL0001|12/20/2024|14390.81|Death|Yes|Property Damage
CLA2705|POL0010|2024-09-27|20159.71||Majority|Illness
INVALID_46|POL0007|17-08-2023|40964.96|Illness|Protect|Accident
CLA2707|POL0003|09/06/2022|8961.14||Shoulder|Death
CLA2708|POL0013|30/07/2024|16842.77|Theft|Town|Illness
CLA2709|POL0005|02-01-2023|11880.82|Theft|Sell|Illness
CLA2710|POL0014|20-04-2023|19361.87||Thank|Illness
CLA2711|POL0002|2024-12-17|49816.04|Illness|Each|Property Damage
CLA2712|POL0018|31-03-2022|41329.8|Property Damage|Painting|Accident
CLA2713|POL0016|2022-08-30|2324.33|Property Damage|People|Theft
CLA2714|POL0011|07/08/2023|1128.52|Property Damage|Today|Death
CLA2715|POL0019|18-02-2022|16218.2|Accident|Open|Accident
CLA2716|POL0009|2022-02-04|35917.8|Accident|Understand|Theft
CLA2717|POL0014|13/12/2022|21021.06|Theft|First|Death
CLA2718|POL0020|07/14/2022|34082.34|Theft|Talk|Theft
CLA2719|POL0003|2023-01-13|31044.69|Theft|Manager|Death
CLA2720|POL0012|22/07/2024|3822.6|Illness|Image|Illness
CLA2721|POL9999|02/08/2022|19658.09|Death|Him|Death
INVALID_37|POL0012|2024-09-04|39220.51|Illness|Commercial|Accident
CLA2723|POL0016|05/03/2024|26083.91|Theft|Open|PROPERTY DAMAGE
CLA2724|POL0011|2023-09-19|26272.64|Accident|Lay|Death
CLA2725|POL0002|11/01/2023|31683.47|Illness|Nearly|Death
CLA2726|POL0005|2024-06-08|8145.25|Accident|Without|Death
CLA2727|POL0014|12-04-2023|38403.05|Illness|Table|Property Damage
CLA2728|POL0010|15/06/2024|31692.44|Illness|Last|Accident
CLA2729|POL0001|10/02/2024|16740.46|Illness|Role|Theft
CLA2730|POL0014|2024-04-06|-1267.13|Accident|Unit|Theft
CLA2731|POL0015|2024-05-26|14344.82|Illness|Finally|Death
CLA2732|POL0003|2024-11-05|15416.66|Accident|Issue|Accident
CLA2733|POL0017|25-11-2023|Five Hundred||Mention|Accident
CLA2734|POL0003|2024-10-09|26956.75|Property Damage|Miss|Death
CLA2735|POL0004|25-04-2022|32314.37|Accident|Already|Theft
CLA2736|POL0010|26/11/2024|6332.9|Property Damage|Message|Accident
CLA2737|POL0006|13/06/2024|27560.16|Property Damage|Election|Illness
CLA2738|POL9999|2023-08-12|34127.12|Accident|Personal|Theft
CLA2739|POL0020|14/02/2024|39274.14|Accident|Fire|Property Damage
CLA2740|POL0015|21-06-2022|36370.08|Death|Few|Death
CLA2110|POL0010|2023-09-11|43299.43|Theft|Just|Death
CLA2742|POL0016|19-10-2024|23402.18|Accident|Face|Theft
CLA2743|POL0012|06/12/2023|23516.77|Accident|Order|Theft
CLA2744|POL0015|26-11-2022|25486.34|Illness|Wish|Illness
CLA2745|POL0019|03/28/2023|5935.49|Property Damage|Someone|Theft
CLA2746|POL9999|01/16/2023|28953.23|Death|Personal|Property Damage
CLA2747|POL0009|08/08/2024|31644.82|Theft|Turn|Property Damage
CLA2748|POL0014|10/18/2023|7590.12|Property Damage|Recent|ILLNESS
CLA2749|POL9999|2023-05-14|49349.86|Theft|While|Illness
CLA2750|POL0013|12/01/2022|30495.5|Theft|Else|Theft
CLA2751|POL0011|2022-10-25|9892.35||Law|Accident
CLA2752|POL0003|05/08/2024|||Kid|Accident
CLA2753|POL0013|2022-10-14|12415.33|Theft|View|Property Damage
CLA2754|POL0010|28/05/2023|29641.29|Illness|Week|Theft
CLA2755|POL0014|2023-09-11|-126.6|Illness|Character|Theft
CLA2756|POL0017|09/01/2022|12206.62|Property Damage|Similar|Property Damage
CLA2757|POL0019|10/12/2024|47172.99|Illness|Some|Death
CLA2758|POL0002|10/09/2023|11551.46|Theft|Sing|Property Damage
CLA2759|POL0019|02/09/2023|47246.61|Death|Wear|Accident
CLA2760|POL0008|04-07-2024|38813.7|Theft|Heart|Illness
CLA2761|POL0010|2022-02-01|5446.87|Illness|Throw|Theft
CLA2762|POL0013|30/11/2022|6359.93|Illness|Yet|Property Damage
CLA2763|POL0016|29/03/2023|17665.5|Illness|Month|Theft
CLA2764|POL0012|18-12-2022|43118.56|Accident|Dream|ILLNESS
CLA2765|POL0018|24/07/2022|15023.95|Property Damage|Special|Theft
CLA2766|POL0002|2023-12-21|19487.99|Theft|Bit|Property Damage
CLA2767|POL0016|11/02/2024|48466.09|Property Damage|Try|Theft
CLA2768|POL0003|28/08/2024|3478.47|Property Damage|Conference|Accident
CLA2769|POL0001|22/03/2024|8547.73|Illness|Reduce|Death
INVALID_57|POL0010|11-07-2023|29458.03|Illness|Environmental|Property Damage
CLA2771|POL0009|25-03-2022|43902.92|Property Damage|Ready|Death
CLA2772|POL0011|28/11/2024|22668.99|Death|Life|Illness
CLA2773|POL0015|12/06/2024|18687.27|Theft|Heart|Illness
CLA2774|POL0010|2022-02-15|47211.28|Illness|Buy|Theft
CLA2775|POL0011|2023-05-31|13337.54|Death|Our|Property Damage
CLA2776|POL0009|17/03/2022|37361.56|Theft|Improve|Death
CLA2777|POL0016|01/09/2024|33326.78|Illness|Walk|Property Damage
CLA2778|POL0007|30-08-2022|12104.06||Risk|Theft
CLA2779|POL0001|2024-09-16|||This|theft
CLA2780|POL0004|01/02/2022|-4424.83|Theft|Yes|Illness
CLA2781|POL0010|30-08-2024|30881.28|Accident|On|Death
INVALID_1|POL0014|02/02/2023|16200.51|Theft|Resource|Accident
