PolicyID,CustomerID,PolicyType,PremiumAmount,StartDate,EndDate,Status
POL2497,CUS0014,Motor,19530.91,2024-05-09,18-01-2022,Rock
POL2498,CUS0018,Motor,6621.45,09/07/2023,04/04/2022,Energy
POL2499,CUS0017,Life,30417.02,16/04/2024,06/05/2024,You
POL2500,CUS0010,Motor,16350.19,16/09/2024,24/10/2023,Vote
POL2501,CUS0016,Property,39221.24,06/04/2023,15-01-2024,Will
INVALID_50,CUS0001,Motor,35269.64,2024-05-14,20/10/2023,Pass
POL2503,CUS0007,Property,5924.85,2024-11-15,02/28/2022,Technology
POL2504,CUS0001,health,12559.21,27/05/2023,22-09-2024,Computer
POL2505,CUS0006,Life,34616.0,20-09-2024,15-05-2022,Power
POL2506,CUS0008,Property,23780.5,18-12-2024,26/08/2024,At
POL2507,CUS0001,Motor,48080.52,2022-11-14,05/06/2022,Theory
POL2508,CUS0002,Property,13824.96,01/15/2022,30-05-2023,Cut
POL2509,CUS0020,Motor,27330.05,02/09/2022,09/30/2023,Ok
POL2510,CUS0018,Life,Five Hundred,18/11/2022,18/11/2022,Fish
POL2511,CUS0013,Health,4944.7,29-08-2022,26/10/2024,Wait
INVALID_69,CUS0003,Property,35862.86,08/02/2022,2024-08-24,Town
POL2513,CUS0002,Motor,-1139.63,21-01-2023,13/06/2022,Military
POL2514,CUS0004,motor,2075.33,11/02/2022,23-02-2023,Sea
POL2515,CUS0007,Life,20746.73,05/18/2022,03/05/2024,Science
POL1144,CUS0006,Motor,39884.73,19-02-2022,11-08-2024,Already
POL2517,CUS9999,Motor,22345.34,2022-05-10,06/03/2022,Foot
POL2518,CUS0006,Life,13075.38,24/10/2024,2022-08-22,Usually
POL2519,CUS0011,Property,46284.13,08-03-2022,14-08-2022,Picture
POL2520,CUS0009,Health,41159.43,2022-01-30,08/01/2023,Explain
INVALID_74,CUS0019,Motor,44913.99,02/24/2024,28-01-2024,Reflect
POL2522,CUS0006,Life,29414.42,02/13/2024,16/04/2023,Action
POL2523,CUS0012,Motor,40849.75,15-06-2023,07-06-2024,Process
POL2524,CUS0020,Health,2719.96,08/19/2022,08/09/2024,Current
POL2525,CUS0014,Property,40066.03,21/10/2023,14/07/2022,Success
POL2526,CUS0003,Property,46627.18,11/17/2023,05/02/2022,Ability
POL2527,CUS0015,Health,2992.19,03/24/2022,08-05-2022,Off
POL2528,CUS0018,Health,46882.41,20/04/2022,19-07-2023,Offer
POL2529,CUS0011,Health,33791.58,03/10/2024,2024-04-13,Meet
POL2530,CUS0011,Property,8533.33,07/18/2024,17-03-2024,Attorney
POL2531,CUS0020,Life,33051.19,2024-09-21,02/12/2023,Wind
POL2292,CUS0018,Life,20419.46,17/07/2024,02-10-2022,Chance
POL2533,CUS0010,Motor,45332.86,07/02/2023,09-05-2022,Official
POL2534,CUS0017,Motor,44330.72,01/16/2022,11/06/2023,Raise
POL2535,CUS0007,Property,43252.98,02/08/2023,2024-10-02,Would
POL2536,CUS0012,Health,36144.13,2022-12-17,12/02/2023,Represent
POL2537,CUS0002,Life,31972.81,2024-09-24,20-03-2022,Our
POL2538,CUS0011,Property,6741.81,01/06/2023,2024-01-22,Peace
POL2539,CUS0003,Property,35570.07,06-09-2022,03-12-2022,Southern
POL2540,CUS0011,Health,31410.41,28-01-2024,13-01-2022,Society
POL2541,CUS0018,Property,46071.05,11-04-2023,19/06/2022,Seven
POL2542,CUS0008,Life,4838.18,22-11-2022,18/11/2024,Material
POL2543,CUS0013,Life,4995.36,05-04-2023,2023-09-03,Single
POL2544,CUS0018,Property,38182.05,10/01/2023,25/02/2022,Attorney
POL2545,CUS0016,Health,2895.9,11/09/2023,07-02-2024,Mind
POL2546,CUS0015,Health,2739.71,12/24/2022,11/03/2024,At
POL2547,CUS0011,Health,41109.6,02/28/2023,15/02/2023,Meeting
POL2548,CUS0005,Property,36856.43,09-04-2022,28/09/2022,Answer
POL2549,CUS0014,Motor,13257.94,2024-08-16,2024-12-23,Traditional
INVALID_73,CUS0014,Health,34313.82,2024-04-25,15/06/2024,Center
POL2551,CUS0007,Motor,22151.33,03/23/2024,17/09/2024,State
POL2552,CUS0011,Life,14874.19,2024-04-01,2023-03-03,Put
POL2553,CUS0016,Health,32677.81,2022-02-01,2023-08-12,Hospital
POL2554,CUS0010,Life,6752.38,01/04/2024,09/21/2023,Summer
POL2555,CUS0016,Property,26046.41,03-07-2024,01-12-2023,Size
POL2556,CUS0012,Property,11291.14,06/06/2024,28-01-2022,Social
POL2557,CUS0020,Health,39919.34,07-09-2022,05/09/2024,Piece
POL2558,CUS0008,Health,Ten Thousand,2023-08-18,20-08-2023,Which
POL2559,CUS0013,Health,14668.56,25-06-2024,2023-11-02,School
POL2560,CUS0003,Property,24028.44,2024-12-27,04/25/2022,Plant
POL2561,CUS0018,Life,5049.29,03/04/2024,15-04-2022,Plan
POL2562,CUS0011,Motor,14621.9,2023-03-09,22/01/2024,Past
POL2563,CUS0006,Life,47105.02,10-04-2024,2022-11-05,Light
POL2564,CUS0020,Health,43388.19,2024-02-21,10/01/2022,Whom
POL2565,CUS0003,Property,,16/10/2023,29-06-2022,Data
POL2566,CUS0002,Motor,26033.43,19/11/2022,04-11-2023,Skin
POL2567,CUS0014,health,48526.69,15-05-2024,18/02/2024,Address
POL2568,CUS0008,Health,22720.87,08-08-2023,22/05/2024,Economic
POL2569,CUS0003,health,44225.44,2024-02-10,17-03-2023,After
POL2570,CUS0012,Property,Twenty Five Thousand,25-10-2024,04-12-2022,Authority
POL2571,CUS0011,Health,47454.39,2023-01-19,08/24/2022,Today
POL2572,CUS0007,PROPERTY,26318.55,04/29/2024,08/22/2024,Table
POL2573,CUS0004,Motor,17061.33,2024-06-19,2024-03-12,Involve
POL2574,CUS0001,Health,13530.62,26/04/2022,2024-02-23,Paper
POL2575,CUS0005,Motor,48349.3,2024-04-04,2023-03-27,Social
POL2576,CUS0016,Life,26110.61,31-07-2023,28/12/2022,Music
POL0879,CUS0012,Life,Twenty Five Thousand,25-09-2022,03/06/2022,Brother
POL2578,CUS0009,Life,19069.85,09/29/2024,12/04/2024,Order
POL2579,CUS9999,Life,28115.47,07/05/2023,03/01/2022,Plant
POL2580,CUS0018,Health,15301.22,2024-05-25,2023-12-25,Travel
POL2581,CUS0002,Property,2671.24,01/29/2023,2023-09-17,Able
POL2582,CUS0001,Property,8782.64,02/01/2023,01/29/2024,Bring
POL2583,CUS0009,Life,15991.84,2023-07-27,09/07/2022,Structure
POL0920,CUS0004,Health,12397.38,01/29/2023,27-11-2024,By
POL2585,CUS0011,Health,5324.15,10-02-2024,28-10-2022,Son
POL2586,CUS0018,Life,47857.87,14/08/2022,2023-09-16,Program
POL2587,CUS0010,Life,40394.85,11/26/2023,07-04-2022,Between
POL2588,CUS0018,Property,26328.57,19-05-2022,05/06/2023,Environmental
POL2589,CUS0001,Property,10223.17,2024-01-05,31/03/2023,Especially
POL2590,CUS0005,Motor,38875.95,2024-03-18,12/02/2023,Require
POL2591,CUS0018,HEALTH,43642.09,2024-10-18,18/03/2022,Prove
POL2592,CUS0010,Health,12432.16,07/26/2022,07-03-2023,Personal
POL2593,CUS0018,Life,0,03/10/2024,11/09/2022,Do
POL2594,CUS0004,Motor,20557.67,14/10/2024,03/10/2022,Heavy
POL2595,CUS0020,Property,18806.95,2024-05-09,2024-04-15,Very
POL2596,CUS0006,Life,26766.29,25/05/2023,07/22/2023,Keep
POL2597,CUS0012,Health,15877.34,09/04/2023,2022-05-27,System
POL2598,CUS0013,Motor,44365.81,29-07-2023,06/03/2023,Race
POL2599,CUS0018,Health,16195.25,2024-12-26,01/04/2023,Green
POL2600,CUS0011,Property,10442.54,01/14/2023,2022-03-04,Better
POL2601,CUS0008,Health,19742.03,30/05/2023,29-01-2024,Generation
POL2602,CUS0001,Life,30344.31,10/05/2023,2024-03-19,Various
POL2603,CUS0002,Motor,15620.76,05-10-2022,02-04-2022,Join
POL2604,CUS0008,Health,21864.13,14-02-2024,07/09/2022,Cover
POL2605,CUS0018,Health,4521.94,06/08/2024,01/02/2024,Drive
POL2606,CUS0015,Motor,47133.15,03/11/2022,2024-08-08,Wife
POL2607,CUS0007,Motor,34744.88,12/04/2024,2022-05-31,Sell
POL2608,CUS0018,Life,25915.73,2024-12-04,09/17/2022,Nature
POL2609,CUS0009,Life,0,26-08-2023,17-06-2023,Big
POL2610,CUS0012,Property,-4868.83,10/23/2024,05-08-2023,Road
POL2611,CUS0005,Life,31475.81,2023-11-15,20/01/2022,Consumer
POL2612,CUS0011,Property,16428.81,20/08/2023,31/07/2024,Mean
POL2356,CUS0003,Property,23426.25,2024-09-03,15-02-2023,Large
POL2614,CUS0013,Property,30772.46,2023-12-21,2024-09-28,Doctor
POL2615,CUS0017,Health,6612.8,09/05/2023,04-10-2022,Position
POL2616,CUS0013,Property,33536.28,23-08-2023,03/13/2024,Very
POL2617,CUS0016,Motor,43807.22,24-03-2022,25/12/2022,Trouble
POL2618,CUS0011,health,30237.02,2023-12-17,20/04/2023,Receive
POL2619,CUS0012,Property,6147.2,08-07-2022,21/10/2024,Someone
POL2620,CUS0015,Property,,2022-01-09,04/29/2024,Ready
POL2621,CUS0017,Life,14679.99,17-01-2023,27-03-2023,Check
POL2622,CUS0017,Health,38834.58,06/26/2022,08-03-2022,Theory
POL2623,CUS0011,Life,35217.94,2024-06-01,2024-01-06,Behind
POL2624,CUS0019,Property,4532.48,2024-04-17,2024-07-27,General
POL2625,CUS0006,Property,24976.29,12/25/2024,11/29/2023,Various
POL2626,CUS0008,Property,13165.88,09/23/2024,05/08/2022,Public
POL2627,CUS0002,Motor,8237.49,03-08-2023,04/21/2024,Poor
POL2628,CUS0002,Life,4351.96,10/08/2024,31/01/2024,Writer
POL2629,CUS0001,Property,22727.11,07-04-2023,08/09/2022,Best
POL2630,CUS0008,Health,21789.78,27/05/2022,08/19/2022,West
POL0751,CUS0005,Property,30199.1,2022-04-09,08/09/2022,Game
POL2632,CUS0018,Health,21648.52,08-07-2024,03-08-2023,Under
POL2633,CUS9999,Life,14713.32,2023-11-24,01-06-2023,Sell
POL2634,CUS0017,Motor,,04-07-2022,04-07-2024,Unit
POL2635,CUS0013,Life,44545.76,2024-12-07,2024-10-29,Important
POL2636,CUS0014,Health,44240.1,10/07/2023,08/07/2023,Top
POL2637,CUS0004,Health,45495.65,2022-08-15,24-05-2022,Since
POL2638,CUS0002,Property,21413.38,27-12-2022,2024-10-02,Range
POL2639,CUS0018,Motor,46979.13,06/08/2022,11/27/2024,Project
POL2640,CUS0002,Motor,13028.35,30-01-2023,2022-06-14,Really
POL2641,CUS9999,Health,30362.94,31-03-2022,13/02/2024,Quite
POL2642,CUS0009,Property,46484.42,31-03-2024,19/08/2023,After
POL2643,CUS0001,Health,38606.67,04-03-2023,22/10/2022,Could
POL2644,CUS0008,Property,22308.5,12/16/2024,21/05/2024,Everybody
POL2041,CUS0019,Motor,6343.38,20-01-2024,08/06/2022,Cost
POL2646,CUS0003,Motor,16105.47,2024-04-27,2023-06-12,Civil
POL2647,CUS0012,Property,10926.05,01-06-2024,13/10/2022,Establish
POL2648,CUS0020,Motor,41176.65,31/12/2023,06-09-2024,Find
POL2649,CUS0020,Motor,41364.79,2023-01-01,05/01/2022,Change
POL2650,CUS0014,Property,0,2024-11-19,2023-05-07,Alone
POL2651,CUS0010,Health,35031.05,17/08/2022,2024-10-16,Hair
POL2652,CUS0018,Motor,40471.11,03/02/2024,20-07-2024,Prevent
POL2653,CUS0019,Property,40542.4,10/31/2022,28-02-2023,Attention
POL2654,CUS0013,Health,0,16-01-2022,29/04/2024,On
POL2655,CUS0008,Health,23099.19,07/25/2023,2022-02-03,Alone
POL2656,CUS9999,Motor,19389.55,12/29/2023,05/07/2022,Police
POL2657,CUS0001,Motor,42234.99,01/06/2023,26-05-2022,Meeting
POL0759,CUS0004,Motor,,19-10-2024,10/30/2023,Purpose
POL2659,CUS0003,Motor,41779.98,06-12-2023,15/10/2024,Special
POL2660,CUS0001,Property,18618.91,12/17/2024,19-11-2024,Artist
POL2661,CUS0020,Property,38998.38,05/06/2022,2023-04-21,Coach
POL2662,CUS0007,Health,15500.4,30/12/2022,20-11-2022,Pressure
POL2663,CUS0012,Motor,5993.74,12-09-2024,24/02/2023,Responsibility
POL2664,CUS0015,Health,30808.92,26-08-2024,2024-11-15,Up
POL2665,CUS0019,Property,2565.07,2022-07-20,04/17/2023,Apply
POL2666,CUS0020,Health,1389.27,06/11/2024,10/23/2022,Believe
POL2667,CUS0002,Motor,9234.59,2024-11-09,2024-10-29,Well
POL1283,CUS0014,Life,,27-10-2022,2023-07-25,Drop
POL1697,CUS0015,Health,38272.99,2024-04-24,19/11/2023,Sign
POL2670,CUS0020,Life,,2023-01-21,10/07/2023,Food
POL2671,CUS0015,Life,45786.75,11/11/2022,11-02-2022,Idea
POL2672,CUS0006,Health,8584.85,07/11/2024,09/07/2023,Same
POL2673,CUS0017,Motor,,2024-07-16,2022-04-18,Be
POL2674,CUS0014,Property,14124.1,29-07-2024,19-08-2023,Main
POL2675,CUS0006,Life,25833.15,16-06-2022,12/02/2022,Group
POL2676,CUS0015,Life,38807.13,2023-11-27,2024-05-06,Action
POL2677,CUS0012,Life,Ten Thousand,06/04/2023,05/03/2024,State
POL2678,CUS0012,MOTOR,43560.92,2022-08-14,2023-01-05,Level
POL2679,CUS0007,Motor,49094.91,07/10/2024,2023-05-29,Notice
POL2680,CUS0013,Health,42717.07,05/05/2023,09/04/2023,Check
POL2681,CUS0009,Property,15650.65,05/15/2024,03/29/2023,Chance
POL2682,CUS0018,Motor,6161.29,22-04-2023,15/04/2024,Job
POL2683,CUS0015,Health,9954.03,31-12-2022,2022-09-28,Avoid
POL2684,CUS0009,Health,12615.81,27-03-2022,08/09/2023,Lead
POL2685,CUS0017,Health,25931.24,11-04-2024,22/02/2023,Enter
POL2686,CUS0004,Life,5139.02,11-03-2024,08/06/2022,Smile
POL2687,CUS0020,Property,43853.31,2022-01-07,2024-06-30,Each
POL2688,CUS0011,Health,,06/08/2022,2023-05-14,Exist
POL2689,CUS0020,Health,,08/23/2023,04/23/2023,Wear
POL2690,CUS0002,Motor,4319.01,17/10/2023,18/02/2022,Strategy
POL2691,CUS0009,Motor,49234.05,08/02/2022,27-06-2022,Cause
POL2692,CUS0009,Motor,39355.84,2024-09-18,20/10/2022,Operation
POL2693,CUS9999,Property,21534.55,16-02-2023,09-11-2024,Guy
POL2694,CUS0020,Health,36767.87,03/08/2023,2022-10-04,Author
POL2695,CUS0016,Property,27306.79,09/08/2022,01/11/2024,Huge
POL2696,CUS0009,Motor,48308.71,04/12/2023,2023-05-21,Game
POL2697,CUS0019,Life,29908.67,12/07/2023,03/27/2022,Page
POL2698,CUS0003,Property,48514.96,27/07/2023,13/10/2022,His
POL2699,CUS0015,Health,24218.42,25-10-2022,2022-11-05,Responsibility
POL2700,CUS0004,Motor,Ten Thousand,01/24/2023,01/07/2024,Mean
POL2701,CUS0012,Health,44725.46,03/25/2022,2023-04-04,Order
POL0313,CUS0014,Motor,12707.71,22-09-2022,03/01/2022,Address
POL2703,CUS0013,Health,27237.46,05-04-2022,13-10-2022,Democratic
INVALID_61,CUS0014,Motor,5708.37,06/18/2023,15/05/2023,Miss
POL2705,CUS0002,Life,43740.78,2022-07-03,2024-10-13,Sound
POL2706,CUS0015,Health,7011.11,2024-08-28,14-02-2022,Fine
POL2707,CUS0020,Property,17055.9,28-03-2024,2024-12-21,Late
POL2708,CUS0001,Property,18407.09,11-09-2022,02-08-2023,Hear
POL2709,CUS0005,motor,23323.75,04-12-2024,2023-08-14,Simply
POL2710,CUS0013,Health,36480.1,06/10/2023,09-01-2022,Material
POL2711,CUS0019,Life,23635.73,2023-06-22,2023-05-31,Prepare
POL2712,CUS0018,PROPERTY,22983.9,06/04/2022,18/06/2022,Hundred
POL2713,CUS0006,Property,Five Hundred,06-08-2023,11/30/2024,Born
POL2714,CUS0007,Health,34609.92,02/05/2024,08/09/2024,Although
POL2715,CUS0015,Health,26304.49,2022-12-12,25-02-2024,Husband
POL2716,CUS0002,Motor,7100.11,12-12-2024,12/27/2023,Right
POL2717,CUS0008,Motor,10546.67,01-07-2022,27/11/2022,Hope
POL2718,CUS0007,Health,12712.67,03/21/2023,2024-09-11,Paper
POL2719,CUS0017,Life,38436.6,09-10-2023,03-01-2022,Cut
POL2720,CUS0015,Motor,46400.6,2023-02-23,02/06/2023,Drop
POL2721,CUS0010,health,8878.39,01-12-2022,08/09/2022,Animal
POL2722,CUS0002,Life,22285.6,21/02/2023,12/06/2022,Difference
POL2723,CUS0007,Motor,8054.42,18/06/2023,13/10/2023,She
POL2724,CUS0018,Motor,19850.86,24/06/2022,30-01-2023,Management
POL2725,CUS0006,Property,16757.81,05-12-2022,17-08-2022,Accept
POL2726,CUS0017,Life,41847.27,2024-07-25,2022-12-19,Society
POL2727,CUS0001,Motor,22418.5,13-12-2022,09/04/2023,Various
POL2728,CUS0009,Health,11760.11,08/02/2024,09/04/2024,Success
POL2729,CUS9999,Motor,47789.16,21-08-2024,21/06/2023,Nearly
POL2730,CUS0002,Property,9452.53,2024-01-05,2023-10-29,While
POL2731,CUS0003,Motor,20464.93,2023-05-17,2024-04-02,Training
POL2732,CUS0007,Health,11840.24,2024-01-23,28/12/2023,Forget
POL2733,CUS0011,Health,30392.92,04/09/2023,08/22/2023,Traditional
POL2734,CUS0003,Property,21227.21,30/05/2023,2024-07-21,Will
POL2735,CUS0009,Health,39572.21,31/07/2022,19/07/2024,Behind
INVALID_77,CUS0017,Life,23390.31,06/12/2024,01/31/2023,Close
POL2737,CUS0011,Property,14163.15,14/01/2023,10/08/2024,Fact
POL2738,CUS0020,Health,,09/27/2023,30-03-2023,Evening
POL2739,CUS0005,Motor,36410.39,08/30/2023,08-05-2024,Finish
POL2740,CUS0018,Motor,19822.09,2023-07-14,02/09/2023,Conference
POL2741,CUS0008,Property,23335.95,09/09/2022,21-10-2023,Hope
POL2742,CUS0018,Property,3236.29,24/09/2024,2022-09-16,Skin
POL2743,CUS0010,Property,13414.95,05/04/2024,08/26/2022,Everybody
POL2744,CUS0020,Life,40356.44,04/24/2024,02-12-2023,Exactly
POL2745,CUS0012,Property,-4442.19,2022-06-18,17-07-2023,Half
POL2746,CUS0018,Motor,0,2024-06-14,31-01-2023,Wife
POL2747,CUS0013,Property,5266.43,24-03-2024,01/03/2022,They
POL2748,CUS9999,Health,47369.61,2024-11-20,04/19/2024,Away
POL2749,CUS0006,Property,47175.9,12/20/2024,12/16/2022,Bill
POL2750,CUS0011,Health,31756.48,15-12-2024,11-05-2023,Almost
POL2751,CUS0019,Motor,2699.51,2022-08-10,18-08-2023,Pull
POL2752,CUS0016,Motor,28755.3,2022-07-29,29-04-2022,Situation
POL2753,CUS0019,Life,35438.21,07/03/2023,07/03/2023,Plant
POL2754,CUS0015,Motor,11849.34,2024-07-13,2023-04-29,Something
POL2755,CUS0011,Motor,14466.03,02/04/2023,2023-03-01,Ever
POL2271,CUS0009,Health,36157.83,16/04/2023,11/07/2023,They
POL2757,CUS0010,Property,18771.01,21-06-2023,29-07-2022,From
POL2758,CUS0004,Motor,39653.68,10-02-2024,01/11/2022,Firm
POL2759,CUS0005,Property,16709.53,09/29/2022,2023-09-21,Hot
POL2760,CUS0004,Health,37609.94,07/11/2023,20/05/2024,Would
POL2761,CUS0001,Health,34776.4,20-10-2024,17-03-2022,Especially
POL2762,CUS0015,Property,7857.2,10-05-2022,08/25/2022,Investment
POL2763,CUS0017,Health,4592.35,30-07-2024,23/10/2024,Deal
POL2764,CUS0020,property,10062.05,2022-01-23,20/06/2024,Medical
POL2765,CUS0017,Motor,48106.83,29-07-2024,04/20/2022,His
INVALID_81,CUS0017,Motor,5487.9,2024-04-30,2024-08-30,State
POL2767,CUS0001,Life,16948.93,25-11-2022,01/08/2023,Team
POL2768,CUS0002,Property,19296.16,29-08-2024,2023-02-27,Space
POL2769,CUS0009,Health,44964.86,24/03/2023,04/15/2023,Order
POL2770,CUS0006,PROPERTY,17536.74,2023-01-20,2022-05-23,Set
POL2771,CUS0016,Health,46218.54,06/01/2023,04/28/2024,Speak
POL2772,CUS0019,Motor,2363.24,16-05-2022,02/09/2022,Fall
POL2773,CUS0002,Property,20745.49,28-05-2024,13/02/2022,Seek
POL2774,CUS0018,Health,44917.52,07/11/2022,2024-10-07,After
POL2775,CUS0006,Health,18162.72,2024-01-16,06-05-2022,Compare
POL2776,CUS0009,Life,41121.89,02-04-2023,10/08/2022,Whom
POL2777,CUS0001,Health,30473.62,19-08-2024,08/01/2024,Likely
POL2778,CUS0004,Motor,Ten Thousand,05-10-2023,16/01/2023,News
POL2779,CUS0017,Motor,6399.1,26/02/2022,01-12-2022,Boy
POL2497,CUS0008,Property,20300.24,04/05/2022,2024-05-17,Space
POL2781,CUS0008,MOTOR,33427.91,06/05/2024,10/17/2024,Join
POL2782,CUS0010,Motor,Five Hundred,2024-05-25,08/11/2022,Feeling
INVALID_40,CUS0008,Property,19153.31,2022-11-15,07/10/2022,Another
POL2784,CUS0017,Health,19583.16,2023-03-04,04/24/2023,Growth
POL2785,CUS0014,Property,9665.82,04/25/2024,02-06-2024,Turn
POL2786,CUS0008,Life,30764.84,28-12-2024,26/06/2022,Station
POL2787,CUS0017,Property,23031.06,03/07/2022,02/07/2022,Finish
POL2788,CUS9999,Life,19135.38,2023-03-17,11/19/2022,Somebody
POL2618,CUS0001,Property,31043.18,2024-03-07,05/04/2023,Into
INVALID_91,CUS0016,Property,13537.96,19-09-2023,13-04-2024,Serve
POL2791,CUS0017,Life,-1258.3,2022-03-10,01/25/2024,Public
POL2792,CUS0016,Motor,28984.94,03/01/2022,15/06/2024,Consumer
INVALID_63,CUS0013,Motor,11634.89,02/20/2023,27/01/2023,Next
POL2794,CUS0014,Property,11684.86,15-07-2023,10/10/2024,Certainly
POL2795,CUS0003,Motor,38645.27,11-04-2022,04/30/2022,White
POL2796,CUS0014,Property,34781.65,30-01-2024,06/26/2024,Face
INVALID_16,CUS0009,MOTOR,12735.59,08/27/2023,01-02-2024,Cut
POL2798,CUS0012,Property,8709.46,2024-01-11,21/06/2022,Understand
POL2799,CUS0001,Motor,15475.65,16-08-2023,14-11-2022,Lose
POL2800,CUS0012,Life,3994.83,12/16/2024,2022-06-25,Interesting
POL2255,CUS0008,Life,41825.96,2023-01-24,09/01/2022,Ground
POL2802,CUS9999,Property,32773.1,04/26/2022,07-11-2024,Public
POL1761,CUS0017,Property,Five Hundred,2023-11-25,24/10/2024,Example
POL2804,CUS0002,Property,29795.55,2023-01-07,2023-01-01,Majority
POL2805,CUS0011,Property,43360.74,2022-12-04,01-06-2024,Building
POL2806,CUS0013,Motor,20693.63,09-11-2023,10/25/2022,Third
INVALID_82,CUS0004,Property,39394.95,2023-09-22,03/21/2022,Record
POL2808,CUS0016,Motor,7488.93,2022-01-08,10/04/2024,Local
POL2809,CUS0003,Health,33437.25,20/12/2022,2022-10-08,State
POL2810,CUS0020,property,3273.18,02/06/2024,26-10-2022,Half
POL2811,CUS0010,Property,34518.88,2024-12-19,2022-03-03,Fly
POL2812,CUS0017,Health,31775.89,27-08-2022,06/13/2023,Close
POL2813,CUS0020,Life,14748.03,29/11/2023,10/05/2022,Area
POL2814,CUS0016,Property,44589.54,09/18/2024,2023-10-02,You
POL2815,CUS0001,Health,23133.21,08/07/2024,01/13/2024,Leg
POL2816,CUS0008,MOTOR,26302.52,2023-10-30,07-09-2023,Again
POL2817,CUS0004,property,19430.62,10/26/2024,2023-10-30,Produce
POL2818,CUS0014,Property,48488.67,30-01-2024,01/23/2022,Create
POL2819,CUS0010,Health,4936.46,05-11-2022,07/11/2023,Relate
POL2820,CUS0007,Health,43045.47,2024-05-11,26/01/2022,We
POL2821,CUS0016,PROPERTY,29026.37,29-06-2022,04-09-2024,Especially
POL2822,CUS0005,Property,40024.67,2022-09-25,06/03/2024,Bit
POL2823,CUS0009,Property,42165.69,04/30/2022,12-04-2022,Ok
POL2824,CUS0019,Life,43305.56,23/02/2022,07/01/2024,Before
POL2825,CUS0002,Property,24547.48,27/08/2023,2024-02-27,Able
POL2813,CUS0020,Motor,23509.41,14/06/2022,2024-01-04,Claim
POL2827,CUS0001,Property,13727.01,2023-05-29,30/07/2024,Already
INVALID_57,CUS0015,Motor,2314.85,2023-04-26,02/08/2024,Item
POL2829,CUS0004,Life,25854.56,10/06/2023,2024-04-26,Author
POL2830,CUS0005,Property,Ten Thousand,08/21/2024,12/11/2023,Own
POL2831,CUS0006,Motor,39093.5,30/08/2024,09/05/2022,Think
POL2832,CUS0007,Health,37764.09,22/07/2023,2022-04-15,List
POL2833,CUS0010,Health,,28/11/2023,02-11-2023,Challenge
POL2834,CUS0013,HEALTH,42932.75,14-02-2022,23/07/2022,Buy
POL2835,CUS0002,Motor,-2286.61,15-08-2022,05/30/2022,Black
POL2836,CUS0002,Property,30875.91,09/05/2023,22-03-2023,Safe
POL2837,CUS0001,Motor,36845.2,2023-04-07,10/23/2024,Attorney
POL2838,CUS0009,life,18672.19,11/15/2023,05/13/2024,Lead
POL2839,CUS0020,Motor,26825.36,09/12/2024,18-10-2024,Article
POL2840,CUS0011,Motor,28758.07,2023-12-03,10/10/2022,Final
POL2841,CUS0009,Motor,17373.91,04-01-2022,10/29/2022,Eat
POL2842,CUS0015,Property,9284.81,09-09-2024,04-08-2023,Day
POL2843,CUS0019,Health,23340.0,18/05/2023,18/09/2022,Property
POL2844,CUS0006,Health,17354.9,02/10/2022,15/12/2023,Pass
POL2845,CUS0016,Health,25820.74,10/28/2023,12/27/2024,Marriage
POL2846,CUS0019,Property,10832.64,10/10/2024,01/26/2022,Yard
INVALID_66,CUS0002,Life,31003.88,24-07-2024,06-12-2023,Fear
POL2848,CUS0018,Health,28410.8,29/11/2023,05-12-2023,Agency
POL2849,CUS0018,Health,40997.59,03/06/2023,13/06/2024,Lot
POL2850,CUS0013,Motor,6165.95,15/04/2024,2023-11-20,Wrong
POL2851,CUS0006,Motor,1467.52,2023-11-22,2023-05-18,Able
POL2852,CUS0019,Property,37317.77,01/26/2024,2022-02-20,Outside
POL2853,CUS0008,Life,33877.75,09/08/2023,19-10-2023,Bar
POL2854,CUS0011,Property,-3669.69,02/07/2023,27/09/2022,Early
POL2855,CUS0002,Life,21844.38,2024-05-28,2022-06-12,Sea
INVALID_97,CUS0020,Property,20582.62,2023-12-27,16/08/2022,Trouble
POL2857,CUS0002,Health,23818.62,10/14/2023,24-09-2023,Though
POL2858,CUS0011,Property,42533.6,2023-07-20,17-01-2024,Campaign
POL2859,CUS0003,Health,47362.7,24/10/2024,04/11/2022,Know
POL2860,CUS0007,life,31730.97,2023-07-22,2024-09-30,Control
POL2861,CUS0018,Property,25940.78,22/11/2024,02/10/2024,Evidence
POL2862,CUS0001,Life,37542.1,16-02-2024,12/07/2022,Ago
POL2863,CUS0011,Life,,23-07-2023,16/06/2022,Box
POL2864,CUS0001,motor,49635.08,2022-03-23,28-10-2023,Lawyer
POL2865,CUS0009,Health,7917.54,07/04/2023,07/09/2024,Little
POL2866,CUS0003,HEALTH,5287.63,16-04-2022,07-12-2023,Despite
POL2867,CUS0013,Life,8575.66,2023-04-03,05-05-2023,Other
POL2868,CUS9999,Health,Twenty Five Thousand,2022-01-04,01-08-2022,Special
POL2869,CUS0006,Life,11369.22,04/27/2024,08/27/2023,Family
POL2870,CUS0010,Property,12267.87,06/16/2024,11-12-2024,Financial
POL2871,CUS0005,Property,48154.19,2024-03-09,03/27/2023,Focus
POL2872,CUS0003,Life,21350.4,06/20/2024,07-07-2024,Expert
POL2873,CUS0009,Motor,39977.68,28-02-2023,04/28/2023,Brother
