RouteID|Origin|Destination|DistanceKM|EstimatedHrs|RouteType
ROU2423|Rest|National|13567.94|17775.29|Mixed
ROU2424|Customer|Thus|Ten Thousand|46999.98|City
ROU2425|Just|Seem|49755.23|45339.58|Mixed
ROU2426|Clear|Window|16364.21|43791.84|City
ROU2427|Perhaps|Federal|34359.15|22595.94|City
ROU2428|East|Figure|47325.49|9534.51|city
ROU2429|Likely|Certain|33577.79|-1638.22|Highway
ROU2430|Become|Up|Five Hundred|37705.57|Mixed
ROU2431|Loss|Place|42463.88|19777.55|City
ROU2432|Head|Nearly|3430.61|9630.32|Mixed
ROU2433|Personal|Relate|31935.56|13264.77|City
ROU1150|Magazine|Son|5901.24|23150.46|City
ROU2435|Five|Kitchen|0|9257.12|City
ROU2436|Try|Instead|20789.23|9068.37|Mixed
ROU2437|Memory|Be|6747.73|24779.25|Highway
ROU2432|From|Drive|34709.76|20885.68|Mixed
ROU2439|Federal|Present|22680.93|6979.24|city
ROU2440|History|Need|48264.73|44241.88|Mixed
ROU2441|Director|Sound||10053.68|Highway
ROU2442|Picture|Production|49797.19|1783.36|Highway
ROU2443|Only|Reduce|10252.39|8041.78|Highway
ROU2444|Claim|Particular|43657.89|25189.86|Highway
ROU2445|Each|Lose|30789.15|Five Hundred|Highway
INVALID_60|It|Old|25950.91|20227.1|City
ROU1371|Particularly|Whether|8128.73|7912.77|City
ROU2448|Red|Fact|44656.89|14555.08|Mixed
ROU2449|Always|Keep||7424.3|City
ROU2450|Thus|Score|38706.52|790.87|Mixed
ROU2451|Season|Think|21543.55|38431.21|Highway
ROU2452|Create|Well|0|Ten Thousand|city
ROU2453|People|Nation|20494.47|26088.72|Mixed
ROU2454|Company|Success|49663.43|39136.57|City
ROU0766|Catch|Agreement|2242.02|32410.23|Mixed
ROU2456|Paper|Certain|38057.58|30246.24|Highway
ROU2457|Or|Business|17132.09|7450.09|Highway
ROU2458|Science|Memory||30574.93|Mixed
ROU2459|Science|Edge|17301.73|29275.74|Mixed
ROU2460|All|Where|34109.06|32328.78|City
ROU2461|Should|Head|28880.85|10479.65|Highway
ROU2462|On|Single|16130.32|16036.97|Mixed
ROU2463|Identify|Performance|-1127.56|17399.27|Highway
ROU2464|Expect|Local|44535.48|23235.1|Mixed
ROU2465|Other|Collection|2121.98|11461.51|City
ROU2466|Enjoy|City|21334.49|19093.95|City
ROU2467|Both|Save|45239.85|0|City
ROU2468|Take|Future|4550.72|47862.79|Highway
ROU2469|Cause|Remember|39705.97|-4044.83|City
ROU2470|Reflect|Later|49800.82|2920.71|City
ROU2471|Must|Model|28420.29|21145.65|City
ROU2472|Me|Record|-2433.79|15672.22|City
ROU2473|Generation|Us|43959.78|22511.63|Mixed
ROU2474|Politics|Strategy|Ten Thousand|10766.44|Highway
ROU2475|Vote|Process|40875.76|33352.18|City
ROU2476|Conference|Drug|28023.47|46744.73|City
INVALID_8|Whether|Own||40620.36|City
ROU2154|Tv|Young|18901.13|4319.26|Highway
ROU2479|Level|Natural|47755.32|48409.46|Mixed
ROU2480|Defense|Dream|34467.72|12863.92|Highway
ROU2481|Agreement|Enough|0|17758.1|City
ROU2482|Respond|Drive|23585.69|10152.21|City
ROU2483|Sister|Score|16400.11||City
ROU2484|Force|Compare||6798.51|City
ROU2485|Whole|Close|21789.68|35211.05|City
ROU2486|Early|I|36901.32|24224.8|City
ROU2487|Catch|Heart|34033.22|40963.08|City
ROU2488|Staff|Where|18365.66|27756.79|mixed
ROU2489|Choice|Account|3571.65|13900.97|Highway
ROU2490|Fact|Inside|45667.26|9653.54|Mixed
ROU2491|Simply|Care|Ten Thousand|14661.94|City
ROU2492|Nature|Image|28017.03|27251.98|Highway
ROU2493|Government|Public|32874.13|14259.96|Highway
ROU2494|Tree|Her|47581.57|37208.41|Highway
ROU2495|Down|Man|5167.45|10366.64|Highway
ROU0405|Capital|She||23559.16|Mixed
ROU2497|Finally|Speech|12253.72|Five Hundred|CITY
ROU2498|Base|Fire|35166.32|31079.98|city
ROU2499|Concern|Indicate|33630.54|26011.7|Mixed
ROU1877|Bring|Soldier|10693.8|29448.5|Mixed
ROU2501|Level|Deal|2986.92|25307.62|Mixed
ROU2502|Coach|Small|5156.53|0|Highway
ROU2503|Pretty|Your|2053.77|28001.45|City
ROU2504|Risk|Part|13898.32|Ten Thousand|City
ROU2505|Attorney|Herself|26437.59|42506.82|Mixed
ROU2506|Eat|Against|26192.51|24649.64|highway
INVALID_55|Per|Society|11626.79|21861.53|City
ROU2508|Nearly|Watch|9329.66|34517.43|City
ROU2509|Opportunity|Development|49921.3|46175.01|Mixed
ROU2510|Power|Sort||45089.78|City
ROU2511|Sell|Season|6780.53|9160.08|Mixed
ROU2512|Nation|Drive|28547.26||Highway
ROU2513|Lay|Agent|41239.86||City
ROU2514|Head|Station|42745.81|25798.2|Mixed
ROU1786|Network|Professor|36930.86|40512.1|Highway
ROU2516|Speech|Seek|Twenty Five Thousand|36420.28|Highway
ROU2517|Whose|College|9911.07|48079.32|City
ROU1004|Box|Mrs|33967.04|21289.22|Mixed
ROU2519|Raise|Land|Five Hundred|11742.42|Highway
ROU2520|Consider|Get|17663.69|39250.7|City
ROU2521|Form|Him|7778.96|32715.27|Mixed
ROU2522|Other|Leg|4408.21|27387.42|Highway
ROU2523|General|Safe|30394.3|49610.73|City
ROU2524|Live|Rule|25809.77|30230.77|Mixed
ROU2525|Focus|Trouble|7660.33|38875.58|City
ROU2526|Need|Upon|28350.2|18697.9|City
ROU2527|Other|Forget|1703.22|40354.88|Highway
ROU2528|Between|Like|Ten Thousand|301.01|CITY
ROU2529|State|Throw|Five Hundred||Mixed
ROU2530|Art|Government|3672.61||Highway
ROU2531|True|Operation|16372.67|18080.97|City
ROU2532|Civil|Prepare|14766.18|12225.55|Highway
ROU2533|Development|Much|41774.49|2933.03|Mixed
ROU2534|Wonder|Language|46182.42|1471.51|City
ROU2535|Member|Find|22254.2|40948.01|HIGHWAY
ROU2536|Call|Each|22190.62|23083.26|Mixed
ROU2537|Assume|Firm|6477.87|21339.53|City
ROU2538|Support|Much|20305.49|13185.89|Mixed
ROU2067|Radio|Bed||14538.93|Highway
ROU2540|Same|Become|21800.05|30981.15|Mixed
ROU2541|Couple|Magazine|7812.77|16049.78|City
ROU1069|Month|Close|20344.38|2138.18|Highway
ROU2543|With|Purpose|27653.06|32181.62|highway
ROU2119|Report|Soon|36916.35|556.83|Mixed
ROU2545|I|Everybody|12986.99|-1173.16|City
ROU2546|Sort|Military|20491.2|37280.44|City
ROU2547|Turn|Congress|10882.66|12957.67|City
ROU2548|Still|Magazine|26903.98|26420.31|Highway
ROU2549|Role|Car|39450.17|889.6|Mixed
ROU2550|Space|Agreement|34737.44|29218.28|Mixed
ROU2551|Cultural|Ever|4597.5|30135.12|Highway
ROU2552|Live|New|3206.64|16744.98|City
ROU2553|Perhaps|Pressure|39237.19|39454.94|Mixed
ROU2554|Morning|Born|14018.95|33566.7|City
ROU2555|Program|Morning|23804.46|12805.0|Highway
ROU2556|Record|Pm|12555.17|25907.89|Mixed
ROU2557|Bill|Professor|16480.84|34105.47|Highway
ROU2558|Data|Should|16589.74|28338.75|City
ROU2559|Part|Once|-4293.12|19437.85|Highway
ROU2560|Whatever|Group|36781.83|35249.13|Highway
ROU2561|All|Arm|21758.81|20563.57|Mixed
ROU2562|Allow|Stock|Twenty Five Thousand|25624.02|City
ROU0236|Modern|Adult|29010.97|22640.2|Mixed
ROU2564|Culture|Serve|4067.82|5336.57|Mixed
ROU2565|Discover|Hold||8366.69|Mixed
ROU2566|All|Hit|42266.5|17369.94|Highway
ROU2567|Population|Television|48327.89|25881.93|Highway
ROU2568|Various|Agree|43055.68|10950.06|City
ROU2569|Minute|Listen|15177.13|40295.64|mixed
ROU2570|There|Remember|24528.45|32053.34|City
ROU2571|Again|Role|22274.57|44842.58|Mixed
ROU2572|Common|Staff|49979.73|35825.18|Mixed
ROU2573|Similar|Value|29507.17|46314.44|Mixed
ROU2574|Bank|Alone|34791.88|-1291.64|Mixed
ROU2575|Just|Talk|39567.99|41473.02|Highway
ROU2576|Will|Power|37554.87|19692.93|Mixed
ROU2577|Heavy|Need|2335.94|25051.48|Mixed
ROU2578|No|Although|27256.07||Mixed
INVALID_26|Miss|Raise|48115.42|6102.62|City
ROU2580|Meet|Relate||48174.7|Mixed
ROU2581|Family|Drive|34423.42|31569.9|Mixed
ROU2582|Together|Full|14809.68|44532.9|Mixed
ROU0461|Property|Force|38095.09|9389.02|City
ROU2584|Avoid|Anyone|2490.12|16236.38|City
ROU2585|Wrong|Share|0|47347.32|Highway
ROU2586|Receive|Management|41831.96|8528.35|City
ROU2587|Attorney|Those||23779.93|Highway
ROU2588|Board|Minute|27398.94|11804.29|Highway
INVALID_82|Bit|Of|20480.77|19136.34|City
ROU2590|Four|Agreement|26261.64|34627.49|Mixed
ROU2591|Sure|Example|12477.62|Five Hundred|Highway
ROU2592|Agent|Bar|11028.87|47330.41|Highway
ROU2593|Some|Explain|25584.89|14409.61|Highway
ROU2594|Pass|House|30618.38||City
ROU2595|Many|Hot|41767.21|7970.84|Highway
ROU2596|Help|Upon|19598.95|23958.62|City
ROU2597|Room|Campaign|33025.17|9255.35|city
ROU2598|Spend|Team|22689.77|0|Mixed
ROU2599|Case|Land|28797.81|35639.9|Mixed
ROU2600|Begin|Tree|23192.84|1573.25|Highway
ROU2601|Audience|Painting|12388.06|30235.9|mixed
ROU2602|Worry|Song|13624.57|19060.11|City
ROU2603|Manager|Five|39290.01|23495.11|Mixed
ROU2604|Summer|Pay|10122.27||Highway
ROU2605|Economic|Sense|6576.77|30530.29|City
ROU2606|Hard|Us|49277.72|11035.71|Highway
ROU2607|Term|Factor|1877.11|-1686.4|Highway
ROU2608|No|Security|9620.95|35992.26|Highway
ROU2609|Whatever|Important|19254.18|19031.34|Mixed
ROU2610|Candidate|Such|39449.42|25907.47|Mixed
ROU2611|Course|Know|19699.22|23318.21|Mixed
ROU2612|Eye|Drug|31478.97|48384.57|Highway
ROU2613|Truth|See|48150.32|12904.82|City
ROU2614|Laugh|Wonder|18150.31|42438.01|City
ROU2615|Claim|Garden|16577.58|43210.77|Mixed
ROU2616|Meeting|Step|Ten Thousand|35319.51|Highway
ROU2617|Themselves|Political|22493.32|45439.82|Mixed
ROU2618|Their|Let|41548.62|46161.78|Highway
ROU2619|Season|Consider|34137.97|Twenty Five Thousand|Highway
ROU2620|Season|Never|16122.98|0|Mixed
ROU2621|Somebody|Kind|12944.72|23197.47|Mixed
ROU2209|Citizen|Note|42365.98|0|Mixed
ROU2623|Usually|Break|36609.02|10942.62|Mixed
ROU2624|Executive|Amount|9344.3|14366.83|Mixed
ROU2625|Development|Oil|39016.3|29977.37|City
ROU2626|Yeah|However|19369.03|5150.65|City
ROU2627|Affect|Training|38355.17|14444.48|Highway
ROU2628|Lawyer|Certainly|46226.73|Five Hundred|City
ROU2629|Onto|Record|27231.09|25926.3|City
ROU2630|Space|Can|34170.33|35558.63|City
ROU2631|Involve|Will|27456.4|14634.53|Mixed
ROU2632|Peace|Follow|24987.24|18006.58|City
ROU2633|Onto|Fly|39964.24|11849.79|Mixed
ROU2634|Happy|Likely|30708.46|32094.53|Highway
ROU2635|Grow|Nature|10085.37|44933.32|City
ROU2636|Loss|Subject|0|46358.84|City
ROU2637|Lay|Real|17069.13|30658.15|Mixed
ROU0185|Follow|Produce|35738.6|20955.33|Highway
ROU2639|Require|Month|17754.09|47497.34|City
ROU2640|West|Reality|1966.62|7551.87|Highway
ROU2641|Rather|Whom||6558.39|Highway
ROU2642|Him|Right|18557.69|11618.34|City
ROU2643|Traditional|Born|44884.13|Ten Thousand|Mixed
ROU2644|Live|Along|19711.26|33580.05|Mixed
ROU2645|Two|Bill|20102.46|10764.14|Highway
ROU2646|Air|Fast|44890.68|14788.81|Highway
ROU2647|Teacher|Section|23483.76|18781.01|Highway
INVALID_6|Voice|Where|17263.1|41394.89|Mixed
ROU2649|Worker|Few|11422.1|47671.92|City
ROU2650|Opportunity|Camera|12692.86|13665.42|Mixed
ROU2651|Commercial|Great|3528.57|23906.99|Highway
ROU2652|Relate|New|31256.91|13180.35|City
INVALID_4|Join|Agency|10198.14|42115.84|Mixed
ROU2654|Red|Stock|30421.81|10830.18|Mixed
ROU2655|Pay|Foot|40128.17|47507.24|Highway
ROU2656|Matter|Market|32313.56|37804.43|Highway
ROU2657|Him|Get|6921.6|3049.49|City
ROU2658|Energy|New|31529.73|47669.93|Highway
ROU2659|Stuff|There|33456.5|12821.61|Mixed
INVALID_2|His|Above|19235.52|49414.78|City
ROU2661|Major|Various|27180.57|31919.19|Mixed
ROU2662|Director|Collection|41418.45|47386.45|Mixed
ROU2663|Industry|Small|14534.81|46581.0|Mixed
ROU2664|Take|That|38535.69|36660.42|Highway
ROU2665|Visit|Management|38382.06|25749.77|Mixed
ROU1003|We|Measure|17344.08|Five Hundred|City
ROU2667|Quickly|Education|16135.14|17225.35|City
ROU2668|End|During|0|48404.04|City
ROU2669|Trouble|Certainly|20094.18|6122.44|City
ROU2670|Certainly|Participant|4469.04|44610.88|city
ROU2671|Blood|Leader|42535.02|47951.76|Highway
ROU2672|Gun|Practice|44340.5|47328.57|Mixed
ROU2673|Care|Class|3540.51|3266.82|Highway
ROU2674|Anyone|Analysis|49493.97|22535.94|City
ROU2675|Base|Help|14025.39|22305.38|City
ROU2676|Force|Protect|21060.69|33116.38|City
ROU2677|Standard|Will|49616.93|133.24|City
ROU2678|Election|Near|38935.13|49147.43|Highway
ROU2679|Agreement|Local|0|29731.87|Mixed
ROU2680|Player|Left|43168.51|17245.66|Highway
ROU2681|Total|Economy|0|39046.84|Mixed
ROU2682|Above|Song|45182.21|48389.87|Highway
ROU2683|Cost|Most|2501.3|6816.75|Highway
ROU2684|Kitchen|Vote|40159.13|28988.86|Highway
ROU2685|Enter|Machine|30553.62|48090.85|City
ROU2686|Event|Not|47119.99|11152.87|Mixed
ROU2687|Campaign|Kitchen|32202.78|20065.93|City
ROU2688|Stand|Bit|48798.71|10764.53|Highway
ROU2689|Best|Food|25054.0|1162.04|City
ROU2690|Cell|Do|5347.27|44046.78|MIXED
ROU2691|Contain|Require|22474.84|7865.68|Highway
ROU2692|Including|Attack|24318.39|17433.97|City
ROU2693|Simply|Most|3097.43|34296.4|City
ROU2694|Year|Wish|38741.4|24941.59|City
ROU2695|Fine|Rest|11973.55|10241.54|Mixed
ROU2696|List|Forward|19293.76|16169.79|Mixed
ROU2697|Real|Thus|45397.12|18619.18|City
ROU1825|Positive|Conference||23335.64|Mixed
ROU2699|Close|Another|14265.3|21183.39|City
INVALID_7|Message|Enter|29749.01|45678.53|City
ROU2701|Year|Its|9681.57|29252.34|City
ROU1414|World|Explain|42246.99|47777.01|Highway
ROU2703|Several|No|43023.39|36051.36|city
ROU2704|Leg|Agent|11159.72|27077.33|Mixed
ROU2705|Past|Significant|46984.57|25448.97|City
ROU2706|View|Campaign|34097.28|0|Highway
ROU2707|Teach|Offer|26714.86|21501.51|City
ROU2708|Movement|Affect|46167.04|0|City
ROU2709|Move|Right|38836.62|21037.36|Highway
ROU2710|Investment|Bring|9632.59|15311.28|City
ROU2711|Later|Factor|4780.03|14965.53|Highway
ROU2712|Week|Thank|31725.08|5158.34|Mixed
ROU2713|Kind|Former|13343.56|40497.16|Mixed
ROU2714|Young|Bad||13669.25|City
ROU2715|Majority|Phone|41208.99|17112.99|Highway
ROU2716|Board|Employee|27387.69|15327.41|Highway
ROU2717|Safe|Establish|5522.6|19957.63|CITY
ROU2718|Letter|Leg|41954.35|34135.22|MIXED
ROU2719|Notice|Catch|20648.2||Highway
ROU2720|Front|Rather|32017.33|24042.88|Highway
ROU2721|Sign|Seem|19670.56|44730.36|Mixed
ROU2722|Clearly|Mouth|42832.57|4390.46|Mixed
ROU1092|Point|Rise|20362.53|19576.4|Highway
ROU2724|Scientist|Source|42858.64|43475.85|City
ROU2725|Natural|Company|7588.84|24062.09|City
ROU2726|Action|For|41148.64|36621.04|Mixed
ROU2727|Chance|Back|27857.18|38929.59|city
ROU2728|Million|Understand|47249.31|0|highway
ROU2729|Degree|Kid|19237.48|3528.92|Mixed
INVALID_58|Site|Whom|22380.77|5154.45|Mixed
ROU0239|Image|Enough|25577.45|29727.67|Highway
ROU2732|Turn|Audience|25447.91|37903.44|Highway
ROU2733|Senior|Fight|13568.19|39560.41|Highway
ROU2734|Together|Mrs|18412.34|0|Highway
ROU2735|Time|Cold|15135.3|3470.69|Mixed
ROU2736|Mother|Century|18423.7|42659.66|Highway
ROU2737|Back|Shake|28380.8||Mixed
ROU2738|Ten|Moment|15474.38|49970.57|Mixed
ROU2739|Enough|Fish|2036.76||Mixed
ROU2740|Recently|Memory|42643.25|26068.98|Highway
ROU2741|Almost|Low|-901.32|20611.72|Highway
ROU2742|Region|Deal|0|8563.67|City
ROU2743|Paper|Later|43541.12|11466.85|Mixed
ROU2744|Place|I|17814.23|9328.45|Mixed
ROU2745|Race|Certainly|24176.26|30651.24|city
ROU2746|Use|Example|15977.1|15655.43|Mixed
INVALID_5|Set|Could|10677.34|26081.0|City
ROU2748|Exist|Order|26557.12|Five Hundred|Highway
ROU2749|Start|Central|3293.27|46237.17|Highway
ROU2750|Wall|Most|35642.95|43570.45|Highway
ROU2751|Space|Century|27952.74|0|Mixed
ROU2752|Point|Commercial|0|0|Mixed
ROU2753|Beat|Many|11639.41|40749.84|City
ROU2754|Be|Old|49156.86|10403.76|Highway
ROU2755|Own|Raise|29167.78|33326.69|Highway
ROU2756|Car|Practice|0|0|City
INVALID_78|Time|Resource|6495.28|18234.45|Highway
ROU2758|Central|Thank|16427.92|-1237.89|City
ROU2759|With|Six|6927.16|18795.27|Highway
ROU2760|Produce|Imagine|34835.1|13528.3|City
ROU2761|Strategy|There|24255.66|34748.4|Highway
ROU2762|Shake|Discussion|39287.67|7910.75|City
ROU2763|Happen|Moment|16027.64|34619.58|Mixed
ROU2764|Concern|Exist|4370.23|36395.53|HIGHWAY
ROU2765|Ahead|Impact|27211.9|8872.82|Highway
ROU1504|Recognize|Form|37420.81|10078.73|Mixed
ROU2767|Part|Record|38408.01|0|City
ROU2768|Help|Activity|32660.46|29059.07|City
ROU2769|Ago|Minute|48158.09|4484.75|Highway
ROU2770|Help|Amount|7403.37|9908.19|Mixed
ROU2771|Answer|Cost|22485.97|49968.27|Mixed
ROU2772|We|Yes|47676.64|35641.38|City
ROU2773|Level|Serve|25903.96|32342.82|Mixed
ROU2774|Official|Own|14855.02|Five Hundred|City
INVALID_95|Car|Exist|6434.65|25886.66|Mixed
ROU2776|Project|Write|49767.99|19217.78|City
ROU2777|With|Cold|13612.87||Mixed
ROU2778|Door|Trade|22568.2|41059.33|Highway
ROU1482|Scene|Wide|12689.65|Five Hundred|Mixed
ROU2780|Treatment|Wind|38646.91|15421.06|Highway
ROU2781|Ask|Anyone|43732.21|31987.91|Mixed
ROU2782|Social|Another|37057.78|7621.19|City
ROU2783|Bad|Player|42024.89|291.71|Mixed
ROU2784|Voice|Try|11903.79|10924.5|Mixed
ROU2785|Wind|Class|49709.84|17965.74|City
ROU2786|Same|Game|46697.68|10105.04|Mixed
ROU2787|Quality|Huge|48792.04|45301.23|Mixed
ROU2788|Station|Research|13464.24|23346.15|City
ROU2789|Speak|Despite|48825.06|49639.12|Highway
ROU2790|Water|Lose|34674.54|6446.39|Highway
ROU2791|Teach|Hand|15089.07|38866.5|CITY
ROU2792|Class|Live|10960.43||Mixed
ROU2793|Economy|East|19359.09|39437.95|Mixed
ROU2794|Suddenly|Happy|27564.19|532.75|Mixed
ROU2795|Scene|Since|33228.45|24217.44|Mixed
ROU2796|Anything|Responsibility|19788.59|43638.05|Highway
ROU2797|Wish|Ever|15505.11|13247.71|Highway
ROU2798|Usually|List|23280.11|39553.26|Mixed
ROU2799|Decision|Teach|47503.76|49202.09|highway
ROU2800|Staff|Particular|23682.12|4205.92|City
ROU2801|Order|What|39412.51|21415.23|City
ROU2802|Western|Beat|24966.06|6647.53|Highway
ROU2803|Eat|Official|28370.82|9189.26|Mixed
ROU2804|Simple|This|9035.39|22300.0|City
ROU2805|Every|Character|23721.24|19929.93|Highway
ROU2806|Determine|Consider|28404.82|44841.7|Mixed
INVALID_17|Hot|Various|13612.41|27176.09|Mixed
ROU2808|Teacher|Trade|12568.63|15915.19|city
ROU2809|Factor|Capital|11136.45|37575.17|City
ROU2810|Western|Black|7744.35|17329.15|Mixed
ROU2811|Able|Top|21179.94|24914.53|Highway
ROU2812|News|These|9636.59|33802.68|Mixed
ROU2813|Term|Figure|49311.75|6114.99|Highway
ROU2191|Own|Exist|26508.13|37922.55|Mixed
ROU2815|Glass|North|5077.14|31153.88|City
ROU2816|Already|Pull|8335.7|18640.08|City
ROU2817|Parent|War|35704.04|32977.29|Highway
ROU2818|Owner|Federal|14699.55|36636.24|Mixed
INVALID_32|Stop|Find|29964.62|12877.63|Highway
ROU2820|Key|Case|Five Hundred|33334.57|Mixed
ROU2821|Film|Gas|11060.33|341.32|Mixed
ROU2822|A|Really|-4857.4|31334.52|Highway
ROU2823|Change|Success|Ten Thousand|38223.63|Highway
ROU2824|Claim|Environmental|38042.61|31881.87|Highway
ROU2825|Often|War|16188.1|16515.94|highway
ROU2826|Environmental|Hear|10247.31|25854.65|Mixed
ROU2827|Long|Song|48991.26|-2883.7|Highway
ROU2828|Rather|Dog|23011.12|8230.95|mixed
ROU2829|Attorney|Major|0|37994.71|Mixed
ROU2830|Financial|Knowledge||0|City
ROU2831|Pass|Employee|-3526.8|37407.38|City
ROU2832|Entire|Act|28441.24|16549.98|MIXED
ROU2833|Tell|Behavior|47556.51|36889.38|Mixed
ROU1223|Professional|Chance|26023.39||City
ROU2835|Among|Deep|34797.06|5166.25|Mixed
ROU2836|Ask|Control|27170.06|30247.13|mixed
ROU2837|East|Sign||40413.98|City
ROU2838|Process|Assume|48236.88|20784.98|Mixed
ROU2839|Right|Research|38918.28|1164.54|City
ROU2840|Wrong|Simply|47986.74|-2873.91|Mixed
ROU2841|Degree|Else|40724.1|5135.15|City
ROU2842|Company|Son|47547.31|31536.41|Highway
ROU2843|Imagine|Last|3545.63|45188.7|Mixed
ROU2844|Kid|To|13109.77|46784.48|Highway
ROU2845|However|Particularly|-3657.69|20984.56|City
ROU2846|Front|Sell|12588.15|3283.43|City
ROU2847|High|Ever|Twenty Five Thousand|5094.69|Highway
ROU2848|Mother|Return|28998.27|14345.43|City
ROU2849|Skin|Or|36973.21|24016.77|Mixed
ROU2850|Most|Race|39196.99|44467.08|Mixed
ROU2851|Up|Inside|10049.22|11627.14|Highway
ROU2852|Course|Dinner|38830.98|0|Highway
ROU2853|Mean|Him|45590.0|10526.19|City
ROU2854|Throughout|Long|0|49091.94|Mixed
ROU2855|Bar|Push|36720.75|-2829.57|Mixed
ROU2856|Base|Cut|30202.74|25616.47|CITY
ROU2857|Pass|Republican|49055.48|2366.96|Highway
ROU2858|Land|National|-3480.36|22213.12|City
ROU2859|Not|Four|18754.68|38662.25|Mixed
ROU2860|Director|Common|24407.56|37441.74|City
ROU2861|Trade|Day|21859.03|42896.36|Mixed
INVALID_90|History|There|23237.14|9466.5|City
ROU2863|You|Job|10929.74|Five Hundred|MIXED
ROU2864|Draw|Middle|3324.91|15005.49|Mixed
ROU2865|Others|Goal|30845.57|49994.11|Mixed
ROU2866|House|Coach|7475.09|2255.12|Highway
ROU2867|Step|Too|30524.35|11353.96|City
ROU2868|Full|Necessary|-4415.28|34194.62|Highway
ROU1030|Congress|Although|31818.24|1529.35|Mixed
ROU2870|Technology|Grow|46109.84|15303.41|Mixed
ROU2871|Either|Oil|18530.32|48204.48|Mixed
ROU2531|Always|Bar|29394.95|18518.38|Mixed
ROU2873|You|Worker|26703.06|17200.67|Mixed
ROU2874|After|Resource|1954.39|2453.33|City
ROU2875|Court|Sort|43513.87|49772.97|Highway
ROU2876|Lawyer|Pretty|Twenty Five Thousand|40852.54|Highway
ROU2877|Significant|South|34978.47|33479.32|Mixed
ROU2878|Away|Tell|20244.46|27635.87|Highway
ROU2879|Carry|Black|6532.87|19165.82|Mixed
ROU2880|Personal|Water|39328.75|33181.16|Highway
ROU2881|Way|System|38213.4|34429.35|Highway
ROU2882|Necessary|Speak|11872.83|12815.37|City
ROU2883|Friend|Campaign||42419.05|Mixed
ROU2884|Just|Outside|22076.65|41905.42|Mixed
ROU2885|Either|Usually||28690.68|Mixed
ROU2886|Power|According|26688.32|0|Mixed
ROU2887|Culture|Top|46651.94|Ten Thousand|mixed
ROU1952|Practice|Keep|11682.02|43710.15|Highway
ROU2889|Event|Grow|8899.87|22577.25|Mixed
ROU2890|Natural|Agency|42495.27|45100.32|City
ROU2891|Would|Town|31486.11|10974.7|Highway
ROU2892|Data|If|13186.74|31682.15|City
ROU2893|Everyone|Assume|19925.43|27314.36|Highway
ROU2894|Carry|Plan|21872.3|387.77|City
ROU2895|Provide|In|31337.31|Five Hundred|Highway
ROU2896|Yard|Free|2998.28|16833.21|Highway
ROU2897|Number|Pressure|Ten Thousand|28457.68|City
ROU2898|New|Product|24884.47|31304.93|Highway
ROU2899|Certain|By|45378.05|8135.19|Mixed
ROU2900|Simply|Artist|4683.76|34041.37|Highway
ROU2901|Natural|Lot|26854.81|48472.1|mixed
ROU2902|Various|Control|34645.69|23144.79|City
ROU2903|Seven|Catch|23448.73|4110.76|City
ROU2904|Film|Suggest|34795.98|28861.59|City
ROU2905|Middle|Authority|40916.15|44620.8|City
ROU2906|Western|Tv|40157.97|1451.34|Mixed
ROU2907|Director|Onto|22764.04|49231.39|City
ROU2908|Read|Statement|28810.83|40602.93|Highway
ROU2909|Control|Direction|17129.53||City
ROU2910|Key|Reflect|47863.84|45413.1|City
ROU2911|Direction|Price|0|45644.94|MIXED
ROU2912|Oil|General|41121.78|15125.01|HIGHWAY
ROU2913|Within|Fill|48784.65|8972.01|Mixed
ROU2914|Baby|Him|12994.7|858.73|Mixed
ROU2915|Move|Person|43624.32|10922.88|Highway
ROU2916|Others|Lose|37247.63|6123.51|City
ROU2917|Total|Option|45612.44|31371.8|City
ROU2918|Thousand|Strong|Twenty Five Thousand|19209.34|Mixed
ROU2919|Activity|Strategy|31592.23|32443.08|Highway
ROU2920|Way|Win|29543.75|19398.32|Highway
INVALID_51|Southern|White|30263.34|21920.0|City
ROU2922|Take|Do|10688.52|18455.25|Highway
ROU2923|Develop|True|21011.47|418.42|City
ROU2924|System|Big|26913.49|21983.89|City
ROU2925|Better|War|36392.44|0|Highway
ROU2926|Rock|Material||21410.97|City
ROU2927|Factor|Time|35198.05|1134.81|City
ROU2928|Second|Doctor|49710.66|28861.03|Mixed
ROU2929|Fact|Share|14741.6|30612.62|mixed
ROU2930|Compare|Oil|17699.59|4021.25|Highway
ROU2931|Our|Author|10095.84|47162.52|Mixed
ROU2932|Method|Bed|13478.36|43669.94|city
ROU2933|Father|Girl|23453.69|22107.88|Mixed
ROU2934|Participant|Describe|27295.49|31756.17|Highway
ROU2935|Light|Travel|12002.12|45077.69|City
ROU2936|Fish|Phone|1547.87|2612.27|Mixed
ROU2937|Range|Consider|15110.75|2032.68|Highway
ROU2938|Citizen|Summer|1544.03|4701.9|Highway
ROU2939|Degree|Leader|Twenty Five Thousand||Mixed
ROU2940|Common|Write|28720.55|25033.26|City
ROU2941|Offer|City|36633.84|17765.77|Mixed
ROU2942|Answer|West|37765.93|37590.12|Mixed
ROU0249|Effort|Mention|26097.8|5901.14|City
ROU2944|Read|Guess|46738.14|6751.91|Mixed
ROU2945|Success|Form|39595.14|6296.21|Highway
INVALID_90|Remember|Alone|15427.21|37159.03|Highway
ROU2947|Want|Strong|17779.56|34280.43|Highway
ROU2948|Again|Central|14796.75|14492.93|Mixed
