ShipmentID,DriverID,WarehouseID,Origin,Destination,ShipmentDate,DeliveryDate,Weight,Cost,Status,ExtraColumn
SHI2728,DRI0005,WAR0014,Stuff,Job,2022-12-10,24-06-2023,43500.32,28391.12,Cancelled,EXTRA_DATA
SHI2729,DRI0006,WAR0015,Point,Mr,03/11/2024,2024-02-19,Five Hundred,30898.17,Delayed,EXTRA_DATA
SHI2730,DRI0007,WAR0001,Perform,My,2022-06-12,10-09-2022,35689.97,13746.9,In-Transit,EXTRA_DATA
SHI2731,DRI0016,WAR9999,Fight,Read,2022-09-12,2023-01-18,365.13,34189.57,Cancelled,EXTRA_DATA
SHI2732,DRI0019,WAR0016,Culture,Those,12/03/2024,28-07-2022,47734.03,Ten Thousand,Cancelled,EXTRA_DATA
SHI2733,DRI0007,WAR0019,So,Foreign,06/12/2024,12-12-2023,,2127.2,Delayed,EXTRA_DATA
SHI2734,DRI0013,WAR0007,Republican,Huge,03/24/2024,2024-04-15,22900.37,,IN-TRANSIT,EXTRA_DATA
SHI2735,DRI0017,WAR0007,Check,Trade,17-03-2023,2024-11-17,578.8,21387.78,Cancelled,EXTRA_DATA
SHI2736,DRI0001,WAR0005,None,Lot,01-07-2022,08-01-2022,6897.48,Twenty Five Thousand,Cancelled,EXTRA_DATA
SHI2737,DRI0006,WAR0004,Play,Develop,03/31/2023,10/18/2022,47282.04,20312.58,In-Transit,EXTRA_DATA
SHI2738,DRI9999,WAR0013,Free,Ago,28/07/2024,03/26/2023,6485.77,21416.24,In-Transit,EXTRA_DATA
SHI2739,DRI0013,WAR0019,Together,Tonight,2024-03-26,2024-05-11,32794.25,32872.58,Cancelled,EXTRA_DATA
SHI2740,DRI9999,WAR0016,Seat,Serve,06/04/2023,16-09-2022,36066.81,36487.62,cancelled,EXTRA_DATA
SHI2741,DRI0015,WAR0015,Mother,Hard,07/08/2022,12-09-2023,40732.86,8282.79,Delivered,EXTRA_DATA
SHI2742,DRI0014,WAR0008,Include,Economy,03/06/2022,05/23/2022,41228.93,47138.82,Delivered,EXTRA_DATA
SHI2743,DRI0004,WAR0004,Political,Computer,2024-05-12,05/29/2023,45126.78,25671.21,In-Transit,EXTRA_DATA
SHI2744,DRI0019,WAR0014,Star,Action,06/20/2023,13/06/2022,46470.47,34840.22,Delivered,EXTRA_DATA
SHI2745,DRI0019,WAR0004,Quality,Exactly,07/08/2023,01/17/2023,31906.71,9155.95,Cancelled,EXTRA_DATA
SHI2746,DRI0017,WAR0009,Born,Remain,2023-11-15,24-12-2022,10235.25,48951.29,Delayed,EXTRA_DATA
SHI2747,DRI0010,WAR0004,Data,Song,05/22/2023,2024-10-02,4741.26,33606.34,Cancelled,EXTRA_DATA
SHI2748,DRI0002,WAR0005,Education,Light,24/09/2024,2024-12-02,41981.56,38766.7,Delivered,EXTRA_DATA
SHI2749,DRI0006,WAR9999,Six,Order,08/03/2022,04/02/2024,37263.69,19308.47,Delayed,EXTRA_DATA
SHI2750,DRI0012,WAR0015,Study,Few,04-08-2022,2022-05-20,10454.13,3733.57,Delivered,EXTRA_DATA
SHI2751,DRI0001,WAR0008,Mention,Task,21-08-2024,,42554.47,18672.31,Delayed,EXTRA_DATA
SHI2752,DRI0011,WAR0012,Let,Adult,11-11-2024,01/01/2022,17871.35,36741.96,Cancelled,EXTRA_DATA
SHI2753,DRI0007,WAR0012,Three,Focus,11/03/2022,22-01-2024,19896.75,40105.6,Delayed,EXTRA_DATA
SHI2754,DRI0013,WAR0014,My,Physical,2023-01-27,19/05/2023,18989.65,14143.36,In-Transit,EXTRA_DATA
SHI2755,DRI0008,WAR0017,Everybody,Cultural,05/05/2023,04/03/2022,10963.01,28046.17,In-Transit,EXTRA_DATA
SHI2756,DRI0013,WAR0006,Also,Back,2024-08-17,2024-03-20,28032.8,35520.78,Cancelled,EXTRA_DATA
SHI2757,DRI0012,WAR0019,Interesting,Benefit,01/04/2024,2022-06-19,35769.84,20623.41,In-Transit,EXTRA_DATA
SHI2758,DRI0008,WAR0004,Left,Manage,2022-03-24,2023-06-17,48952.33,32976.2,In-Transit,EXTRA_DATA
SHI2759,DRI0010,WAR0001,Little,Actually,09-07-2022,2023-01-28,37948.39,18042.97,Delayed,EXTRA_DATA
SHI2760,DRI0016,WAR0009,Care,Color,2024-09-24,,955.21,37010.25,Delayed,EXTRA_DATA
SHI2761,DRI0007,WAR9999,Assume,Such,04/02/2023,2023-12-21,19699.06,2632.4,Delayed,EXTRA_DATA
SHI2762,DRI0016,WAR0020,Enter,Strategy,2024-01-20,11/05/2022,18383.95,20750.43,Cancelled,EXTRA_DATA
SHI2763,DRI0015,WAR0011,Dog,Claim,24-07-2024,04/08/2024,29191.62,1862.72,Delayed,EXTRA_DATA
SHI2764,DRI0016,WAR0016,Agree,Describe,19-02-2024,,38709.64,45582.44,Delivered,EXTRA_DATA
INVALID_96,DRI0014,WAR0012,Notice,Kid,2022-02-18,11-05-2023,9261.6,2626.0,Delayed,EXTRA_DATA
SHI2766,DRI0002,WAR0006,Go,Animal,2024-04-12,07/15/2023,18545.51,19412.22,In-Transit,EXTRA_DATA
SHI2767,DRI0013,WAR0001,Drive,Network,04/06/2023,25/07/2023,Ten Thousand,23816.56,Delivered,EXTRA_DATA
SHI2768,DRI0018,WAR0007,Church,Score,21/12/2023,21-06-2022,2088.76,13322.24,Cancelled,EXTRA_DATA
SHI2769,DRI0015,WAR0014,Up,Budget,2023-10-23,17-08-2024,41750.96,37408.85,In-Transit,EXTRA_DATA
SHI1775,DRI0001,WAR0014,Ability,Question,10/03/2023,09/23/2024,11493.63,7106.06,Cancelled,EXTRA_DATA
SHI2771,DRI0013,WAR0011,Soldier,Under,08/09/2024,21/07/2023,44569.96,5188.12,Cancelled,EXTRA_DATA
SHI2772,DRI0018,WAR0013,Then,Look,06/08/2022,05-03-2022,5388.79,34211.56,In-Transit,EXTRA_DATA
SHI2773,DRI0005,WAR0011,Sing,Care,02/03/2022,05/06/2022,6941.0,45661.69,Delayed,EXTRA_DATA
SHI2774,DRI0009,WAR0004,Mean,Best,31-01-2023,,11706.26,44045.68,DELAYED,EXTRA_DATA
SHI2775,DRI0008,WAR0009,Season,Item,25-12-2024,2022-11-20,-3260.72,35649.58,IN-TRANSIT,EXTRA_DATA
SHI2776,DRI0014,WAR9999,Energy,Able,12/14/2022,09/01/2023,395.44,,Cancelled,EXTRA_DATA
SHI2777,DRI0003,WAR0013,Line,Personal,2023-01-25,07/07/2023,26393.91,46016.4,Cancelled,EXTRA_DATA
SHI2778,DRI0016,WAR0019,Will,Series,11/11/2023,2024-12-17,,7320.79,In-Transit,EXTRA_DATA
SHI2779,DRI0019,WAR0011,Reason,Choice,12/01/2024,08/07/2023,15253.32,17399.21,Cancelled,EXTRA_DATA
SHI2780,DRI0014,WAR0016,Draw,Pretty,03-05-2022,08/03/2022,27380.71,4994.27,Cancelled,EXTRA_DATA
SHI2781,DRI0012,WAR0007,Thank,Play,02/03/2023,22/01/2024,,38243.21,Delayed,EXTRA_DATA
SHI2782,DRI0001,WAR0013,Hand,Per,03/28/2022,2022-08-12,14378.51,23802.84,Delayed,EXTRA_DATA
SHI2783,DRI0015,WAR0014,Law,Coach,04/06/2024,,49349.6,27758.05,Delivered,EXTRA_DATA
SHI2784,DRI0017,WAR0002,Example,Few,29-03-2024,01/23/2024,43934.08,Five Hundred,In-Transit,EXTRA_DATA
SHI2785,DRI0017,WAR0016,Happy,Success,10/11/2024,10/16/2024,4430.31,16543.87,In-Transit,EXTRA_DATA
SHI2786,DRI0012,WAR0008,Money,Together,2022-03-17,20-01-2024,14820.19,36397.27,Cancelled,EXTRA_DATA
SHI2787,DRI0004,WAR0001,Chance,Exist,24/04/2022,12/01/2024,48259.58,Ten Thousand,In-Transit,EXTRA_DATA
SHI2788,DRI0005,WAR0017,Pull,Hope,2022-03-05,03-06-2023,35975.36,9636.19,In-Transit,EXTRA_DATA
SHI2789,DRI9999,WAR0006,Conference,Continue,2022-03-26,2024-10-17,33408.34,13102.64,Delayed,EXTRA_DATA
SHI2790,DRI0007,WAR0017,Particular,Car,09-08-2022,12/07/2024,19173.2,27796.29,Cancelled,EXTRA_DATA
SHI2791,DRI0006,WAR0013,Figure,Artist,15/04/2022,14/07/2022,28812.07,30644.12,Delivered,EXTRA_DATA
INVALID_78,DRI0003,WAR0008,Vote,Way,28-04-2023,2022-09-26,Five Hundred,44682.25,Cancelled,EXTRA_DATA
SHI2793,DRI0008,WAR0012,Bring,Marriage,05/03/2023,22-12-2023,38888.72,10382.71,Cancelled,EXTRA_DATA
SHI2794,DRI0004,WAR0004,Face,Interview,04/02/2024,08/11/2024,26881.98,5919.02,Cancelled,EXTRA_DATA
SHI2795,DRI0020,WAR0019,Seat,Edge,22-08-2022,2022-09-06,27210.76,42635.38,Delivered,EXTRA_DATA
SHI2796,DRI0017,WAR0004,Nothing,Walk,25-02-2022,,37524.19,44337.22,Cancelled,EXTRA_DATA
SHI2797,DRI0003,WAR0008,Energy,Anything,2024-04-11,10/07/2024,5163.76,26634.14,Cancelled,EXTRA_DATA
SHI2798,DRI0020,WAR0020,Sport,Citizen,21-08-2023,14-09-2024,0,10418.93,Cancelled,EXTRA_DATA
SHI2799,DRI0005,WAR0005,Learn,Game,2022-02-11,22/08/2022,42649.33,39782.3,Delayed,EXTRA_DATA
SHI2800,DRI0005,WAR0013,Either,Fight,31/05/2024,05/20/2023,2090.62,48122.9,Delayed,EXTRA_DATA
SHI2801,DRI0016,WAR0004,Man,Account,2024-06-23,06/12/2023,46758.93,48152.44,In-Transit,EXTRA_DATA
SHI2802,DRI0001,WAR0005,Ago,Western,2022-10-29,2024-08-01,40128.95,15359.04,Cancelled,EXTRA_DATA
SHI2803,DRI0015,WAR0018,Itself,Out,04-06-2022,03/29/2024,33291.69,33598.46,In-Transit,EXTRA_DATA
SHI2804,DRI0003,WAR0007,Politics,Direction,13-04-2024,2023-02-07,23252.95,42063.79,In-Transit,EXTRA_DATA
INVALID_11,DRI0015,WAR0015,Summer,Society,10-11-2022,02/21/2024,19583.85,36461.67,Delayed,EXTRA_DATA
SHI2806,DRI0016,WAR0018,Pay,Message,15-10-2024,2023-05-16,3388.09,20050.23,Delivered,EXTRA_DATA
SHI2807,DRI0004,WAR0004,Gas,Baby,07/12/2024,28/12/2023,10403.56,21972.85,In-Transit,EXTRA_DATA
SHI2808,DRI0007,WAR0016,Report,Quite,01-12-2023,,19686.66,Twenty Five Thousand,Delivered,EXTRA_DATA
INVALID_46,DRI0019,WAR0002,Meet,Board,2022-04-02,25-07-2023,41896.12,29339.72,In-Transit,EXTRA_DATA
SHI2810,DRI0003,WAR0001,Worry,Growth,10/28/2022,02/03/2022,,7401.2,Delayed,EXTRA_DATA
SHI2811,DRI9999,WAR0019,Check,Stay,03/11/2023,,24191.11,47075.1,Cancelled,EXTRA_DATA
SHI2812,DRI0016,WAR0003,Cut,Threat,14/02/2023,08-01-2024,Ten Thousand,35864.41,Delayed,EXTRA_DATA
SHI2813,DRI0012,WAR9999,Social,Medical,07/23/2022,2022-07-17,27914.2,14723.38,In-Transit,EXTRA_DATA
SHI2814,DRI0002,WAR0017,Both,Once,13/12/2023,2022-12-17,25564.97,46476.99,In-Transit,EXTRA_DATA
SHI2815,DRI0001,WAR0003,Old,Good,2024-03-29,10/10/2023,Twenty Five Thousand,15957.07,Delivered,EXTRA_DATA
SHI1624,DRI0017,WAR0005,Real,Create,11/10/2024,2022-10-06,35376.19,-2320.41,Delivered,EXTRA_DATA
SHI2817,DRI0002,WAR0014,Standard,Medical,02/01/2024,10/07/2023,6843.51,0,In-Transit,EXTRA_DATA
SHI2818,DRI0009,WAR9999,Mouth,Actually,2023-12-05,06/10/2024,22797.33,6379.37,Delayed,EXTRA_DATA
SHI2819,DRI9999,WAR0002,White,Already,19-01-2022,24/07/2022,40396.29,40210.77,in-transit,EXTRA_DATA
SHI2820,DRI0001,WAR0020,Western,Together,04/08/2024,26-11-2024,7114.59,26908.87,Delayed,EXTRA_DATA
SHI1098,DRI0008,WAR0002,Analysis,At,13/10/2022,2024-10-30,20626.31,7465.27,Delivered,EXTRA_DATA
SHI2822,DRI0008,WAR0010,Claim,Window,22/09/2024,26/04/2023,47020.42,26838.79,Delayed,EXTRA_DATA
SHI2823,DRI0012,WAR0010,Very,May,20/09/2023,02-06-2023,31888.7,41717.37,Cancelled,EXTRA_DATA
SHI2824,DRI0010,WAR0007,Impact,Seem,11/20/2022,2022-10-25,27759.74,10880.73,Cancelled,EXTRA_DATA
SHI2825,DRI0008,WAR0004,Forget,Believe,01/04/2024,,45124.17,35982.0,Cancelled,EXTRA_DATA
SHI2826,DRI0017,WAR0013,Grow,Wait,10/14/2023,,3499.0,43492.06,Delivered,EXTRA_DATA
SHI2827,DRI0019,WAR0014,Key,Increase,2022-06-24,2024-02-26,2195.67,21204.25,Cancelled,EXTRA_DATA
SHI2828,DRI0002,WAR0017,Four,Accept,29-05-2024,2023-09-07,,34399.37,Cancelled,EXTRA_DATA
SHI2829,DRI0016,WAR0013,Reality,Step,14/06/2023,,22859.96,31346.53,Cancelled,EXTRA_DATA
SHI2830,DRI0001,WAR0005,Hit,Report,2023-02-02,10/22/2022,22564.73,40237.61,Delivered,EXTRA_DATA
SHI2831,DRI0015,WAR0018,Positive,When,03/29/2023,23/10/2023,37244.76,28504.53,Delivered,EXTRA_DATA
SHI2832,DRI0020,WAR0016,Thousand,Serious,18-02-2022,2023-12-14,3307.92,27172.22,Delivered,EXTRA_DATA
SHI2833,DRI0004,WAR0017,Piece,Crime,2024-12-22,,10528.24,44233.59,Cancelled,EXTRA_DATA
SHI2834,DRI0005,WAR0020,Grow,That,15-04-2024,14-10-2023,15015.4,36470.1,Delivered,EXTRA_DATA
SHI2835,DRI0008,WAR0008,Should,What,09/03/2023,30-09-2024,44216.07,4334.75,Delivered,EXTRA_DATA
SHI2836,DRI0010,WAR0002,Bill,Actually,2024-06-07,2024-12-07,Five Hundred,46990.27,Delivered,EXTRA_DATA
SHI2837,DRI0006,WAR0011,Recent,Goal,07-03-2022,,41338.16,26119.99,In-Transit,EXTRA_DATA
SHI2838,DRI0003,WAR0002,Much,Whose,06/15/2023,13/08/2022,5658.21,24960.28,Delivered,EXTRA_DATA
SHI2839,DRI0004,WAR0008,Third,Such,07/21/2024,09/18/2023,49660.1,6288.68,Delayed,EXTRA_DATA
SHI2840,DRI0001,WAR0002,Include,Morning,17-10-2022,26-04-2024,13590.14,17951.5,Delivered,EXTRA_DATA
SHI2841,DRI0020,WAR0016,Campaign,Safe,18-12-2023,,48155.51,38287.51,Delivered,EXTRA_DATA
SHI2842,DRI0009,WAR0014,Kitchen,Pass,20-02-2023,01/11/2022,14418.66,11765.81,Cancelled,EXTRA_DATA
SHI2843,DRI0007,WAR0006,Fill,Easy,28/07/2022,10/09/2024,0,46501.27,In-Transit,EXTRA_DATA
SHI2844,DRI0015,WAR0004,Country,Environmental,2022-06-22,,3118.63,,in-transit,EXTRA_DATA
SHI2845,DRI0013,WAR9999,Admit,Generation,16-02-2023,2023-07-28,11861.7,45509.02,Delivered,EXTRA_DATA
SHI2846,DRI0018,WAR0008,Spend,Stock,09/23/2023,25-09-2023,27880.27,41514.02,Cancelled,EXTRA_DATA
SHI2847,DRI0005,WAR0020,Couple,Recently,12/22/2024,11/10/2022,35505.73,18842.35,Delayed,EXTRA_DATA
SHI2848,DRI0001,WAR0016,Fall,Forward,02/01/2023,2024-08-06,25163.7,21519.31,In-transit,EXTRA_DATA
SHI2849,DRI0015,WAR0019,Area,Wear,04-05-2022,,15379.22,14889.19,In-Transit,EXTRA_DATA
SHI2850,DRI0007,WAR0006,Partner,Many,11-06-2023,31-03-2024,17576.11,14656.9,Cancelled,EXTRA_DATA
SHI2851,DRI0016,WAR0007,Thousand,Condition,16-07-2024,2023-10-23,43893.92,35196.47,DELAYED,EXTRA_DATA
SHI2852,DRI0008,WAR0009,Be,Else,07/31/2024,2022-06-18,45362.9,-2837.74,DELAYED,EXTRA_DATA
SHI2853,DRI0007,WAR0020,Reveal,Her,07/02/2023,15-12-2023,14805.93,49044.87,Cancelled,EXTRA_DATA
SHI2854,DRI0019,WAR0019,Interview,Forward,06-03-2023,19-05-2023,19818.61,19017.78,Delayed,EXTRA_DATA
SHI2855,DRI0018,WAR0008,Ask,Look,2024-05-28,29/09/2022,21916.16,7623.65,Delivered,EXTRA_DATA
SHI2856,DRI0020,WAR0006,View,Discussion,18/10/2023,04/16/2022,0,,Cancelled,EXTRA_DATA
SHI2857,DRI0017,WAR0002,Cost,Fish,2022-09-19,26/09/2022,3678.23,22838.26,In-Transit,EXTRA_DATA
SHI2858,DRI0011,WAR0007,Half,Environment,01/07/2024,,46605.06,10980.64,In-Transit,EXTRA_DATA
SHI2859,DRI0010,WAR0012,That,Development,06/06/2024,06-09-2024,44060.31,39273.79,Delayed,EXTRA_DATA
SHI2860,DRI0020,WAR0012,Stage,Such,28-10-2022,2024-10-31,27627.03,8518.71,CANCELLED,EXTRA_DATA
SHI1499,DRI0014,WAR0001,Add,Add,24/09/2022,04/13/2023,44328.29,,Delayed,EXTRA_DATA
INVALID_16,DRI0006,WAR0011,And,Right,2022-07-31,01/11/2022,0,,Delayed,EXTRA_DATA
SHI2863,DRI0016,WAR0019,Table,Attention,2022-07-18,04/09/2023,18728.26,5045.54,In-Transit,EXTRA_DATA
SHI2864,DRI0015,WAR0009,Age,Evening,08/12/2024,2023-02-04,30512.49,49361.66,Delayed,EXTRA_DATA
SHI2865,DRI0015,WAR0011,Campaign,Like,02/23/2023,2023-07-07,38151.27,33257.82,Cancelled,EXTRA_DATA
SHI2866,DRI0017,WAR0011,Foot,Address,2024-06-25,2024-03-31,39118.77,Ten Thousand,In-Transit,EXTRA_DATA
SHI2867,DRI0018,WAR0002,School,Effect,2024-10-05,,9701.87,7239.8,Cancelled,EXTRA_DATA
SHI2868,DRI0006,WAR0011,Old,Population,26-09-2022,24/07/2023,22131.58,26274.21,Delivered,EXTRA_DATA
SHI2869,DRI0016,WAR0008,Method,Threat,20-02-2022,12/04/2022,27711.01,22591.72,Delayed,EXTRA_DATA
SHI2870,DRI0009,WAR0003,Eat,Lead,01/26/2024,15/12/2022,39711.4,11654.54,Cancelled,EXTRA_DATA
SHI2871,DRI0012,WAR0015,Produce,Call,27-04-2023,20/11/2023,0,11272.53,Delivered,EXTRA_DATA
SHI2872,DRI0006,WAR0013,Dog,Middle,16/10/2022,09/17/2023,11611.62,22087.58,In-Transit,EXTRA_DATA
SHI2873,DRI0005,WAR0010,Sing,Economy,03/11/2023,2024-05-10,-3167.46,25010.7,DELAYED,EXTRA_DATA
SHI2874,DRI0017,WAR0006,Base,Role,2024-12-27,,,31250.44,In-Transit,EXTRA_DATA
SHI2875,DRI0020,WAR0012,Discuss,Opportunity,2023-04-17,02-02-2022,49363.09,33449.06,In-Transit,EXTRA_DATA
SHI2876,DRI0005,WAR0009,Name,Role,08/03/2022,13/09/2024,10229.65,7975.67,In-Transit,EXTRA_DATA
SHI2877,DRI0011,WAR0013,Success,One,2024-10-19,29-11-2022,17020.77,47097.72,Delayed,EXTRA_DATA
SHI2878,DRI0001,WAR0003,Win,Society,21/02/2023,2023-08-15,15207.43,12489.05,Delivered,EXTRA_DATA
SHI2879,DRI0006,WAR0012,Wind,Bed,29-12-2023,10-01-2024,42948.44,12447.71,Delayed,EXTRA_DATA
SHI2880,DRI9999,WAR0003,Teacher,Word,14/10/2023,08/06/2023,33316.71,7929.6,Delivered,EXTRA_DATA
SHI2881,DRI0014,WAR0005,Step,Attorney,08/24/2022,2022-04-05,44196.78,Twenty Five Thousand,In-Transit,EXTRA_DATA
SHI2882,DRI0014,WAR0002,Structure,Describe,2023-11-17,2024-08-14,18716.88,43886.8,Delayed,EXTRA_DATA
SHI2883,DRI0019,WAR0007,Read,Front,02/12/2023,10/11/2022,,Five Hundred,Delivered,EXTRA_DATA
SHI2884,DRI0006,WAR0001,Economic,High,05/21/2024,11-06-2022,0,35153.99,In-Transit,EXTRA_DATA
SHI2885,DRI0018,WAR0007,Want,Food,2022-04-22,11/25/2023,27247.0,31808.61,Cancelled,EXTRA_DATA
INVALID_13,DRI0010,WAR0015,Ball,Security,2022-10-05,2022-12-14,Twenty Five Thousand,29273.34,Delivered,EXTRA_DATA
SHI2887,DRI0016,WAR0004,Score,Attack,01-04-2023,06/02/2024,-3126.65,4981.73,Delivered,EXTRA_DATA
SHI2888,DRI0009,WAR0018,Watch,Design,2023-07-13,2023-02-20,27917.79,12808.55,Delayed,EXTRA_DATA
SHI2889,DRI0001,WAR0011,Tell,Dinner,2024-10-16,2023-06-06,30649.67,29923.6,Cancelled,EXTRA_DATA
SHI2890,DRI0018,WAR0007,Trip,Build,17-07-2022,12/20/2024,-4498.55,48456.74,In-Transit,EXTRA_DATA
SHI2891,DRI0013,WAR0004,Thousand,Mother,01/09/2022,09-11-2024,857.29,16944.64,Cancelled,EXTRA_DATA
SHI2892,DRI0005,WAR0012,Meeting,Other,14/10/2024,19/06/2022,36527.76,31337.54,In-transit,EXTRA_DATA
SHI2893,DRI0013,WAR0001,Though,Them,01-09-2024,29-08-2023,17943.05,32506.55,Delivered,EXTRA_DATA
INVALID_32,DRI9999,WAR0009,Structure,Doctor,01/20/2022,20/11/2023,25533.34,32116.92,Cancelled,EXTRA_DATA
SHI2895,DRI0006,WAR0016,Wind,Hand,06/02/2023,06-06-2022,24411.13,45221.72,Delivered,EXTRA_DATA
SHI2896,DRI0020,WAR0014,Particularly,His,08/11/2024,02/18/2022,1018.86,33864.63,IN-TRANSIT,EXTRA_DATA
SHI2897,DRI0003,WAR0003,Onto,Time,03/24/2023,16/09/2023,39175.09,20883.46,Delayed,EXTRA_DATA
SHI2898,DRI0014,WAR0010,Stock,Some,2023-10-11,04/27/2023,10719.87,8798.03,In-Transit,EXTRA_DATA
SHI2899,DRI0009,WAR0004,Several,Believe,2023-04-26,,11551.05,19981.29,Delivered,EXTRA_DATA
SHI2900,DRI0009,WAR0018,High,Him,14-11-2022,17/08/2024,0,3980.97,In-Transit,EXTRA_DATA
SHI2901,DRI0007,WAR0016,Wonder,Tree,10/02/2024,,39402.34,44986.56,cancelled,EXTRA_DATA
SHI2902,DRI0009,WAR0020,Tv,Garden,16-12-2024,2023-03-10,45334.58,8911.49,In-Transit,EXTRA_DATA
SHI2903,DRI0005,WAR0016,Focus,Be,11/20/2022,12/28/2022,34024.06,15180.71,In-Transit,EXTRA_DATA
SHI2904,DRI0007,WAR0006,Per,Get,06/11/2023,,35089.31,Five Hundred,Delayed,EXTRA_DATA
SHI2905,DRI0003,WAR0008,Hundred,Let,13/03/2024,2024-05-21,31224.39,,In-Transit,EXTRA_DATA
SHI2906,DRI0007,WAR0003,Smile,Account,2023-04-13,23/12/2024,29343.75,14974.21,In-Transit,EXTRA_DATA
SHI2907,DRI9999,WAR0010,Prove,System,11/03/2022,01-06-2023,48917.55,5904.9,Delivered,EXTRA_DATA
SHI2908,DRI0009,WAR0014,Than,Throw,27/09/2023,2023-04-07,,,Cancelled,EXTRA_DATA
SHI2909,DRI0010,WAR0006,Spend,Case,29/03/2024,24-05-2023,7435.77,6112.29,cancelled,EXTRA_DATA
SHI2910,DRI0019,WAR0006,Visit,Study,09-06-2022,2024-02-29,32172.63,Five Hundred,Delayed,EXTRA_DATA
SHI2911,DRI0012,WAR0004,Fall,Reveal,02/12/2024,30-07-2022,24966.03,9505.19,Cancelled,EXTRA_DATA
SHI2912,DRI0018,WAR0019,Sense,Act,27-05-2023,04/22/2022,35624.51,-136.37,Delivered,EXTRA_DATA
SHI2913,DRI0014,WAR0003,Before,Arrive,2023-12-30,27-09-2024,9019.53,23760.82,In-Transit,EXTRA_DATA
SHI2914,DRI0012,WAR0004,Push,Quality,2022-11-01,2023-09-19,33459.52,38843.57,Delayed,EXTRA_DATA
SHI2915,DRI0006,WAR0005,Whom,Gas,20-10-2022,,31079.82,25984.11,In-Transit,EXTRA_DATA
SHI2916,DRI0019,WAR0002,Town,Although,2023-12-28,13-11-2022,,44934.62,Delivered,EXTRA_DATA
SHI2917,DRI0003,WAR0017,Really,Effort,09/12/2024,10/06/2023,27463.56,39142.78,Delivered,EXTRA_DATA
SHI2918,DRI0020,WAR0013,Poor,Ok,29/10/2023,2023-10-27,8781.71,10396.41,in-transit,EXTRA_DATA
SHI2919,DRI0015,WAR0020,Through,Model,11/02/2024,09-09-2024,12230.19,15335.71,Delivered,EXTRA_DATA
SHI2920,DRI0018,WAR0004,Black,Black,21-09-2023,05/31/2023,22468.1,44173.93,Delivered,EXTRA_DATA
SHI2921,DRI0015,WAR0002,Effort,Management,15/05/2022,22/03/2022,4671.25,7252.12,Delivered,EXTRA_DATA
SHI2922,DRI0017,WAR0007,Something,Choice,10/15/2022,21-08-2023,46372.15,Ten Thousand,In-Transit,EXTRA_DATA
SHI2923,DRI0018,WAR0009,Role,Easy,05/24/2022,2022-01-13,10783.59,19539.26,Delayed,EXTRA_DATA
SHI2924,DRI9999,WAR0013,Level,Thus,29/11/2022,03/23/2022,3563.05,21480.43,Delayed,EXTRA_DATA
SHI2925,DRI0017,WAR0001,Hold,Guess,03-11-2022,11/05/2023,Five Hundred,25757.4,In-Transit,EXTRA_DATA
SHI2926,DRI0005,WAR0007,Mean,Mind,2023-08-16,21/12/2022,30215.25,26322.18,In-Transit,EXTRA_DATA
SHI2927,DRI0005,WAR0006,Item,Over,2023-11-19,07/22/2024,46554.74,18886.75,In-Transit,EXTRA_DATA
SHI2928,DRI0001,WAR0005,Yeah,Ever,2022-01-12,05/10/2024,36681.26,1008.97,Delayed,EXTRA_DATA
SHI2929,DRI0016,WAR0002,Question,Expect,2023-07-09,17/05/2023,46795.21,49058.81,Delivered,EXTRA_DATA
SHI2930,DRI0014,WAR0010,Former,Manage,01/10/2022,06/28/2024,48886.81,23130.0,Cancelled,EXTRA_DATA
SHI2931,DRI0007,WAR0010,But,Per,2022-04-28,,41589.21,9132.71,In-Transit,EXTRA_DATA
SHI2932,DRI0014,WAR0005,Entire,Even,31-10-2024,,16493.68,42673.0,Delivered,EXTRA_DATA
SHI2933,DRI0015,WAR0010,Big,Rule,19-05-2023,04-09-2024,39491.89,1012.48,In-Transit,EXTRA_DATA
SHI2934,DRI0013,WAR0016,Table,Occur,10-08-2023,14-01-2024,11054.74,13271.35,Delayed,EXTRA_DATA
SHI2935,DRI0012,WAR0013,Bank,Win,26-07-2023,10/10/2022,14230.86,Five Hundred,Delayed,EXTRA_DATA
SHI2936,DRI0010,WAR0019,Cost,Thus,03/16/2024,04-06-2022,,38382.35,Delayed,EXTRA_DATA
SHI2937,DRI0016,WAR0013,Debate,Realize,18/03/2023,2022-01-03,27478.86,32815.23,In-Transit,EXTRA_DATA
SHI2938,DRI0008,WAR0011,Reduce,Must,2024-09-23,12/10/2022,23159.62,17129.68,Delayed,EXTRA_DATA
SHI2939,DRI0005,WAR0016,Music,Name,23/12/2023,27-04-2023,47250.25,35440.61,delivered,EXTRA_DATA
SHI2940,DRI0012,WAR0007,Us,Mrs,2022-12-04,07/06/2024,7102.88,49277.42,In-Transit,EXTRA_DATA
SHI2941,DRI0010,WAR0018,During,Also,25-11-2024,30/05/2023,21868.27,Twenty Five Thousand,Cancelled,EXTRA_DATA
SHI2942,DRI0004,WAR0009,Rich,Huge,27/12/2024,06-08-2023,Five Hundred,25818.23,Cancelled,EXTRA_DATA
SHI2943,DRI0016,WAR0020,Dark,Friend,12-06-2022,2023-12-23,16058.42,38958.34,Delivered,EXTRA_DATA
INVALID_90,DRI0004,WAR0010,Member,See,01/09/2023,2023-09-10,20808.03,29413.69,Delayed,EXTRA_DATA
