WarehouseID,Location,Capacity,CurrentStock,Manager
WAR1435,Delhi,82,212,Note
WAR1436,Chennai,90,66,Fish
WAR1437,Bangalore,150,153,Strong
WAR1438,Chennai,131,248,Recent
WAR1439,Chennai,225,132,Believe
WAR1440,Hyderabad,14,99,Laugh
WAR1441,Delhi,61,183,Thank
WAR0782,Delhi,270,227,Structure
WAR1443,Chennai,277,231,Past
WAR1444,Hyderabad,282,210,American
WAR1445,Hyderabad,42,94,Since
WAR1446,Hyderabad,36,13,Want
WAR1447,Mumbai,82,174,Student
WAR1448,Delhi,168,20,Unit
WAR1449,Mumbai,245,188,Analysis
WAR1450,Mumbai,125,297,Writer
WAR1451,Hyderabad,34,71,There
WAR1452,Mumbai,297,249,Commercial
INVALID_31,Chennai,270,232,Would
WAR1454,Hyderabad,265,155,Yard
WAR1455,Delhi,13,232,Culture
WAR1456,Chennai,168,267,Letter
WAR1457,Bangalore,227,172,Within
WAR1163,Delhi,83,230,Pull
WAR1459,Hyderabad,227,297,Before
WAR1460,Mumbai,174,9,Important
WAR1461,Bangalore,19,152,Plant
WAR1462,Delhi,153,116,Which
WAR1463,Bangalore,117,247,Agreement
WAR1464,Hyderabad,137,85,Window
WAR1465,Bangalore,117,62,Near
WAR1466,Delhi,174,113,Often
WAR1467,Mumbai,197,169,Fact
WAR1468,Bangalore,176,101,Left
WAR1469,Delhi,234,45,Other
WAR1470,Hyderabad,121,12,Also
WAR1471,Delhi,39,27,Save
WAR1472,Delhi,78,182,Stop
WAR1473,Chennai,130,255,Nature
WAR1474,Bangalore,39,245,Force
WAR1475,Delhi,38,211,Computer
WAR1476,Hyderabad,126,37,Analysis
WAR1477,Chennai,249,21,Art
WAR1478,Hyderabad,68,126,Response
WAR1479,Chennai,173,11,Senior
WAR0811,Chennai,139,300,Customer
WAR1481,Hyderabad,6,110,Specific
WAR1482,Bangalore,116,226,Space
WAR1483,Chennai,9,18,Thus
WAR1484,Hyderabad,233,25,Believe
WAR1485,Delhi,64,290,Hotel
WAR1486,Mumbai,268,23,Various
WAR1487,Mumbai,126,290,Benefit
WAR1488,Chennai,119,97,Difference
WAR1170,Hyderabad,169,78,Give
WAR1490,Delhi,2,190,Which
WAR1491,Bangalore,177,121,Population
WAR1492,delhi,17,104,Perform
WAR1493,Hyderabad,174,278,Front
WAR1494,Mumbai,204,300,Throughout
WAR1495,Bangalore,61,201,Ball
WAR1496,Bangalore,213,104,Picture
WAR1497,Delhi,213,259,Hold
WAR1498,Hyderabad,158,291,Mother
WAR1499,Delhi,154,208,Weight
WAR1500,Chennai,169,6,Others
WAR1501,Delhi,50,122,Clear
WAR0154,Mumbai,244,66,Tough
WAR1503,Mumbai,82,59,Gun
WAR1504,Bangalore,100,6,Federal
WAR1505,Chennai,224,96,Customer
WAR1506,DELHI,295,190,Across
WAR1507,Hyderabad,168,134,Item
WAR1508,Mumbai,189,225,Skin
WAR1509,Delhi,2,5,Add
WAR1510,Bangalore,29,270,Eye
WAR1511,Chennai,267,59,Day
WAR1512,Chennai,34,182,Spring
WAR1513,CHENNAI,47,21,Black
WAR1514,Delhi,134,227,Kitchen
WAR1515,Bangalore,36,157,Medical
WAR1516,Bangalore,222,63,Increase
WAR1517,Bangalore,120,127,Gas
WAR1518,Mumbai,195,133,Option
INVALID_92,Mumbai,80,170,Evening
WAR1520,Chennai,43,0,Left
WAR1521,Mumbai,53,97,Throw
WAR1522,Hyderabad,268,134,Hair
WAR1523,Bangalore,272,95,Worker
WAR1524,Bangalore,110,207,Serve
WAR1525,Hyderabad,167,118,Community
WAR1526,Delhi,300,210,First
WAR1527,Bangalore,291,147,Significant
WAR1528,Mumbai,50,236,Finish
WAR1529,Delhi,40,95,Rate
WAR1530,Mumbai,274,0,Every
WAR1531,Bangalore,284,185,Weight
WAR1532,Hyderabad,55,22,Administration
WAR1533,Mumbai,166,8,Window
WAR1534,Chennai,-1,50,Card
WAR1535,Chennai,117,59,Along
WAR1536,Mumbai,171,253,Later
WAR1537,Hyderabad,120,256,Stop
WAR1538,chennai,107,296,Check
WAR1539,Mumbai,276,35,Fish
WAR1540,Delhi,290,168,True
WAR1541,Hyderabad,-1,106,Cup
WAR1542,Hyderabad,178,252,Various
WAR1543,Hyderabad,144,275,Beat
WAR1544,Hyderabad,97,91,Whose
WAR1545,Chennai,221,12,Modern
WAR1546,Bangalore,170,222,Line
WAR1547,Chennai,102,263,Sister
WAR1548,Chennai,280,130,Successful
WAR1549,Mumbai,106,10,Effect
WAR1550,Hyderabad,283,99,Down
WAR1551,Bangalore,70,2,State
WAR1552,Mumbai,55,52,Goal
WAR1553,Chennai,140,150,Citizen
WAR1554,Chennai,129,223,Blue
WAR1555,Mumbai,105,262,Spring
WAR1556,Bangalore,64,54,Body
WAR1557,Hyderabad,110,18,Choice
WAR1558,Bangalore,51,286,Small
WAR1559,MUMBAI,9999,243,Individual
WAR1560,Mumbai,26,269,Team
WAR1561,Hyderabad,267,9999,Everybody
WAR1562,Hyderabad,220,123,Notice
WAR1563,Delhi,136,292,Only
INVALID_84,Delhi,82,180,Seat
WAR1565,Bangalore,271,190,Surface
WAR1566,Hyderabad,173,44,Affect
WAR1567,Delhi,214,117,Husband
WAR1568,Mumbai,167,213,Five
WAR1569,Bangalore,236,43,Offer
WAR1570,Bangalore,197,19,Television
WAR1571,Mumbai,62,258,Their
WAR1572,Delhi,164,70,Tonight
WAR1573,Bangalore,115,289,Father
WAR1574,Delhi,224,43,Trade
WAR1575,Mumbai,170,297,Personal
WAR1576,Delhi,244,275,Public
WAR0253,Mumbai,15,123,People
WAR1578,Chennai,115,262,Politics
WAR1579,Delhi,0,182,Question
WAR1580,Hyderabad,73,161,Set
WAR1581,Hyderabad,297,162,Popular
WAR1582,Hyderabad,66,171,Above
WAR1583,Mumbai,89,245,Deal
WAR1584,Mumbai,96,65,Big
WAR1585,Bangalore,243,179,Mrs
WAR1586,Bangalore,179,83,Hour
WAR1587,Hyderabad,226,3,Full
WAR1588,Bangalore,34,240,Raise
WAR1589,Chennai,212,160,Process
WAR1590,Delhi,95,164,Marriage
WAR1591,Hyderabad,260,111,Far
WAR1592,HYDERABAD,288,52,Drive
WAR0168,Mumbai,82,153,Care
WAR0188,Mumbai,119,289,World
WAR1595,Chennai,133,269,Hard
WAR1596,Mumbai,283,107,Clearly
WAR1597,Chennai,121,33,Develop
WAR1598,Hyderabad,271,51,Any
WAR1599,Chennai,0,200,Tv
WAR1600,Hyderabad,206,268,Raise
WAR1601,Bangalore,179,196,Fine
WAR1602,Chennai,6,118,Season
WAR1603,Chennai,8,295,Control
WAR1604,Bangalore,155,49,Draw
WAR1605,Mumbai,95,196,Young
WAR1606,Bangalore,33,18,Green
WAR1607,Chennai,68,280,Resource
WAR1608,Hyderabad,233,132,View
WAR1609,BANGALORE,144,95,Where
WAR1610,Hyderabad,183,62,Discussion
WAR1611,Hyderabad,225,205,Itself
WAR1612,Hyderabad,290,96,Prevent
WAR1613,Delhi,187,75,Paper
WAR1614,Delhi,214,63,Unit
WAR1615,Mumbai,38,167,Both
WAR1616,Chennai,157,97,Attorney
WAR1617,Mumbai,64,185,Direction
WAR1618,Hyderabad,31,212,Enter
WAR1619,Delhi,193,139,Sure
WAR1620,Bangalore,286,155,Understand
WAR1621,Chennai,144,266,Piece
WAR1622,Hyderabad,111,110,Church
WAR1623,Bangalore,131,103,Data
WAR1624,Bangalore,133,174,Make
WAR1625,Mumbai,41,0,Base
WAR1626,Mumbai,240,195,For
WAR1627,Hyderabad,135,139,Decade
WAR1628,Hyderabad,41,265,Stuff
WAR1629,Chennai,259,137,Rest
WAR1630,Mumbai,300,9999,What
WAR1631,Bangalore,52,118,As
WAR1632,Hyderabad,52,210,Produce
WAR1633,Hyderabad,-1,140,Order
WAR1634,Delhi,133,129,Behavior
WAR1635,DELHI,94,224,Watch
WAR1636,Bangalore,73,20,Cut
WAR1637,Chennai,279,81,Discussion
WAR1638,Bangalore,258,37,Economic
WAR1639,HYDERABAD,189,232,Take
WAR1640,Chennai,260,53,Official
WAR1641,Bangalore,9,135,Network
WAR1642,Chennai,75,168,Doctor
WAR1643,Mumbai,18,67,Work
WAR1644,Bangalore,182,233,Cultural
WAR1645,Mumbai,119,26,Listen
WAR1646,Bangalore,140,265,Moment
WAR1647,Bangalore,2,176,Them
WAR1648,Delhi,88,291,Authority
WAR1649,Mumbai,175,67,Field
WAR1650,Mumbai,38,266,Company
WAR1651,Chennai,273,145,Family
WAR1652,Chennai,230,109,Who
WAR1653,Chennai,0,262,Themselves
WAR1654,Delhi,203,212,Nearly
WAR1655,Hyderabad,244,72,Quality
WAR1656,Delhi,93,122,Realize
WAR1657,Chennai,155,82,Notice
WAR1658,Mumbai,263,34,Walk
WAR1659,Hyderabad,294,10,Physical
WAR1660,Bangalore,161,198,Energy
WAR1661,Bangalore,80,249,Movement
WAR1662,Hyderabad,42,97,Popular
WAR1663,Chennai,87,62,Recent
WAR1664,Delhi,29,185,War
WAR1665,Delhi,9999,203,Measure
INVALID_80,Mumbai,107,104,Free
WAR1667,chennai,133,149,Agent
WAR1668,Hyderabad,284,111,Believe
WAR1669,Delhi,226,296,Image
WAR1670,Chennai,32,289,Free
INVALID_47,Hyderabad,83,148,Seek
WAR1672,Mumbai,292,148,Billion
WAR1673,Chennai,188,0,Audience
WAR1674,Bangalore,23,148,Him
WAR1675,Bangalore,190,87,Tax
WAR1676,Mumbai,293,105,Rich
WAR1677,Chennai,212,56,Talk
WAR1678,Bangalore,248,121,Often
WAR1679,Bangalore,9999,199,Practice
WAR1680,Chennai,206,239,Million
WAR1681,Bangalore,139,79,Always
WAR1682,Chennai,297,101,Project
WAR1683,Hyderabad,5,174,Now
WAR1684,BANGALORE,252,130,Sea
WAR1685,Mumbai,299,99,Building
WAR1686,Delhi,54,217,Rather
WAR1687,Hyderabad,195,180,Center
WAR1688,Hyderabad,285,136,Pick
WAR1689,Chennai,127,189,Special
WAR1690,Hyderabad,118,199,Create
WAR1691,Mumbai,164,98,Loss
WAR1692,Mumbai,205,27,Short
WAR1693,Mumbai,82,209,Policy
WAR0856,Hyderabad,168,285,Government
WAR1695,Hyderabad,240,170,Because
WAR1696,Delhi,60,134,Mission
WAR1697,Bangalore,240,8,Through
WAR1698,Mumbai,168,17,Both
WAR1699,Mumbai,119,9999,Again
INVALID_68,Hyderabad,105,146,Similar
WAR1701,Bangalore,36,2,Side
WAR1702,Chennai,202,9,Put
WAR0647,Hyderabad,134,75,Improve
WAR1704,Mumbai,200,50,Method
WAR1705,Bangalore,93,59,College
WAR1706,DELHI,4,191,Authority
WAR1707,Delhi,171,99,Red
WAR1708,Delhi,202,178,Bar
WAR1709,Bangalore,66,0,Field
WAR1710,Chennai,44,117,Goal
WAR1711,DELHI,264,9999,Act
WAR1712,Mumbai,57,131,Central
WAR1713,Delhi,198,104,Major
WAR1714,Mumbai,124,117,Sort
WAR1715,Bangalore,111,276,Year
WAR1716,Mumbai,73,247,Data
WAR1717,Hyderabad,205,232,Sense
WAR1718,Chennai,25,197,Turn
WAR1719,Mumbai,51,270,Establish
WAR1720,Bangalore,197,64,Lose
WAR1721,Chennai,291,268,Article
WAR1722,CHENNAI,12,243,Seat
WAR1723,Hyderabad,142,107,Reveal
WAR1724,Hyderabad,109,149,Much
WAR1725,Bangalore,85,84,It
WAR1726,Chennai,131,25,Treat
WAR1727,Chennai,297,207,Throughout
WAR1728,Delhi,9999,67,Source
WAR0340,Hyderabad,59,192,Draw
WAR1730,Delhi,28,74,Instead
WAR1731,Hyderabad,45,80,Gas
WAR1732,Chennai,119,24,Finish
WAR1733,Mumbai,62,207,Relationship
WAR1734,Bangalore,17,156,Fund
WAR1669,Hyderabad,152,278,Current
WAR1736,Bangalore,144,230,Something
WAR1737,Bangalore,240,224,Arrive
WAR1738,Hyderabad,294,167,Training
WAR1739,Chennai,83,20,Lay
WAR1740,Hyderabad,9999,99,Girl
WAR1741,Delhi,62,165,Trade
WAR1742,Delhi,102,269,Minute
WAR1743,Chennai,233,167,Some
WAR1744,Delhi,36,221,Yard
WAR1745,MUMBAI,61,92,Gas
WAR1746,Bangalore,152,207,Husband
WAR1747,Bangalore,47,155,Least
WAR1748,Delhi,226,179,Arm
WAR1749,Mumbai,9999,49,Image
WAR1750,Bangalore,161,103,Possible
WAR1751,Mumbai,112,40,Military
WAR1752,Hyderabad,256,289,Around
WAR1753,Hyderabad,65,137,Senior
WAR1754,Bangalore,69,190,Increase
WAR1755,Chennai,260,152,Defense
WAR1756,Hyderabad,72,264,Compare
WAR1757,Delhi,18,228,Rule
WAR1758,Mumbai,2,78,Institution
WAR1759,Mumbai,101,92,From
WAR1760,Hyderabad,37,269,Notice
WAR1761,Delhi,0,14,Issue
WAR1762,Chennai,199,7,Deal
WAR1763,Mumbai,250,165,South
WAR1764,Delhi,198,118,Still
WAR1765,Chennai,284,32,Tonight
WAR1766,Chennai,26,95,Father
WAR1767,Hyderabad,51,241,Citizen
WAR1768,Mumbai,12,57,Type
WAR1769,Bangalore,260,21,Small
WAR1770,Hyderabad,190,135,Like
INVALID_76,Mumbai,204,249,Key
WAR1772,Chennai,140,273,Get
WAR1773,Mumbai,28,109,Surface
WAR1774,Hyderabad,205,123,Wall
WAR1775,Bangalore,140,224,Center
WAR1776,Delhi,20,275,Training
WAR1777,Bangalore,261,237,Call
WAR1778,Mumbai,151,133,Table
WAR1779,Chennai,147,156,Mention
WAR1780,Chennai,129,153,Make
WAR1781,Delhi,73,10,Thousand
WAR1762,Chennai,211,29,Side
WAR1783,Mumbai,225,57,Possible
WAR1784,Bangalore,29,176,Light
WAR1785,Bangalore,248,9999,Policy
WAR1786,Mumbai,278,252,Trip
WAR1787,Mumbai,84,178,Themselves
WAR1788,Chennai,230,123,Bill
WAR1789,Chennai,292,45,Hot
WAR1790,Delhi,146,290,Yard
WAR0727,Chennai,263,236,Behavior
WAR1792,Hyderabad,139,71,On
WAR1793,Mumbai,254,58,Effort
WAR1794,mumbai,227,93,Wait
WAR1795,Hyderabad,179,165,Night
WAR1796,Mumbai,114,246,Education
WAR0651,Chennai,181,259,South
WAR1798,bangalore,96,25,Democrat
WAR1799,BANGALORE,22,269,Still
WAR1800,Bangalore,148,101,That
WAR1801,Bangalore,12,66,Community
WAR1802,Mumbai,39,96,Personal
WAR1803,Bangalore,133,245,Anyone
WAR1804,Bangalore,52,150,Congress
WAR1805,DELHI,253,8,Sound
WAR1806,Hyderabad,52,176,Accept
WAR1807,Delhi,60,255,Daughter
WAR1808,Mumbai,204,224,Least
WAR1809,Chennai,34,200,Night
WAR0407,Delhi,111,103,Involve
WAR1811,Chennai,246,102,Share
WAR1812,Delhi,30,72,Property
WAR1813,Delhi,263,-1,Position
WAR1814,Hyderabad,295,-1,Wonder
WAR0708,Chennai,184,271,Benefit
WAR1816,Bangalore,239,39,Though
WAR1817,Mumbai,-1,20,Box
WAR1818,Hyderabad,197,215,Sound
WAR1819,Mumbai,74,279,Go
WAR1820,Delhi,0,67,Then
WAR1821,Hyderabad,39,102,Picture
WAR1822,Delhi,107,134,Land
WAR1823,Hyderabad,136,206,Give
WAR1824,Mumbai,45,24,Employee
WAR1825,Hyderabad,52,233,Police
WAR1826,Delhi,80,6,Me
WAR1827,Mumbai,118,188,Especially
WAR1828,Chennai,230,14,Indicate
WAR1829,Delhi,66,78,Prepare
WAR1830,Delhi,287,9,Risk
WAR1831,Bangalore,102,112,Continue
WAR1832,Hyderabad,111,31,Tend
WAR1833,Mumbai,64,44,Response
WAR1834,Delhi,9999,129,Because
WAR1835,CHENNAI,278,11,Experience
WAR1836,Bangalore,288,287,Feeling
WAR1837,Delhi,23,151,Individual
WAR1838,Mumbai,240,268,Five
WAR1839,Hyderabad,29,219,Fly
WAR1840,Chennai,20,45,Soon
WAR1841,Delhi,132,-1,Popular
WAR1842,Bangalore,6,185,Somebody
WAR1843,Bangalore,287,115,Kitchen
WAR1844,Bangalore,211,183,Key
WAR1845,Hyderabad,285,34,Point
WAR0754,Bangalore,223,212,Wide
WAR1847,Mumbai,212,58,Who
INVALID_17,Hyderabad,24,33,Worker
INVALID_99,Chennai,179,149,Under
WAR1850,Hyderabad,126,26,Prevent
WAR1851,Delhi,95,5,Room
WAR1852,Mumbai,120,9999,Wonder
WAR1853,Delhi,276,2,Large
WAR1854,Chennai,9999,232,Begin
WAR1855,Mumbai,21,176,Identify
WAR1856,Chennai,258,191,Wish
WAR0014,Hyderabad,143,140,Join
WAR1858,Mumbai,278,293,Center
WAR1859,Delhi,47,168,Military
WAR1860,Bangalore,190,279,View
WAR1861,Delhi,138,163,Century
WAR1862,Chennai,71,35,Offer
WAR1863,Chennai,0,248,Director
WAR1864,Hyderabad,104,135,Peace
WAR1865,Mumbai,127,180,Job
WAR1866,delhi,290,116,Difference
WAR1867,Chennai,257,32,Safe
WAR1868,Mumbai,41,113,When
WAR1869,Hyderabad,119,214,Her
WAR1870,Delhi,286,193,Four
WAR1871,Bangalore,155,121,Push
WAR1872,Delhi,201,26,Meet
WAR1873,Delhi,69,70,Social
WAR1874,Mumbai,291,261,Meet
WAR1875,Delhi,162,72,Marriage
WAR1599,Chennai,41,195,Thought
WAR1877,Hyderabad,90,54,President
WAR0503,Chennai,2,38,These
WAR1879,Hyderabad,58,74,Even
WAR1880,Chennai,52,0,Lay
WAR1881,Delhi,86,151,According
WAR1882,Delhi,120,37,Without
WAR1883,Hyderabad,19,24,Actually
WAR1884,Chennai,192,86,Street
WAR1885,Mumbai,235,133,Soon
WAR1886,Chennai,113,190,Myself
WAR1887,Mumbai,49,236,Artist
WAR1888,Mumbai,219,38,Interview
WAR1889,Mumbai,114,278,Of
WAR1890,Bangalore,205,17,Lay
WAR1891,Bangalore,187,84,Sit
WAR1892,Bangalore,267,268,Brother
INVALID_85,HYDERABAD,186,71,Beautiful
WAR1894,Bangalore,59,107,Card
WAR1895,Chennai,241,34,Lead
WAR1896,Chennai,132,49,Within
WAR1897,Chennai,135,88,Company
WAR1898,Mumbai,51,150,Public
WAR1899,Delhi,98,158,Spring
WAR1900,Hyderabad,68,157,Theory
WAR1901,DELHI,102,36,Five
WAR1902,Chennai,85,154,Tax
WAR1903,Mumbai,90,281,That
WAR1904,Mumbai,250,116,Less
WAR1905,Chennai,267,140,Act
WAR1906,Delhi,298,229,Vote
WAR1907,Hyderabad,177,238,Behind
WAR1908,Delhi,227,43,Family
WAR1909,Delhi,-1,264,Safe
WAR1910,Hyderabad,296,149,Enjoy
WAR1911,Mumbai,48,220,Stand
WAR1912,Bangalore,199,137,Strong
WAR1480,Mumbai,87,273,Century
WAR1914,HYDERABAD,228,160,Professional
WAR1915,Delhi,279,235,Process
WAR1916,Delhi,268,230,North
WAR1917,Hyderabad,73,206,Enough
WAR1918,Bangalore,268,154,Clear
WAR1919,Hyderabad,-1,199,Poor
WAR1920,Hyderabad,101,137,Discussion
WAR1921,Delhi,201,148,Particularly
WAR1922,Delhi,49,85,Station
WAR1923,Delhi,41,99,Politics
WAR1924,Bangalore,245,138,Rate
WAR1925,Hyderabad,272,240,Study
WAR1926,Bangalore,82,65,Water
WAR0271,chennai,197,112,May
WAR1928,Hyderabad,102,279,Discuss
WAR1929,Mumbai,135,81,Name
WAR1930,MUMBAI,37,150,Fill
WAR1931,Hyderabad,294,285,Away
WAR1932,delhi,289,64,Enter
WAR1933,Hyderabad,206,261,Challenge
WAR1934,Mumbai,131,192,View
WAR1935,Chennai,76,136,Bank
WAR1936,Bangalore,184,27,Bank
WAR1937,Mumbai,9999,295,Order
WAR1938,Delhi,90,294,View
WAR1939,Hyderabad,243,179,Doctor
WAR1940,Hyderabad,136,0,Thousand
WAR1941,Delhi,262,238,Family
WAR1942,Bangalore,210,101,Material
WAR1943,Hyderabad,247,254,Owner
WAR1944,Chennai,242,161,Air
WAR1945,Mumbai,260,265,Nation
WAR1946,Bangalore,234,142,Family
WAR1947,mumbai,241,46,Special
WAR1948,Mumbai,260,106,Before
WAR1949,Hyderabad,98,41,East
WAR1060,Mumbai,88,26,National
WAR1951,Bangalore,180,260,Network
WAR1952,Hyderabad,9999,121,Security
WAR1953,Chennai,0,147,Song
WAR1954,Chennai,127,296,American
WAR1955,Delhi,74,119,Safe
WAR1956,Mumbai,277,102,Mother
WAR1957,Chennai,168,246,Machine
WAR1958,Mumbai,-1,133,Subject
WAR1222,Delhi,0,177,High
WAR1960,Hyderabad,131,259,Sport
WAR1961,DELHI,54,0,Benefit
WAR1962,Hyderabad,283,94,Democratic
WAR1963,Chennai,47,299,Catch
WAR1964,Hyderabad,107,0,Mission
WAR1965,Chennai,52,15,Action
WAR1966,Hyderabad,208,279,Magazine
WAR1967,Chennai,215,134,Several
WAR1968,Bangalore,280,203,Receive
WAR1969,Delhi,259,102,Whom
WAR1970,Bangalore,280,6,Concern
WAR1971,CHENNAI,104,206,Win
WAR1972,Mumbai,120,31,Opportunity
WAR1485,Bangalore,112,268,Might
WAR1974,hyderabad,246,135,Gas
WAR1975,Bangalore,276,130,Model
WAR1976,Delhi,181,280,Officer
WAR1977,Delhi,28,19,Modern
WAR1978,Mumbai,5,218,Each
WAR1979,Hyderabad,94,191,Series
INVALID_68,Mumbai,0,220,Get
WAR1981,Chennai,11,88,Something
WAR1386,Delhi,96,63,Parent
WAR1983,Bangalore,110,220,Seek
WAR1984,Bangalore,112,278,Record
WAR1985,Bangalore,277,153,Address
WAR1986,mumbai,270,205,Commercial
WAR1987,Bangalore,205,298,Everyone
WAR1059,Bangalore,186,20,Benefit
WAR1989,Chennai,233,187,Picture
WAR1990,Chennai,78,249,Central
WAR1991,Hyderabad,237,9999,Western
WAR1992,Bangalore,91,60,Including
WAR1993,Chennai,274,30,The
WAR1994,Mumbai,157,198,Individual
WAR1995,Chennai,181,101,With
WAR1996,Mumbai,75,126,Read
WAR1997,Delhi,-1,58,Morning
WAR1998,Mumbai,-1,117,Choose
WAR1999,Bangalore,178,124,Include
WAR2000,DELHI,21,64,Cut
WAR2001,Bangalore,241,9999,Size
WAR2002,Hyderabad,9999,256,Do
WAR2003,Mumbai,41,9999,Democrat
WAR0313,mumbai,3,115,Total
WAR2005,Hyderabad,177,204,Foreign
WAR2006,Delhi,267,90,Energy
WAR2007,Hyderabad,115,89,Garden
WAR2008,Bangalore,230,209,Itself
WAR2009,Delhi,215,27,Quickly
WAR2010,Bangalore,135,2,News
WAR2011,Hyderabad,191,281,Base
WAR2012,Bangalore,138,30,Media
WAR2013,Hyderabad,289,180,Page
WAR2014,Bangalore,21,137,Sell
WAR2015,Chennai,231,172,Action
WAR2016,Hyderabad,218,250,Brother
WAR2017,Mumbai,52,167,Particular
WAR2018,Hyderabad,0,257,Upon
WAR2019,Bangalore,100,2,Half
WAR2020,Chennai,219,178,Tend
WAR2021,Hyderabad,224,284,Between
WAR2022,Delhi,41,7,Option
WAR2023,Mumbai,61,143,Age
WAR2024,Chennai,9999,139,Its
WAR2025,HYDERABAD,211,235,Sure
WAR2026,Hyderabad,146,211,Create
WAR2027,Hyderabad,74,243,Film
WAR2028,Chennai,73,193,Eight
WAR2029,Chennai,271,295,Organization
WAR2030,Mumbai,218,6,One
WAR2031,Bangalore,157,200,Develop
WAR2032,Hyderabad,22,47,Material
INVALID_26,Hyderabad,107,174,Degree
WAR2034,Bangalore,113,99,Accept
WAR2035,Hyderabad,17,257,Subject
WAR2036,Mumbai,170,1,Red
WAR2037,Hyderabad,130,42,Task
WAR2038,Delhi,221,54,Anyone
WAR2039,Mumbai,278,60,Spend
WAR2040,Delhi,45,182,American
WAR2041,Mumbai,78,182,Give
WAR2042,Hyderabad,26,42,Leader
WAR2043,Bangalore,251,31,Leave
WAR2044,Mumbai,67,257,Bar
WAR2045,Delhi,171,195,Particularly
WAR2046,Bangalore,241,57,Common
WAR0210,Delhi,254,274,Career
WAR2048,Hyderabad,209,131,Animal
WAR2049,bangalore,24,104,Act
WAR2050,Hyderabad,291,283,Suddenly
WAR2051,Hyderabad,76,235,Center
WAR2052,Chennai,137,6,Summer
WAR2053,Mumbai,136,4,Six
WAR2054,Hyderabad,110,234,Cup
WAR2055,Hyderabad,293,46,A
WAR2056,Bangalore,246,140,Nation
WAR2057,Hyderabad,271,261,Short
WAR2058,DELHI,10,47,Seem
WAR2059,Hyderabad,215,195,Third
WAR2060,Mumbai,253,96,Note
WAR2061,Mumbai,3,238,Arm
WAR2062,Hyderabad,52,88,Style
WAR2063,Chennai,75,141,Adult
WAR2064,Mumbai,209,293,Guess
WAR2065,Hyderabad,0,9999,Put
WAR2066,Delhi,12,118,Ten
WAR2067,Bangalore,205,44,Heavy
WAR2068,mumbai,193,230,Hair
WAR2069,Hyderabad,120,240,Leader
WAR2070,Chennai,2,187,Light
WAR2071,Mumbai,205,213,Author
WAR2072,Hyderabad,172,162,Seat
WAR2073,Delhi,294,0,Sense
WAR2074,Mumbai,82,1,Mind
WAR2075,Hyderabad,30,199,Budget
WAR2076,Mumbai,178,287,School
WAR2077,MUMBAI,122,213,Somebody
WAR2078,Chennai,193,94,Else
WAR2079,Hyderabad,113,127,Service
WAR2080,Delhi,222,211,Already
WAR2081,Chennai,284,164,Despite
WAR2082,Hyderabad,0,249,Meet
WAR2083,Bangalore,294,102,We
WAR2084,Hyderabad,64,170,Room
WAR2085,Hyderabad,135,65,Full
WAR2086,Bangalore,288,271,Off
WAR2087,Hyderabad,102,208,International
WAR2088,Hyderabad,241,27,Blood
WAR2089,Chennai,158,103,Hold
WAR2090,Hyderabad,125,285,Clear
WAR2091,Delhi,95,169,Market
WAR2092,Hyderabad,278,211,Wear
WAR2093,Hyderabad,134,26,Off
WAR2094,CHENNAI,281,69,Citizen
WAR2095,Delhi,271,186,Thousand
WAR2096,Bangalore,2,230,Service
WAR2097,Chennai,203,236,Phone
WAR2098,Bangalore,246,57,Data
WAR2099,Delhi,30,153,Structure
WAR2100,Bangalore,211,163,Wear
WAR2101,Mumbai,49,2,Often
WAR2102,Mumbai,0,36,Cause
WAR2103,Chennai,168,281,Culture
WAR2104,Bangalore,122,115,Strong
WAR2105,Delhi,281,23,Key
WAR2106,Hyderabad,183,232,High
WAR2107,Chennai,210,146,Include
WAR2108,Hyderabad,230,184,According
WAR2109,Bangalore,32,115,Recent
WAR2110,Chennai,240,34,Give
WAR2111,Delhi,95,147,Professor
WAR2112,Mumbai,158,285,Cost
WAR2113,Hyderabad,149,67,Live
WAR2114,Delhi,161,112,And
WAR2115,Delhi,169,135,Various
WAR2116,Hyderabad,213,50,Hand
WAR2117,Delhi,26,145,Use
WAR2118,Mumbai,126,184,Expect
WAR2119,Hyderabad,46,277,Keep
WAR2120,Delhi,129,192,Rate
WAR2121,Hyderabad,227,146,Couple
WAR2122,Chennai,206,200,Must
WAR2123,Bangalore,-1,119,With
INVALID_17,Mumbai,267,141,Whom
WAR2125,Chennai,185,27,Help
WAR2126,Chennai,121,262,Wonder
WAR2127,Mumbai,220,115,Ability
WAR2128,Mumbai,130,96,Wife
WAR2129,Bangalore,256,179,Score
WAR2130,Hyderabad,262,162,Both
WAR2131,MUMBAI,84,31,Since
WAR2132,Mumbai,20,121,Expert
WAR2133,Mumbai,257,9,Election
WAR2134,Delhi,255,37,Nearly
WAR2135,Delhi,-1,219,Hair
WAR2136,Delhi,265,163,Material
WAR2137,Chennai,100,283,Meeting
WAR2138,Mumbai,274,278,Serious
WAR2139,Hyderabad,72,35,Trouble
WAR2140,Delhi,84,12,A
WAR2141,Mumbai,287,201,Your
WAR2142,Mumbai,285,144,Inside
WAR2143,Chennai,103,270,Side
WAR2144,Hyderabad,88,24,Statement
WAR2145,Hyderabad,175,31,Join
WAR2146,Bangalore,80,9999,Nice
WAR2147,Chennai,277,287,Tree
WAR2148,bangalore,132,170,Security
WAR2149,Bangalore,71,201,Yard
